subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_charge_inr,subscription_status
S0016595,C0016595,PL003,02-06-2021,,Monthly,399.0,Active
S0016596,C0016596,PL013,28-06-2016,18-04-2020,Monthly,899.0,Terminated
S0016597,C0016597,PL003,27-06-2019,,Monthly,399.0,Active
S0016598,C0016598,PL022,01-01-2014,,Annual,8333.0,Active
S0016599,C0016599,PL010,12-07-2016,,Monthly,1299.0,Active
S0016600,C0016600,PL010,01-12-2016,,Monthly,1299.0,Active
S0016601,C0016601,PL025,05-10-2024,,Monthly,799.0,Active
S0016602,C0016602,PL004,08-04-2017,,Monthly,449.0,Active
S0016603,C0016603,PL003,20-12-2023,,Monthly,399.0,Active
S0016604,C0016604,PL012,22-03-2018,,Monthly,599.0,Active
S0016605,C0016605,PL009,10-10-2021,,Monthly,999.0,Active
S0016606,C0016606,PL018,01-01-2014,,Annual,1000.0,Active
S0016607,C0016607,PL018,25-06-2018,,Annual,1000.0,Active
S0016608,C0016608,PL010,15-06-2014,,Monthly,1299.0,Active
S0016609,C0016609,PL008,26-07-2022,,Monthly,699.0,Active
S0016610,C0016610,PL013,11-02-2022,,Monthly,899.0,Active
S0016611,C0016611,PL013,09-09-2019,,Monthly,899.0,Active
S0016612,C0016612,PL006,27-09-2019,,Annual,300.0,Active
S0016613,C0016613,PL015,12-01-2024,,Monthly,699.0,Active
S0016614,C0016614,PL022,01-01-2014,,Annual,8333.0,Active
S0016615,C0016615,PL023,15-03-2014,,Monthly,99.0,Active
S0016616,C0016616,PL003,14-02-2019,15-08-2025,Monthly,399.0,Terminated
S0016617,C0016617,PL002,13-03-2016,,Monthly,299.0,Active
S0016618,C0016618,PL006,15-08-2025,,Annual,300.0,Active
S0016619,C0016619,PL015,10-06-2015,,Monthly,699.0,Active
S0016620,C0016620,PL006,01-01-2014,,Annual,300.0,Active
S0016621,C0016621,PL019,17-07-2015,,Monthly,349.0,Active
S0016622,C0016622,PL016,01-01-2014,05-07-2019,Monthly,999.0,Terminated
S0016623,C0016623,PL021,23-12-2020,,Annual,4166.0,Active
S0016624,C0016624,PL009,27-10-2021,,Monthly,999.0,Active
S0016625,C0016625,PL015,15-01-2025,,Monthly,699.0,Active
S0016626,C0016626,PL011,10-07-2022,,Annual,583.0,Active
S0016627,C0016627,PL020,06-04-2022,,Monthly,599.0,Active
S0016628,C0016628,PL005,26-10-2025,,Annual,250.0,Active
S0016629,C0016629,PL001,13-02-2023,,Monthly,199.0,Active
S0016630,C0016630,PL005,01-01-2014,,Annual,250.0,Active
S0016631,C0016631,PL003,07-11-2024,,Monthly,399.0,Active
S0016632,C0016632,PL003,09-01-2022,,Monthly,399.0,Active
S0016633,C0016633,PL018,01-04-2024,20-09-2024,Annual,1000.0,Terminated
S0016634,C0016634,PL015,10-06-2025,,Monthly,699.0,Active
S0016635,C0016635,PL024,27-03-2022,,Monthly,499.0,Active
S0016636,C0016636,PL020,29-12-2025,,Monthly,599.0,Active
S0016637,C0016637,PL021,01-01-2014,,Annual,4166.0,Active
S0016638,C0016638,PL018,01-01-2014,,Annual,1000.0,Active
S0016639,C0016639,PL004,22-11-2022,,Monthly,449.0,Active
S0016640,C0016640,PL008,08-02-2022,,Monthly,699.0,Active
S0016641,C0016641,PL001,07-03-2022,,Monthly,199.0,Active
S0016642,C0016642,PL001,02-02-2014,,Monthly,199.0,Active
S0016643,C0016643,PL023,13-11-2015,29-11-2020,Monthly,99.0,Terminated
S0016644,C0016644,PL015,01-01-2014,,Monthly,699.0,Active
S0016645,C0016645,PL005,01-01-2014,,Annual,250.0,Active
S0016646,C0016646,PL004,27-03-2022,,Monthly,449.0,Active
S0016647,C0016647,PL023,05-06-2015,,Monthly,99.0,Active
S0016648,C0016648,PL002,13-03-2020,,Monthly,299.0,Active
S0016649,C0016649,PL024,04-10-2022,,Monthly,499.0,Active
S0016650,C0016650,PL009,22-07-2018,,Monthly,999.0,Active
S0016651,C0016651,PL001,06-10-2018,,Monthly,199.0,Active
S0016652,C0016652,PL018,01-01-2014,,Annual,1000.0,Active
S0016653,C0016653,PL003,24-09-2024,01-12-2024,Monthly,399.0,Terminated
S0016654,C0016654,PL013,11-04-2025,,Monthly,899.0,Active
S0016655,C0016655,PL025,17-03-2017,,Monthly,799.0,Active
S0016656,C0016656,PL008,22-02-2025,25-10-2025,Monthly,699.0,Terminated
S0016657,C0016657,PL010,28-06-2014,,Monthly,1299.0,Active
S0016658,C0016658,PL011,01-01-2014,,Annual,583.0,Active
S0016659,C0016659,PL007,22-10-2015,,Monthly,499.0,Active
S0016660,C0016660,PL004,21-02-2017,,Monthly,449.0,Active
S0016661,C0016661,PL018,01-01-2014,,Annual,1000.0,Active
S0016662,C0016662,PL002,10-05-2024,19-02-2026,Monthly,299.0,Terminated
S0016663,C0016663,PL014,25-12-2015,,Monthly,1199.0,Active
S0016664,C0016664,PL018,18-12-2024,,Annual,1000.0,Active
S0016665,C0016665,PL024,12-12-2020,,Monthly,499.0,Active
S0016666,C0016666,PL005,11-10-2023,,Annual,250.0,Active
S0016667,C0016667,PL007,10-11-2017,,Monthly,499.0,Active
S0016668,C0016668,PL002,17-11-2019,19-11-2020,Monthly,299.0,Terminated
S0016669,C0016669,PL020,02-11-2015,,Monthly,599.0,Active
S0016670,C0016670,PL006,22-09-2014,,Annual,300.0,Active
S0016671,C0016671,PL007,23-12-2024,22-01-2026,Monthly,499.0,Terminated
S0016672,C0016672,PL002,15-03-2016,,Monthly,299.0,Active
S0016673,C0016673,PL009,16-11-2021,,Monthly,999.0,Active
S0016674,C0016674,PL005,21-09-2016,,Annual,250.0,Active
S0016675,C0016675,PL004,17-06-2025,,Monthly,449.0,Active
S0016676,C0016676,PL001,18-06-2018,,Monthly,199.0,Active
S0016677,C0016677,PL005,01-09-2021,,Annual,250.0,Active
S0016678,C0016678,PL013,19-04-2018,,Monthly,899.0,Active
S0016679,C0016679,PL001,12-11-2017,,Monthly,199.0,Active
S0016680,C0016680,PL016,01-01-2014,,Monthly,999.0,Active
S0016681,C0016681,PL016,29-06-2015,,Monthly,999.0,Active
S0016682,C0016682,PL002,03-12-2025,,Monthly,299.0,Active
S0016683,C0016683,PL005,16-08-2025,18-10-2025,Annual,250.0,Terminated
S0016684,C0016684,PL003,11-04-2020,,Monthly,399.0,Active
S0016685,C0016685,PL009,31-03-2014,,Monthly,999.0,UNKNOWN_STATE
S0016686,C0016686,PL025,08-02-2023,,Monthly,799.0,Active
S0016687,C0016687,PL005,19-12-2014,,Annual,250.0,Active
S0016688,C0016688,PL011,30-07-2015,,Annual,583.0,Active
S0016689,C0016689,PL001,19-01-2019,15-01-2022,Monthly,199.0,Terminated
S0016690,C0016690,PL012,27-09-2025,20-10-2025,Monthly,599.0,Terminated
S0016691,C0016691,PL020,26-08-2025,28-02-2026,Monthly,599.0,Terminated
S0016692,C0016692,PL004,28-07-2024,10-09-2025,Monthly,449.0,Terminated
S0016693,C0016693,PL004,29-05-2025,14-01-2026,Monthly,449.0,Terminated
S0016694,C0016694,PL001,24-04-2019,05-07-2022,Monthly,199.0,Terminated
S0016695,C0016695,PL014,29-12-2022,,Monthly,1199.0,Active
S0016696,C0016696,PL006,18-06-2017,,Annual,300.0,Active
S0016697,C0016697,PL009,23-05-2020,,Monthly,999.0,Active
S0016698,C0016698,PL006,06-01-2014,,Annual,300.0,Active
S0016699,C0016699,PL005,25-04-2022,,Annual,250.0,Active
S0016700,C0016700,PL003,18-10-2025,,Monthly,399.0,Active
S0016701,C0016701,PL002,10-04-2015,,Monthly,299.0,Active
S0016702,C0016702,PL003,17-12-2021,,Monthly,399.0,Active
S0016703,C0016703,PL001,28-12-2023,,Monthly,199.0,Active
S0016704,C0016704,PL018,17-04-2020,,Annual,1000.0,Active
S0016705,C0016705,PL003,07-04-2022,,Monthly,399.0,Active
S0016706,C0016706,PL016,03-07-2024,,Monthly,999.0,Active
S0016707,C0016707,PL001,14-03-2020,,Monthly,199.0,Active
S0016708,C0016708,PL022,24-11-2017,,Annual,8333.0,Active
S0016709,C0016709,PL004,19-10-2020,,Monthly,449.0,Active
S0016710,C0016710,PL010,13-07-2014,,Monthly,1299.0,Active
S0016711,C0016711,PL016,01-01-2014,,Monthly,999.0,Active
S0016712,C0016712,PL021,16-09-2019,,Annual,4166.0,Active
S0016713,C0016713,PL013,27-04-2018,22-03-2024,Monthly,899.0,Terminated
S0016714,C0016714,PL005,01-01-2014,,Annual,250.0,Active
S0016715,C0016715,PL001,04-11-2025,,Monthly,199.0,Active
S0016716,C0016716,PL014,03-02-2019,,Monthly,1199.0,Active
S0016717,C0016717,PL010,14-04-2017,,Monthly,1299.0,Active
S0016718,C0016718,PL002,18-11-2017,,Monthly,299.0,Active
S0016719,C0016719,PL004,08-09-2017,,Monthly,449.0,Active
S0016720,C0016720,PL016,01-01-2014,,Monthly,999.0,Active
S0016721,C0016721,PL012,22-04-2025,05-09-2025,Monthly,599.0,Terminated
S0016722,C0016722,PL002,21-08-2020,04-01-2022,Monthly,299.0,Terminated
S0016723,C0016723,PL006,01-01-2014,,Annual,300.0,Active
S0016724,C0016724,PL005,12-04-2020,,Annual,250.0,Active
S0016725,C0016725,PL022,03-07-2020,,Annual,8333.0,Active
S0016726,C0016726,PL002,14-09-2025,,Monthly,299.0,Active
S0016727,C0016727,PL023,01-07-2018,,Monthly,99.0,Active
S0016728,C0016728,PL005,04-03-2019,,Annual,250.0,Active
S0016729,C0016729,PL002,19-05-2021,30-05-2024,Monthly,299.0,Terminated
S0016730,C0016730,PL020,27-04-2015,,Monthly,599.0,Active
S0016731,C0016731,PL004,23-04-2017,,Monthly,449.0,Active
S0016732,C0016732,PL001,03-08-2021,,Monthly,199.0,Active
S0016733,C0016733,PL004,31-01-2025,,Monthly,449.0,Active
S0016734,C0016734,PL014,09-11-2019,,Monthly,1199.0,Active
S0016735,C0016735,PL006,01-01-2014,,Annual,300.0,Active
S0016736,C0016736,PL010,26-03-2019,,Monthly,1299.0,Active
S0016737,C0016737,PL009,23-03-2021,,Monthly,999.0,Active
S0016738,C0016738,PL009,01-04-2014,,Monthly,999.0,Active
S0016739,C0016739,PL001,01-05-2019,,Monthly,199.0,Active
S0016740,C0016740,PL004,08-10-2018,,Monthly,449.0,Active
S0016741,C0016741,PL001,14-03-2019,,Monthly,199.0,Active
S0016742,C0016742,PL003,14-02-2019,,Monthly,399.0,Active
S0016743,C0016743,PL007,25-06-2015,,Monthly,499.0,Active
S0016744,C0016744,PL008,22-01-2014,,Monthly,699.0,Active
S0016745,C0016745,PL008,29-05-2025,,Monthly,699.0,Active
S0016746,C0016746,PL010,29-01-2015,,Monthly,1299.0,Active
S0016747,C0016747,PL002,24-01-2017,,Monthly,299.0,Active
S0016748,C0016748,PL016,01-01-2014,09-04-2018,Monthly,999.0,Terminated
S0016749,C0016749,PL008,09-08-2023,,Monthly,699.0,Active
S0016750,C0016750,PL018,26-08-2022,,Annual,1000.0,Active
S0016751,C0016751,PL018,05-08-2017,,Annual,1000.0,Active
S0016752,C0016752,PL008,16-04-2017,,Monthly,699.0,Active
S0016753,C0016753,PL005,01-01-2014,,Annual,250.0,Active
S0016754,C0016754,PL001,18-02-2025,,Monthly,199.0,Active
S0016755,C0016755,PL003,06-09-2024,07-03-2025,Monthly,399.0,Terminated
S0016756,C0016756,PL006,28-01-2022,,Annual,300.0,Active
S0016757,C0016757,PL018,28-07-2024,,Annual,1000.0,Active
S0016758,C0016758,PL007,05-02-2016,,Monthly,499.0,Active
S0016759,C0016759,PL002,13-05-2018,,Monthly,299.0,Active
S0016760,C0016760,PL004,30-03-2023,,Monthly,449.0,Active
S0016761,C0016761,PL009,08-08-2024,,Monthly,999.0,Active
S0016762,C0016762,PL005,05-01-2017,,Annual,250.0,Active
S0016763,C0016763,PL008,19-06-2014,,Monthly,699.0,Active
S0016764,C0016764,PL003,14-07-2017,,Monthly,399.0,Active
S0016765,C0016765,PL004,11-09-2016,,Monthly,449.0,Active
S0016766,C0016766,PL005,16-09-2020,,Annual,250.0,Active
S0016767,C0016767,PL010,07-01-2020,,Monthly,1299.0,Active
S0016768,C0016768,PL011,03-05-2014,,Annual,583.0,Active
S0016769,C0016769,PL002,16-03-2016,,Monthly,299.0,Active
S0016770,C0016770,PL001,05-08-2022,,Monthly,199.0,Active
S0016771,C0016771,PL002,10-01-2021,28-04-2024,Monthly,299.0,Terminated
S0016772,C0016772,PL021,01-01-2014,,Annual,4166.0,Active
S0016773,C0016773,PL013,29-04-2023,,Monthly,899.0,Active
S0016774,C0016774,PL004,19-04-2024,11-12-2025,Monthly,449.0,Terminated
S0016775,C0016775,PL018,01-01-2014,,Annual,1000.0,Active
S0016776,C0016776,PL006,20-05-2024,05-06-2025,Annual,300.0,Terminated
S0016777,C0016777,PL022,26-08-2023,12-10-2023,Annual,8333.0,Terminated
S0016778,C0016778,PL005,01-01-2014,,Annual,250.0,Active
S0016779,C0016779,PL017,13-10-2016,,Monthly,1499.0,Active
S0016780,C0016780,PL003,20-05-2016,11-10-2020,Monthly,399.0,Terminated
S0016781,C0016781,PL006,29-12-2020,,Annual,300.0,Active
S0016782,C0016782,PL001,21-10-2023,,Monthly,199.0,Active
S0016783,C0016783,PL018,27-06-2016,,Annual,1000.0,Active
S0016784,C0016784,PL020,17-11-2018,,Monthly,599.0,Active
S0016785,C0016785,PL005,01-01-2014,,Annual,250.0,Active
S0016786,C0016786,PL009,03-09-2024,17-05-2025,Monthly,999.0,Terminated
S0016787,C0016787,PL004,20-03-2016,,Monthly,449.0,Active
S0016788,C0016788,PL015,17-06-2020,21-08-2022,Monthly,699.0,Terminated
S0016789,C0016789,PL016,11-10-2021,,Monthly,999.0,Active
S0016790,C0016790,PL011,01-01-2014,,Annual,583.0,Active
S0016791,C0016791,PL002,26-02-2024,08-07-2024,Monthly,299.0,Terminated
S0016792,C0016792,PL007,04-10-2017,,Monthly,499.0,Active
S0016793,C0016793,PL001,08-02-2021,,Monthly,199.0,Active
S0016794,C0016794,PL013,11-02-2020,18-05-2022,Monthly,899.0,Terminated
S0016795,C0016795,PL020,17-10-2017,,Monthly,599.0,Active
S0016796,C0016796,PL011,30-12-2019,,Annual,583.0,Active
S0016797,C0016797,PL016,07-06-2016,,Monthly,999.0,Active
S0016798,C0016798,PL004,10-09-2014,,Monthly,449.0,Active
S0016799,C0016799,PL010,13-10-2020,,Monthly,1299.0,Active
S0016800,C0016800,PL002,19-03-2016,,Monthly,299.0,Active
S0016801,C0016801,PL017,31-08-2017,,Monthly,1499.0,Active
S0016802,C0016802,PL024,01-07-2023,,Monthly,499.0,Active
S0016803,C0016803,PL007,01-04-2014,,Monthly,499.0,Active
S0016804,C0016804,PL025,20-07-2021,,Monthly,799.0,Active
S0016805,C0016805,PL005,17-05-2023,12-11-2024,Annual,250.0,Terminated
S0016806,C0016806,PL024,05-05-2022,,Monthly,499.0,Active
S0016807,C0016807,PL004,01-09-2022,,Monthly,449.0,Active
S0016808,C0016808,PL005,01-01-2014,,Annual,250.0,Active
S0016809,C0016809,PL021,30-12-2019,,Annual,4166.0,Active
S0016810,C0016810,PL007,24-05-2015,,Monthly,499.0,Active
S0016811,C0016811,PL006,28-11-2018,,Annual,300.0,Active
S0016812,C0016812,PL011,09-10-2023,,Annual,583.0,Active
S0016813,C0016813,PL001,23-06-2023,03-10-2024,Monthly,199.0,Terminated
S0016814,C0016814,PL019,07-09-2025,07-11-2025,Monthly,349.0,Terminated
S0016815,C0016815,PL002,10-06-2017,10-02-2022,Monthly,299.0,Terminated
S0016816,C0016816,PL001,02-01-2014,,Monthly,199.0,Active
S0016817,C0016817,PL003,03-12-2021,15-06-2022,Monthly,399.0,Terminated
S0016818,C0016818,PL016,04-07-2020,,Monthly,999.0,Active
S0016819,C0016819,PL005,01-11-2022,,Annual,250.0,Active
S0016820,C0016820,PL020,10-08-2020,,Monthly,599.0,Active
S0016821,C0016821,PL016,01-01-2014,,Monthly,999.0,Active
S0016822,C0016822,PL004,09-03-2020,,Monthly,449.0,Active
S0016823,C0016823,PL002,25-04-2015,07-12-2019,Monthly,299.0,Terminated
S0016824,C0016824,PL009,09-10-2014,,Monthly,999.0,Active
S0016825,C0016825,PL014,07-10-2023,,Monthly,1199.0,Active
S0016826,C0016826,PL009,17-02-2025,13-05-2025,Monthly,999.0,Terminated
S0016827,C0016827,PL020,07-07-2021,,Monthly,599.0,Active
S0016828,C0016828,PL004,04-08-2024,12-04-2025,Monthly,449.0,Terminated
S0016829,C0016829,PL005,12-04-2017,,Annual,250.0,Active
S0016830,C0016830,PL025,14-06-2024,03-08-2025,Monthly,799.0,Terminated
S0016831,C0016831,PL015,21-05-2020,,Monthly,699.0,Active
S0016832,C0016832,PL014,18-10-2023,08-02-2024,Monthly,1199.0,Terminated
S0016833,C0016833,PL008,01-01-2018,,Monthly,699.0,Active
S0016834,C0016834,PL004,05-08-2020,,Monthly,449.0,Active
S0016835,C0016835,PL001,21-09-2021,,Monthly,199.0,Active
S0016836,C0016836,PL015,01-01-2014,,Monthly,699.0,Active
S0016837,C0016837,PL001,02-12-2020,,Monthly,199.0,Active
S0016838,C0016838,PL015,28-05-2024,,Monthly,699.0,Active
S0016839,C0016839,PL003,17-01-2018,11-01-2019,Monthly,399.0,Terminated
S0016840,C0016840,PL011,24-05-2018,,Annual,583.0,Active
S0016841,C0016841,PL003,30-08-2025,25-12-2025,Monthly,399.0,Terminated
S0016842,C0016842,PL002,07-03-2016,,Monthly,299.0,Active
S0016843,C0016843,PL004,28-11-2018,,Monthly,449.0,Active
S0016844,C0016844,PL024,17-02-2020,,Monthly,499.0,Active
S0016845,C0016845,PL007,03-06-2017,18-02-2021,Monthly,499.0,Terminated
S0016846,C0016846,PL004,03-06-2018,,Monthly,449.0,Active
S0016847,C0016847,PL007,24-12-2018,,Monthly,499.0,Active
S0016848,C0016848,PL003,19-06-2025,16-10-2025,Monthly,399.0,Terminated
S0016849,C0016849,PL011,26-10-2022,,Annual,583.0,Active
S0016850,C0016850,PL006,07-01-2019,,Annual,300.0,Active
S0016851,C0016851,PL012,14-11-2017,,Monthly,599.0,Active
S0016852,C0016852,PL009,19-06-2018,,Monthly,999.0,Active
S0016853,C0016853,PL004,08-11-2024,,Monthly,449.0,Active
S0016854,C0016854,PL024,08-04-2022,,Monthly,499.0,Active
S0016855,C0016855,PL021,15-01-2019,,Annual,4166.0,Active
S0016856,C0016856,,01-01-2014,,Annual,8333.0,Active
S0016857,C0016857,PL005,22-12-2018,,Annual,250.0,Active
S0016858,C0016858,PL001,11-06-2022,,Monthly,199.0,Active
S0016859,C0016859,PL005,06-11-2022,,Annual,250.0,Active
S0016860,C0016860,PL017,18-10-2018,,Monthly,1499.0,Active
S0016861,C0016861,PL017,27-10-2019,,Monthly,1499.0,Active
S0016862,C0016862,PL013,27-06-2021,,Monthly,899.0,Active
S0016863,C0016863,PL005,20-04-2015,,Annual,250.0,Active
S0016864,C0016864,PL010,29-11-2021,,Monthly,1299.0,Active
S0016865,C0016865,PL005,29-12-2021,,Annual,250.0,Active
S0016866,C0016866,PL005,01-01-2014,,Annual,250.0,Active
S0016867,C0016867,PL020,17-12-2015,,Monthly,599.0,Active
S0016868,C0016868,PL009,28-10-2018,,Monthly,999.0,Active
S0016869,C0016869,PL002,07-07-2023,17-06-2024,Monthly,299.0,Terminated
S0016870,C0016870,PL005,01-01-2014,,Annual,250.0,Active
S0016871,C0016871,PL008,23-07-2021,,Monthly,699.0,Active
S0016872,C0016872,PL008,12-03-2020,,Monthly,699.0,Active
S0016873,C0016873,PL008,04-10-2025,05-11-2025,Monthly,699.0,Terminated
S0016874,C0016874,PL016,01-01-2014,,Monthly,999.0,Active
S0016875,C0016875,PL011,11-03-2024,,Annual,583.0,Active
S0016876,C0016876,PL011,12-05-2022,,Annual,583.0,Active
S0016877,C0016877,PL016,03-10-2019,,Monthly,999.0,Active
S0016878,C0016878,PL008,23-08-2017,,Monthly,699.0,Active
S0016879,C0016879,PL012,29-12-2025,,Monthly,599.0,Active
S0016880,C0016880,PL006,05-06-2025,26-08-2025,Annual,300.0,Terminated
S0016881,C0016881,PL004,16-09-2017,,Monthly,449.0,Active
S0016882,C0016882,PL024,16-06-2023,19-05-2025,Monthly,499.0,Terminated
S0016883,C0016883,PL013,16-06-2025,,Monthly,899.0,Active
S0016884,C0016884,PL009,28-09-2015,,Monthly,999.0,Active
S0016885,C0016885,PL001,15-01-2023,,Monthly,199.0,Active
S0016886,C0016886,PL010,17-05-2022,,Monthly,1299.0,Active
S0016887,C0016887,PL015,01-01-2014,,Monthly,699.0,Active
S0016888,C0016888,PL007,21-05-2024,,Monthly,499.0,Active
S0016889,C0016889,PL005,01-01-2014,,Annual,250.0,Active
S0016890,C0016890,PL016,24-03-2019,27-06-2021,Monthly,999.0,Terminated
S0016891,C0016891,PL007,14-09-2022,,Monthly,499.0,Active
S0016892,C0016892,PL003,28-01-2023,,Monthly,399.0,Active
S0016893,C0016893,PL005,01-01-2014,,Annual,250.0,Active
S0016894,C0016894,PL014,03-08-2016,,Monthly,1199.0,Active
S0016895,C0016895,PL009,18-02-2025,,Monthly,999.0,Active
S0016896,C0016896,PL020,11-04-2018,07-02-2025,Monthly,599.0,Terminated
S0016897,C0016897,PL005,25-07-2025,,Annual,250.0,Active
S0016898,C0016898,PL004,03-05-2020,,Monthly,449.0,Active
S0016899,C0016899,PL013,14-08-2015,25-08-2024,Monthly,899.0,Terminated
S0016900,C0016900,PL003,06-03-2021,,Monthly,399.0,Active
S0016901,C0016901,PL012,30-06-2017,,Monthly,599.0,Active
S0016902,C0016902,PL008,10-01-2014,,Monthly,699.0,Active
S0016903,C0016903,PL004,09-04-2017,21-01-2020,Monthly,449.0,Terminated
S0016904,C0016904,PL001,06-10-2025,,Monthly,199.0,Active
S0016905,C0016905,PL015,19-02-2023,,Monthly,699.0,Active
S0016906,C0016906,PL023,02-08-2022,,Monthly,99.0,Active
S0016907,C0016907,PL025,15-04-2023,25-03-2025,Monthly,799.0,Terminated
S0016908,C0016908,PL001,12-08-2014,,Monthly,199.0,Active
S0016909,C0016909,PL016,18-08-2015,,Monthly,999.0,Active
S0016910,C0016910,PL020,11-12-2024,,Monthly,599.0,Active
S0016911,C0016911,PL004,21-06-2019,,Monthly,449.0,Active
S0016912,C0016912,PL001,12-11-2018,,Monthly,199.0,Active
S0016913,C0016913,PL001,03-06-2014,,Monthly,199.0,Active
S0016914,C0016914,PL021,01-01-2014,,Annual,4166.0,Active
S0016915,C0016915,PL013,15-06-2018,29-08-2021,Monthly,899.0,Terminated
S0016916,C0016916,PL003,16-04-2016,,Monthly,399.0,Active
S0016917,C0016917,PL021,01-01-2014,,Annual,4166.0,Active
S0016918,C0016918,PL002,01-12-2017,,Monthly,299.0,Active
S0016919,C0016919,PL015,01-01-2014,,Monthly,699.0,Active
S0016920,C0016920,PL006,20-07-2022,,Annual,300.0,Active
S0016921,C0016921,PL009,18-11-2024,,Monthly,999.0,Active
S0016922,C0016922,PL004,04-05-2023,,Monthly,449.0,Active
S0016923,C0016923,PL020,26-06-2025,,Monthly,599.0,Active
S0016924,C0016924,PL025,14-05-2021,,Monthly,799.0,Active
S0016925,C0016925,PL007,21-05-2025,,Monthly,499.0,Active
S0016926,C0016926,PL017,30-07-2015,,Monthly,1499.0,Active
S0016927,C0016927,PL001,09-07-2023,,Monthly,199.0,Active
S0016928,C0016928,PL001,14-06-2025,,Monthly,199.0,Active
S0016929,C0016929,PL011,27-10-2018,,Annual,583.0,Active
S0016930,C0016930,PL021,01-01-2014,,Annual,4166.0,Active
S0016931,C0016931,PL013,11-08-2017,,Monthly,899.0,Active
S0016932,C0016932,PL006,13-10-2022,,Annual,300.0,Active
S0016933,C0016933,PL002,16-10-2017,,Monthly,299.0,Active
S0016934,C0016934,PL013,12-06-2023,,Monthly,899.0,Active
S0016935,C0016935,,05-05-2024,18-08-2025,Monthly,199.0,Terminated
S0016936,C0016936,PL005,25-05-2014,29-07-2014,Annual,250.0,Terminated
S0016937,C0016937,PL002,03-03-2014,,Monthly,299.0,Active
S0016938,C0016938,PL024,27-04-2016,,Monthly,499.0,Active
S0016939,C0016939,PL024,09-04-2021,,Monthly,499.0,Active
S0016940,C0016940,PL012,21-10-2018,17-10-2023,Monthly,599.0,Terminated
S0016941,C0016941,PL005,01-01-2014,,Annual,250.0,Active
S0016942,C0016942,PL017,01-01-2014,,Monthly,1499.0,Active
S0016943,C0016943,PL002,13-03-2017,,Monthly,299.0,Active
S0016944,C0016944,PL022,01-01-2014,,Annual,8333.0,Active
S0016945,C0016945,PL003,13-11-2019,,Monthly,399.0,Active
S0016946,C0016946,PL001,18-01-2020,,Monthly,199.0,Active
S0016947,C0016947,PL001,03-05-2016,,Monthly,199.0,Active
S0016948,C0016948,PL003,06-02-2015,,Monthly,399.0,Active
S0016949,C0016949,PL004,23-01-2022,,Monthly,449.0,Active
S0016950,C0016950,PL015,01-01-2014,,Monthly,699.0,Active
S0016951,C0016951,PL001,25-04-2019,,Monthly,199.0,Active
S0016952,C0016952,PL010,15-04-2015,,Monthly,1299.0,Active
S0016953,C0016953,PL010,26-07-2024,19-10-2025,Monthly,1299.0,Terminated
S0016954,C0016954,PL024,27-06-2019,,Monthly,499.0,Active
S0016955,C0016955,PL022,01-01-2014,,Annual,8333.0,Active
S0016956,C0016956,PL016,01-01-2014,02-05-2025,Monthly,999.0,Terminated
S0016957,C0016957,PL007,10-05-2014,,Monthly,499.0,Active
S0016958,C0016958,PL012,26-08-2015,,Monthly,599.0,Active
S0016959,C0016959,PL008,01-04-2014,,Monthly,699.0,Active
S0016960,C0016960,PL021,20-04-2016,,Annual,4166.0,Active
S0016961,C0016961,PL012,13-11-2017,,Monthly,599.0,Active
S0016962,C0016962,PL009,13-07-2014,24-06-2024,Monthly,999.0,Terminated
S0016963,C0016963,PL024,09-12-2015,,Monthly,499.0,Active
S0016964,C0016964,PL011,13-05-2016,,Annual,583.0,Active
S0016965,C0016965,PL006,15-01-2019,,Annual,300.0,Active
S0016966,C0016966,PL006,05-09-2020,,Annual,300.0,Active
S0016967,C0016967,PL004,20-12-2023,,Monthly,449.0,Active
S0016968,C0016968,PL006,01-01-2014,,Annual,300.0,Active
S0016969,C0016969,PL015,13-02-2016,,Monthly,699.0,Active
S0016970,C0016970,PL001,11-03-2024,,Monthly,199.0,Active
S0016971,C0016971,PL006,27-03-2020,,Annual,300.0,Active
S0016972,C0016972,PL002,22-09-2018,,Monthly,299.0,Active
S0016973,C0016973,PL004,05-08-2016,,Monthly,449.0,Active
S0016974,C0016974,PL012,13-08-2025,,Monthly,599.0,Active
S0016975,C0016975,PL005,09-06-2015,,Annual,250.0,Active
S0016976,C0016976,PL006,01-01-2014,,Annual,300.0,Active
S0016977,C0016977,PL021,23-02-2015,,Annual,4166.0,Active
S0016978,C0016978,PL002,05-10-2017,,Monthly,299.0,Active
S0016979,C0016979,PL005,01-01-2014,,Annual,250.0,Active
S0016980,C0016980,PL004,27-03-2024,,Monthly,449.0,Active
S0016981,C0016981,PL008,18-12-2021,,Monthly,699.0,Active
S0016982,C0016982,PL003,07-02-2020,,Monthly,399.0,Active
S0016983,C0016983,PL001,13-12-2025,,Monthly,199.0,Active
S0016984,C0016984,PL022,01-01-2014,,Annual,8333.0,Active
S0016985,C0016985,PL004,10-10-2024,,Monthly,449.0,Active
S0016986,C0016986,PL014,06-03-2019,,Monthly,1199.0,Active
S0016987,C0016987,PL001,13-01-2024,,Monthly,199.0,Active
S0016988,C0016988,PL004,26-06-2023,,Monthly,449.0,Active
S0016989,C0016989,PL005,26-05-2016,,Annual,250.0,Active
S0016990,C0016990,PL012,18-01-2020,,Monthly,599.0,Active
