history_id,customer_id,old_plan_id,new_plan_id,change_date,change_reason
PH0018364,C0018054,PL015,PL014,09-07-2022,Upgrade
PH0018365,C0018056,PL022,PL008,29-06-2025,Upgrade
PH0018366,C0018058,PL003,PL017,23-12-2023,Downgrade
PH0018367,C0018058,PL017,PL008,05-02-2022,Offer Migration
PH0018368,C0018060,PL024,PL003,09-03-2023,Upgrade
PH0018369,C0018060,PL003,PL023,21-10-2023,Downgrade
PH0018370,C0018060,PL023,PL025,27-03-2025,Customer Request
PH0018371,C0018061,PL015,PL017,16-12-2019,Offer Migration
PH0018372,C0018061,PL017,PL010,26-09-2018,Offer Migration
PH0018373,C0018061,PL010,PL001,05-10-2022,Upgrade
PH0018374,C0018063,PL006,PL009,11-08-2015,Offer Migration
PH0018375,C0018063,PL009,PL003,12-07-2017,Customer Request
PH0018376,C0018063,PL003,PL022,21-03-2018,Downgrade
PH0018377,C0018064,PL016,PL022,23-04-2017,Downgrade
PH0018378,C0018066,PL016,PL016,31-05-2019,Downgrade
PH0018379,C0018066,PL016,PL015,07-09-2018,Offer Migration
PH0018380,C0018072,PL002,PL005,09-06-2018,Upgrade
PH0018381,C0018074,PL020,PL010,05-06-2022,Offer Migration
PH0018382,C0018075,PL022,PL011,01-02-2018,Customer Request
PH0018383,C0018075,PL011,PL019,13-01-2017,Downgrade
PH0018384,C0018077,PL021,PL012,21-12-2024,Offer Migration
PH0018385,C0018077,PL012,PL009,20-10-2024,Offer Migration
PH0018386,C0018081,PL017,PL012,15-07-2021,Downgrade
PH0018387,C0018081,PL012,PL001,01-07-2021,Downgrade
PH0018388,C0018081,PL001,PL010,21-05-2022,Offer Migration
PH0018389,C0018084,PL006,PL025,18-10-2021,Downgrade
PH0018390,C0018084,PL025,PL017,22-11-2023,Offer Migration
PH0018391,C0018084,PL017,PL025,12-04-2020,Offer Migration
PH0018392,C0018089,PL005,PL008,29-10-2016,Downgrade
PH0018393,C0018089,PL008,PL021,19-02-2019,Offer Migration
PH0018394,C0018089,PL021,PL007,07-05-2021,Downgrade
PH0018395,C0018090,PL006,PL008,16-11-2020,Upgrade
PH0018396,C0018090,PL008,PL023,30-07-2023,Offer Migration
PH0018397,C0018093,PL015,PL004,14-06-2022,Customer Request
PH0018398,C0018093,PL004,PL008,24-12-2017,Offer Migration
PH0018399,C0018094,PL011,PL010,21-01-2023,Downgrade
PH0018400,C0018094,PL010,PL009,16-04-2014,Offer Migration
PH0018401,C0018094,PL009,PL006,09-02-2021,Downgrade
PH0018402,C0018095,PL016,PL012,30-01-2024,Downgrade
PH0018403,C0018095,PL012,PL010,26-04-2023,Downgrade
PH0018404,C0018095,PL010,PL007,15-09-2023,Upgrade
PH0018405,C0018096,PL003,PL017,09-05-2020,Offer Migration
PH0018406,C0018098,PL011,PL024,29-06-2022,Offer Migration
PH0018407,C0018098,PL024,PL024,14-11-2015,Customer Request
PH0018408,C0018098,PL024,PL017,27-11-2015,Downgrade
PH0018409,C0018100,PL008,PL004,03-10-2023,Customer Request
PH0018410,C0018100,PL004,PL010,12-12-2021,Upgrade
PH0018411,C0018101,PL003,PL003,15-04-2024,Upgrade
PH0018412,C0018102,PL006,PL003,26-12-2016,Customer Request
PH0018413,C0018102,PL003,PL013,01-02-2017,Offer Migration
PH0018414,C0018106,PL004,PL001,19-02-2023,Customer Request
PH0018415,C0018106,PL001,PL006,14-10-2023,Upgrade
PH0018416,C0018106,PL006,PL014,02-11-2019,Offer Migration
PH0018417,C0018107,PL016,PL011,19-05-2020,Customer Request
PH0018418,C0018107,PL011,PL020,07-04-2016,Downgrade
PH0018419,C0018107,PL020,PL016,02-02-2022,Offer Migration
PH0018420,C0018108,PL018,PL011,20-06-2020,Upgrade
PH0018421,C0018108,PL011,PL006,05-08-2024,Upgrade
PH0018422,C0018111,PL012,PL015,16-02-2022,Downgrade
PH0018423,C0018111,PL015,PL023,28-03-2025,Upgrade
PH0018424,C0018111,PL023,PL002,09-08-2024,Downgrade
PH0018425,C0018112,PL006,PL006,10-01-2016,Offer Migration
PH0018426,C0018112,PL006,PL002,23-07-2016,Customer Request
PH0018427,C0018113,PL011,PL006,29-04-2017,Downgrade
PH0018428,C0018113,PL006,PL015,15-09-2021,Offer Migration
PH0018429,C0018115,PL004,PL018,24-09-2021,Offer Migration
PH0018430,C0018115,PL018,PL021,08-07-2017,Downgrade
PH0018431,C0018115,PL021,PL002,21-07-2021,Upgrade
PH0018432,C0018116,PL021,PL004,14-10-2024,Offer Migration
PH0018433,C0018116,PL004,PL010,17-09-2024,Customer Request
PH0018434,C0018116,PL010,PL012,29-09-2024,Customer Request
PH0018435,C0018118,PL006,PL010,25-09-2023,Customer Request
PH0018436,C0018120,PL010,PL016,25-03-2024,Downgrade
PH0018437,C0018120,PL016,PL018,29-05-2023,Customer Request
PH0018438,C0018120,PL018,PL008,17-11-2024,Offer Migration
PH0018439,C0018123,PL019,PL017,17-04-2020,Offer Migration
PH0018440,C0018123,PL017,PL011,15-05-2017,Downgrade
PH0018441,C0018123,PL011,PL022,17-12-2020,Customer Request
PH0018442,C0018125,PL016,PL016,22-01-2023,Downgrade
PH0018443,C0018125,PL016,PL002,07-12-2022,Downgrade
PH0018444,C0018125,PL002,PL002,14-08-2022,Offer Migration
PH0018445,C0018126,PL005,PL025,21-03-2020,Downgrade
PH0018446,C0018127,PL011,PL005,29-03-2016,Customer Request
PH0018447,C0018127,PL005,PL020,01-07-2018,Upgrade
PH0018448,C0018127,PL020,PL005,13-05-2022,Offer Migration
PH0018449,C0018128,PL003,PL019,31-01-2021,Downgrade
PH0018450,C0018128,PL019,PL024,19-05-2019,Downgrade
PH0018451,C0018128,PL024,PL017,20-08-2022,Upgrade
PH0018452,C0018130,PL007,PL004,28-05-2024,Upgrade
PH0018453,C0018130,PL004,PL012,05-03-2023,Upgrade
PH0018454,C0018130,PL012,PL007,04-02-2024,Downgrade
PH0018455,C0018131,PL010,PL010,16-05-2016,Upgrade
PH0018456,C0018131,PL010,PL013,20-08-2015,Customer Request
PH0018457,C0018131,PL013,PL023,05-03-2016,Offer Migration
PH0018458,C0018133,PL001,PL022,05-01-2022,Downgrade
PH0018459,C0018134,PL011,PL011,02-03-2022,Customer Request
PH0018460,C0018135,PL003,PL007,07-06-2016,Downgrade
PH0018461,C0018135,PL007,PL005,24-01-2017,Upgrade
PH0018462,C0018136,PL018,PL025,30-03-2022,Offer Migration
PH0018463,C0018137,PL004,PL008,20-03-2023,Offer Migration
PH0018464,C0018137,PL008,PL013,26-10-2023,Customer Request
PH0018465,C0018137,PL013,PL015,01-03-2025,Downgrade
PH0018466,C0018141,PL009,PL014,11-08-2022,Upgrade
PH0018467,C0018142,PL014,PL011,21-04-2019,Upgrade
PH0018468,C0018144,PL015,PL005,12-05-2017,Downgrade
PH0018469,C0018144,PL005,PL008,11-01-2019,Downgrade
PH0018470,C0018144,PL008,PL019,04-05-2015,Offer Migration
PH0018471,C0018145,PL006,PL002,20-02-2018,Upgrade
PH0018472,C0018145,PL002,PL001,24-02-2022,Offer Migration
PH0018473,C0018146,PL015,PL005,31-08-2023,Upgrade
PH0018474,C0018147,PL010,PL020,11-06-2023,Offer Migration
PH0018475,C0018147,PL020,PL017,06-12-2022,Offer Migration
PH0018476,C0018147,PL017,PL013,10-07-2024,Upgrade
PH0018477,C0018152,PL006,PL025,03-09-2024,Downgrade
PH0018478,C0018153,PL005,PL004,27-08-2023,Customer Request
PH0018479,C0018153,PL004,PL023,22-02-2021,Upgrade
PH0018480,C0018154,PL016,PL016,14-01-2025,Offer Migration
PH0018481,C0018154,PL016,PL020,26-04-2022,Offer Migration
PH0018482,C0018155,PL008,PL009,07-04-2021,Customer Request
PH0018483,C0018155,PL009,PL011,05-04-2020,Downgrade
PH0018484,C0018155,PL011,PL013,28-04-2021,Customer Request
PH0018485,C0018156,PL018,PL023,02-03-2021,Upgrade
PH0018486,C0018157,PL015,PL003,03-11-2022,Upgrade
PH0018487,C0018158,PL001,PL015,19-08-2023,Downgrade
PH0018488,C0018158,PL015,PL018,09-10-2023,Offer Migration
PH0018489,C0018159,PL005,PL025,19-12-2019,Upgrade
PH0018490,C0018160,PL001,PL006,13-11-2022,Downgrade
PH0018491,C0018160,PL006,PL011,02-05-2023,Customer Request
PH0018492,C0018162,PL005,PL021,02-01-2026,Upgrade
PH0018493,C0018162,PL021,PL012,13-07-2025,Offer Migration
PH0018494,C0018162,PL012,PL011,23-07-2025,Offer Migration
PH0018495,C0018164,PL011,PL021,06-06-2021,Offer Migration
PH0018496,C0018165,PL004,PL004,27-03-2020,Downgrade
PH0018497,C0018165,PL004,PL018,06-03-2020,Offer Migration
PH0018498,C0018166,PL004,PL007,16-01-2022,Customer Request
PH0018499,C0018169,PL003,PL013,25-04-2019,Offer Migration
PH0018500,C0018175,PL009,PL020,31-10-2022,Downgrade
PH0018501,C0018175,PL020,PL009,12-12-2022,Customer Request
PH0018502,C0018177,PL012,PL023,24-01-2024,Downgrade
PH0018503,C0018177,PL023,PL018,28-04-2025,Offer Migration
PH0018504,C0018177,PL018,PL009,16-05-2022,Offer Migration
PH0018505,C0018180,PL003,PL025,20-09-2022,Downgrade
PH0018506,C0018180,PL025,PL015,23-07-2022,Offer Migration
PH0018507,C0018181,PL002,PL020,21-02-2020,Downgrade
PH0018508,C0018181,PL020,PL017,24-02-2021,Downgrade
PH0018509,C0018181,PL017,PL011,11-07-2022,Customer Request
PH0018510,C0018183,PL009,PL013,15-06-2021,Customer Request
PH0018511,C0018183,PL013,PL024,06-03-2018,Offer Migration
PH0018512,C0018185,PL024,PL015,15-02-2024,Downgrade
PH0018513,C0018185,PL015,PL002,11-04-2025,Customer Request
PH0018514,C0018185,PL002,PL024,16-05-2025,Customer Request
PH0018515,C0018188,PL005,PL019,08-01-2022,Customer Request
PH0018516,C0018193,PL010,PL014,01-08-2024,Upgrade
PH0018517,C0018193,PL014,PL024,13-04-2022,Downgrade
PH0018518,C0018194,PL009,PL017,13-12-2022,Offer Migration
PH0018519,C0018195,PL005,PL017,08-02-2015,Customer Request
PH0018520,C0018199,PL009,PL012,06-07-2024,Customer Request
PH0018521,C0018202,PL016,PL012,06-04-2024,Upgrade
PH0018522,C0018202,PL012,PL013,26-07-2025,Upgrade
PH0018523,C0018202,PL013,PL022,07-06-2025,Customer Request
PH0018524,C0018204,PL003,PL016,20-10-2017,Downgrade
PH0018525,C0018208,PL015,PL008,03-11-2022,Upgrade
PH0018526,C0018208,PL008,PL005,01-04-2024,Customer Request
PH0018527,C0018209,PL005,PL008,17-12-2015,Upgrade
PH0018528,C0018211,PL025,PL006,04-12-2019,Customer Request
PH0018529,C0018211,PL006,PL020,10-04-2019,Downgrade
PH0018530,C0018211,PL020,PL002,16-06-2017,Upgrade
PH0018531,C0018212,PL001,PL010,26-09-2020,Upgrade
PH0018532,C0018212,PL010,PL021,09-03-2022,Downgrade
PH0018533,C0018212,PL021,PL005,30-08-2019,Offer Migration
PH0018534,C0018215,PL015,PL015,25-10-2016,Customer Request
PH0018535,C0018218,PL014,PL023,14-09-2022,Offer Migration
PH0018536,C0018218,PL023,PL002,21-06-2020,Customer Request
PH0018537,C0018220,PL008,PL009,25-11-2023,Offer Migration
PH0018538,C0018221,PL015,PL003,28-08-2014,Upgrade
PH0018539,C0018221,PL003,PL009,04-11-2018,Upgrade
PH0018540,C0018221,PL009,PL001,02-09-2020,Downgrade
PH0018541,C0018222,PL001,PL006,16-10-2023,Customer Request
PH0018542,C0018222,PL006,PL013,11-03-2022,Customer Request
PH0018543,C0018222,PL013,PL014,22-01-2019,Upgrade
PH0018544,C0018226,PL012,PL019,21-04-2023,Offer Migration
PH0018545,C0018228,PL009,PL016,28-11-2023,Offer Migration
PH0018546,C0018230,PL001,PL015,30-08-2022,Offer Migration
PH0018547,C0018231,PL005,PL019,11-02-2020,Upgrade
PH0018548,C0018231,PL019,PL001,08-01-2019,Customer Request
PH0018549,C0018232,PL008,PL009,19-11-2023,Offer Migration
PH0018550,C0018232,PL009,PL012,08-03-2023,Customer Request
PH0018551,C0018236,PL023,PL023,11-11-2025,Downgrade
PH0018552,C0018238,PL015,PL019,18-11-2021,Upgrade
PH0018553,C0018239,PL009,PL008,29-01-2024,Downgrade
PH0018554,C0018239,PL008,PL021,29-05-2023,Downgrade
PH0018555,C0018240,PL002,PL010,06-01-2023,Upgrade
PH0018556,C0018240,PL010,PL006,20-06-2018,Customer Request
PH0018557,C0018242,PL021,PL016,30-11-2021,Downgrade
PH0018558,C0018242,PL016,PL005,26-09-2018,Offer Migration
PH0018559,C0018242,PL005,PL014,20-02-2023,Upgrade
PH0018560,C0018244,PL006,PL020,20-02-2021,Upgrade
PH0018561,C0018244,PL020,PL024,18-09-2020,Offer Migration
PH0018562,C0018244,PL024,PL024,15-04-2020,Offer Migration
PH0018563,C0018245,PL022,PL023,10-07-2017,Upgrade
PH0018564,C0018245,PL023,PL011,19-07-2018,Upgrade
PH0018565,C0018248,PL001,PL008,20-11-2024,Upgrade
PH0018566,C0018248,PL008,PL021,03-07-2024,Customer Request
PH0018567,C0018248,PL021,PL021,03-09-2025,Offer Migration
PH0018568,C0018249,PL002,PL001,28-06-2024,Offer Migration
PH0018569,C0018250,PL004,PL022,15-09-2024,Customer Request
PH0018570,C0018250,PL022,PL015,12-07-2023,Upgrade
PH0018571,C0018250,PL015,PL001,02-09-2023,Customer Request
PH0018572,C0018251,PL011,PL022,10-05-2024,Upgrade
PH0018573,C0018252,PL014,PL016,16-02-2024,Customer Request
PH0018574,C0018254,PL006,PL022,11-12-2021,Downgrade
PH0018575,C0018256,PL005,PL002,22-04-2021,Offer Migration
PH0018576,C0018256,PL002,PL023,25-04-2022,Offer Migration
PH0018577,C0018259,PL016,PL012,05-01-2016,Customer Request
PH0018578,C0018259,PL012,PL008,31-03-2016,Offer Migration
PH0018579,C0018261,PL005,PL020,01-10-2016,Customer Request
PH0018580,C0018261,PL020,PL014,14-11-2016,Offer Migration
PH0018581,C0018261,PL014,PL006,04-11-2017,Upgrade
PH0018582,C0018262,PL024,PL011,27-11-2017,Offer Migration
PH0018583,C0018263,PL003,PL010,29-06-2019,Downgrade
PH0018584,C0018263,PL010,PL016,27-01-2020,Customer Request
PH0018585,C0018268,PL006,PL009,27-02-2023,Customer Request
PH0018586,C0018268,PL009,PL009,19-10-2023,Downgrade
PH0018587,C0018268,PL009,PL019,01-05-2022,Customer Request
PH0018588,C0018269,PL019,PL021,13-06-2025,Customer Request
PH0018589,C0018269,PL021,PL007,24-08-2025,Offer Migration
PH0018590,C0018269,PL007,PL004,11-10-2025,Downgrade
PH0018591,C0018272,PL006,PL010,06-12-2025,Offer Migration
PH0018592,C0018272,PL010,PL010,01-10-2025,Offer Migration
PH0018593,C0018273,PL005,PL023,05-05-2023,Upgrade
PH0018594,C0018273,PL023,PL012,07-12-2016,Customer Request
PH0018595,C0018274,PL007,PL005,06-02-2025,Offer Migration
PH0018596,C0018275,PL007,PL021,20-08-2023,Upgrade
PH0018597,C0018276,PL012,PL020,14-06-2019,Downgrade
PH0018598,C0018276,PL020,PL003,14-06-2021,Offer Migration
PH0018599,C0018278,PL003,PL010,08-12-2025,Upgrade
PH0018600,C0018278,PL010,PL017,16-09-2025,Offer Migration
PH0018601,C0018282,PL006,PL004,05-11-2020,Upgrade
PH0018602,C0018282,PL004,PL022,12-12-2024,Offer Migration
PH0018603,C0018283,PL005,PL016,26-12-2024,Offer Migration
PH0018604,C0018283,PL016,PL004,08-06-2025,Downgrade
PH0018605,C0018283,PL004,PL007,16-08-2025,Upgrade
PH0018606,C0018284,PL024,PL015,17-06-2018,Downgrade
PH0018607,C0018285,PL019,PL002,06-12-2016,Upgrade
PH0018608,C0018286,PL025,PL006,08-10-2024,Customer Request
PH0018609,C0018286,PL006,PL020,15-10-2025,Downgrade
PH0018610,C0018286,PL020,PL003,09-10-2025,Upgrade
PH0018611,C0018288,PL017,PL006,28-07-2016,Downgrade
PH0018612,C0018292,PL018,PL008,25-04-2025,Customer Request
PH0018613,C0018292,PL008,PL002,01-09-2025,Downgrade
PH0018614,C0018294,PL006,PL023,30-08-2014,Customer Request
PH0018615,C0018294,PL023,PL015,27-11-2017,Offer Migration
PH0018616,C0018296,PL021,PL020,09-10-2021,Customer Request
PH0018617,C0018296,PL020,PL022,22-10-2020,Upgrade
PH0018618,C0018297,PL004,PL002,01-07-2019,Downgrade
PH0018619,C0018298,PL008,PL005,13-09-2020,Upgrade
PH0018620,C0018299,PL014,PL003,03-01-2023,Offer Migration
PH0018621,C0018299,PL003,PL018,19-10-2024,Customer Request
PH0018622,C0018299,PL018,PL018,05-05-2023,Offer Migration
PH0018623,C0018300,PL004,PL014,26-09-2024,Customer Request
PH0018624,C0018301,PL004,PL011,03-05-2017,Offer Migration
PH0018625,C0018301,PL011,PL006,26-05-2017,Downgrade
PH0018626,C0018303,PL010,PL015,19-01-2024,Downgrade
PH0018627,C0018303,PL015,PL021,02-08-2022,Upgrade
PH0018628,C0018303,PL021,PL024,05-04-2024,Offer Migration
PH0018629,C0018304,PL006,PL020,22-08-2024,Customer Request
PH0018630,C0018304,PL020,PL002,10-04-2025,Customer Request
PH0018631,C0018305,PL023,PL004,15-02-2021,Customer Request
PH0018632,C0018305,PL004,PL008,08-09-2017,Downgrade
PH0018633,C0018306,PL006,PL006,17-01-2022,Customer Request
PH0018634,C0018306,PL006,PL004,26-06-2018,Offer Migration
PH0018635,C0018309,PL010,PL012,23-03-2024,Offer Migration
PH0018636,C0018311,PL019,PL023,03-02-2023,Downgrade
PH0018637,C0018311,PL023,PL008,22-05-2023,Customer Request
PH0018638,C0018311,PL008,PL014,30-06-2022,Downgrade
PH0018639,C0018312,PL010,PL009,19-09-2023,Offer Migration
PH0018640,C0018315,PL008,PL015,09-03-2021,Customer Request
PH0018641,C0018315,PL015,PL008,04-02-2023,Downgrade
PH0018642,C0018315,PL008,PL025,06-02-2020,Upgrade
PH0018643,C0018316,PL024,PL020,25-10-2025,Offer Migration
PH0018644,C0018318,PL002,PL023,18-07-2023,Offer Migration
PH0018645,C0018318,PL023,PL020,08-04-2024,Upgrade
PH0018646,C0018318,PL020,PL021,31-01-2024,Upgrade
PH0018647,C0018319,PL006,PL004,14-12-2021,Customer Request
PH0018648,C0018319,PL004,PL013,20-12-2019,Downgrade
PH0018649,C0018319,PL013,PL020,21-10-2019,Upgrade
PH0018650,C0018320,PL021,PL018,14-09-2019,Upgrade
PH0018651,C0018322,PL007,PL002,01-01-2017,Downgrade
PH0018652,C0018322,PL002,PL006,28-04-2017,Offer Migration
PH0018653,C0018322,PL006,PL020,07-04-2020,Customer Request
PH0018654,C0018325,PL004,PL022,03-07-2024,Upgrade
PH0018655,C0018325,PL022,PL014,09-01-2023,Upgrade
PH0018656,C0018325,PL014,PL023,12-10-2021,Downgrade
PH0018657,C0018327,PL002,PL018,17-09-2025,Customer Request
PH0018658,C0018327,PL018,PL017,05-08-2025,Upgrade
PH0018659,C0018327,PL017,PL016,28-09-2025,Customer Request
PH0018660,C0018329,PL005,PL012,22-03-2024,Upgrade
PH0018661,C0018329,PL012,PL006,11-12-2021,Downgrade
PH0018662,C0018329,PL006,PL015,20-04-2019,Offer Migration
PH0018663,C0018330,PL014,PL018,11-05-2023,Downgrade
PH0018664,C0018331,PL022,PL017,23-02-2022,Downgrade
PH0018665,C0018331,PL017,PL019,09-11-2019,Customer Request
PH0018666,C0018331,PL019,PL021,11-01-2016,Offer Migration
PH0018667,C0018332,PL005,PL013,03-03-2017,Downgrade
PH0018668,C0018332,PL013,PL013,20-05-2018,Upgrade
PH0018669,C0018332,PL013,PL024,25-06-2018,Upgrade
PH0018670,C0018335,PL003,PL012,13-06-2023,Customer Request
PH0018671,C0018335,PL012,PL019,24-10-2024,Customer Request
PH0018672,C0018339,PL006,PL008,30-10-2018,Upgrade
PH0018673,C0018339,PL008,PL005,23-05-2022,Upgrade
PH0018674,C0018339,PL005,PL022,08-12-2021,Customer Request
PH0018675,C0018342,PL004,PL015,13-03-2024,Downgrade
PH0018676,C0018342,PL015,PL021,16-03-2025,Customer Request
PH0018677,C0018342,PL021,PL018,09-08-2023,Downgrade
PH0018678,C0018351,PL025,PL008,31-07-2022,Customer Request
PH0018679,C0018353,PL008,PL013,27-07-2018,Offer Migration
PH0018680,C0018354,PL009,PL024,06-10-2022,Downgrade
PH0018681,C0018357,PL021,PL010,14-04-2023,Offer Migration
PH0018682,C0018357,PL010,PL025,13-10-2022,Offer Migration
PH0018683,C0018357,PL025,PL020,02-05-2023,Offer Migration
PH0018684,C0018358,PL004,PL003,24-08-2022,Customer Request
PH0018685,C0018358,PL003,PL009,30-09-2021,Customer Request
PH0018686,C0018359,PL006,PL018,01-10-2022,Customer Request
PH0018687,C0018359,PL018,PL018,13-02-2020,Customer Request
PH0018688,C0018360,PL009,PL025,22-09-2018,Customer Request
PH0018689,C0018360,PL025,PL014,26-06-2017,Downgrade
PH0018690,C0018361,PL009,PL024,30-08-2024,Downgrade
PH0018691,C0018362,PL003,PL023,16-12-2019,Upgrade
PH0018692,C0018363,PL005,PL005,25-07-2022,Downgrade
PH0018693,C0018363,PL005,PL015,05-04-2022,Downgrade
PH0018694,C0018364,PL002,PL022,10-06-2025,Upgrade
PH0018695,C0018364,PL022,PL007,20-03-2023,Customer Request
PH0018696,C0018365,PL006,PL015,12-10-2018,Customer Request
PH0018697,C0018367,PL008,PL002,11-08-2021,Customer Request
PH0018698,C0018367,PL002,PL003,06-11-2021,Upgrade
PH0018699,C0018371,PL017,PL005,24-06-2014,Offer Migration
PH0018700,C0018371,PL005,PL024,28-06-2023,Upgrade
PH0018701,C0018371,PL024,PL017,10-02-2023,Offer Migration
PH0018702,C0018372,PL004,PL024,14-08-2020,Downgrade
PH0018703,C0018372,PL024,PL007,09-10-2016,Customer Request
PH0018704,C0018373,PL005,PL006,13-11-2017,Downgrade
PH0018705,C0018373,PL006,PL012,07-04-2017,Offer Migration
PH0018706,C0018373,PL012,PL008,26-08-2017,Downgrade
PH0018707,C0018375,PL011,PL010,13-05-2019,Customer Request
PH0018708,C0018376,PL002,PL001,27-10-2020,Offer Migration
PH0018709,C0018376,PL001,PL007,02-03-2024,Customer Request
PH0018710,C0018376,PL007,PL012,13-08-2021,Downgrade
PH0018711,C0018377,PL004,PL001,03-02-2025,Upgrade
PH0018712,C0018378,PL001,PL002,13-10-2025,Offer Migration
PH0018713,C0018379,PL002,PL019,26-07-2020,Offer Migration
PH0018714,C0018379,PL019,PL006,08-12-2023,Offer Migration
PH0018715,C0018384,PL004,PL008,11-02-2025,Customer Request
PH0018716,C0018384,PL008,PL020,10-01-2025,Downgrade
PH0018717,C0018384,PL020,PL013,28-02-2025,Offer Migration
PH0018718,C0018385,PL016,PL010,02-12-2022,Downgrade
PH0018719,C0018387,PL004,PL017,01-02-2024,Upgrade
PH0018720,C0018387,PL017,PL010,04-01-2024,Upgrade
PH0018721,C0018390,PL004,PL016,03-10-2025,Customer Request
PH0018722,C0018390,PL016,PL005,13-01-2026,Downgrade
PH0018723,C0018394,PL024,PL017,16-05-2021,Downgrade
PH0018724,C0018394,PL017,PL010,05-11-2024,Customer Request
PH0018725,C0018394,PL010,PL018,11-07-2024,Upgrade
PH0018726,C0018398,PL010,PL020,03-01-2018,Offer Migration
PH0018727,C0018398,PL020,PL010,26-10-2019,Downgrade
PH0018728,C0018398,PL010,PL025,28-07-2020,Downgrade
PH0018729,C0018404,PL011,PL007,28-12-2025,Customer Request
PH0018730,C0018406,PL004,PL006,21-09-2014,Upgrade
PH0018731,C0018406,PL006,PL007,18-09-2016,Upgrade
PH0018732,C0018406,PL007,PL023,13-04-2020,Downgrade
PH0018733,C0018409,PL001,PL007,14-12-2018,Downgrade
PH0018734,C0018409,PL007,PL012,16-03-2021,Upgrade
PH0018735,C0018410,PL004,PL021,27-06-2025,Customer Request
PH0018736,C0018410,PL021,PL025,19-12-2022,Customer Request
PH0018737,C0018411,PL023,PL009,23-04-2023,Customer Request
PH0018738,C0018411,PL009,PL014,20-08-2023,Offer Migration
PH0018739,C0018411,PL014,PL021,31-05-2023,Downgrade
PH0018740,C0018414,PL009,PL001,19-11-2020,Customer Request
PH0018741,C0018414,PL001,PL008,19-01-2020,Upgrade
PH0018742,C0018414,PL008,PL017,14-08-2023,Downgrade
PH0018743,C0018415,PL004,PL014,22-05-2021,Downgrade
PH0018744,C0018415,PL014,PL009,02-08-2016,Offer Migration
PH0018745,C0018417,PL023,PL019,13-10-2024,Upgrade
PH0018746,C0018417,PL019,PL023,09-09-2024,Customer Request
PH0018747,C0018417,PL023,PL005,31-12-2024,Customer Request
PH0018748,C0018418,PL011,PL009,18-05-2021,Offer Migration
PH0018749,C0018418,PL009,PL015,28-03-2025,Offer Migration
PH0018750,C0018418,PL015,PL003,13-07-2023,Upgrade
PH0018751,C0018419,PL004,PL017,04-10-2023,Downgrade
PH0018752,C0018420,PL002,PL011,28-07-2023,Downgrade
PH0018753,C0018420,PL011,PL002,02-04-2025,Customer Request
PH0018754,C0018420,PL002,PL002,14-04-2024,Upgrade
PH0018755,C0018421,PL004,PL013,28-05-2024,Downgrade
PH0018756,C0018421,PL013,PL015,24-07-2019,Customer Request
PH0018757,C0018421,PL015,PL015,17-10-2017,Downgrade
PH0018758,C0018422,PL005,PL004,01-02-2019,Upgrade
PH0018759,C0018422,PL004,PL004,12-04-2021,Upgrade
PH0018760,C0018422,PL004,PL020,18-06-2019,Customer Request
PH0018761,C0018423,PL005,PL013,03-12-2015,Upgrade
PH0018762,C0018423,PL013,PL023,13-06-2023,Offer Migration
PH0018763,C0018423,PL023,PL024,23-11-2014,Offer Migration
PH0018764,C0018425,PL019,PL019,31-08-2025,Customer Request
PH0018765,C0018426,PL019,PL024,05-04-2024,Downgrade
PH0018766,C0018426,PL024,PL021,23-03-2024,Downgrade
PH0018767,C0018427,PL009,PL020,11-06-2025,Upgrade
PH0018768,C0018428,PL001,PL014,29-09-2025,Upgrade
PH0018769,C0018431,PL005,PL016,07-10-2024,Downgrade
PH0018770,C0018431,PL016,PL016,10-09-2025,Offer Migration
PH0018771,C0018432,PL004,PL011,07-07-2022,Offer Migration
PH0018772,C0018435,PL008,PL015,08-09-2024,Offer Migration
PH0018773,C0018437,PL021,PL014,17-04-2024,Upgrade
PH0018774,C0018437,PL014,PL016,06-11-2024,Upgrade
PH0018775,C0018439,PL018,PL003,16-08-2021,Downgrade
PH0018776,C0018440,PL016,PL012,16-09-2022,Offer Migration
PH0018777,C0018440,PL012,PL004,14-10-2022,Downgrade
PH0018778,C0018441,PL001,PL019,16-07-2014,Offer Migration
PH0018779,C0018441,PL019,PL010,25-02-2016,Downgrade
PH0018780,C0018441,PL010,PL024,22-10-2017,Customer Request
PH0018781,C0018443,PL006,PL022,04-02-2015,Downgrade
PH0018782,C0018443,PL022,PL018,27-08-2022,Offer Migration
PH0018783,C0018443,PL018,PL014,11-03-2018,Offer Migration
PH0018784,C0018448,PL018,PL007,26-11-2019,Downgrade
PH0018785,C0018448,PL007,PL018,19-02-2020,Upgrade
PH0018786,C0018448,PL018,PL003,21-01-2018,Customer Request
PH0018787,C0018449,PL004,PL008,04-08-2021,Upgrade
PH0018788,C0018449,PL008,PL012,10-12-2024,Customer Request
PH0018789,C0018449,PL012,PL002,03-07-2021,Downgrade
PH0018790,C0018450,PL012,PL016,15-07-2024,Upgrade
PH0018791,C0018450,PL016,PL024,21-05-2024,Downgrade
PH0018792,C0018450,PL024,PL018,26-05-2022,Customer Request
PH0018793,C0018451,PL009,PL003,15-12-2024,Upgrade
PH0018794,C0018453,PL025,PL019,09-06-2018,Downgrade
PH0018795,C0018453,PL019,PL009,14-05-2021,Upgrade
PH0018796,C0018453,PL009,PL022,08-08-2021,Customer Request
