invoice_id,customer_id,billing_date,billing_period_month,base_amount_inr,gst_amount_inr,total_amount_inr,due_date,payment_status
INV00081933,C0013681,01-11-2025,11-2025,494.09,88.94,583.03,16-11-2025,Paid
INV00081934,C0013681,02-10-2025,10-2025,630.82,113.55,744.37,17-10-2025,Paid
INV00081935,C0013681,02-09-2025,09-2025,587.25,105.7,692.95,17-09-2025,Unpaid
INV00081936,C0013681,03-08-2025,08-2025,561.27,101.03,662.3,18-08-2025,Paid
INV00081937,C0013681,04-07-2025,07-2025,612.16,110.19,722.35,19-07-2025,Paid
INV00081938,C0013681,04-06-2025,06-2025,571.89,102.94,674.83,19-06-2025,Overdue
INV00081939,C0013681,05-05-2025,05-2025,575.89,103.66,679.55,20-05-2025,Paid
INV00081940,C0013682,18-03-2024,03-2024,484.38,87.19,571.57,02-04-2024,Paid
INV00081941,C0013682,17-02-2024,02-2024,492.39,88.63,581.02,03-03-2024,Paid
INV00081942,C0013682,18-01-2024,01-2024,515.1,92.72,607.82,02-02-2024,Unpaid
INV00081943,C0013682,19-12-2023,12-2023,513.98,92.52,606.5,03-01-2024,Unpaid
INV00081944,C0013682,19-11-2023,11-2023,475.47,85.58,561.05,04-12-2023,Overdue
INV00081945,C0013682,20-10-2023,10-2023,471.44,84.86,556.3,04-11-2023,Paid
INV00081946,C0013682,20-09-2023,09-2023,510.12,91.82,601.94,05-10-2023,Paid
INV00081947,C0013682,21-08-2023,08-2023,527.46,94.94,622.4,05-09-2023,Paid
INV00081948,C0013682,22-07-2023,07-2023,468.74,84.37,553.11,06-08-2023,Paid
INV00081949,C0013682,22-06-2023,06-2023,460.45,82.88,543.33,07-07-2023,Unpaid
INV00081950,C0013682,23-05-2023,05-2023,463.0,83.34,546.34,07-06-2023,Unpaid
INV00081951,C0013682,23-04-2023,04-2023,503.63,90.65,594.28,08-05-2023,Overdue
INV00081952,C0013683,31-03-2026,03-2026,1305.87,235.06,1540.93,15-04-2026,Paid
INV00081953,C0013683,01-03-2026,03-2026,1234.91,222.28,1457.19,16-03-2026,Overdue
INV00081954,C0013683,30-01-2026,01-2026,1186.0,213.48,1399.48,14-02-2026,Paid
INV00081955,C0013683,31-12-2025,12-2025,1334.17,240.15,1574.32,15-01-2026,Paid
INV00081956,C0013683,01-12-2025,12-2025,1508.18,271.47,1779.65,16-12-2025,Paid
INV00081957,C0013683,01-11-2025,11-2025,1235.59,222.41,1458.0,16-11-2025,Unpaid
INV00081958,C0013683,02-10-2025,10-2025,1386.9,249.64,1636.54,17-10-2025,Unpaid
INV00081959,C0013683,02-09-2025,09-2025,1131.63,203.69,1335.32,17-09-2025,Paid
INV00081960,C0013683,03-08-2025,08-2025,1085.44,195.38,1280.82,18-08-2025,Overdue
INV00081961,C0013683,04-07-2025,07-2025,1330.18,239.43,1569.61,19-07-2025,Paid
INV00081962,C0013683,04-06-2025,06-2025,1336.4,240.55,1576.95,19-06-2025,Paid
INV00081963,C0013683,05-05-2025,05-2025,1178.79,212.18,1390.97,20-05-2025,Unpaid
INV00081964,C0013686,31-03-2026,03-2026,586.5,105.57,692.07,15-04-2026,Overdue
INV00081965,C0013686,01-03-2026,03-2026,617.36,111.12,728.48,16-03-2026,Paid
INV00081966,C0013686,30-01-2026,01-2026,527.66,94.98,622.64,14-02-2026,Unpaid
INV00081967,C0013686,31-12-2025,12-2025,618.34,111.3,729.64,15-01-2026,Paid
INV00081968,C0013686,01-12-2025,12-2025,618.05,111.25,729.3,16-12-2025,Unpaid
INV00081969,C0013686,01-11-2025,11-2025,659.91,118.78,778.69,16-11-2025,Paid
INV00081970,C0013686,02-10-2025,10-2025,627.8,113.0,740.8,17-10-2025,Paid
INV00081971,C0013686,02-09-2025,09-2025,635.66,114.42,750.08,17-09-2025,Paid
INV00081972,C0013686,03-08-2025,08-2025,567.31,102.12,669.43,18-08-2025,Paid
INV00081973,C0013686,04-07-2025,07-2025,524.05,94.33,618.38,19-07-2025,Overdue
INV00081974,C0013686,04-06-2025,06-2025,585.49,105.39,690.88,19-06-2025,Overdue
INV00081975,C0013686,05-05-2025,05-2025,594.51,107.01,701.52,20-05-2025,Unpaid
INV00081976,C0013687,31-03-2026,03-2026,1311.73,236.11,1547.84,15-04-2026,Paid
INV00081977,C0013687,01-03-2026,03-2026,1312.92,236.33,1549.25,16-03-2026,Paid
INV00081978,C0013687,30-01-2026,01-2026,1535.57,276.4,1811.97,14-02-2026,Paid
INV00081979,C0013687,31-12-2025,12-2025,1429.28,257.27,1686.55,15-01-2026,Paid
INV00081980,C0013687,01-12-2025,12-2025,1544.94,278.09,1823.03,16-12-2025,Paid
INV00081981,C0013688,31-03-2026,03-2026,710.29,127.85,838.14,15-04-2026,Paid
INV00081982,C0013688,01-03-2026,03-2026,636.96,114.65,751.61,16-03-2026,Paid
INV00081983,C0013688,30-01-2026,01-2026,714.27,128.57,842.84,14-02-2026,Paid
INV00081984,C0013688,31-12-2025,12-2025,673.67,121.26,794.93,15-01-2026,Paid
INV00081985,C0013688,01-12-2025,12-2025,608.48,109.53,718.01,16-12-2025,Paid
INV00081986,C0013688,01-11-2025,11-2025,762.82,137.31,900.13,16-11-2025,Unpaid
INV00081987,C0013688,02-10-2025,10-2025,715.86,128.85,844.71,17-10-2025,Paid
INV00081988,C0013688,02-09-2025,09-2025,761.63,137.09,898.72,17-09-2025,Unpaid
INV00081989,C0013688,03-08-2025,08-2025,678.64,122.16,800.8,18-08-2025,Paid
INV00081990,C0013688,04-07-2025,07-2025,769.51,138.51,908.02,19-07-2025,Paid
INV00081991,C0013688,04-06-2025,06-2025,658.21,118.48,776.69,19-06-2025,Unpaid
INV00081992,C0013688,05-05-2025,05-2025,698.6,125.75,824.35,20-05-2025,Paid
INV00081993,C0013690,31-03-2026,03-2026,664.21,119.56,783.77,15-04-2026,Paid
INV00081994,C0013690,01-03-2026,03-2026,729.8,131.36,861.16,16-03-2026,Overdue
INV00081995,C0013690,30-01-2026,01-2026,603.17,108.57,711.74,14-02-2026,Unpaid
INV00081996,C0013690,31-12-2025,12-2025,767.48,138.15,905.63,15-01-2026,Unpaid
INV00081997,C0013690,01-12-2025,12-2025,689.04,124.03,813.07,16-12-2025,Overdue
INV00081998,C0013690,01-11-2025,11-2025,643.93,115.91,759.84,16-11-2025,Paid
INV00081999,C0013690,02-10-2025,10-2025,666.08,119.89,785.97,17-10-2025,Overdue
INV00082000,C0013690,02-09-2025,09-2025,726.66,130.8,857.46,17-09-2025,Paid
INV00082001,C0013690,03-08-2025,08-2025,739.9,133.18,873.08,18-08-2025,Paid
INV00082002,C0013690,25-02-2027,07-2025,778.24,140.08,918.32,19-07-2025,Overdue
INV00082003,C0013690,04-06-2025,06-2025,729.71,131.35,861.06,19-06-2025,Paid
INV00082004,C0013690,05-05-2025,05-2025,648.19,116.67,764.86,20-05-2025,Overdue
INV00082005,C0013692,31-03-2026,03-2026,603.24,108.58,711.82,15-04-2026,Paid
INV00082006,C0013692,01-03-2026,03-2026,607.26,109.31,716.57,16-03-2026,Paid
INV00082007,C0013692,30-01-2026,01-2026,540.99,97.38,638.37,14-02-2026,Paid
INV00082008,C0013692,31-12-2025,12-2025,613.36,110.4,723.76,15-01-2026,Paid
INV00082009,C0013692,01-12-2025,12-2025,593.79,106.88,700.67,16-12-2025,Paid
INV00082010,C0013692,01-11-2025,11-2025,639.86,115.17,755.03,16-11-2025,Paid
INV00082011,C0013692,02-10-2025,10-2025,576.79,103.82,680.61,17-10-2025,Paid
INV00082012,C0013692,02-09-2025,09-2025,631.53,113.68,745.21,17-09-2025,Paid
INV00082013,C0013692,03-08-2025,08-2025,568.46,102.32,670.78,18-08-2025,Paid
INV00082014,C0013692,04-07-2025,07-2025,595.24,107.14,702.38,19-07-2025,Overdue
INV00082015,C0013692,04-06-2025,06-2025,594.98,107.1,702.08,19-06-2025,Unpaid
INV00082016,C0013692,05-05-2025,05-2025,574.85,103.47,678.32,20-05-2025,Paid
INV00082017,C0013696,31-03-2026,03-2026,946.8,170.42,1117.22,15-04-2026,Overdue
INV00082018,C0013696,01-03-2026,03-2026,914.11,164.54,1078.65,16-03-2026,Unpaid
INV00082019,C0013696,30-01-2026,01-2026,1028.2,185.08,1213.28,14-02-2026,Paid
INV00082020,C0013696,31-12-2025,12-2025,847.18,152.49,999.67,15-01-2026,Paid
INV00082021,C0013696,01-12-2025,12-2025,828.4,149.11,977.51,16-12-2025,Unpaid
INV00082022,C0013696,01-11-2025,11-2025,946.37,170.35,1116.72,16-11-2025,Unpaid
INV00082023,C0013696,02-10-2025,10-2025,844.64,152.04,996.68,17-10-2025,Overdue
INV00082024,C0013696,02-09-2025,09-2025,906.92,163.25,1070.17,17-09-2025,Paid
INV00082025,C0013696,03-08-2025,08-2025,947.86,170.61,1118.47,18-08-2025,Paid
INV00082026,C0013696,04-07-2025,07-2025,965.7,173.83,1139.53,19-07-2025,Overdue
INV00082027,C0013696,04-06-2025,06-2025,827.13,148.88,976.01,19-06-2025,Paid
INV00082028,C0013696,05-05-2025,05-2025,901.43,162.26,1063.69,20-05-2025,Overdue
INV00082029,C0013704,08-11-2025,11-2025,507.81,91.41,599.22,23-11-2025,Paid
INV00082030,C0013704,09-10-2025,10-2025,508.97,91.61,600.58,24-10-2025,Paid
INV00082031,C0013704,09-09-2025,09-2025,490.03,88.21,578.24,24-09-2025,Overdue
INV00082032,C0013704,10-08-2025,08-2025,478.66,86.16,564.82,25-08-2025,Paid
INV00082033,C0013704,11-07-2025,07-2025,508.9,91.6,600.5,26-07-2025,Paid
INV00082034,C0013704,11-06-2025,06-2025,503.75,90.68,594.43,26-06-2025,Paid
INV00082035,C0013704,12-05-2025,05-2025,603.31,108.6,711.91,27-05-2025,Paid
INV00082036,C0013704,12-04-2025,04-2025,495.84,89.25,585.09,27-04-2025,Unpaid
INV00082037,C0013704,13-03-2025,03-2025,512.17,92.19,604.36,28-03-2025,Paid
INV00082038,C0013704,11-02-2025,02-2025,470.93,84.77,555.7,26-02-2025,Overdue
INV00082039,C0013704,12-01-2025,01-2025,505.41,93.04,596.38,27-01-2025,Paid
INV00082040,C0013704,13-12-2024,12-2024,508.28,91.49,599.77,28-12-2024,Paid
INV00082041,C0013706,31-03-2026,03-2026,639.68,115.14,754.82,15-04-2026,Unpaid
INV00082042,C0013706,01-03-2026,03-2026,739.51,133.11,872.62,16-03-2026,Unpaid
INV00082043,C0013706,30-01-2026,01-2026,708.13,127.46,835.59,14-02-2026,Overdue
INV00082044,C0013706,31-12-2025,12-2025,657.74,118.39,776.13,15-01-2026,Paid
INV00082045,C0013706,01-12-2025,12-2025,646.63,116.39,763.02,16-12-2025,Paid
INV00082046,C0013706,01-11-2025,11-2025,704.88,126.88,831.76,16-11-2025,Overdue
INV00082047,C0013706,02-10-2025,10-2025,732.71,131.89,864.6,17-10-2025,Overdue
INV00082048,C0013706,02-09-2025,09-2025,750.37,135.07,885.44,17-09-2025,Paid
INV00082049,C0013706,03-08-2025,08-2025,711.75,128.12,839.87,18-08-2025,Unpaid
INV00082050,C0013706,04-07-2025,07-2025,735.22,132.34,867.56,19-07-2025,Paid
INV00082051,C0013706,04-06-2025,06-2025,667.99,120.24,788.23,19-06-2025,Overdue
INV00082052,C0013706,05-05-2025,05-2025,788.29,141.89,930.18,20-05-2025,Paid
INV00082053,C0013708,31-03-2026,03-2026,8556.26,1540.13,10096.39,15-04-2026,Paid
INV00082054,C0013708,01-03-2026,03-2026,8476.02,1525.68,10001.7,16-03-2026,Paid
INV00082055,C0013708,30-01-2026,01-2026,8564.33,1541.58,10105.91,14-02-2026,Overdue
INV00082056,C0013708,31-12-2025,12-2025,8862.67,1595.28,10457.95,15-01-2026,Paid
INV00082057,C0013708,01-12-2025,12-2025,9298.62,1673.75,10972.37,16-12-2025,Unpaid
INV00082058,C0013708,01-11-2025,11-2025,7972.93,1435.13,9408.06,16-11-2025,Paid
INV00082059,C0013708,02-10-2025,10-2025,8432.83,1517.91,9950.74,17-10-2025,Paid
INV00082060,C0013708,02-09-2025,09-2025,7557.36,1360.32,8917.68,17-09-2025,Paid
INV00082061,C0013708,03-08-2025,08-2025,8597.6,1547.57,10145.17,18-08-2025,Unpaid
INV00082062,C0013708,04-07-2025,07-2025,9227.63,1660.97,10888.6,19-07-2025,Paid
INV00082063,C0013708,04-06-2025,06-2025,8451.52,1521.27,9972.79,19-06-2025,Paid
INV00082064,C0013708,05-05-2025,05-2025,9267.79,1668.2,10935.99,20-05-2025,Paid
INV00082065,C0013709,31-03-2026,03-2026,8508.02,1531.44,10039.46,15-04-2026,Paid
INV00082066,C0013709,01-03-2026,03-2026,8910.97,1603.97,10514.94,16-03-2026,Paid
INV00082067,C0013709,30-01-2026,01-2026,7297.68,1313.58,8611.26,14-02-2026,Paid
INV00082068,C0013709,31-12-2025,12-2025,7276.17,1309.71,8585.88,15-01-2026,Paid
INV00082069,C0013709,01-12-2025,12-2025,8418.45,1515.32,9933.77,16-12-2025,Unpaid
INV00082070,C0013709,01-11-2025,11-2025,7645.25,1376.14,9021.39,16-11-2025,Paid
INV00082071,C0013709,02-10-2025,10-2025,7244.65,1304.04,8548.69,17-10-2025,Paid
INV00082072,C0013709,02-09-2025,09-2025,8589.98,1546.2,10136.18,17-09-2025,Overdue
INV00082073,C0013709,03-08-2025,08-2025,8318.82,1497.39,9816.21,18-08-2025,Paid
INV00082074,C0013709,04-07-2025,07-2025,8509.39,671.82,10041.08,19-07-2025,Overdue
INV00082075,C0013709,04-06-2025,06-2025,9078.52,1634.13,10712.65,19-06-2025,Overdue
INV00082076,C0013709,05-05-2025,05-2025,8352.25,1503.4,9855.65,20-05-2025,Paid
INV00082077,C0013711,31-03-2026,03-2026,1319.26,237.47,1556.73,15-04-2026,Paid
INV00082078,C0013711,01-03-2026,03-2026,1253.63,225.65,1479.28,16-03-2026,Unpaid
INV00082079,C0013711,30-01-2026,01-2026,1387.8,249.8,1637.6,14-02-2026,Paid
INV00082080,C0013711,31-12-2025,12-2025,1285.05,231.31,1516.36,15-01-2026,Unpaid
INV00082081,C0013711,01-12-2025,12-2025,1347.6,242.57,1590.17,16-12-2025,Paid
INV00082082,C0013711,01-11-2025,11-2025,1341.11,241.4,1582.51,16-11-2025,Paid
INV00082083,C0013711,02-10-2025,10-2025,1159.44,208.7,1368.14,17-10-2025,Paid
INV00082084,C0013711,02-09-2025,09-2025,1339.72,241.15,1580.87,17-09-2025,Paid
INV00082085,C0013711,03-08-2025,08-2025,1279.0,230.22,1509.22,18-08-2025,Unpaid
INV00082086,C0013711,04-07-2025,07-2025,1279.42,230.3,1509.72,19-07-2025,Paid
INV00082087,C0013711,04-06-2025,06-2025,1080.82,194.55,1275.37,19-06-2025,Paid
INV00082088,C0013711,05-05-2025,05-2025,1341.53,241.48,1583.01,20-05-2025,Unpaid
INV00082089,C0013712,31-03-2026,03-2026,597.58,107.56,705.14,15-04-2026,Paid
INV00082090,C0013712,01-03-2026,03-2026,563.85,101.49,665.34,16-03-2026,Paid
INV00082091,C0013712,30-01-2026,01-2026,627.29,112.91,740.2,14-02-2026,Overdue
INV00082092,C0013712,31-12-2025,12-2025,562.87,101.32,664.19,15-01-2026,Unpaid
INV00082093,C0013712,01-12-2025,12-2025,542.41,97.63,640.04,16-12-2025,Unpaid
INV00082094,C0013712,01-11-2025,11-2025,548.71,98.77,647.48,16-11-2025,Paid
INV00082095,C0013712,02-10-2025,10-2025,691.34,124.44,815.78,17-10-2025,Unpaid
INV00082096,C0013712,02-09-2025,09-2025,648.17,116.67,764.84,17-09-2025,Overdue
INV00082097,C0013712,03-08-2025,08-2025,571.72,102.91,674.63,18-08-2025,Paid
INV00082098,C0013712,04-07-2025,07-2025,586.06,105.49,691.55,19-07-2025,Paid
INV00082099,C0013712,04-06-2025,06-2025,625.95,112.67,738.62,19-06-2025,Unpaid
INV00082100,C0013712,05-05-2025,05-2025,616.72,111.01,727.73,20-05-2025,Unpaid
INV00082101,C0013713,31-03-2026,03-2026,4540.85,817.35,5358.2,15-04-2026,Paid
INV00082102,C0013713,01-03-2026,03-2026,4398.92,791.81,5190.73,16-03-2026,Paid
INV00082103,C0013713,30-01-2026,01-2026,4338.43,780.92,5119.35,14-02-2026,Paid
INV00082104,C0013713,31-12-2025,12-2025,3816.68,687.0,4503.68,15-01-2026,Paid
INV00082105,C0013713,01-12-2025,12-2025,4300.38,774.07,5074.45,16-12-2025,Paid
INV00082106,C0013713,01-11-2025,11-2025,4404.25,792.76,5197.01,16-11-2025,Unpaid
INV00082107,C0013713,02-10-2025,10-2025,4470.57,804.7,5275.27,17-10-2025,Unpaid
INV00082108,C0013713,02-09-2025,09-2025,4695.91,845.26,5541.17,17-09-2025,Paid
INV00082109,C0013713,03-08-2025,08-2025,4241.45,763.46,5004.91,18-08-2025,Paid
INV00082110,C0013713,04-07-2025,07-2025,4043.56,727.84,4771.4,19-07-2025,Paid
INV00082111,C0013713,04-06-2025,06-2025,4058.73,730.57,4789.3,19-06-2025,Unpaid
INV00082112,C0013713,05-05-2025,05-2025,4077.3,733.91,4811.21,20-05-2025,Paid
INV00082113,C0013714,31-03-2026,03-2026,1624.38,292.39,1916.77,15-04-2026,Paid
INV00082114,C0013714,01-03-2026,03-2026,1548.36,278.7,1827.06,16-03-2026,Paid
INV00082115,C0013714,30-01-2026,01-2026,1513.22,272.38,1785.6,14-02-2026,Unpaid
INV00082116,C0013714,31-12-2025,12-2025,1528.75,275.18,1803.93,15-01-2026,Overdue
INV00082117,C0013714,01-12-2025,12-2025,1535.97,276.47,1812.44,16-12-2025,Paid
INV00082118,C0013714,01-11-2025,11-2025,1394.13,250.94,1645.07,16-11-2025,Paid
INV00082119,C0013714,02-10-2025,10-2025,1339.29,241.07,1580.36,17-10-2025,Unpaid
INV00082120,C0013714,02-09-2025,09-2025,1442.0,259.56,1701.56,17-09-2025,Overdue
INV00082121,C0013714,03-08-2025,08-2025,1583.13,284.96,1868.09,18-08-2025,Paid
INV00082122,C0013714,04-07-2025,07-2025,1437.53,258.76,1696.29,19-07-2025,Overdue
INV00082123,C0013714,04-06-2025,06-2025,1473.35,265.2,1738.55,19-06-2025,Paid
INV00082124,C0013714,05-05-2025,05-2025,1450.4,261.07,1711.47,20-05-2025,Overdue
INV00082125,C0013717,31-03-2026,03-2026,711.76,128.12,839.88,15-04-2026,Paid
INV00082126,C0013717,01-03-2026,03-2026,789.54,142.12,931.66,16-03-2026,Paid
INV00082127,C0013717,30-01-2026,01-2026,720.13,129.62,849.75,14-02-2026,Paid
INV00082128,C0013717,31-12-2025,12-2025,754.53,135.82,890.35,15-01-2026,Paid
INV00082129,C0013717,01-12-2025,12-2025,678.23,122.08,800.31,16-12-2025,Paid
INV00082130,C0013717,01-11-2025,11-2025,703.58,126.64,830.22,16-11-2025,Overdue
INV00082131,C0013717,02-10-2025,10-2025,720.13,129.62,849.75,17-10-2025,Paid
INV00082132,C0013717,02-09-2025,09-2025,598.39,107.71,706.1,17-09-2025,Overdue
INV00082133,C0013717,03-08-2025,08-2025,687.67,123.78,811.45,18-08-2025,Paid
INV00082134,C0013717,04-07-2025,07-2025,600.73,108.13,708.86,19-07-2025,Paid
INV00082135,C0013717,04-06-2025,06-2025,678.92,122.21,801.13,19-06-2025,Overdue
INV00082136,C0013717,05-05-2025,05-2025,636.08,114.49,750.57,20-05-2025,Paid
INV00082137,C0013718,31-03-2026,03-2026,1271.34,228.84,1500.18,15-04-2026,Paid
INV00082138,C0013718,01-03-2026,03-2026,1206.96,217.25,1424.21,16-03-2026,Paid
INV00082139,C0013718,30-01-2026,01-2026,1261.02,226.98,1488.0,14-02-2026,Overdue
INV00082140,C0013718,31-12-2025,12-2025,1321.87,237.94,1559.81,15-01-2026,Paid
INV00082141,C0013718,01-12-2025,12-2025,1245.43,224.18,1469.61,16-12-2025,Unpaid
INV00082142,C0013718,01-11-2025,11-2025,1175.51,211.59,1387.1,16-11-2025,Paid
INV00082143,C0013718,02-10-2025,10-2025,1276.08,229.69,1505.77,17-10-2025,Overdue
INV00082144,C0013718,02-09-2025,09-2025,1179.99,212.4,1392.39,17-09-2025,Paid
INV00082145,C0013718,03-08-2025,08-2025,1217.85,219.21,1437.06,18-08-2025,Paid
INV00082146,C0013718,04-07-2025,07-2025,1168.84,210.39,1379.23,19-07-2025,Paid
INV00082147,C0013718,04-06-2025,06-2025,1272.33,229.02,1501.35,19-06-2025,Paid
INV00082148,C0013718,05-05-2025,05-2025,1194.34,214.98,1409.32,20-05-2025,Paid
INV00082149,C0013719,15-03-2025,03-2025,8623.53,1552.24,10175.77,30-03-2025,Paid
INV00082150,C0013723,08-03-2026,03-2026,97.65,17.58,115.23,23-03-2026,Paid
INV00082151,C0013723,06-02-2026,02-2026,104.01,18.72,122.73,21-02-2026,Unpaid
INV00082152,C0013723,07-01-2026,01-2026,102.1,18.38,120.48,22-01-2026,Paid
INV00082153,C0013723,08-12-2025,12-2025,99.87,17.98,117.85,23-12-2025,Paid
INV00082154,C0013723,08-11-2025,11-2025,100.32,18.06,118.38,23-11-2025,Paid
INV00082155,C0013723,09-10-2025,10-2025,100.17,18.03,118.2,24-10-2025,Paid
INV00082156,C0013723,09-09-2025,09-2025,104.03,18.73,122.76,24-09-2025,Paid
INV00082157,C0013723,10-08-2025,08-2025,98.95,17.81,116.76,25-08-2025,Overdue
INV00082158,C0013723,11-07-2025,07-2025,100.77,18.14,118.91,26-07-2025,Unpaid
INV00082159,C0013723,11-06-2025,06-2025,97.57,17.56,115.13,26-06-2025,Paid
INV00082160,C0013723,12-05-2025,05-2025,98.76,17.78,116.54,27-05-2025,Paid
INV00082161,C0013723,12-04-2025,04-2025,94.56,17.02,111.58,27-04-2025,Paid
INV00082162,C0013725,21-07-2023,07-2023,1212.59,218.27,1430.86,05-08-2023,Unpaid
INV00082163,C0013725,21-06-2023,06-2023,1240.3,223.25,1463.55,06-07-2023,Paid
INV00082164,C0013725,22-05-2023,05-2023,1210.39,217.87,1428.26,06-06-2023,Overdue
INV00082165,C0013725,22-04-2023,04-2023,1229.4,221.29,1450.69,07-05-2023,Paid
INV00082166,C0013726,31-03-2026,03-2026,4394.81,791.07,5185.88,15-04-2026,Paid
INV00082167,C0013726,01-03-2026,03-2026,4144.53,746.02,4890.55,16-03-2026,Paid
INV00082168,C0013726,30-01-2026,01-2026,4109.8,739.76,4849.56,14-02-2026,Paid
INV00082169,C0013726,31-12-2025,12-2025,4016.28,722.93,4739.21,15-01-2026,Unpaid
INV00082170,C0013726,01-12-2025,12-2025,4228.22,761.08,4989.3,16-12-2025,Paid
INV00082171,C0013726,01-11-2025,11-2025,3858.93,694.61,4553.54,16-11-2025,Overdue
INV00082172,C0013726,02-10-2025,10-2025,4423.19,796.17,5219.36,17-10-2025,Paid
INV00082173,C0013726,02-09-2025,09-2025,4246.62,856.72,5011.01,17-09-2025,Paid
INV00082174,C0013726,03-08-2025,08-2025,4416.88,795.04,5211.92,18-08-2025,Unpaid
INV00082175,C0013726,04-07-2025,07-2025,3643.34,655.8,4299.14,19-07-2025,Overdue
INV00082176,C0013726,04-06-2025,06-2025,4369.87,786.58,5156.45,19-06-2025,Paid
INV00082177,C0013726,05-05-2025,05-2025,3906.24,703.12,4609.36,20-05-2025,Paid
INV00082178,C0013732,31-03-2026,03-2026,1535.82,276.45,1812.27,15-04-2026,Overdue
INV00082179,C0013732,01-03-2026,03-2026,1488.52,267.93,1756.45,16-03-2026,Paid
INV00082180,C0013732,30-01-2026,01-2026,1497.31,269.52,1766.83,14-02-2026,Paid
INV00082181,C0013732,31-12-2025,12-2025,1562.9,281.32,1844.22,15-01-2026,Paid
INV00082182,C0013732,01-12-2025,12-2025,1461.3,263.03,1724.33,16-12-2025,Paid
INV00082183,C0013732,01-11-2025,11-2025,1474.94,265.49,1740.43,16-11-2025,Paid
INV00082184,C0013732,02-10-2025,10-2025,1511.89,272.14,1784.03,17-10-2025,Paid
INV00082185,C0013732,02-09-2025,09-2025,1505.85,271.05,1776.9,17-09-2025,Paid
INV00082186,C0013732,03-08-2025,08-2025,1425.99,256.68,1682.67,18-08-2025,Paid
INV00082187,C0013732,04-07-2025,07-2025,1541.08,277.39,1818.47,19-07-2025,Paid
INV00082188,C0013732,04-06-2025,06-2025,1739.96,313.19,2053.15,19-06-2025,Paid
INV00082189,C0013732,05-05-2025,05-2025,1551.65,279.3,1830.95,20-05-2025,Paid
INV00082190,C0013733,31-03-2026,03-2026,366.09,65.9,431.99,15-04-2026,Overdue
INV00082191,C0013733,01-03-2026,03-2026,333.07,59.95,393.02,16-03-2026,Paid
INV00082192,C0013733,30-01-2026,01-2026,355.77,64.04,419.81,14-02-2026,Paid
INV00082193,C0013733,31-12-2025,12-2025,327.54,58.96,386.5,15-01-2026,Unpaid
INV00082194,C0013733,01-12-2025,12-2025,335.39,60.37,395.76,16-12-2025,Paid
INV00082195,C0013733,01-11-2025,11-2025,338.01,60.84,398.85,16-11-2025,Paid
INV00082196,C0013733,02-10-2025,10-2025,376.03,67.69,443.72,17-10-2025,Paid
INV00082197,C0013733,02-09-2025,09-2025,322.85,58.11,380.96,17-09-2025,Paid
INV00082198,C0013733,03-08-2025,08-2025,363.0,65.34,428.34,18-08-2025,Paid
INV00082199,C0013733,04-07-2025,07-2025,327.3,58.91,386.21,19-07-2025,Paid
INV00082200,C0013733,04-06-2025,06-2025,364.7,65.65,430.35,19-06-2025,Paid
INV00082201,C0013733,05-05-2025,05-2025,338.14,60.87,399.01,20-05-2025,Paid
INV00082202,C0013735,31-03-2026,03-2026,540.87,97.36,638.23,15-04-2026,Unpaid
INV00082203,C0013735,01-03-2026,03-2026,629.48,113.31,742.79,16-03-2026,Unpaid
INV00082204,C0013735,30-01-2026,01-2026,619.58,111.52,731.1,14-02-2026,Paid
INV00082205,C0013735,31-12-2025,12-2025,643.29,115.79,759.08,15-01-2026,Unpaid
INV00082206,C0013735,01-12-2025,12-2025,531.27,95.63,626.9,16-12-2025,Paid
INV00082207,C0013735,01-11-2025,11-2025,665.02,119.7,784.72,16-11-2025,Paid
INV00082208,C0013735,02-10-2025,10-2025,612.24,110.2,722.44,17-10-2025,Paid
INV00082209,C0013735,02-09-2025,09-2025,593.51,106.83,700.34,17-09-2025,Paid
INV00082210,C0013735,03-08-2025,08-2025,576.4,103.75,680.15,18-08-2025,Paid
INV00082211,C0013735,04-07-2025,07-2025,545.83,98.25,644.08,19-07-2025,Unpaid
INV00082212,C0013735,04-06-2025,06-2025,527.53,94.96,622.49,19-06-2025,Paid
INV00082213,C0013735,05-05-2025,05-2025,545.14,98.13,643.27,20-05-2025,Paid
INV00082214,C0013738,31-03-2026,03-2026,559.8,100.76,660.56,15-04-2026,Paid
INV00082215,C0013738,01-03-2026,03-2026,610.2,109.84,720.04,16-03-2026,Paid
INV00082216,C0013738,30-01-2026,01-2026,526.84,94.83,621.67,14-02-2026,Paid
INV00082217,C0013738,31-12-2025,12-2025,549.7,98.95,648.65,15-01-2026,Overdue
INV00082218,C0013738,01-12-2025,12-2025,591.88,106.54,698.42,16-12-2025,Unpaid
INV00082219,C0013738,01-11-2025,11-2025,541.97,97.55,639.52,16-11-2025,Overdue
INV00082220,C0013738,02-10-2025,10-2025,589.43,106.1,695.53,17-10-2025,Paid
INV00082221,C0013738,02-09-2025,09-2025,562.15,101.19,663.34,17-09-2025,Unpaid
INV00082222,C0013738,03-08-2025,08-2025,592.87,106.72,699.59,18-08-2025,Unpaid
INV00082223,C0013738,04-07-2025,07-2025,550.19,99.03,649.22,19-07-2025,Unpaid
INV00082224,C0013738,04-06-2025,06-2025,613.66,110.46,724.12,19-06-2025,Overdue
INV00082225,C0013738,05-05-2025,05-2025,618.49,111.33,729.82,20-05-2025,Overdue
