device_id,customer_id,brand,model,device_type,device_price_inr,purchase_date,imei
DEV0017341,C0017341,Voltic,V20,Smartphone,12999,17-02-2019,342111814400409
DEV0017342,C0017342,Lumen,L Max,Smartphone,41999,11-11-2019,824432263262242
DEV0017343,C0017343,Voltic,V30 5G,Smartphone,21999,31-01-2020,042163099058287
DEV0017344,C0017344,Lumen,L Max,Smartphone,41999,08-04-2024,780137910125590
DEV0017345,C0017345,Voltic,V20,Smartphone,12999,07-02-2014,699952097880430
DEV0017346,C0017346,Zenith,Z Lite,Smartphone,9999,02-08-2019,844728049196399
DEV0017347,C0017347,Voltic,V20,Smartphone,12999,05-10-2020,927087135217008
DEV0017348,C0017348,Orbit,O7,Smartphone,15999,18-09-2015,061182302786101
DEV0017349,C0017349,Voltic,V20,Smartphone,12999,26-06-2020,875242979802561
DEV0017350,C0017350,NexaTel,Home Router AX,Router,2499,04-06-2024,680705430509951
DEV0017351,C0017351,Lumen,L Mini,Smartphone,8499,14-05-2018,480066011646999
DEV0017352,C0017352,Nexus,Aura Pro,Smartphone,32999,06-06-2015,465610042026015
DEV0017353,C0017353,NexaTel,Home Router AX,Router,2499,17-03-2025,407799179471028
DEV0017354,C0017354,Lumen,L Mini,Smartphone,8499,01-01-2023,215674989138220
DEV0017355,C0017355,NexaTel,IoT Hub,IoT Device,1999,20-02-2024,398754378786094
DEV0017356,C0017356,Lumen,L Mini,Smartphone,8499,23-01-2018,631377870726330
DEV0017357,C0017357,Voltic,V20,Smartphone,12999,14-01-2014,740361725683672
DEV0017358,C0017358,Zenith,Z Flip,Smartphone,54999,12-02-2026,915539038558275
DEV0017359,C0017359,Nexus,Aura Pro,Smartphone,32999,19-04-2022,308612870933197
DEV0017360,C0017360,Nexus,Aura 5G,Smartphone,18999,24-08-2020,894416791202903
DEV0017361,C0017361,Zenith,Z Flip,Smartphone,54999,17-12-2025,707456960635855
DEV0017362,C0017362,NexaTel,Smart Cam,IoT Device,2999,02-01-2014,585686282249520
DEV0017363,C0017363,Zenith,Z Lite,Smartphone,9999,28-05-2014,668105561455608
DEV0017364,C0017364,Lumen,L Mini,Smartphone,8499,19-01-2025,911543857946029
DEV0017365,C0017365,Voltic,V20,Smartphone,12999,19-01-2014,271190781613858
DEV0017366,C0017366,Voltic,V30 5G,Smartphone,21999,20-01-2015,303261029296913
DEV0017367,C0017367,NexaTel,Fiber Gateway,Router,3499,15-09-2024,080490628802296
DEV0017368,C0017368,Nexus,Aura 5G,Smartphone,18999,19-08-2025,779994817064489
DEV0017369,C0017369,NexaTel,Smart Sensor,IoT Device,899,21-11-2014,716690194340528
DEV0017370,C0017370,Nexus,Aura 5G,Smartphone,18999,15-08-2021,248806559415031
DEV0017371,C0017371,Zenith,Z Flip,Smartphone,54999,16-11-2014,542203382292623
DEV0017372,C0017372,Nexus,Aura 5G,Smartphone,18999,01-12-2025,276142873464576
DEV0017373,C0017373,Nexus,Aura 5G,Smartphone,18999,17-07-2020,305066811251409
DEV0017374,C0017374,Voltic,V20,Smartphone,12999,21-10-2023,997299865041657
DEV0017375,C0017375,NexaTel,Smart Cam,IoT Device,2999,10-12-2018,786002406737632
DEV0017376,C0017376,Lumen,L Mini,Smartphone,8499,02-08-2014,202708309158543
DEV0017377,C0017377,Lumen,L Mini,Smartphone,8499,24-11-2017,754440546181659
DEV0017378,C0017378,Zenith,Z Flip,Smartphone,54999,27-04-2014,683179560060359
DEV0017379,C0017379,Nexus,Aura 5G,Smartphone,18999,27-01-2024,779279724061650
DEV0017380,C0017380,Orbit,O7,Smartphone,15999,26-02-2023,832163763862309
DEV0017381,C0017381,NexaTel,Fiber Gateway,Router,3499,18-01-2014,726450029926441
DEV0017382,C0017382,Orbit,O7,Smartphone,15999,08-09-2020,325441425428924
DEV0017383,C0017383,NexaTel,Smart Cam,IoT Device,2999,27-02-2017,921187551243921
DEV0017384,C0017384,NexaTel,Smart Cam,IoT Device,2999,24-12-2022,672559351655881
DEV0017385,C0017385,Zenith,Z Flip,Smartphone,54999,24-06-2023,612954460709065
DEV0017386,C0017386,Voltic,V20,Smartphone,12999,11-09-2023,444528974790429
DEV0017387,C0017387,NexaTel,Smart Sensor,IoT Device,899,30-01-2014,206794452697049
DEV0017388,C0017388,Orbit,O7,Smartphone,15999,24-10-2015,374557916304188
DEV0017389,C0017389,Orbit,O9 Pro,Smartphone,27999,09-01-2023,731704136486503
DEV0017390,C0017390,NexaTel,Home Router AX,Router,2499,30-01-2014,915149924637394
DEV0017391,C0017391,Lumen,L Mini,Smartphone,8499,10-01-2014,096843726099877
DEV0017392,C0017392,Zenith,Z Lite,Smartphone,9999,30-09-2019,005608852652623
DEV0017393,C0017393,Lumen,L Max,Smartphone,41999,09-01-2023,292636399957349
DEV0017394,C0017394,NexaTel,Fiber Gateway,Router,3499,15-09-2017,790626933334347
DEV0017395,C0017395,Nexus,Aura Pro,Smartphone,32999,18-02-2024,272198100915550
DEV0017396,C0017396,Lumen,L Mini,Smartphone,8499,22-02-2014,339331534577163
DEV0017397,C0017397,Nexus,Aura 5G,Smartphone,18999,23-09-2022,048704739415839
DEV0017398,C0017398,NexaTel,Fiber Gateway,Router,3499,09-02-2015,027939143845260
DEV0017399,C0017399,NexaTel,Home Router AX,Router,2499,23-03-2015,936239004701608
DEV0017400,C0017400,Lumen,L Mini,Smartphone,8499,05-04-2024,883086779948448
DEV0017401,C0017401,Zenith,Z Lite,Smartphone,9999,21-01-2014,895050420874425
DEV0017402,C0017402,Orbit,O9 Pro,Smartphone,27999,27-08-2018,107805193657221
DEV0017403,C0017403,Voltic,V20,Smartphone,12999,19-11-2021,306736488461969
DEV0017404,C0017404,Zenith,Z Lite,Smartphone,9999,12-01-2014,674523465068185
DEV0017405,C0017405,Voltic,V30 5G,Smartphone,21999,25-09-2020,588593914585701
DEV0017406,C0017406,Nexus,Aura 5G,Smartphone,18999,20-07-2016,030631974844614
DEV0017407,C0017407,Lumen,L Max,Smartphone,41999,12-06-2022,009942542796314
DEV0017408,C0017408,Lumen,L Mini,Smartphone,8499,19-12-2021,282677958860064
DEV0017409,C0017409,NexaTel,Home Router AX,Router,2499,03-10-2018,440604002890386
DEV0017410,C0017410,NexaTel,IoT Hub,IoT Device,1999,03-12-2014,204155637959459
DEV0017411,C0017411,Nexus,Aura Pro,Smartphone,32999,06-08-2015,891501574188927
DEV0017412,C0017412,Orbit,O7,Smartphone,15999,06-11-2014,301217194968333
DEV0017413,C0017413,NexaTel,Home Router AX,Router,2499,15-07-2017,486073962443718
DEV0017414,C0017414,Voltic,V20,Smartphone,12999,23-02-2021,923931650078200
DEV0017415,C0017415,Zenith,Z Lite,Smartphone,9999,10-01-2019,036596863852465
DEV0017416,C0017416,NexaTel,Home Router AX,Router,2499,22-03-2023,746666551162293
DEV0017417,C0017417,Nexus,Aura Pro,Smartphone,32999,07-08-2018,440669921502087
DEV0017418,C0017418,Orbit,O9 Pro,Smartphone,27999,03-02-2020,231299544060056
DEV0017419,C0017419,Voltic,V30 5G,Smartphone,21999,22-08-2023,606204869190933
DEV0017420,C0017420,Lumen,L Max,Smartphone,41999,20-12-2023,809070992851905
DEV0017421,C0017421,Lumen,L Mini,Smartphone,8499,15-02-2014,421692790932181
DEV0017422,C0017422,Zenith,Z Lite,Smartphone,9999,12-01-2014,694138315384246
DEV0017423,C0017423,Zenith,Z Flip,Smartphone,54999,04-05-2024,861634504905835
DEV0017424,C0017424,NexaTel,Smart Cam,IoT Device,2999,07-01-2014,713091059295135
DEV0017425,C0017425,Orbit,O9 Pro,Smartphone,27999,02-02-2016,852927792864721
DEV0017426,C0017426,NexaTel,IoT Hub,IoT Device,1999,19-11-2020,563546992750677
DEV0017427,C0017427,Lumen,L Mini,Smartphone,8499,30-08-2014,879974523146968
DEV0017428,C0017428,Voltic,V30 5G,Smartphone,21999,22-03-2024,940347946259842
DEV0017429,C0017429,NexaTel,IoT Hub,IoT Device,1999,13-01-2014,912798361448413
DEV0017430,C0017430,Voltic,V20,Smartphone,12999,01-05-2016,154160210115050
DEV0017431,C0017431,Nexus,Aura 5G,Smartphone,18999,04-06-2017,679764223899618
DEV0017432,C0017432,Lumen,L Max,Smartphone,41999,25-03-2022,100919158262788
DEV0017433,C0017433,Lumen,L Mini,Smartphone,8499,22-02-2015,756294772726793
DEV0017434,C0017434,Voltic,V30 5G,Smartphone,21999,04-01-2014,645589140425808
DEV0017435,C0017435,Orbit,O9 Pro,Smartphone,27999,13-01-2019,156377249445686
DEV0017436,C0017436,Orbit,O7,Smartphone,15999,16-01-2016,848304725137364
DEV0017437,C0017437,Lumen,L Max,Smartphone,41999,28-07-2025,250057284308808
DEV0017438,C0017438,Orbit,O7,Smartphone,15999,18-06-2016,389942758649636
DEV0017439,C0017439,Lumen,L Max,Smartphone,41999,27-12-2018,230978329069811
DEV0017440,C0017440,Nexus,Aura Pro,Smartphone,32999,15-07-2015,261358300068364
DEV0017441,C0017441,Voltic,V20,Smartphone,12999,02-02-2019,649837312024094
DEV0017442,C0017442,Zenith,Z Lite,Smartphone,9999,23-06-2022,867674463140208
DEV0017443,C0017443,Lumen,L Max,Smartphone,41999,17-01-2021,300233997703526
DEV0017444,C0017444,NexaTel,IoT Hub,IoT Device,1999,23-01-2014,855924194329335
DEV0017445,C0017445,Lumen,L Max,Smartphone,41999,07-01-2014,669734401537823
DEV0017446,C0017446,Nexus,Aura Pro,Smartphone,32999,06-01-2014,991391900951073
DEV0017447,C0017447,Zenith,Z Flip,Smartphone,54999,08-02-2017,215491657723892
DEV0017448,C0017448,Zenith,Z Lite,Smartphone,9999,12-10-2023,171721546087621
DEV0017449,C0017449,Voltic,V20,Smartphone,12999,22-08-2023,133776043642289
DEV0017450,C0017450,Lumen,L Mini,Smartphone,8499,08-06-2025,168657617771901
DEV0017451,C0017451,NexaTel,Smart Cam,IoT Device,2999,18-01-2014,004165899110729
DEV0017452,C0017452,Nexus,Aura Pro,Smartphone,32999,03-12-2014,830325403208881
DEV0017453,C0017453,Nexus,Aura Pro,Smartphone,32999,18-08-2025,279235304405536
DEV0017454,C0017454,Orbit,O9 Pro,Smartphone,27999,21-01-2014,436911872624431
DEV0017455,C0017455,Zenith,Z Flip,Smartphone,54999,19-01-2014,172551843181785
DEV0017456,C0017456,Lumen,L Mini,Smartphone,8499,26-01-2014,485978138599816
DEV0017457,C0017457,Nexus,Aura Pro,Smartphone,32999,13-02-2021,025497925264638
DEV0017458,C0017458,Voltic,V30 5G,Smartphone,21999,22-02-2024,800662511378127
DEV0017459,C0017459,Zenith,Z Flip,Smartphone,54999,06-08-2024,128706656824307
DEV0017460,C0017460,Voltic,V30 5G,Smartphone,21999,31-10-2019,662470757843521
DEV0017461,C0017461,Zenith,Z Lite,Smartphone,9999,28-12-2019,682892659662623
DEV0017462,C0017462,Lumen,L Mini,Smartphone,8499,21-04-2017,483068955286043
DEV0017463,C0017463,NexaTel,Home Router AX,Router,2499,31-01-2023,477219782641835
DEV0017464,C0017464,NexaTel,IoT Hub,IoT Device,1999,21-08-2016,115380107474559
DEV0017465,C0017465,Zenith,Z Flip,Smartphone,54999,24-02-2014,034503658166419
DEV0017466,C0017466,Voltic,V20,Smartphone,12999,28-06-2017,495676230652215
DEV0017467,C0017467,NexaTel,Home Router AX,Router,2499,11-01-2014,870725016752924
DEV0017468,C0017468,Zenith,Z Flip,Smartphone,54999,21-12-2016,343730847731336
DEV0017469,C0017469,Orbit,O7,Smartphone,15999,07-02-2019,453499439153536
DEV0017470,C0017470,Zenith,Z Lite,Smartphone,9999,30-09-2021,314037404930606
DEV0017471,C0017471,Zenith,Z Flip,Smartphone,54999,25-01-2014,856208532587360
DEV0017472,C0017472,Lumen,L Max,Smartphone,41999,04-10-2022,817838178795418
DEV0017473,C0017473,NexaTel,Smart Sensor,IoT Device,899,24-03-2015,995004499448087
DEV0017474,C0017474,Orbit,O9 Pro,Smartphone,27999,21-11-2018,210586909746190
DEV0017475,C0017475,Orbit,O9 Pro,Smartphone,27999,23-08-2014,104539668217594
DEV0017476,C0017476,Zenith,Z Lite,Smartphone,9999,04-07-2015,844666190112591
DEV0017477,C0017477,Orbit,O9 Pro,Smartphone,27999,02-11-2015,496558219217962
DEV0017478,C0017478,Zenith,Z Flip,Smartphone,54999,29-11-2024,307309393877540
DEV0017479,C0017479,Orbit,O7,Smartphone,15999,20-11-2018,136349196830639
DEV0017480,C0017480,NexaTel,Smart Sensor,IoT Device,899,16-06-2020,399532879110825
DEV0017481,C0017481,Nexus,Aura Pro,Smartphone,32999,27-08-2021,313426263726616
DEV0017482,C0017482,Lumen,L Max,Smartphone,41999,12-05-2019,507400790660422
DEV0017483,C0017483,Voltic,V30 5G,Smartphone,21999,04-01-2020,195627821820233
DEV0017484,C0017484,Nexus,Aura Pro,Smartphone,32999,15-01-2014,113875642548648
DEV0017485,C0017485,Zenith,Z Lite,Smartphone,9999,22-07-2018,042894968607961
DEV0017486,C0017486,Zenith,Z Lite,Smartphone,9999,02-01-2014,109290662945704
DEV0017487,C0017487,Orbit,O9 Pro,Smartphone,27999,11-07-2020,381207771685300
DEV0017488,C0017488,Zenith,Z Lite,Smartphone,9999,08-11-2014,349782292563999
DEV0017489,C0017489,Zenith,Z Flip,Smartphone,54999,25-11-2025,549254911494470
DEV0017490,C0017490,Orbit,O7,Smartphone,15999,18-04-2020,760276631944874
DEV0017491,C0017491,Voltic,V20,Smartphone,12999,13-01-2025,386591476174572
DEV0017492,C0017492,Orbit,O7,Smartphone,15999,22-03-2021,080435996049520
DEV0017493,C0017493,Zenith,Z Flip,Smartphone,54999,10-01-2024,101427134769355
DEV0017494,C0017494,Nexus,Aura 5G,Smartphone,18999,10-12-2021,130619670088353
DEV0017495,C0017495,Lumen,L Mini,Smartphone,8499,08-01-2014,604880387094882
DEV0017496,C0017496,Orbit,O9 Pro,Smartphone,27999,29-04-2018,174962748389041
DEV0017497,C0017497,Lumen,L Max,Smartphone,41999,21-01-2017,276785131208527
DEV0017498,C0017498,Zenith,Z Lite,Smartphone,9999,22-06-2016,012347043859283
DEV0017499,C0017499,Nexus,Aura 5G,Smartphone,18999,22-06-2015,919054288719319
DEV0017500,C0017500,Voltic,V30 5G,Smartphone,21999,07-06-2020,115783707531890
DEV0017501,C0017501,Lumen,L Max,Smartphone,41999,20-11-2020,277747562573868
DEV0017502,C0017502,Zenith,Z Lite,Smartphone,9999,06-05-2023,877865851605543
DEV0017503,C0017503,NexaTel,Fiber Gateway,Router,3499,21-01-2014,407923517788435
DEV0017504,C0017504,Orbit,O9 Pro,Smartphone,27999,14-06-2018,414039274104586
DEV0017505,C0017505,NexaTel,Smart Sensor,IoT Device,899,12-01-2014,981115556012352
DEV0017506,C0017506,Zenith,Z Flip,Smartphone,54999,15-03-2021,404555329197153
DEV0017507,C0017507,Lumen,L Mini,Smartphone,8499,12-06-2017,912907287167274
DEV0017508,C0017508,Nexus,Aura Pro,Smartphone,32999,13-07-2019,138307685517665
DEV0017509,C0017509,Zenith,Z Flip,Smartphone,54999,12-02-2019,434291556889085
DEV0017510,C0017510,Nexus,Aura 5G,Smartphone,18999,09-09-2024,528364697014544
DEV0017511,C0017511,Voltic,V30 5G,Smartphone,21999,18-02-2022,591937045892611
DEV0017512,C0017512,Voltic,V20,Smartphone,12999,20-10-2016,518041522197429
DEV0017513,C0017513,NexaTel,Smart Cam,IoT Device,2999,12-04-2023,080953731702044
DEV0017514,C0017514,Zenith,Z Flip,Smartphone,54999,27-03-2017,240359751414990
DEV0017515,C0017515,Voltic,V30 5G,Smartphone,21999,08-09-2024,289604156245923
DEV0017516,C0017516,Nexus,Aura 5G,Smartphone,18999,29-12-2017,258383603043411
DEV0017517,C0017517,NexaTel,Smart Cam,IoT Device,2999,16-09-2020,845590924249865
DEV0017518,C0017518,Zenith,Z Lite,Smartphone,9999,06-02-2018,068359176957656
DEV0017519,C0017519,Nexus,Aura Pro,Smartphone,32999,24-03-2021,302541393742258
DEV0017520,C0017520,Lumen,L Mini,Smartphone,8499,10-01-2018,688154211256162
DEV0017521,C0017521,Zenith,Z Flip,Smartphone,54999,21-10-2016,870923572281432
DEV0017522,C0017522,Nexus,Aura Pro,Smartphone,32999,21-01-2017,993536567727628
DEV0017523,C0017523,Zenith,Z Lite,Smartphone,9999,22-06-2022,076341679451702
DEV0017524,C0017524,Lumen,L Mini,Smartphone,8499,16-10-2018,288893714071246
DEV0017525,C0017525,Zenith,Z Flip,Smartphone,54999,21-01-2014,682843042135909
DEV0017526,C0017526,NexaTel,Smart Cam,IoT Device,2999,02-01-2014,200872939282680
DEV0017527,C0017527,Voltic,V30 5G,Smartphone,21999,30-01-2014,854467299056350
DEV0017528,C0017528,Lumen,L Max,Smartphone,41999,07-01-2014,071882216928316
DEV0017529,C0017529,Orbit,O7,Smartphone,15999,31-08-2021,574669685962746
DEV0017530,C0017530,NexaTel,Home Router AX,Router,2499,10-11-2023,590912449678798
DEV0017531,C0017531,Orbit,O9 Pro,Smartphone,27999,11-12-2015,704351367112570
DEV0017532,C0017532,Orbit,O7,Smartphone,15999,20-03-2023,262536298162116
DEV0017533,C0017533,NexaTel,Home Router AX,Router,2499,11-11-2021,234395813928598
DEV0017534,C0017534,Lumen,L Mini,Smartphone,8499,23-12-2017,690385007330913
DEV0017535,C0017535,Nexus,Aura Pro,Smartphone,32999,25-01-2014,081981045634085
DEV0017536,C0017536,Voltic,V30 5G,Smartphone,21999,05-01-2022,901942069919245
DEV0017537,C0017537,NexaTel,IoT Hub,IoT Device,1999,07-01-2015,499164047399956
DEV0017538,C0017538,Orbit,O9 Pro,Smartphone,27999,05-09-2022,595198404729213
DEV0017539,C0017539,Voltic,V20,Smartphone,12999,20-06-2014,223414844794765
DEV0017540,C0017540,Voltic,V30 5G,Smartphone,21999,17-05-2025,795778666909392
DEV0017541,C0017541,Nexus,Aura Pro,Smartphone,32999,14-05-2018,705831797912554
DEV0017542,C0017542,Orbit,O9 Pro,Smartphone,27999,23-01-2014,979492967820836
DEV0017543,C0017543,Zenith,Z Lite,Smartphone,9999,10-01-2024,598394425321227
DEV0017544,C0017544,Zenith,Z Flip,Smartphone,54999,01-09-2016,076513776911276
DEV0017545,C0017545,Zenith,Z Lite,Smartphone,9999,31-10-2020,464162809247460
DEV0017546,C0017546,Voltic,V30 5G,Smartphone,21999,22-07-2021,881491105485604
DEV0017547,C0017547,Zenith,Z Lite,Smartphone,9999,29-07-2023,043895475059781
DEV0017548,C0017548,Zenith,Z Lite,Smartphone,9999,23-11-2017,592413559393614
DEV0017549,C0017549,Orbit,O9 Pro,Smartphone,27999,04-05-2022,997483222989503
DEV0017550,C0017550,Lumen,L Max,Smartphone,41999,21-03-2024,426814485597725
DEV0017551,C0017551,Lumen,L Mini,Smartphone,8499,21-10-2020,212718022988942
DEV0017552,C0017552,Nexus,Aura 5G,Smartphone,18999,12-09-2021,649921316220521
DEV0017553,C0017553,NexaTel,Smart Sensor,IoT Device,899,27-03-2019,693556809892611
DEV0017554,C0017554,Orbit,O7,Smartphone,15999,02-09-2023,698836334649284
DEV0017555,C0017555,Voltic,V30 5G,Smartphone,21999,28-03-2014,503889228481685
DEV0017556,C0017556,Voltic,V20,Smartphone,12999,09-07-2020,106185177802001
DEV0017557,C0017557,Voltic,V20,Smartphone,12999,26-01-2014,616576444881419
DEV0017558,C0017558,Nexus,Aura 5G,Smartphone,18999,14-10-2024,933109125908869
DEV0017559,C0017559,Voltic,V30 5G,Smartphone,21999,25-03-2015,240331386737890
DEV0017560,C0017560,Zenith,Z Lite,Smartphone,9999,29-10-2019,266126471146480
DEV0017561,C0017561,NexaTel,Smart Sensor,IoT Device,899,12-10-2016,008191023770675
DEV0017562,C0017562,Voltic,V30 5G,Smartphone,21999,14-12-2016,433821019360739
DEV0017563,C0017563,Lumen,L Mini,Smartphone,8499,26-07-2014,166836650107127
DEV0017564,C0017564,Zenith,Z Flip,Smartphone,54999,05-11-2024,779411024694890
DEV0017565,C0017565,Lumen,L Max,Smartphone,41999,08-04-2022,268676616576668
DEV0017566,C0017566,Orbit,O9 Pro,Smartphone,27999,01-01-2014,318492781421296
DEV0017567,C0017567,Orbit,O9 Pro,Smartphone,27999,10-11-2017,500928434484167
DEV0017568,C0017568,Orbit,O7,Smartphone,15999,10-10-2016,405473512422512
DEV0017569,C0017569,Voltic,V30 5G,Smartphone,21999,25-05-2021,711869451166066
DEV0017570,C0017570,NexaTel,Fiber Gateway,Router,3499,21-10-2018,254521330868154
DEV0017571,C0017571,Nexus,Aura Pro,Smartphone,32999,28-12-2020,308772929247371
DEV0017572,C0017572,NexaTel,Smart Sensor,IoT Device,899,15-05-2023,585127320264789
DEV0017573,C0017573,Voltic,V20,Smartphone,12999,12-01-2014,327477327549462
DEV0017574,C0017574,Voltic,V30 5G,Smartphone,21999,15-03-2023,227485150430293
DEV0017575,C0017575,Nexus,Aura Pro,Smartphone,32999,13-02-2018,875266851875661
DEV0017576,C0017576,Orbit,O7,Smartphone,15999,14-08-2021,260816378331893
DEV0017577,C0017577,Lumen,L Mini,Smartphone,8499,26-01-2014,939296530029784
DEV0017578,C0017578,NexaTel,Home Router AX,Router,2499,27-07-2014,907698005350066
DEV0017579,C0017579,Voltic,V20,Smartphone,12999,28-04-2014,447263707883110
DEV0017580,C0017580,Zenith,Z Lite,Smartphone,9999,01-01-2015,343444833062660
DEV0017581,C0017581,Lumen,L Max,Smartphone,41999,05-04-2016,598237312959035
DEV0017582,C0017582,Nexus,Aura Pro,Smartphone,32999,20-04-2017,751587177877770
DEV0017583,C0017583,Zenith,Z Flip,Smartphone,54999,30-11-2022,953976118503835
DEV0017584,C0017584,NexaTel,Home Router AX,Router,2499,23-01-2018,467824820902010
DEV0017585,C0017585,NexaTel,Home Router AX,Router,2499,17-06-2024,112987301797284
DEV0017586,C0017586,Lumen,L Mini,Smartphone,8499,11-02-2019,879077479553214
DEV0017587,C0017587,Voltic,V20,Smartphone,12999,28-06-2018,136852798526376
DEV0017588,C0017588,Zenith,Z Flip,Smartphone,54999,01-02-2024,829164521622391
DEV0017589,C0017589,Zenith,Z Flip,Smartphone,54999,25-09-2015,450777871017284
DEV0017590,C0017590,Orbit,O7,Smartphone,15999,24-04-2022,293581971299703
DEV0017591,C0017591,Lumen,L Mini,Smartphone,8499,10-01-2014,339488164370504
DEV0017592,C0017592,Lumen,L Max,Smartphone,41999,06-09-2019,279109847517559
DEV0017593,C0017593,Orbit,O9 Pro,Smartphone,27999,17-04-2022,280055974889815
DEV0017594,C0017594,Lumen,L Max,Smartphone,41999,14-08-2020,928412823999246
DEV0017595,C0017595,Lumen,L Max,Smartphone,41999,30-01-2017,851987877680210
DEV0017596,C0017596,NexaTel,IoT Hub,IoT Device,1999,13-11-2020,623647728947389
DEV0017597,C0017597,Orbit,O9 Pro,Smartphone,27999,24-05-2021,698046627874358
DEV0017598,C0017598,Lumen,L Max,Smartphone,41999,27-06-2023,118092833936103
DEV0017599,C0017599,Nexus,Aura Pro,Smartphone,32999,03-10-2017,101603566621797
DEV0017600,C0017600,Voltic,V20,Smartphone,12999,12-01-2019,958134171155824
DEV0017601,C0017601,Voltic,V20,Smartphone,12999,29-07-2014,337730493847583
DEV0017602,C0017602,NexaTel,IoT Hub,IoT Device,1999,09-06-2020,721699106296052
DEV0017603,C0017603,Lumen,L Mini,Smartphone,8499,15-05-2022,955157251868198
DEV0017604,C0017604,Orbit,O9 Pro,Smartphone,27999,15-05-2015,630426820669606
DEV0017605,C0017605,Orbit,O9 Pro,Smartphone,27999,06-08-2020,484923045139130
DEV0017606,C0017606,Nexus,Aura 5G,Smartphone,18999,07-11-2017,283819829353669
DEV0017607,C0017607,NexaTel,Fiber Gateway,Router,3499,29-07-2021,775907227603934
DEV0017608,C0017608,Nexus,Aura 5G,Smartphone,18999,18-09-2024,422794294286000
DEV0017609,C0017609,Lumen,L Max,Smartphone,41999,03-07-2015,003929595503948
DEV0017610,C0017610,Zenith,Z Lite,Smartphone,9999,29-07-2021,060933988468304
DEV0017611,C0017611,Lumen,L Mini,Smartphone,8499,09-11-2025,253379786797655
DEV0017612,C0017612,Nexus,Aura 5G,Smartphone,18999,10-05-2017,476707796065203
DEV0017613,C0017613,Voltic,V30 5G,Smartphone,21999,03-10-2021,190530771210404
DEV0017614,C0017614,NexaTel,Smart Cam,IoT Device,2999,28-01-2014,828741177180553
DEV0017615,C0017615,Nexus,Aura Pro,Smartphone,32999,24-01-2024,914114514677440
DEV0017616,C0017616,Voltic,V20,Smartphone,12999,09-03-2024,342184589050320
DEV0017617,C0017617,Nexus,Aura 5G,Smartphone,18999,29-12-2021,371932955477809
DEV0017618,C0017618,Zenith,Z Flip,Smartphone,54999,29-08-2015,636133988523371
DEV0017619,C0017619,Nexus,Aura 5G,Smartphone,18999,31-01-2022,266886244389805
DEV0017620,C0017620,NexaTel,Smart Sensor,IoT Device,899,13-01-2014,836466382317170
DEV0017621,C0017621,Orbit,O7,Smartphone,15999,16-01-2014,628611841135640
DEV0017622,C0017622,Nexus,Aura Pro,Smartphone,32999,11-04-2016,707914010014706
DEV0017623,C0017623,Zenith,Z Lite,Smartphone,9999,08-08-2021,143021164868178
DEV0017624,C0017624,NexaTel,Smart Cam,IoT Device,2999,21-05-2022,952920896757562
DEV0017625,C0017625,Lumen,L Mini,Smartphone,8499,08-12-2020,654704857953357
DEV0017626,C0017626,Voltic,V30 5G,Smartphone,21999,08-05-2024,047303903139047
DEV0017627,C0017627,Lumen,L Mini,Smartphone,8499,14-04-2014,232593737458964
DEV0017628,C0017628,Voltic,V20,Smartphone,12999,13-10-2021,770829953204349
DEV0017629,C0017629,Orbit,O9 Pro,Smartphone,27999,02-11-2018,779204799547625
DEV0017630,C0017630,Orbit,O7,Smartphone,15999,11-09-2020,091744395033684
DEV0017631,C0017631,Zenith,Z Lite,Smartphone,9999,18-03-2023,470908585657228
DEV0017632,C0017632,Voltic,V30 5G,Smartphone,21999,15-10-2023,510030294903026
DEV0017633,C0017633,Zenith,Z Lite,Smartphone,9999,16-06-2024,759515786308986
DEV0017634,C0017634,Lumen,L Mini,Smartphone,8499,06-01-2020,565161920351872
DEV0017635,C0017635,NexaTel,Home Router AX,Router,2499,19-05-2020,426404328169274
DEV0017636,C0017636,Nexus,Aura 5G,Smartphone,18999,10-01-2022,784677559788736
DEV0017637,C0017637,Voltic,V30 5G,Smartphone,21999,10-02-2015,242381795166829
DEV0017638,C0017638,Zenith,Z Flip,Smartphone,54999,19-12-2017,765425308235833
DEV0017639,C0017639,NexaTel,Home Router AX,Router,2499,17-11-2020,467680161757636
DEV0017640,C0017640,Zenith,Z Lite,Smartphone,9999,30-05-2015,843720351061841
DEV0017641,C0017641,Lumen,L Mini,Smartphone,8499,28-04-2021,510709190569442
DEV0017642,C0017642,Voltic,V30 5G,Smartphone,21999,22-09-2025,006090066313142
DEV0017643,C0017643,Voltic,V30 5G,Smartphone,21999,13-06-2018,580521052898236
DEV0017644,C0017644,Nexus,Aura Pro,Smartphone,32999,14-02-2015,224775259093126
DEV0017645,C0017645,Nexus,Aura 5G,Smartphone,18999,21-01-2019,363765789210483
DEV0017646,C0017646,Voltic,V30 5G,Smartphone,21999,31-08-2022,270965769799648
DEV0017647,C0017647,NexaTel,Smart Cam,IoT Device,2999,29-06-2023,534718461484452
DEV0017648,C0017648,Nexus,Aura Pro,Smartphone,32999,18-01-2014,383782551518828
DEV0017649,C0017649,Voltic,V30 5G,Smartphone,21999,29-05-2023,510422339211141
DEV0017650,C0017650,Zenith,Z Lite,Smartphone,9999,08-05-2025,233874835282254
DEV0017651,C0017651,Voltic,V20,Smartphone,12999,25-06-2025,971864852947697
DEV0017652,C0017652,Voltic,V20,Smartphone,12999,21-06-2023,636599563519531
