usage_id,customer_id,usage_month,voice_minutes_used,outgoing_calls,incoming_calls
UV00051754,C0017252,03-2026,66,175,494
UV00051755,C0017252,02-2026,47,445,622
UV00051756,C0017252,01-2026,73,592,439
UV00051757,C0017253,03-2026,112,576,208
UV00051758,C0017253,02-2026,94,429,334
UV00051759,C0017253,01-2026,868,572,625
UV00051760,C0017254,03-2026,194,397,678
UV00051761,C0017254,02-2026,135,349,687
UV00051762,C0017254,01-2026,157,568,574
UV00051763,C0017255,03-2026,59,175,609
UV00051764,C0017255,02-2026,348,163,526
UV00051765,C0017255,01-2026,167,190,379
UV00051766,C0017256,03-2026,235,141,555
UV00051767,C0017256,02-2026,164,70,562
UV00051768,C0017256,01-2026,71,42,330
UV00051769,C0017257,03-2026,262,576,135
UV00051770,C0017257,02-2026,36,464,540
UV00051771,C0017257,01-2026,161,582,574
UV00051772,C0017258,03-2026,172,415,188
UV00051773,C0017258,02-2026,244,69,497
UV00051774,C0017258,01-2026,66,172,290
UV00051775,C0017259,03-2026,146,366,376
UV00051776,C0017259,02-2026,679,145,363
UV00051777,C0017259,01-2026,207,541,344
UV00051778,C0017260,03-2026,71,192,595
UV00051779,C0017260,02-2026,297,274,528
UV00051780,C0017260,01-2026,55,579,102
UV00051781,C0017261,03-2026,167,575,67
UV00051782,C0017261,02-2026,159,270,161
UV00051783,C0017261,01-2026,148,113,263
UV00051784,C0017262,03-2026,208,18,36
UV00051785,C0017262,02-2026,137,529,582
UV00051786,C0017262,01-2026,330,153,508
UV00051787,C0017263,03-2026,177,220,318
UV00051788,C0017263,02-2026,489,548,247
UV00051789,C0017263,01-2026,224,24,549
UV00051790,C0017264,03-2026,214,128,449
UV00051791,C0017264,02-2026,239,177,571
UV00051792,C0017264,01-2026,121,332,465
UV00051793,C0017265,03-2026,91,34,311
UV00051794,C0017265,02-2026,150,585,428
UV00051795,C0017265,01-2026,76,186,132
UV00051796,C0017266,03-2026,334,285,585
UV00051797,C0017266,02-2026,483,436,342
UV00051798,C0017266,01-2026,101,301,280
UV00051799,C0017267,03-2026,116,389,352
UV00051800,C0017267,02-2026,17,391,393
UV00051801,C0017267,01-2026,56,309,443
UV00051802,C0017268,03-2026,113,415,375
UV00051803,C0017268,02-2026,130,239,426
UV00051804,C0017268,01-2026,256,200,157
UV00051805,C0017269,03-2026,174,73,339
UV00051806,C0017269,02-2026,468,476,653
UV00051807,C0017269,01-2026,271,386,648
UV00051808,C0017270,03-2026,117,448,297
UV00051809,C0017270,02-2026,111,196,450
UV00051810,C0017270,01-2026,120,300,349
UV00051811,C0017271,03-2026,239,229,500
UV00051812,C0017271,02-2026,93,245,689
UV00051813,C0017271,01-2026,446,266,368
UV00051814,C0017272,03-2026,127,194,115
UV00051815,C0017272,02-2026,53,574,218
UV00051816,C0017272,01-2026,278,52,659
UV00051817,C0017273,03-2026,154,260,95
UV00051818,C0017273,02-2026,293,409,310
UV00051819,C0017273,01-2026,324,232,237
UV00051820,C0017274,03-2026,139,326,262
UV00051821,C0017274,02-2026,149,69,571
UV00051822,C0017274,01-2026,451,222,515
UV00051823,C0017275,03-2026,131,174,610
UV00051824,C0017275,02-2026,172,583,43
UV00051825,C0017275,01-2026,244,409,38
UV00051826,C0017276,03-2026,65,250,495
UV00051827,C0017276,02-2026,242,352,59
UV00051828,C0017276,01-2026,367,592,316
UV00051829,C0017277,03-2026,61,496,578
UV00051830,C0017277,02-2026,280,118,552
UV00051831,C0017277,01-2026,245,171,126
UV00051832,C0017278,03-2026,254,558,480
UV00051833,C0017278,02-2026,74,342,240
UV00051834,C0017278,01-2026,58,527,85
UV00051835,C0017279,03-2026,130,270,260
UV00051836,C0017279,02-2026,301,415,373
UV00051837,C0017279,01-2026,259,141,175
UV00051838,C0017280,03-2026,204,198,305
UV00051839,C0017280,02-2026,89,43,35
UV00051840,C0017280,01-2026,519,279,34
UV00051841,C0017281,03-2026,32,547,390
UV00051842,C0017281,02-2026,75,183,259
UV00051843,C0017281,01-2026,24,137,677
UV00051844,C0017282,03-2026,251,323,213
UV00051845,C0017282,02-2026,167,11,398
UV00051846,C0017282,01-2026,261,436,587
UV00051847,C0017283,03-2026,559,214,418
UV00051848,C0017283,02-2026,131,332,12
UV00051849,C0017283,01-2026,200,151,665
UV00051850,C0017284,03-2026,146,106,668
UV00051851,C0017284,02-2026,145,190,100
UV00051852,C0017284,01-2026,116,358,482
UV00051853,C0017285,03-2026,63,440,77
UV00051854,C0017285,02-2026,80,508,98
UV00051855,C0017285,01-2026,90,572,363
UV00051856,C0017286,03-2026,168,376,342
UV00051857,C0017286,02-2026,195,216,198
UV00051858,C0017286,01-2026,319,42,91
UV00051859,C0017287,03-2026,354,267,91
UV00051860,C0017287,02-2026,257,362,382
UV00051861,C0017287,01-2026,468,82,157
UV00051862,C0017288,03-2026,124,91,524
UV00051863,C0017288,02-2026,233,325,255
UV00051864,C0017288,01-2026,87,380,64
UV00051865,C0017289,03-2026,72,447,644
UV00051866,C0017289,02-2026,221,76,431
UV00051867,C0017289,01-2026,131,23,673
UV00051868,C0017290,03-2026,304,478,284
UV00051869,C0017290,02-2026,282,50,399
UV00051870,C0017290,01-2026,30,145,378
UV00051871,C0017291,03-2026,145,574,658
UV00051872,C0017291,02-2026,187,339,620
UV00051873,C0017291,01-2026,119,368,286
UV00051874,C0017292,03-2026,98,558,374
UV00051875,C0017292,02-2026,230,283,322
UV00051876,C0017292,01-2026,5,581,58
UV00051877,C0017293,03-2026,190,432,73
UV00051878,C0017293,02-2026,71,514,412
UV00051879,C0017293,01-2026,206,311,553
UV00051880,C0017294,03-2026,249,148,665
UV00051881,C0017294,02-2026,708,24,384
UV00051882,C0017294,01-2026,392,324,698
UV00051883,C0017295,03-2026,370,190,410
UV00051884,C0017295,02-2026,147,572,494
UV00051885,C0017295,01-2026,616,273,416
UV00051886,C0017296,03-2026,41,594,327
UV00051887,C0017296,02-2026,200,412,334
UV00051888,C0017296,01-2026,32,28,682
UV00051889,C0017297,03-2026,212,355,463
UV00051890,C0017297,02-2026,107,176,430
UV00051891,C0017297,01-2026,415,301,427
UV00051892,C0017298,03-2026,483,411,571
UV00051893,C0017298,02-2026,331,200,503
UV00051894,C0017298,01-2026,352,190,74
UV00051895,C0017299,03-2026,160,115,196
UV00051896,C0017299,02-2026,237,97,236
UV00051897,C0017299,01-2026,322,36,205
UV00051898,C0017300,03-2026,237,222,178
UV00051899,C0017300,02-2026,347,273,624
UV00051900,C0017300,01-2026,621,157,590
UV00051901,C0017301,03-2026,318,51,259
UV00051902,C0017301,02-2026,38,241,326
UV00051903,C0017301,01-2026,81,288,282
UV00051904,C0017302,03-2026,319,372,527
UV00051905,C0017302,02-2026,484,96,567
UV00051906,C0017302,01-2026,208,344,634
UV00051907,C0017303,03-2026,186,448,371
UV00051908,C0017303,02-2026,374,487,420
UV00051909,C0017303,01-2026,288,289,422
UV00051910,C0017304,03-2026,226,97,470
UV00051911,C0017304,02-2026,130,374,381
UV00051912,C0017304,01-2026,148,16,122
UV00051913,C0017305,03-2026,95,551,468
UV00051914,C0017305,02-2026,254,452,438
UV00051915,C0017305,01-2026,271,134,545
UV00051916,C0017306,03-2026,161,397,55
UV00051917,C0017306,02-2026,211,266,132
UV00051918,C0017306,01-2026,119,139,103
UV00051919,C0017307,03-2026,152,128,253
UV00051920,C0017307,02-2026,83,153,564
UV00051921,C0017307,01-2026,215,209,442
UV00051922,C0017308,03-2026,182,481,374
UV00051923,C0017308,02-2026,169,359,481
UV00051924,C0017308,01-2026,744,118,257
UV00051925,C0017309,03-2026,43,471,300
UV00051926,C0017309,02-2026,514,569,583
UV00051927,C0017309,01-2026,307,524,209
UV00051928,C0017310,03-2026,250,268,277
UV00051929,C0017310,02-2026,253,122,599
UV00051930,C0017310,01-2026,259,84,112
UV00051931,C0017311,03-2026,316,182,158
UV00051932,C0017311,02-2026,155,312,232
UV00051933,C0017311,01-2026,486,30,358
UV00051934,C0017312,03-2026,52,144,297
UV00051935,C0017312,02-2026,490,100,226
UV00051936,C0017312,01-2026,1015,534,423
UV00051937,C0017313,03-2026,62,192,340
UV00051938,C0017313,02-2026,32,408,28
UV00051939,C0017313,01-2026,229,580,332
UV00051940,C0017314,03-2026,134,61,89
UV00051941,C0017314,02-2026,287,478,149
UV00051942,C0017314,01-2026,62,414,210
UV00051943,C0017315,03-2026,18,416,310
UV00051944,C0017315,02-2026,471,14,200
UV00051945,C0017315,01-2026,83,404,325
UV00051946,C0017316,03-2026,17,382,613
UV00051947,C0017316,02-2026,60,339,162
UV00051948,C0017316,01-2026,92,110,470
UV00051949,C0017317,03-2026,160,299,393
UV00051950,C0017317,02-2026,88,146,569
UV00051951,C0017317,01-2026,313,439,176
UV00051952,C0017318,03-2026,76,289,494
UV00051953,C0017318,02-2026,263,598,41
UV00051954,C0017318,01-2026,145,332,340
UV00051955,C0017319,03-2026,271,225,430
UV00051956,C0017319,02-2026,457,555,239
UV00051957,C0017319,01-2026,142,387,241
UV00051958,C0017320,03-2026,62,573,358
UV00051959,C0017320,02-2026,81,276,61
UV00051960,C0017320,01-2026,273,459,284
UV00051961,C0017321,03-2026,40,167,203
UV00051962,C0017321,02-2026,125,143,16
UV00051963,C0017321,01-2026,237,361,137
UV00051964,C0017322,03-2026,143,34,278
UV00051965,C0017322,02-2026,116,581,612
UV00051966,C0017322,01-2026,505,561,136
UV00051967,C0017323,03-2026,431,473,336
UV00051968,C0017323,02-2026,173,256,658
UV00051969,C0017323,01-2026,620,86,431
UV00051970,C0017324,03-2026,64,8,212
UV00051971,C0017324,02-2026,50,427,634
UV00051972,C0017324,01-2026,251,590,388
UV00051973,C0017325,03-2026,256,530,13
UV00051974,C0017325,02-2026,445,392,664
UV00051975,C0017325,01-2026,148,301,29
UV00051976,C0017326,03-2026,274,307,394
UV00051977,C0017326,02-2026,172,161,567
UV00051978,C0017326,01-2026,161,108,228
UV00051979,C0017327,03-2026,108,459,657
UV00051980,C0017327,02-2026,69,9,559
UV00051981,C0017327,01-2026,365,588,572
UV00051982,C0017328,03-2026,102,573,494
UV00051983,C0017328,02-2026,21,106,50
UV00051984,C0017328,01-2026,40,414,384
UV00051985,C0017329,03-2026,283,119,309
UV00051986,C0017329,02-2026,150,109,315
UV00051987,C0017329,01-2026,81,50,287
UV00051988,C0017330,03-2026,223,223,603
UV00051989,C0017330,02-2026,18,458,407
UV00051990,C0017330,01-2026,152,424,629
UV00051991,C0017331,03-2026,111,575,22
UV00051992,C0017331,02-2026,33,420,479
UV00051993,C0017331,01-2026,393,393,281
UV00051994,C0017332,03-2026,99,548,295
UV00051995,C0017332,02-2026,265,389,495
UV00051996,C0017332,01-2026,42,78,5
UV00051997,C0017333,03-2026,264,491,322
UV00051998,C0017333,02-2026,58,112,287
UV00051999,C0017333,01-2026,166,39,655
UV00052000,C0017334,03-2026,171,258,547
UV00052001,C0017334,02-2026,273,350,455
UV00052002,C0017334,01-2026,256,24,307
UV00052003,C0017335,03-2026,306,324,422
UV00052004,C0017335,02-2026,183,389,101
UV00052005,C0017335,01-2026,283,46,419
UV00052006,C0017336,03-2026,278,370,187
UV00052007,C0017336,02-2026,190,359,302
UV00052008,C0017336,01-2026,97,571,490
UV00052009,C0017337,03-2026,679,46,149
UV00052010,C0017337,02-2026,268,316,300
UV00052011,C0017337,01-2026,286,506,426
UV00052012,C0017338,03-2026,588,489,457
UV00052013,C0017338,02-2026,62,427,80
UV00052014,C0017338,01-2026,305,276,650
UV00052015,C0017339,03-2026,216,113,109
UV00052016,C0017339,02-2026,40,331,120
UV00052017,C0017339,01-2026,72,196,332
UV00052018,C0017340,03-2026,97,551,35
UV00052019,C0017340,02-2026,443,280,226
UV00052020,C0017340,01-2026,88,449,427
UV00052021,C0017341,03-2026,159,546,89
UV00052022,C0017341,02-2026,227,452,83
UV00052023,C0017341,01-2026,234,534,604
UV00052024,C0017342,03-2026,226,62,584
UV00052025,C0017342,02-2026,342,326,458
UV00052026,C0017342,01-2026,253,99,496
UV00052027,C0017343,03-2026,174,432,267
UV00052028,C0017343,02-2026,262,18,514
UV00052029,C0017343,01-2026,284,502,162
UV00052030,C0017344,03-2026,213,444,94
UV00052031,C0017344,02-2026,57,217,441
UV00052032,C0017344,01-2026,399,130,325
UV00052033,C0017345,03-2026,264,261,403
UV00052034,C0017345,02-2026,156,376,554
UV00052035,C0017345,01-2026,187,555,222
UV00052036,C0017346,03-2026,194,432,353
UV00052037,C0017346,02-2026,388,515,415
UV00052038,C0017346,01-2026,220,456,504
UV00052039,C0017347,03-2026,364,162,402
UV00052040,C0017347,02-2026,189,208,286
UV00052041,C0017347,01-2026,289,356,27
UV00052042,C0017348,03-2026,73,91,205
UV00052043,C0017348,02-2026,28,424,481
UV00052044,C0017348,01-2026,67,583,370
UV00052045,C0017349,03-2026,121,383,415
UV00052046,C0017349,02-2026,260,211,568
UV00052047,C0017349,01-2026,225,551,652
UV00052048,C0017350,03-2026,40,384,230
UV00052049,C0017350,02-2026,22,417,517
UV00052050,C0017350,01-2026,269,268,398
UV00052051,C0017351,03-2026,393,36,237
UV00052052,C0017351,02-2026,167,190,566
UV00052053,C0017351,01-2026,236,474,592
UV00052054,C0017352,03-2026,294,88,182
UV00052055,C0017352,02-2026,243,397,403
UV00052056,C0017352,01-2026,166,270,321
UV00052057,C0017353,03-2026,307,591,431
UV00052058,C0017353,02-2026,134,535,475
UV00052059,C0017353,01-2026,245,341,315
UV00052060,C0017354,03-2026,161,120,314
UV00052061,C0017354,02-2026,170,377,10
UV00052062,C0017354,01-2026,344,358,542
UV00052063,C0017355,03-2026,276,389,109
UV00052064,C0017355,02-2026,18,514,243
UV00052065,C0017355,01-2026,264,585,53
UV00052066,C0017356,03-2026,329,439,475
UV00052067,C0017356,02-2026,705,286,330
UV00052068,C0017356,01-2026,152,326,632
UV00052069,C0017357,03-2026,234,478,436
UV00052070,C0017357,02-2026,74,265,452
UV00052071,C0017357,01-2026,271,78,472
UV00052072,C0017358,03-2026,219,428,631
UV00052073,C0017358,02-2026,122,90,446
UV00052074,C0017358,01-2026,455,334,446
UV00052075,C0017359,03-2026,297,487,450
UV00052076,C0017359,02-2026,255,104,434
UV00052077,C0017359,01-2026,159,373,565
UV00052078,C0017360,03-2026,117,545,68
UV00052079,C0017360,02-2026,63,508,92
UV00052080,C0017360,01-2026,209,596,8
UV00052081,C0017361,03-2026,34,493,21
UV00052082,C0017361,02-2026,255,427,210
UV00052083,C0017361,01-2026,77,381,500
UV00052084,C0017362,03-2026,109,167,137
UV00052085,C0017362,02-2026,90,483,600
UV00052086,C0017362,01-2026,124,198,429
UV00052087,C0017363,03-2026,374,521,148
UV00052088,C0017363,02-2026,207,342,480
UV00052089,C0017363,01-2026,157,388,546
UV00052090,C0017364,03-2026,139,410,459
UV00052091,C0017364,02-2026,358,448,664
UV00052092,C0017364,01-2026,151,17,408
UV00052093,C0017365,03-2026,300,505,362
UV00052094,C0017365,02-2026,406,315,531
UV00052095,C0017365,01-2026,235,111,142
UV00052096,C0017366,03-2026,116,366,509
UV00052097,C0017366,02-2026,244,565,230
UV00052098,C0017366,01-2026,131,551,83
UV00052099,C0017367,03-2026,108,242,116
UV00052100,C0017367,02-2026,291,513,147
UV00052101,C0017367,01-2026,137,96,22
UV00052102,C0017368,03-2026,244,131,74
UV00052103,C0017368,02-2026,158,474,161
UV00052104,C0017368,01-2026,184,236,23
UV00052105,C0017369,03-2026,66,302,403
UV00052106,C0017369,02-2026,212,204,520
UV00052107,C0017369,01-2026,171,562,660
UV00052108,C0017370,03-2026,54,137,95
UV00052109,C0017370,02-2026,214,460,689
UV00052110,C0017370,01-2026,443,269,306
UV00052111,C0017371,03-2026,443,429,257
UV00052112,C0017371,02-2026,86,99,151
UV00052113,C0017371,01-2026,235,424,398
UV00052114,C0017372,03-2026,369,29,84
UV00052115,C0017372,02-2026,345,65,379
UV00052116,C0017372,01-2026,194,146,72
UV00052117,C0017373,03-2026,98,359,178
UV00052118,C0017373,02-2026,153,387,537
UV00052119,C0017373,01-2026,168,58,563
UV00052120,C0017374,03-2026,222,537,165
UV00052121,C0017374,02-2026,308,571,470
UV00052122,C0017374,01-2026,66,36,455
UV00052123,C0017375,03-2026,111,587,328
UV00052124,C0017375,02-2026,51,465,181
UV00052125,C0017375,01-2026,121,471,489
UV00052126,C0017376,03-2026,256,323,85
UV00052127,C0017376,02-2026,221,472,454
UV00052128,C0017376,01-2026,220,265,664
UV00052129,C0017377,03-2026,8,13,353
UV00052130,C0017377,02-2026,101,85,57
UV00052131,C0017377,01-2026,174,5,245
UV00052132,C0017378,03-2026,321,109,196
UV00052133,C0017378,02-2026,180,420,423
UV00052134,C0017378,01-2026,365,225,219
UV00052135,C0017379,03-2026,60,134,309
UV00052136,C0017379,02-2026,224,455,144
UV00052137,C0017379,01-2026,15,106,268
UV00052138,C0017380,03-2026,158,354,410
UV00052139,C0017380,02-2026,30,278,365
UV00052140,C0017380,01-2026,242,478,408
UV00052141,C0017381,03-2026,524,129,634
UV00052142,C0017381,02-2026,240,143,106
UV00052143,C0017381,01-2026,139,222,417
UV00052144,C0017382,03-2026,156,294,419
UV00052145,C0017382,02-2026,81,307,17
UV00052146,C0017382,01-2026,30,107,409
UV00052147,C0017383,03-2026,137,213,408
UV00052148,C0017383,02-2026,181,334,301
UV00052149,C0017383,01-2026,370,562,526
UV00052150,C0017384,03-2026,96,112,474
UV00052151,C0017384,02-2026,239,426,330
UV00052152,C0017384,01-2026,101,244,538
UV00052153,C0017385,03-2026,375,571,22
UV00052154,C0017385,02-2026,184,51,214
UV00052155,C0017385,01-2026,111,7,403
UV00052156,C0017386,03-2026,413,531,238
UV00052157,C0017386,02-2026,216,438,39
UV00052158,C0017386,01-2026,104,394,352
UV00052159,C0017387,03-2026,305,319,636
UV00052160,C0017387,02-2026,204,376,165
UV00052161,C0017387,01-2026,59,339,368
UV00052162,C0017388,03-2026,82,217,363
UV00052163,C0017388,02-2026,91,578,652
UV00052164,C0017388,01-2026,110,474,648
UV00052165,C0017389,03-2026,253,190,613
UV00052166,C0017389,02-2026,89,249,209
UV00052167,C0017389,01-2026,154,209,622
UV00052168,C0017390,03-2026,157,311,216
UV00052169,C0017390,02-2026,297,418,630
UV00052170,C0017390,01-2026,200,385,684
UV00052171,C0017391,03-2026,1034,108,273
UV00052172,C0017391,02-2026,214,279,549
UV00052173,C0017391,01-2026,402,22,624
UV00052174,C0017392,03-2026,244,333,338
UV00052175,C0017392,02-2026,126,347,246
UV00052176,C0017392,01-2026,281,61,37
UV00052177,C0017393,03-2026,343,572,595
UV00052178,C0017393,02-2026,58,520,371
UV00052179,C0017393,01-2026,37,189,526
UV00052180,C0017394,03-2026,316,281,121
UV00052181,C0017394,02-2026,76,273,48
UV00052182,C0017394,01-2026,115,291,632
UV00052183,C0017395,03-2026,256,485,255
UV00052184,C0017395,02-2026,304,163,73
UV00052185,C0017395,01-2026,561,355,696
UV00052186,C0017396,03-2026,22,224,469
UV00052187,C0017396,02-2026,249,477,560
UV00052188,C0017396,01-2026,105,567,578
UV00052189,C0017397,03-2026,197,200,605
UV00052190,C0017397,02-2026,930,6,383
UV00052191,C0017397,01-2026,200,98,391
UV00052192,C0017398,03-2026,149,243,343
UV00052193,C0017398,02-2026,92,498,405
UV00052194,C0017398,01-2026,88,358,659
UV00052195,C0017399,03-2026,129,460,204
UV00052196,C0017399,02-2026,408,173,271
UV00052197,C0017399,01-2026,126,424,358
UV00052198,C0017400,03-2026,495,41,518
UV00052199,C0017400,02-2026,528,379,549
UV00052200,C0017400,01-2026,197,39,348
UV00052201,C0017401,03-2026,132,244,360
UV00052202,C0017401,02-2026,233,245,220
UV00052203,C0017401,01-2026,375,219,306
UV00052204,C0017402,03-2026,201,162,93
UV00052205,C0017402,02-2026,456,519,26
UV00052206,C0017402,01-2026,358,554,364
UV00052207,C0017403,03-2026,56,40,681
UV00052208,C0017403,02-2026,206,229,276
UV00052209,C0017403,01-2026,269,536,364
UV00052210,C0017404,03-2026,766,429,647
UV00052211,C0017404,02-2026,208,300,515
UV00052212,C0017404,01-2026,495,394,75
UV00052213,C0017405,03-2026,121,105,682
UV00052214,C0017405,02-2026,383,75,209
UV00052215,C0017405,01-2026,104,345,44
UV00052216,C0017406,03-2026,43,286,67
UV00052217,C0017406,02-2026,578,563,686
UV00052218,C0017406,01-2026,199,372,614
UV00052219,C0017407,03-2026,290,451,426
UV00052220,C0017407,02-2026,133,567,250
UV00052221,C0017407,01-2026,121,177,520
UV00052222,C0017408,03-2026,50,209,549
UV00052223,C0017408,02-2026,48,508,69
UV00052224,C0017408,01-2026,178,135,198
UV00052225,C0017409,03-2026,116,382,632
UV00052226,C0017409,02-2026,89,269,316
UV00052227,C0017409,01-2026,52,458,528
UV00052228,C0017410,03-2026,293,508,443
UV00052229,C0017410,02-2026,133,479,422
UV00052230,C0017410,01-2026,52,506,193
UV00052231,C0017411,03-2026,243,292,65
UV00052232,C0017411,02-2026,326,418,240
UV00052233,C0017411,01-2026,249,543,492
UV00052234,C0017412,03-2026,116,45,493
UV00052235,C0017412,02-2026,195,442,549
UV00052236,C0017412,01-2026,244,498,635
UV00052237,C0017413,03-2026,238,47,693
UV00052238,C0017413,02-2026,166,154,129
UV00052239,C0017413,01-2026,75,77,588
UV00052240,C0017414,03-2026,560,47,238
UV00052241,C0017414,02-2026,64,577,203
UV00052242,C0017414,01-2026,126,465,523
UV00052243,C0017415,03-2026,94,314,158
UV00052244,C0017415,02-2026,105,441,563
UV00052245,C0017415,01-2026,221,234,134
UV00052246,C0017416,03-2026,73,476,243
UV00052247,C0017416,02-2026,523,328,59
UV00052248,C0017416,01-2026,127,159,695
UV00052249,C0017417,03-2026,143,172,522
UV00052250,C0017417,02-2026,145,180,563
UV00052251,C0017417,01-2026,66,99,376
UV00052252,C0017418,03-2026,488,350,452
UV00052253,C0017418,02-2026,34,402,325
UV00052254,C0017418,01-2026,162,209,316
UV00052255,C0017419,03-2026,221,492,587
UV00052256,C0017419,02-2026,197,91,169
UV00052257,C0017419,01-2026,156,369,448
UV00052258,C0017420,03-2026,73,403,506
UV00052259,C0017420,02-2026,264,441,364
UV00052260,C0017420,01-2026,981,132,677
UV00052261,C0017421,03-2026,836,45,206
UV00052262,C0017421,02-2026,137,207,157
UV00052263,C0017421,01-2026,380,157,305
UV00052264,C0017422,03-2026,266,438,112
UV00052265,C0017422,02-2026,360,517,204
UV00052266,C0017422,01-2026,101,128,18
UV00052267,C0017423,03-2026,279,83,662
UV00052268,C0017423,02-2026,129,591,584
UV00052269,C0017423,01-2026,269,118,397
UV00052270,C0017424,03-2026,318,87,207
UV00052271,C0017424,02-2026,280,299,307
UV00052272,C0017424,01-2026,139,351,111
UV00052273,C0017425,03-2026,52,375,575
UV00052274,C0017425,02-2026,236,461,198
UV00052275,C0017425,01-2026,26,50,581
UV00052276,C0017426,03-2026,124,292,670
UV00052277,C0017426,02-2026,24,379,6
UV00052278,C0017426,01-2026,46,562,484
UV00052279,C0017427,03-2026,178,198,182
UV00052280,C0017427,02-2026,72,479,108
UV00052281,C0017427,01-2026,138,483,255
UV00052282,C0017428,03-2026,295,299,69
UV00052283,C0017428,02-2026,198,14,62
UV00052284,C0017428,01-2026,295,17,377
UV00052285,C0017429,03-2026,91,32,311
UV00052286,C0017429,02-2026,53,561,334
UV00052287,C0017429,01-2026,150,478,410
UV00052288,C0017430,03-2026,12,56,499
UV00052289,C0017430,02-2026,138,561,391
UV00052290,C0017430,01-2026,172,409,596
UV00052291,C0017431,03-2026,170,317,590
UV00052292,C0017431,02-2026,49,13,85
UV00052293,C0017431,01-2026,217,500,208
UV00052294,C0017432,03-2026,43,200,55
UV00052295,C0017432,02-2026,173,486,624
UV00052296,C0017432,01-2026,212,154,241
UV00052297,C0017433,03-2026,232,246,89
UV00052298,C0017433,02-2026,39,41,294
UV00052299,C0017433,01-2026,168,243,101
UV00052300,C0017434,03-2026,219,58,493
UV00052301,C0017434,02-2026,59,406,574
UV00052302,C0017434,01-2026,360,514,531
UV00052303,C0017435,03-2026,111,65,239
UV00052304,C0017435,02-2026,110,368,203
UV00052305,C0017435,01-2026,110,44,429
UV00052306,C0017436,03-2026,128,392,562
UV00052307,C0017436,02-2026,506,262,668
UV00052308,C0017436,01-2026,133,181,449
UV00052309,C0017437,03-2026,371,547,680
UV00052310,C0017437,02-2026,59,113,243
UV00052311,C0017437,01-2026,126,452,210
UV00052312,C0017438,03-2026,442,420,561
UV00052313,C0017438,02-2026,310,279,176
UV00052314,C0017438,01-2026,70,523,107
UV00052315,C0017439,03-2026,216,536,290
UV00052316,C0017439,02-2026,74,47,619
UV00052317,C0017439,01-2026,78,225,469
UV00052318,C0017440,03-2026,57,461,341
UV00052319,C0017440,02-2026,115,409,7
UV00052320,C0017440,01-2026,121,76,375
UV00052321,C0017441,03-2026,197,317,203
UV00052322,C0017441,02-2026,52,180,408
UV00052323,C0017441,01-2026,92,259,399
UV00052324,C0017442,03-2026,89,198,629
UV00052325,C0017442,02-2026,291,209,486
UV00052326,C0017442,01-2026,151,279,615
UV00052327,C0017443,03-2026,160,224,34
UV00052328,C0017443,02-2026,617,520,356
UV00052329,C0017443,01-2026,523,497,263
UV00052330,C0017444,03-2026,162,298,534
UV00052331,C0017444,02-2026,92,561,653
UV00052332,C0017444,01-2026,720,584,347
UV00052333,C0017445,03-2026,199,337,181
UV00052334,C0017445,02-2026,196,526,597
UV00052335,C0017445,01-2026,402,161,104
UV00052336,C0017446,03-2026,139,286,468
UV00052337,C0017446,02-2026,209,409,369
UV00052338,C0017446,01-2026,128,36,241
UV00052339,C0017447,03-2026,68,514,116
UV00052340,C0017447,02-2026,395,193,431
UV00052341,C0017447,01-2026,649,262,234
UV00052342,C0017448,03-2026,69,150,664
UV00052343,C0017448,02-2026,175,571,510
UV00052344,C0017448,01-2026,561,361,342
UV00052345,C0017449,03-2026,192,467,539
UV00052346,C0017449,02-2026,316,377,327
UV00052347,C0017449,01-2026,355,522,237
UV00052348,C0017450,03-2026,361,144,436
UV00052349,C0017450,02-2026,31,29,156
UV00052350,C0017450,01-2026,29,182,137
UV00052351,C0017451,03-2026,63,36,465
UV00052352,C0017451,02-2026,74,545,490
UV00052353,C0017451,01-2026,275,250,615
UV00052354,C0017452,03-2026,688,381,392
UV00052355,C0017452,02-2026,305,326,216
UV00052356,C0017452,01-2026,129,142,73
UV00052357,C0017453,03-2026,97,521,370
UV00052358,C0017453,02-2026,442,534,525
UV00052359,C0017453,01-2026,249,295,192
UV00052360,C0017454,03-2026,256,198,29
UV00052361,C0017454,02-2026,73,139,220
UV00052362,C0017454,01-2026,298,131,49
UV00052363,C0017455,03-2026,115,598,491
UV00052364,C0017455,02-2026,266,559,228
UV00052365,C0017455,01-2026,289,484,591
UV00052366,C0017456,03-2026,452,291,93
UV00052367,C0017456,02-2026,65,496,534
UV00052368,C0017456,01-2026,101,341,658
UV00052369,C0017457,03-2026,212,279,649
UV00052370,C0017457,02-2026,16,143,252
UV00052371,C0017457,01-2026,305,257,80
UV00052372,C0017458,03-2026,340,483,592
UV00052373,C0017458,02-2026,209,118,248
UV00052374,C0017458,01-2026,55,83,110
UV00052375,C0017459,03-2026,658,95,88
UV00052376,C0017459,02-2026,624,369,240
UV00052377,C0017459,01-2026,659,50,243
UV00052378,C0017460,03-2026,231,244,468
UV00052379,C0017460,02-2026,86,413,458
UV00052380,C0017460,01-2026,664,41,385
UV00052381,C0017461,03-2026,124,235,566
UV00052382,C0017461,02-2026,117,16,282
UV00052383,C0017461,01-2026,93,391,317
UV00052384,C0017462,03-2026,126,563,192
UV00052385,C0017462,02-2026,146,503,171
UV00052386,C0017462,01-2026,28,596,618
UV00052387,C0017463,03-2026,37,553,511
