contract_id,customer_id,plan_id,contract_type,contract_length_months,start_date,end_date,auto_renew,renewal_status
CN007886,C0014184,PL016,Fiber Broadband,12,21-10-2021,16-10-2022,No,Active
CN007887,C0014187,PL008,Postpaid Mobile,36,29-10-2019,13-10-2022,No,Pending
CN007888,C0014188,PL008,Postpaid Mobile,12,22-01-2024,16-01-2025,No,Cancelled
CN007889,C0014189,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Active
CN007890,C0014191,PL022,Enterprise,12,29-12-2015,23-12-2016,Yes,Renewed
CN007891,C0014192,PL005,Prepaid Mobile,12,20-07-2014,15-07-2015,Yes,Pending
CN007892,C0014193,PL006,Prepaid Mobile,12,20-04-2021,15-04-2022,No,Pending
CN007893,C0014195,PL023,IoT Solutions,12,31-05-2016,26-05-2017,No,Active
CN007894,C0014197,PL007,Postpaid Mobile,12,11-11-2021,06-11-2022,No,Renewed
CN007895,C0014202,PL006,Prepaid Mobile,36,24-11-2024,09-11-2027,No,Renewed
CN007896,C0014205,PL008,Postpaid Mobile,24,14-11-2022,03-11-2024,No,Not Renewed
CN007897,C0014207,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Not Renewed
CN007898,C0014209,PL007,Postpaid Mobile,36,04-11-2025,19-10-2028,No,Auto-Renewed
CN007899,C0014210,PL006,Prepaid Mobile,36,01-01-2014,16-12-2016,Yes,Auto-Renewed
CN007900,C0014211,PL010,Postpaid Mobile,12,17-09-2014,12-09-2015,No,Renewed
CN007901,C0014215,PL010,Postpaid Mobile,18,06-07-2023,27-12-2024,No,Not Renewed
CN007902,C0014216,PL005,Prepaid Mobile,36,26-04-2019,10-04-2022,No,Pending
CN007903,C0014217,PL016,Fiber Broadband,12,28-04-2023,22-04-2024,Yes,Auto-Renewed
CN007904,C0014218,PL024,IoT Solutions,12,04-02-2023,30-01-2024,Yes,Renewed
CN007905,C0014222,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN007906,C0014223,PL018,Fiber Broadband,12,31-10-2015,25-10-2016,No,Not Renewed
CN007907,C0014224,PL015,Fiber Broadband,12,05-03-2015,28-02-2016,No,Pending
CN007908,C0014225,PL015,Fiber Broadband,12,17-06-2016,12-06-2017,Yes,Auto-Renewed
CN007909,C0014226,PL018,Fiber Broadband,18,01-01-2014,25-06-2015,No,Not Renewed
CN007910,C0014229,PL017,Fiber Broadband,36,22-01-2016,06-01-2019,No,Renewed
CN007911,C0014231,PL008,Postpaid Mobile,24,10-12-2019,29-11-2021,Yes,Renewed
CN007912,C0014232,PL009,Postpaid Mobile,24,09-10-2022,28-09-2024,No,Renewed
CN007913,C0014236,PL025,Smart Home,36,03-11-2023,18-10-2026,Yes,Not Renewed
CN007914,C0014237,PL023,IoT Solutions,36,21-12-2022,05-12-2025,Yes,Renewed
CN007915,C0014238,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Active
CN007916,C0014239,PL008,Postpaid Mobile,12,24-03-2020,19-03-2021,No,Auto-Renewed
CN007917,C0014241,PL024,IoT Solutions,24,15-02-2015,04-02-2017,Yes,Renewed
CN007918,C0014242,PL022,Enterprise,12,01-01-2014,27-12-2014,No,Renewed
CN007919,C0014243,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN007920,C0014244,PL005,Prepaid Mobile,36,27-09-2024,12-09-2027,No,Renewed
CN007921,C0014245,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Active
CN007922,C0014246,PL008,Postpaid Mobile,24,08-08-2020,29-07-2022,Yes,Renewed
CN007923,C0014247,PL009,Postpaid Mobile,12,01-03-2017,24-02-2018,No,Renewed
CN007924,C0014249,PL021,Enterprise,24,25-04-2024,15-04-2026,No,Renewed
CN007925,C0014250,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Pending
CN007926,C0014251,PL017,Fiber Broadband,24,25-06-2016,15-06-2018,No,Renewed
CN007927,C0014253,PL005,Prepaid Mobile,12,01-11-2014,27-10-2015,Yes,Auto-Renewed
CN007928,C0014257,PL011,Postpaid Mobile,12,28-11-2025,23-11-2026,Yes,Auto-Renewed
CN007929,C0014258,PL015,Fiber Broadband,24,06-03-2020,24-02-2022,Yes,Renewed
CN007930,C0014260,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,No,Pending
CN007931,C0014263,PL015,Fiber Broadband,18,01-01-2014,25-06-2015,Yes,Pending
CN007932,C0014264,PL005,Prepaid Mobile,12,24-09-2020,19-09-2021,No,Renewed
CN007933,C0014266,PL005,Prepaid Mobile,12,25-09-2019,19-09-2020,Yes,Auto-Renewed
CN007934,C0014267,PL005,Prepaid Mobile,12,05-06-2018,31-05-2019,Yes,Auto-Renewed
CN007935,C0014272,PL005,Prepaid Mobile,12,28-06-2018,23-06-2019,No,Pending
CN007936,C0014274,PL005,Prepaid Mobile,12,18-09-2014,13-09-2015,No,Auto-Renewed
CN007937,C0014277,PL005,Prepaid Mobile,36,15-08-2022,30-07-2025,Yes,Pending
CN007938,C0014278,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN007939,C0014279,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN007940,C0014281,PL018,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Active
CN007941,C0014283,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN007942,C0014286,PL005,Prepaid Mobile,12,02-08-2022,28-07-2023,Yes,Renewed
CN007943,C0014288,PL008,Postpaid Mobile,18,07-01-2023,30-06-2024,Yes,Renewed
CN007944,C0014289,PL010,Postpaid Mobile,12,25-12-2022,20-12-2023,Yes,Not Renewed
CN007945,C0014291,PL007,Postpaid Mobile,12,27-12-2018,22-12-2019,Yes,Auto-Renewed
CN007946,C0014292,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Active
CN007947,C0014293,PL015,Fiber Broadband,18,17-10-2023,09-04-2025,Yes,Cancelled
CN007948,C0014296,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN007949,C0014298,PL008,Postpaid Mobile,18,27-03-2017,18-09-2018,No,Not Renewed
CN007950,C0014299,PL022,Enterprise,12,04-05-2022,29-04-2023,Yes,Renewed
CN007951,C0014300,PL008,Postpaid Mobile,36,08-07-2023,22-06-2026,No,Not Renewed
CN007952,C0014301,PL021,Enterprise,18,01-01-2014,25-06-2015,Yes,Renewed
CN007953,C0014302,PL007,Postpaid Mobile,36,01-08-2015,16-07-2018,Yes,Renewed
CN007954,C0014303,PL025,Smart Home,12,06-07-2015,30-06-2016,No,Auto-Renewed
CN007955,C0014304,PL016,Fiber Broadband,24,14-05-2014,03-05-2016,No,Renewed
CN007956,C0014306,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Active
CN007957,C0014307,PL010,Postpaid Mobile,12,10-09-2016,05-09-2017,Yes,Auto-Renewed
CN007958,C0014308,PL018,Fiber Broadband,24,17-07-2021,07-07-2023,No,Renewed
CN007959,C0014311,PL017,Fiber Broadband,18,01-11-2020,25-04-2022,Yes,Cancelled
CN007960,C0014312,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN007961,C0014313,PL021,Enterprise,24,01-01-2014,22-12-2015,Yes,Renewed
CN007962,C0014315,PL022,Enterprise,24,04-08-2017,25-07-2019,No,Not Renewed
CN007963,C0014317,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN007964,C0014318,PL010,Postpaid Mobile,36,15-12-2023,29-11-2026,Yes,Auto-Renewed
CN007965,C0014319,PL009,Postpaid Mobile,12,19-03-2024,14-03-2025,No,Auto-Renewed
CN007966,C0014321,PL006,Prepaid Mobile,18,08-09-2019,01-03-2021,No,Renewed
CN007967,C0014326,PL015,Fiber Broadband,24,06-06-2017,27-05-2019,No,Auto-Renewed
CN007968,C0014327,PL015,Fiber Broadband,12,24-03-2022,19-03-2023,Yes,Pending
CN007969,C0014331,PL017,Fiber Broadband,36,04-04-2016,20-03-2019,Yes,Active
CN007970,C0014333,PL007,Postpaid Mobile,12,17-11-2025,12-11-2026,Yes,Auto-Renewed
CN007971,C0014335,PL009,Postpaid Mobile,18,24-07-2019,14-01-2021,No,Not Renewed
CN007972,C0014336,PL016,Fiber Broadband,12,31-10-2017,26-10-2018,Yes,Active
CN007973,C0014338,PL008,Postpaid Mobile,12,13-03-2016,08-03-2017,No,Active
CN007974,C0014339,PL008,Postpaid Mobile,24,08-01-2016,28-12-2017,Yes,Auto-Renewed
CN007975,C0014340,PL007,Postpaid Mobile,18,07-07-2025,29-12-2026,Yes,Renewed
CN007976,C0014343,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN007977,C0014346,PL009,Postpaid Mobile,24,24-01-2017,14-01-2019,No,Not Renewed
CN007978,C0014347,PL022,Enterprise,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN007979,C0014348,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN007980,C0014350,PL024,IoT Solutions,24,03-10-2022,22-09-2024,Yes,Not Renewed
CN007981,C0014351,PL024,IoT Solutions,18,23-03-2019,13-09-2020,No,Renewed
CN007982,C0014354,PL021,Enterprise,24,12-02-2019,01-02-2021,Yes,Renewed
CN007983,C0014355,PL017,Fiber Broadband,12,07-01-2022,02-01-2023,Yes,Active
CN007984,C0014356,PL010,Postpaid Mobile,24,05-08-2024,26-07-2026,Yes,Renewed
CN007985,C0014357,PL008,Postpaid Mobile,24,02-12-2025,22-11-2027,Yes,Not Renewed
CN007986,C0014361,PL006,Prepaid Mobile,24,05-08-2020,26-07-2022,No,Renewed
CN007987,C0014363,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Active
CN007988,C0014364,PL022,Enterprise,12,22-04-2016,17-04-2017,Yes,Renewed
CN007989,C0014365,PL011,Postpaid Mobile,12,21-05-2017,16-05-2018,Yes,Renewed
CN007990,C0014367,PL007,Postpaid Mobile,36,07-03-2018,19-02-2021,Yes,Renewed
CN007991,C0014369,PL007,Postpaid Mobile,12,03-06-2018,29-05-2019,Yes,Active
CN007992,C0014371,PL007,Postpaid Mobile,24,26-03-2020,16-03-2022,Yes,Auto-Renewed
CN007993,C0014372,PL017,Fiber Broadband,12,19-10-2023,13-10-2024,No,Cancelled
CN007994,C0014376,PL007,Postpaid Mobile,18,19-08-2025,10-02-2027,No,Not Renewed
CN007995,C0014377,PL018,Fiber Broadband,12,09-01-2026,04-01-2027,No,Pending
CN007996,C0014378,PL017,Fiber Broadband,18,28-06-2022,20-12-2023,Yes,Auto-Renewed
CN007997,C0014379,PL005,Prepaid Mobile,24,08-08-2015,28-07-2017,No,Renewed
CN007998,C0014381,PL007,Postpaid Mobile,12,24-10-2018,19-10-2019,Yes,Auto-Renewed
CN007999,C0014382,PL009,Postpaid Mobile,24,28-04-2019,17-04-2021,Yes,Auto-Renewed
CN008000,C0014384,PL015,Fiber Broadband,24,16-05-2017,06-05-2019,No,Not Renewed
CN008001,C0014385,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN008002,C0014386,PL009,Postpaid Mobile,12,09-10-2018,04-10-2019,Yes,Auto-Renewed
CN008003,C0014389,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Active
CN008004,C0014392,PL016,Fiber Broadband,12,27-06-2016,22-06-2017,No,Active
CN008005,C0014393,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN008006,C0014394,PL021,Enterprise,36,25-08-2014,09-08-2017,No,Active
CN008007,C0014397,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN008008,C0014398,PL008,Postpaid Mobile,12,24-11-2017,19-11-2018,Yes,Pending
CN008009,C0014400,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Pending
CN008010,C0014401,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,No,Active
CN008011,C0014402,PL007,Postpaid Mobile,24,12-02-2023,01-02-2025,No,Not Renewed
CN008012,C0014404,PL011,Postpaid Mobile,12,13-04-2025,08-04-2026,No,Auto-Renewed
CN008013,C0014405,PL023,IoT Solutions,24,25-05-2020,15-05-2022,No,Renewed
CN008014,C0014406,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN008015,C0014407,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN008016,C0014408,PL008,Postpaid Mobile,12,29-03-2022,24-03-2023,No,Active
CN008017,C0014410,PL021,Enterprise,24,01-11-2020,22-10-2022,Yes,Auto-Renewed
CN008018,C0014412,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN008019,C0014413,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN008020,C0014414,PL025,Smart Home,18,01-01-2019,24-06-2020,No,Cancelled
CN008021,C0014415,PL008,Postpaid Mobile,36,22-11-2025,06-11-2028,Yes,Active
CN008022,C0014416,PL010,Postpaid Mobile,24,09-02-2026,30-01-2028,No,Cancelled
CN008023,C0014418,PL024,IoT Solutions,12,05-11-2018,31-10-2019,Yes,Active
CN008024,C0014419,PL005,Prepaid Mobile,12,04-04-2017,30-03-2018,No,Auto-Renewed
CN008025,C0014420,PL022,Enterprise,24,07-02-2018,28-01-2020,No,Renewed
CN008026,C0014423,PL008,Postpaid Mobile,12,02-10-2017,27-09-2018,Yes,Active
CN008027,C0014424,PL025,Smart Home,36,07-10-2022,21-09-2025,Yes,Renewed
CN008028,C0014425,PL005,Prepaid Mobile,12,16-08-2019,10-08-2020,Yes,Not Renewed
CN008029,C0014429,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN008030,C0014431,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Active
CN008031,C0014432,PL025,Smart Home,12,20-10-2024,15-10-2025,Yes,Renewed
CN008032,C0014434,PL006,Prepaid Mobile,24,12-04-2025,02-04-2027,Yes,Auto-Renewed
CN008033,C0014435,PL007,Postpaid Mobile,18,04-08-2023,25-01-2025,No,Renewed
CN008034,C0014440,PL009,Postpaid Mobile,12,29-07-2015,23-07-2016,Yes,Renewed
CN008035,C0014443,PL015,Fiber Broadband,24,29-10-2014,18-10-2016,Yes,Renewed
CN008036,C0014446,PL008,Postpaid Mobile,12,02-07-2021,27-06-2022,Yes,Renewed
CN008037,C0014448,PL009,Postpaid Mobile,12,27-01-2016,21-01-2017,Yes,Renewed
CN008038,C0014449,PL025,Smart Home,12,20-04-2020,15-04-2021,No,Not Renewed
CN008039,C0014453,PL024,IoT Solutions,12,23-01-2018,18-01-2019,No,Auto-Renewed
CN008040,C0014454,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Renewed
CN008041,C0014455,PL008,Postpaid Mobile,24,23-12-2017,13-12-2019,Yes,Auto-Renewed
CN008042,C0014457,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Not Renewed
CN008043,C0014459,PL009,Postpaid Mobile,24,30-07-2019,19-07-2021,No,Not Renewed
CN008044,C0014465,PL005,Prepaid Mobile,24,06-11-2022,26-10-2024,Yes,Active
CN008045,C0014466,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN008046,C0014467,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN008047,C0014468,PL005,Prepaid Mobile,36,06-07-2017,20-06-2020,Yes,Active
CN008048,C0014469,PL023,IoT Solutions,24,06-09-2019,26-08-2021,Yes,Not Renewed
CN008049,C0014470,PL006,Prepaid Mobile,24,31-01-2022,21-01-2024,Yes,Auto-Renewed
CN008050,C0014472,PL006,Prepaid Mobile,18,06-05-2018,28-10-2019,Yes,Pending
CN008051,C0014477,PL008,Postpaid Mobile,12,10-05-2021,05-05-2022,Yes,Auto-Renewed
CN008052,C0014481,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Renewed
CN008053,C0014482,PL018,Fiber Broadband,24,28-06-2015,17-06-2017,Yes,Renewed
CN008054,C0014483,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN008055,C0014486,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Renewed
CN008056,C0014488,PL005,Prepaid Mobile,12,26-12-2024,21-12-2025,Yes,Renewed
CN008057,C0014489,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Active
CN008058,C0014490,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Cancelled
CN008059,C0014492,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN008060,C0014496,PL022,Enterprise,24,20-07-2021,10-07-2023,No,Renewed
CN008061,C0014498,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Renewed
CN008062,C0014499,PL008,Postpaid Mobile,24,25-09-2014,14-09-2016,No,Cancelled
CN008063,C0014501,PL009,Postpaid Mobile,24,12-10-2024,02-10-2026,No,Renewed
CN008064,C0014503,PL009,Postpaid Mobile,24,16-06-2024,06-06-2026,No,Pending
CN008065,C0014504,PL005,Prepaid Mobile,12,07-02-2014,02-02-2015,No,Renewed
CN008066,C0014510,PL009,Postpaid Mobile,18,18-01-2016,11-07-2017,Yes,Active
CN008067,C0014511,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN008068,C0014512,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Active
CN008069,C0014513,PL008,Postpaid Mobile,24,08-03-2024,26-02-2026,Yes,Auto-Renewed
CN008070,C0014514,PL008,Postpaid Mobile,12,25-10-2016,20-10-2017,Yes,Pending
CN008071,C0014515,PL007,Postpaid Mobile,12,06-08-2023,31-07-2024,Yes,Not Renewed
CN008072,C0014516,PL015,Fiber Broadband,36,01-01-2014,16-12-2016,No,Renewed
CN008073,C0014517,PL009,Postpaid Mobile,12,11-12-2018,06-12-2019,Yes,Renewed
CN008074,C0014520,PL005,Prepaid Mobile,24,23-04-2014,12-04-2016,Yes,Renewed
CN008075,C0014521,PL011,Postpaid Mobile,12,18-04-2023,12-04-2024,No,Active
CN008076,C0014522,PL021,Enterprise,36,03-02-2023,18-01-2026,Yes,Renewed
CN008077,C0014524,PL015,Fiber Broadband,24,08-12-2021,28-11-2023,No,Renewed
CN008078,C0014525,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN008079,C0014526,PL021,Enterprise,18,27-09-2023,20-03-2025,No,Active
CN008080,C0014527,PL009,Postpaid Mobile,24,06-05-2023,25-04-2025,Yes,Auto-Renewed
CN008081,C0014529,PL018,Fiber Broadband,12,19-03-2025,14-03-2026,No,Active
CN008082,C0014531,PL018,Fiber Broadband,12,15-04-2024,10-04-2025,No,Renewed
CN008083,C0014532,PL008,Postpaid Mobile,24,20-11-2025,10-11-2027,Yes,Not Renewed
CN008084,C0014533,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Pending
CN008085,C0014534,PL015,Fiber Broadband,24,23-08-2021,13-08-2023,Yes,Auto-Renewed
CN008086,C0014536,PL015,Fiber Broadband,18,04-08-2018,26-01-2020,No,Renewed
CN008087,C0014538,PL017,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Cancelled
CN008088,C0014540,PL009,Postpaid Mobile,24,01-07-2020,21-06-2022,No,Active
CN008089,C0014543,PL015,Fiber Broadband,18,20-07-2018,11-01-2020,Yes,Renewed
CN008090,C0014547,PL010,Postpaid Mobile,24,20-10-2016,10-10-2018,Yes,Renewed
CN008091,C0014550,PL015,Fiber Broadband,18,02-02-2018,27-07-2019,No,Renewed
CN008092,C0014551,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN008093,C0014552,PL005,Prepaid Mobile,24,30-03-2022,19-03-2024,No,Renewed
CN008094,C0014553,PL016,Fiber Broadband,12,25-01-2023,20-01-2024,No,Active
CN008095,C0014554,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN008096,C0014555,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN008097,C0014556,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,No,Renewed
CN008098,C0014557,PL010,Postpaid Mobile,12,01-01-2023,27-12-2023,Yes,Renewed
CN008099,C0014558,PL008,Postpaid Mobile,18,25-02-2023,18-08-2024,No,Pending
CN008100,C0014559,PL006,Prepaid Mobile,24,09-03-2021,27-02-2023,Yes,Auto-Renewed
CN008101,C0014561,PL015,Fiber Broadband,12,06-11-2022,01-11-2023,Yes,Pending
CN008102,C0014562,PL015,Fiber Broadband,12,26-08-2023,20-08-2024,No,Cancelled
CN008103,C0014563,PL006,Prepaid Mobile,12,11-03-2014,06-03-2015,Yes,Active
CN008104,C0014566,PL005,Prepaid Mobile,24,30-11-2016,20-11-2018,Yes,Active
CN008105,C0014567,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN008106,C0014568,PL008,Postpaid Mobile,18,22-08-2017,13-02-2019,Yes,Auto-Renewed
CN008107,C0014571,PL005,Prepaid Mobile,18,27-12-2015,19-06-2017,No,Pending
CN008108,C0014572,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN008109,C0014574,PL008,Postpaid Mobile,12,26-02-2021,21-02-2022,Yes,Renewed
CN008110,C0014576,PL006,Prepaid Mobile,12,02-02-2021,28-01-2022,Yes,Renewed
CN008111,C0014578,PL021,Enterprise,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN008112,C0014579,PL007,Postpaid Mobile,12,18-01-2022,13-01-2023,Yes,Renewed
CN008113,C0014580,PL007,Postpaid Mobile,24,16-05-2025,06-05-2027,No,Pending
CN008114,C0014584,PL016,Fiber Broadband,12,16-09-2024,11-09-2025,Yes,Not Renewed
CN008115,C0014585,PL005,Prepaid Mobile,24,18-04-2022,07-04-2024,Yes,Auto-Renewed
CN008116,C0014587,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Renewed
CN008117,C0014591,PL016,Fiber Broadband,24,11-08-2023,31-07-2025,No,Renewed
CN008118,C0014593,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN008119,C0014594,PL005,Prepaid Mobile,24,12-08-2016,02-08-2018,No,Cancelled
CN008120,C0014596,PL021,Enterprise,12,01-11-2014,27-10-2015,No,Pending
CN008121,C0014603,PL018,Fiber Broadband,24,13-10-2023,02-10-2025,No,Auto-Renewed
CN008122,C0014605,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Active
CN008123,C0014606,PL025,Smart Home,24,21-04-2025,11-04-2027,No,Pending
CN008124,C0014610,PL016,Fiber Broadband,18,28-09-2019,21-03-2021,Yes,Renewed
CN008125,C0014611,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN008126,C0014612,PL008,Postpaid Mobile,24,08-02-2026,29-01-2028,Yes,Renewed
CN008127,C0014614,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Pending
CN008128,C0014615,PL008,Postpaid Mobile,18,15-06-2024,07-12-2025,Yes,Auto-Renewed
CN008129,C0014616,PL007,Postpaid Mobile,12,08-10-2022,03-10-2023,No,Active
CN008130,C0014617,PL006,Prepaid Mobile,12,25-09-2025,20-09-2026,Yes,Not Renewed
CN008131,C0014620,PL005,Prepaid Mobile,24,16-12-2021,06-12-2023,No,Auto-Renewed
CN008132,C0014621,PL007,Postpaid Mobile,12,27-09-2015,21-09-2016,Yes,Renewed
CN008133,C0014622,PL015,Fiber Broadband,24,18-08-2018,07-08-2020,No,Not Renewed
CN008134,C0014625,PL008,Postpaid Mobile,12,30-06-2018,25-06-2019,Yes,Pending
CN008135,C0014626,PL022,Enterprise,36,24-11-2015,08-11-2018,No,Active
CN008136,C0014627,PL017,Fiber Broadband,12,10-06-2017,05-06-2018,Yes,Pending
CN008137,C0014630,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN008138,C0014631,PL006,Prepaid Mobile,12,29-03-2015,23-03-2016,Yes,Auto-Renewed
CN008139,C0014632,PL008,Postpaid Mobile,12,09-11-2021,04-11-2022,Yes,Cancelled
CN008140,C0014633,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN008141,C0014635,PL007,Postpaid Mobile,24,26-04-2025,16-04-2027,No,Auto-Renewed
CN008142,C0014637,PL009,Postpaid Mobile,18,31-12-2022,23-06-2024,Yes,Pending
CN008143,C0014641,PL009,Postpaid Mobile,24,15-05-2020,05-05-2022,No,Renewed
CN008144,C0014645,PL006,Prepaid Mobile,18,03-01-2015,26-06-2016,No,Pending
CN008145,C0014646,PL018,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Renewed
CN008146,C0014648,PL022,Enterprise,12,01-01-2014,27-12-2014,No,Pending
CN008147,C0014654,PL023,IoT Solutions,12,16-09-2020,11-09-2021,Yes,Active
CN008148,C0014655,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN008149,C0014657,PL015,Fiber Broadband,36,18-04-2024,03-04-2027,No,Renewed
CN008150,C0014659,PL010,Postpaid Mobile,12,04-10-2023,28-09-2024,No,Auto-Renewed
CN008151,C0014661,PL005,Prepaid Mobile,12,02-04-2024,28-03-2025,No,Cancelled
CN008152,C0014664,PL016,Fiber Broadband,24,11-06-2023,31-05-2025,No,Not Renewed
CN008153,C0014665,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Cancelled
CN008154,C0014666,PL009,Postpaid Mobile,24,16-11-2025,06-11-2027,Yes,Renewed
CN008155,C0014668,PL022,Enterprise,12,25-06-2017,20-06-2018,No,Renewed
CN008156,C0014669,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN008157,C0014672,PL005,Prepaid Mobile,12,14-02-2024,08-02-2025,Yes,Auto-Renewed
CN008158,C0014675,PL021,Enterprise,24,18-09-2016,08-09-2018,Yes,Renewed
CN008159,C0014676,PL007,Postpaid Mobile,12,11-04-2025,06-04-2026,No,Cancelled
CN008160,C0014677,PL025,Smart Home,18,31-10-2023,23-04-2025,Yes,Renewed
CN008161,C0014681,PL021,Enterprise,12,22-10-2025,17-10-2026,No,Not Renewed
CN008162,C0014682,PL017,Fiber Broadband,24,19-09-2019,08-09-2021,No,Not Renewed
CN008163,C0014683,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Pending
CN008164,C0014684,PL023,IoT Solutions,12,28-10-2014,23-10-2015,No,Active
CN008165,C0014687,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN008166,C0014688,PL016,Fiber Broadband,12,16-11-2020,11-11-2021,Yes,Renewed
CN008167,C0014690,PL005,Prepaid Mobile,24,25-06-2021,15-06-2023,No,Renewed
CN008168,C0014691,PL025,Smart Home,12,18-04-2022,13-04-2023,No,Renewed
CN008169,C0014693,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN008170,C0014697,PL009,Postpaid Mobile,12,09-05-2016,04-05-2017,No,Pending
CN008171,C0014699,PL011,Postpaid Mobile,18,11-11-2020,05-05-2022,Yes,Active
CN008172,C0014700,PL024,IoT Solutions,12,13-01-2023,08-01-2024,Yes,Renewed
CN008173,C0014701,PL005,Prepaid Mobile,24,25-04-2022,14-04-2024,Yes,Active
CN008174,C0014703,PL005,Prepaid Mobile,24,09-08-2020,30-07-2022,Yes,Renewed
CN008175,C0014704,PL006,Prepaid Mobile,24,26-10-2017,16-10-2019,Yes,Renewed
CN008176,C0014705,PL007,Postpaid Mobile,18,05-05-2018,27-10-2019,No,Renewed
