recharge_id,customer_id,recharge_date,amount_inr,plan_id,payment_method
RC00115188,C0014828,25-03-2019,261.81,PL005,UPI
RC00115189,C0014828,14-10-2015,261.96,PL005,Debit Card
RC00115190,C0014828,17-02-2025,249.31,PL005,Auto Debit
RC00115191,C0014828,12-10-2018,244.1,PL005,Debit Card
RC00115192,C0014828,03-12-2019,269.15,PL005,Auto Debit
RC00115193,C0014828,06-06-2018,247.79,PL005,Debit Card
RC00115194,C0014828,06-11-2021,261.96,PL005,Credit Card
RC00115195,C0014828,04-02-2015,266.68,PL005,UPI
RC00115196,C0014828,26-10-2014,249.13,PL005,UPI
RC00115197,C0014828,03-02-2017,246.39,PL005,Debit Card
RC00115198,C0014828,28-01-2020,270.09,PL005,Credit Card
RC00115199,C0014828,12-04-2023,253.49,PL005,UPI
RC00115200,C0014829,10-05-2020,307.12,PL002,UPI
RC00115201,C0014829,09-08-2019,304.45,PL002,UPI
RC00115202,C0014829,20-08-2018,311.11,PL002,Auto Debit
RC00115203,C0014829,11-04-2021,305.27,PL002,Credit Card
RC00115204,C0014829,19-04-2020,308.93,PL002,UPI
RC00115205,C0014829,10-12-2020,314.5,PL002,Net Banking
RC00115206,C0014829,24-01-2021,287.68,PL002,Debit Card
RC00115207,C0014829,17-03-2019,279.78,PL002,Credit Card
RC00115208,C0014829,24-12-2019,299.43,PL002,UPI
RC00115209,C0014829,05-04-2022,323.18,PL002,UPI
RC00115210,C0014829,22-12-2021,292.56,PL002,Credit Card
RC00115211,C0014829,31-05-2018,298.03,PL002,UPI
RC00115212,C0014829,25-05-2019,321.59,PL002,Debit Card
RC00115213,C0014829,08-03-2022,292.19,PL002,Auto Debit
RC00115214,C0014829,03-04-2022,288.32,PL002,Debit Card
RC00115215,C0014829,25-05-2022,290.91,PL002,Debit Card
RC00115216,C0014829,29-10-2018,294.4,PL002,UPI
RC00115217,C0014829,30-01-2020,319.93,PL002,UPI
RC00115218,C0014830,08-10-2015,439.14,PL004,Debit Card
RC00115219,C0014830,19-06-2014,443.75,PL004,Debit Card
RC00115220,C0014830,09-07-2016,411.22,PL004,Debit Card
RC00115221,C0014830,12-12-2015,489.21,PL004,UPI
RC00115222,C0014830,19-01-2015,457.48,PL004,Cash
RC00115223,C0014830,20-12-2014,446.03,PL004,Credit Card
RC00115224,C0014830,26-12-2015,405.92,PL004,Debit Card
RC00115225,C0014830,27-01-2015,404.45,PL004,Cash
RC00115226,C0014830,18-05-2015,424.33,PL004,UPI
RC00115227,C0014830,05-12-2016,448.51,PL004,Net Banking
RC00115228,C0014830,12-04-2016,463.29,PL004,Cash
RC00115229,C0014830,24-12-2014,428.87,PL004,Net Banking
RC00115230,C0014830,24-06-2015,478.77,PL004,UPI
RC00115231,C0014830,11-10-2015,427.42,PL004,UPI
RC00115232,C0014830,23-08-2016,453.26,PL004,UPI
RC00115233,C0014830,21-08-2016,436.14,PL004,Net Banking
RC00115234,C0014830,16-06-2014,491.97,PL004,Cash
RC00115235,C0014830,29-04-2016,451.87,PL004,UPI
RC00115236,C0014832,21-04-2025,217.77,PL001,Debit Card
RC00115237,C0014832,02-11-2024,206.24,PL001,Net Banking
RC00115238,C0014832,16-10-2024,213.38,PL001,UPI
RC00115239,C0014832,17-10-2024,190.27,PL001,UPI
RC00115240,C0014832,18-02-2025,217.01,PL001,UPI
RC00115241,C0014832,21-01-2025,211.53,PL001,UPI
RC00115242,C0014832,29-10-2024,208.29,PL001,UPI
RC00115243,C0014837,25-07-2023,364.73,PL003,UPI
RC00115244,C0014837,06-08-2020,422.38,PL003,Credit Card
RC00115245,C0014837,11-01-2020,393.74,PL003,UPI
RC00115246,C0014837,04-11-2021,437.56,PL003,Net Banking
RC00115247,C0014837,06-04-2019,398.01,PL003,UPI
RC00115248,C0014837,05-05-2021,388.25,PL003,UPI
RC00115249,C0014837,21-05-2020,410.01,PL003,UPI
RC00115250,C0014837,03-10-2017,406.34,PL003,Credit Card
RC00115251,C0014837,03-02-2026,416.24,PL003,UPI
RC00115252,C0014837,10-10-2018,384.89,PL003,Auto Debit
RC00115253,C0014837,26-06-2025,379.52,PL003,Credit Card
RC00115254,C0014837,03-01-2026,372.18,PL003,Credit Card
RC00115255,C0014837,20-02-2025,381.84,PL003,UPI
RC00115256,C0014837,30-03-2022,421.26,PL003,Cash
RC00115257,C0014837,28-10-2024,378.37,PL003,UPI
RC00115258,C0014837,27-11-2023,398.08,PL003,Wallet
RC00115259,C0014837,01-10-2022,397.25,PL003,UPI
RC00115260,C0014837,29-05-2024,409.36,PL003,UPI
RC00115261,C0014839,26-12-2020,181.1,PL001,Cash
RC00115262,C0014839,25-09-2019,195.82,PL001,Auto Debit
RC00115263,C0014839,17-01-2023,196.35,PL001,Debit Card
RC00115264,C0014839,14-03-2019,189.77,PL001,Cash
RC00115265,C0014839,25-05-2024,213.91,PL001,UPI
RC00115266,C0014839,04-04-2018,212.1,PL001,UPI
RC00115267,C0014839,14-10-2018,194.34,PL001,UPI
RC00115268,C0014839,25-01-2022,203.7,PL001,UPI
RC00115269,C0014839,30-04-2025,188.22,PL001,UPI
RC00115270,C0014839,11-12-2019,216.58,PL001,Cash
RC00115271,C0014839,05-11-2024,202.42,PL001,UPI
RC00115272,C0014839,22-01-2025,187.27,PL001,Credit Card
RC00115273,C0014839,03-12-2020,189.09,PL001,IMPS
RC00115274,C0014839,26-06-2018,218.38,PL001,Debit Card
RC00115275,C0014839,16-12-2020,197.83,PL001,UPI
RC00115276,C0014839,02-03-2024,190.99,PL001,Debit Card
RC00115277,C0014839,30-06-2024,199.3,PL001,UPI
RC00115278,C0014839,01-07-2023,181.87,PL001,Debit Card
RC00115279,C0014840,21-11-2021,251.85,PL005,UPI
RC00115280,C0014840,05-03-2018,253.88,PL005,Wallet
RC00115281,C0014840,03-07-2015,246.15,PL005,Debit Card
RC00115282,C0014840,24-09-2023,248.8,PL005,Net Banking
RC00115283,C0014840,12-06-2015,256.3,PL005,Debit Card
RC00115284,C0014840,26-11-2021,263.93,PL005,Net Banking
RC00115285,C0014840,24-06-2017,232.86,PL005,UPI
RC00115286,C0014840,29-03-2023,263.59,PL005,Credit Card
RC00115287,C0014840,08-09-2023,265.25,PL005,UPI
RC00115288,C0014840,21-01-2016,268.07,PL005,UPI
RC00115289,C0014840,13-03-2023,262.77,PL005,Debit Card
RC00115290,C0014840,27-12-2015,230.3,PL005,Cash
RC00115291,C0014840,26-02-2026,243.67,PL005,NEFT
RC00115292,C0014840,01-09-2021,267.1,PL005,Wallet
RC00115293,C0014840,13-01-2021,239.69,PL005,UPI
RC00115294,C0014840,19-07-2021,247.59,PL005,Credit Card
RC00115295,C0014840,02-01-2019,230.26,PL005,Net Banking
RC00115296,C0014840,02-05-2017,254.6,PL005,Net Banking
RC00115297,C0014841,30-08-2023,270.85,PL006,Cash
RC00115298,C0014841,19-04-2025,329.1,PL006,UPI
RC00115299,C0014841,29-02-2024,303.67,PL006,Credit Card
RC00115300,C0014841,20-09-2023,276.78,PL006,IMPS
RC00115301,C0014841,04-08-2024,308.48,PL006,UPI
RC00115302,C0014841,29-08-2021,288.4,PL006,Auto Debit
RC00115303,C0014841,15-02-2026,287.13,PL006,Net Banking
RC00115304,C0014841,04-12-2022,275.91,PL006,UPI
RC00115305,C0014841,24-01-2025,292.4,PL006,UPI
RC00115306,C0014841,08-04-2023,280.23,PL006,Net Banking
RC00115307,C0014841,21-10-2020,325.91,PL006,UPI
RC00115308,C0014841,16-06-2021,301.12,PL006,UPI
RC00115309,C0014841,30-03-2020,319.86,PL006,Net Banking
RC00115310,C0014841,16-05-2021,278.3,PL006,Credit Card
RC00115311,C0014841,29-01-2021,318.57,PL006,Wallet
RC00115312,C0014841,21-10-2020,322.3,PL006,IMPS
RC00115313,C0014841,09-01-2026,299.89,PL006,UPI
RC00115314,C0014841,21-07-2022,315.32,PL006,Wallet
RC00115315,C0014846,27-07-2020,404.85,PL004,Debit Card
RC00115316,C0014846,14-11-2019,445.36,PL004,UPI
RC00115317,C0014846,02-08-2021,489.33,PL004,UPI
RC00115318,C0014846,04-05-2017,405.66,PL004,Credit Card
RC00115319,C0014846,10-07-2016,451.63,PL004,Net Banking
RC00115320,C0014846,21-12-2017,490.04,PL004,Cash
RC00115321,C0014846,19-11-2022,412.51,PL004,UPI
RC00115322,C0014846,18-09-2018,472.67,PL004,UPI
RC00115323,C0014846,17-05-2024,473.2,PL004,Debit Card
RC00115324,C0014846,13-05-2017,458.72,PL004,Wallet
RC00115325,C0014846,11-04-2018,412.87,PL004,Wallet
RC00115326,C0014846,17-06-2024,427.95,PL004,UPI
RC00115327,C0014846,26-03-2026,411.75,PL004,Credit Card
RC00115328,C0014846,09-03-2025,492.86,PL004,Auto Debit
RC00115329,C0014846,08-08-2017,478.17,PL004,UPI
RC00115330,C0014846,18-04-2018,472.83,PL004,Debit Card
RC00115331,C0014846,22-06-2019,445.38,PL004,Net Banking
RC00115332,C0014846,05-02-2023,412.04,PL004,Credit Card
RC00115333,C0014847,08-07-2024,274.35,PL002,Auto Debit
RC00115334,C0014847,19-06-2024,285.95,PL002,UPI
RC00115335,C0014853,29-01-2025,312.67,PL006,UPI
RC00115336,C0014853,18-07-2024,316.57,PL006,Cash
RC00115337,C0014853,13-01-2023,317.51,PL006,Credit Card
RC00115338,C0014853,17-04-2023,293.86,PL006,UPI
RC00115339,C0014853,09-03-2026,322.87,PL006,UPI
RC00115340,C0014853,29-04-2022,293.3,PL006,Debit Card
RC00115341,C0014853,22-06-2024,296.72,PL006,UPI
RC00115342,C0014853,27-01-2022,289.03,PL006,UPI
RC00115343,C0014853,24-05-2021,307.0,PL006,Net Banking
RC00115344,C0014853,30-11-2023,329.99,PL006,Wallet
RC00115345,C0014853,01-03-2023,291.94,PL006,Credit Card
RC00115346,C0014853,16-11-2024,326.8,PL006,NEFT
RC00115347,C0014853,21-06-2024,303.35,PL006,Credit Card
RC00115348,C0014853,13-10-2024,322.81,PL006,Cash
RC00115349,C0014853,30-12-2022,316.16,PL006,IMPS
RC00115350,C0014853,03-10-2025,300.79,PL006,Debit Card
RC00115351,C0014853,30-08-2024,287.54,PL006,IMPS
RC00115352,C0014853,09-02-2026,317.68,PL006,Credit Card
RC00115353,C0014857,10-11-2020,385.03,PL003,Cash
RC00115354,C0014857,02-09-2023,396.56,PL003,Credit Card
RC00115355,C0014857,19-06-2021,365.65,PL003,Auto Debit
RC00115356,C0014857,21-02-2021,435.46,PL003,Debit Card
RC00115357,C0014857,11-01-2025,427.43,PL003,Debit Card
RC00115358,C0014857,03-12-2019,435.97,PL003,Debit Card
RC00115359,C0014857,26-04-2023,396.77,PL003,UPI
RC00115360,C0014857,28-11-2019,418.14,PL003,NEFT
RC00115361,C0014857,20-01-2024,426.47,PL003,UPI
RC00115362,C0014857,19-05-2022,423.98,PL003,UPI
RC00115363,C0014857,01-08-2022,362.2,PL003,UPI
RC00115364,C0014857,23-06-2024,367.05,PL003,UPI
RC00115365,C0014857,03-11-2020,420.3,PL003,UPI
RC00115366,C0014857,28-04-2022,372.82,PL003,Credit Card
RC00115367,C0014857,03-03-2026,399.65,PL003,Debit Card
RC00115368,C0014857,04-07-2025,429.91,PL003,Cash
RC00115369,C0014857,08-07-2020,376.76,PL003,Wallet
RC00115370,C0014857,28-03-2020,384.5,PL003,Wallet
RC00115371,C0014858,09-10-2023,383.56,PL003,Credit Card
RC00115372,C0014858,01-07-2020,424.02,PL003,Wallet
RC00115373,C0014858,19-01-2023,366.77,PL003,Debit Card
RC00115374,C0014858,15-03-2022,383.86,PL003,UPI
RC00115375,C0014858,28-01-2022,438.22,PL003,UPI
RC00115376,C0014858,03-09-2022,429.41,PL003,UPI
RC00115377,C0014858,19-12-2023,410.55,PL003,IMPS
RC00115378,C0014858,17-03-2019,413.54,PL003,Credit Card
RC00115379,C0014858,03-05-2019,390.28,PL003,UPI
RC00115380,C0014858,27-01-2024,412.77,PL003,RTGS
RC00115381,C0014858,20-10-2025,433.5,PL003,UPI
RC00115382,C0014858,31-03-2024,375.72,PL003,UPI
RC00115383,C0014858,23-08-2022,382.2,PL003,UPI
RC00115384,C0014858,31-01-2019,412.05,PL003,UPI
RC00115385,C0014858,09-12-2021,437.05,PL003,UPI
RC00115386,C0014858,26-09-2022,360.36,PL003,UPI
RC00115387,C0014858,03-10-2022,426.94,PL003,UPI
RC00115388,C0014858,23-02-2023,387.79,PL003,UPI
RC00115389,C0014859,01-02-2026,315.08,PL002,UPI
RC00115390,C0014859,02-09-2024,277.69,PL002,Wallet
RC00115391,C0014859,10-03-2024,306.99,PL002,Credit Card
RC00115392,C0014859,23-11-2024,321.59,PL002,UPI
RC00115393,C0014859,22-05-2023,289.51,PL002,UPI
RC00115394,C0014859,03-12-2025,285.18,PL002,Net Banking
RC00115395,C0014859,05-05-2025,272.48,PL002,Debit Card
RC00115396,C0014859,05-11-2023,290.49,PL002,Credit Card
RC00115397,C0014859,13-04-2025,315.98,PL002,Credit Card
RC00115398,C0014859,05-08-2023,280.82,PL002,UPI
RC00115399,C0014859,14-10-2024,289.85,PL002,Auto Debit
RC00115400,C0014859,06-01-2026,278.26,PL002,UPI
RC00115401,C0014859,05-08-2023,322.92,PL002,UPI
RC00115402,C0014859,10-04-2025,274.43,PL002,Credit Card
RC00115403,C0014859,11-09-2024,271.29,PL002,RTGS
RC00115404,C0014859,07-09-2025,290.21,PL002,Wallet
RC00115405,C0014859,22-07-2024,279.96,PL002,NEFT
RC00115406,C0014859,20-05-2025,269.91,PL002,Wallet
RC00115407,C0014860,19-02-2025,199.88,PL001,Auto Debit
RC00115408,C0014860,03-07-2023,211.84,PL001,NEFT
RC00115409,C0014860,15-10-2021,187.51,PL001,UPI
RC00115410,C0014860,05-05-2025,194.16,PL001,Credit Card
RC00115411,C0014860,06-12-2021,191.38,PL001,UPI
RC00115412,C0014860,22-05-2023,190.64,PL001,UPI
RC00115413,C0014860,05-10-2024,205.02,PL001,Wallet
RC00115414,C0014860,15-01-2022,199.76,PL001,Wallet
RC00115415,C0014860,26-10-2021,210.99,PL001,Debit Card
RC00115416,C0014860,26-02-2022,182.97,PL001,Debit Card
RC00115417,C0014860,13-07-2024,196.33,PL001,Net Banking
RC00115418,C0014860,19-12-2021,179.92,PL001,Debit Card
RC00115419,C0014860,28-03-2026,206.07,PL001,Credit Card
RC00115420,C0014860,20-02-2022,215.07,PL001,UPI
RC00115421,C0014860,28-02-2026,209.04,PL001,Auto Debit
RC00115422,C0014860,10-10-2022,205.75,PL001,UPI
RC00115423,C0014860,23-06-2025,187.51,PL001,UPI
RC00115424,C0014860,14-07-2025,190.02,PL001,UPI
RC00115425,C0014861,22-08-2025,428.72,PL004,UPI
RC00115426,C0014861,31-08-2023,439.22,PL004,UPI
RC00115427,C0014861,24-02-2023,490.59,PL004,IMPS
RC00115428,C0014861,09-12-2023,419.85,PL004,UPI
RC00115429,C0014861,07-11-2024,482.43,PL004,Debit Card
RC00115430,C0014861,27-11-2025,414.94,PL004,Auto Debit
RC00115431,C0014861,03-07-2024,426.83,PL004,Credit Card
RC00115432,C0014861,25-09-2024,462.65,PL004,Credit Card
RC00115433,C0014861,08-08-2023,474.1,PL004,UPI
RC00115434,C0014861,09-07-2025,440.76,PL004,Net Banking
RC00115435,C0014861,09-01-2026,473.21,PL004,UPI
RC00115436,C0014861,18-09-2024,420.26,PL004,UPI
RC00115437,C0014861,04-08-2024,404.3,PL004,Auto Debit
RC00115438,C0014861,11-10-2022,469.82,PL004,UPI
RC00115439,C0014861,03-05-2023,440.79,PL004,Auto Debit
RC00115440,C0014861,11-12-2024,423.93,PL004,Auto Debit
RC00115441,C0014861,26-06-2022,452.79,PL004,Debit Card
RC00115442,C0014861,26-04-2023,450.88,PL004,UPI
RC00115443,C0014865,27-04-2025,414.32,PL004,Net Banking
RC00115444,C0014865,08-04-2025,447.35,PL004,UPI
RC00115445,C0014865,29-05-2025,464.04,PL004,Credit Card
RC00115446,C0014865,14-05-2025,447.96,PL004,Net Banking
RC00115447,C0014865,16-06-2025,443.9,PL004,Cash
RC00115448,C0014865,15-06-2025,466.55,PL004,Wallet
RC00115449,C0014865,07-06-2025,488.0,PL004,UPI
RC00115450,C0014866,21-11-2018,376.52,PL003,UPI
RC00115451,C0014866,01-07-2017,435.76,PL003,UPI
RC00115452,C0014866,16-04-2019,426.36,PL003,UPI
RC00115453,C0014866,30-05-2017,378.15,PL003,UPI
RC00115454,C0014866,29-09-2017,411.47,PL003,RTGS
RC00115455,C0014866,03-04-2021,430.04,PL003,UPI
RC00115456,C0014866,13-09-2018,385.93,PL003,UPI
RC00115457,C0014866,20-02-2017,437.16,PL003,UPI
RC00115458,C0014866,27-08-2019,395.05,PL003,UPI
RC00115459,C0014866,24-04-2017,385.89,PL003,Cash
RC00115460,C0014866,18-04-2018,417.19,PL003,Net Banking
RC00115461,C0014866,08-09-2017,409.05,PL003,Credit Card
RC00115462,C0014866,22-08-2018,385.06,PL003,Auto Debit
RC00115463,C0014866,01-02-2017,403.76,PL003,UPI
RC00115464,C0014866,13-10-2018,397.11,PL003,UPI
RC00115465,C0014866,01-11-2019,398.67,PL003,Credit Card
RC00115466,C0014866,30-07-2020,417.93,PL003,Debit Card
RC00115467,C0014866,30-09-2018,367.91,PL003,UPI
RC00115468,C0014869,31-10-2016,238.9,PL005,Cash
RC00115469,C0014869,23-02-2022,233.02,PL005,UPI
RC00115470,C0014869,30-11-2021,265.13,PL005,Credit Card
RC00115471,C0014869,11-09-2016,274.46,PL005,UPI
RC00115472,C0014869,08-02-2024,256.2,PL005,Net Banking
RC00115473,C0014869,29-02-2024,270.52,PL005,UPI
RC00115474,C0014869,08-06-2017,266.53,PL005,Net Banking
RC00115475,C0014869,20-11-2023,248.78,PL005,Wallet
RC00115476,C0014869,17-04-2014,248.46,PL005,IMPS
RC00115477,C0014869,09-12-2018,227.06,PL005,Net Banking
RC00115478,C0014869,10-08-2021,227.71,PL005,Auto Debit
RC00115479,C0014869,15-12-2022,258.33,PL005,Credit Card
RC00115480,C0014869,18-07-2017,247.99,PL005,UPI
RC00115481,C0014869,31-12-2018,267.42,PL005,Auto Debit
RC00115482,C0014869,14-08-2019,244.15,PL005,UPI
RC00115483,C0014869,27-06-2021,240.45,PL005,Auto Debit
RC00115484,C0014869,25-07-2022,259.37,PL005,Net Banking
RC00115485,C0014869,06-04-2018,235.82,PL005,Cash
RC00115486,C0014870,31-10-2014,296.45,PL006,Credit Card
RC00115487,C0014870,15-10-2019,301.3,PL006,UPI
RC00115488,C0014870,22-03-2023,297.85,PL006,UPI
RC00115489,C0014870,22-06-2025,319.08,PL006,UPI
RC00115490,C0014870,05-04-2025,310.34,PL006,Credit Card
RC00115491,C0014870,11-06-2016,290.54,PL006,UPI
RC00115492,C0014870,18-11-2014,272.3,PL006,Debit Card
RC00115493,C0014870,19-09-2025,313.28,PL006,Net Banking
RC00115494,C0014870,07-12-2022,289.8,PL006,Credit Card
RC00115495,C0014870,15-03-2019,281.01,PL006,Credit Card
RC00115496,C0014870,19-11-2018,298.69,PL006,Net Banking
RC00115497,C0014870,18-03-2026,302.89,PL006,UPI
RC00115498,C0014870,06-02-2023,327.15,PL006,Debit Card
RC00115499,C0014870,01-03-2022,304.29,PL006,Credit Card
RC00115500,C0014870,07-11-2017,296.55,PL006,Wallet
RC00115501,C0014870,07-11-2019,270.26,PL006,UPI
RC00115502,C0014870,28-12-2020,271.04,PL006,Credit Card
RC00115503,C0014870,26-05-2015,270.04,PL006,Debit Card
RC00115504,C0014871,22-02-2022,286.8,PL006,UPI
RC00115505,C0014871,07-01-2023,311.03,PL006,Auto Debit
RC00115506,C0014871,30-05-2024,319.97,PL006,UPI
RC00115507,C0014871,14-06-2023,298.64,PL006,Credit Card
RC00115508,C0014871,14-03-2015,305.97,PL006,UPI
RC00115509,C0014871,11-09-2023,270.8,PL006,Cash
RC00115510,C0014871,08-11-2015,274.64,PL006,UPI
RC00115511,C0014871,30-11-2022,277.79,PL006,Credit Card
RC00115512,C0014871,15-07-2022,309.64,PL006,Credit Card
RC00115513,C0014871,31-10-2021,274.59,PL006,Debit Card
RC00115514,C0014871,15-11-2025,302.35,PL006,Wallet
RC00115515,C0014871,26-07-2016,308.56,PL006,Wallet
RC00115516,C0014871,19-02-2026,292.38,PL006,Credit Card
RC00115517,C0014871,20-08-2021,291.54,PL006,UPI
RC00115518,C0014871,30-11-2014,270.55,PL006,Wallet
RC00115519,C0014871,18-03-2021,306.52,PL006,Wallet
RC00115520,C0014871,26-02-2023,277.36,PL006,Wallet
RC00115521,C0014871,21-03-2024,282.17,PL006,UPI
RC00115522,C0014872,05-04-2024,201.37,PL001,Credit Card
RC00115523,C0014872,15-05-2025,212.04,PL001,UPI
RC00115524,C0014872,17-07-2023,204.25,PL001,Credit Card
RC00115525,C0014872,02-11-2025,196.93,PL001,Credit Card
RC00115526,C0014872,12-03-2024,183.4,PL001,Debit Card
RC00115527,C0014872,12-07-2023,192.75,PL001,UPI
RC00115528,C0014872,18-06-2023,197.88,PL001,Credit Card
RC00115529,C0014872,30-10-2025,179.69,PL001,Credit Card
RC00115530,C0014872,05-11-2020,209.16,PL001,UPI
RC00115531,C0014872,03-08-2024,191.25,PL001,Debit Card
RC00115532,C0014872,07-01-2021,188.76,PL001,UPI
RC00115533,C0014872,21-08-2025,191.05,PL001,Net Banking
RC00115534,C0014872,31-12-2020,185.86,PL001,Auto Debit
RC00115535,C0014872,10-01-2023,199.66,PL001,Net Banking
RC00115536,C0014872,03-05-2022,185.94,PL001,UPI
RC00115537,C0014872,27-09-2025,189.16,PL001,Cash
RC00115538,C0014872,13-07-2022,218.61,PL001,UPI
RC00115539,C0014872,19-06-2021,191.76,PL001,Cash
RC00115540,C0014873,14-03-2026,415.96,PL003,IMPS
RC00115541,C0014873,20-01-2026,414.73,PL003,RTGS
RC00115542,C0014875,31-08-2023,309.79,PL006,UPI
RC00115543,C0014875,10-12-2021,308.85,PL006,Debit Card
RC00115544,C0014875,20-02-2026,275.32,PL006,UPI
RC00115545,C0014875,19-02-2024,281.54,PL006,Net Banking
RC00115546,C0014875,24-02-2026,287.79,PL006,Auto Debit
RC00115547,C0014875,15-03-2022,288.14,PL006,Wallet
RC00115548,C0014875,06-12-2024,280.41,PL006,Credit Card
RC00115549,C0014875,28-11-2020,307.93,PL006,UPI
RC00115550,C0014875,19-11-2020,274.85,PL006,Auto Debit
RC00115551,C0014875,20-10-2022,272.22,PL006,Debit Card
RC00115552,C0014875,03-04-2024,305.23,PL006,Credit Card
RC00115553,C0014875,17-08-2020,276.38,PL006,Debit Card
RC00115554,C0014875,31-10-2022,290.94,PL006,Cash
RC00115555,C0014875,26-01-2021,296.99,PL006,NEFT
RC00115556,C0014875,20-11-2023,298.54,PL006,Net Banking
RC00115557,C0014875,10-12-2020,280.47,PL006,Wallet
RC00115558,C0014875,09-04-2021,318.38,PL006,Auto Debit
RC00115559,C0014875,09-03-2022,303.59,PL006,Debit Card
RC00115560,C0014878,22-04-2024,429.8,PL003,Credit Card
RC00115561,C0014878,06-04-2025,396.41,PL003,Credit Card
RC00115562,C0014878,21-01-2026,365.5,PL003,Credit Card
RC00115563,C0014878,21-06-2025,426.52,PL003,Debit Card
RC00115564,C0014878,27-09-2024,425.1,PL003,Net Banking
RC00115565,C0014878,19-06-2025,423.44,PL003,Debit Card
RC00115566,C0014878,02-06-2023,378.67,PL003,UPI
RC00115567,C0014878,27-03-2023,404.42,PL003,UPI
RC00115568,C0014878,08-10-2023,365.04,PL003,Credit Card
RC00115569,C0014878,22-02-2026,418.56,PL003,Debit Card
RC00115570,C0014878,21-08-2023,364.61,PL003,Auto Debit
RC00115571,C0014878,03-06-2022,435.98,PL003,Debit Card
RC00115572,C0014878,09-04-2023,380.71,PL003,RTGS
RC00115573,C0014878,14-10-2024,414.91,PL003,Debit Card
RC00115574,C0014878,22-12-2023,390.27,PL003,UPI
RC00115575,C0014878,12-09-2023,371.24,PL003,Net Banking
RC00115576,C0014878,24-03-2024,404.18,PL003,Credit Card
RC00115577,C0014878,14-12-2024,395.34,PL003,UPI
RC00115578,C0014879,16-01-2023,195.72,PL001,Auto Debit
RC00115579,C0014879,08-07-2022,196.79,PL001,Auto Debit
RC00115580,C0014879,05-02-2026,194.97,PL001,UPI
RC00115581,C0014879,03-10-2022,213.88,PL001,Net Banking
RC00115582,C0014879,05-02-2021,207.1,PL001,UPI
RC00115583,C0014879,09-01-2023,201.18,PL001,Credit Card
RC00115584,C0014879,22-05-2024,205.44,PL001,UPI
RC00115585,C0014879,12-07-2020,182.0,PL001,Wallet
RC00115586,C0014879,06-12-2025,201.17,PL001,Credit Card
RC00115587,C0014879,08-05-2021,203.77,PL001,RTGS
RC00115588,C0014879,13-07-2020,198.07,PL001,Credit Card
RC00115589,C0014879,03-10-2019,209.63,PL001,Debit Card
RC00115590,C0014879,25-10-2022,213.63,PL001,UPI
RC00115591,C0014879,04-02-2023,194.81,PL001,UPI
RC00115592,C0014879,14-11-2021,190.6,PL001,UPI
RC00115593,C0014879,29-09-2022,195.88,PL001,RTGS
RC00115594,C0014879,08-12-2020,192.82,PL001,Credit Card
RC00115595,C0014879,23-02-2023,196.81,PL001,Auto Debit
RC00115596,C0014880,28-08-2023,318.18,PL002,Net Banking
RC00115597,C0014880,26-03-2024,286.58,PL002,UPI
RC00115598,C0014880,08-08-2024,327.65,PL002,UPI
RC00115599,C0014880,14-07-2025,305.54,PL002,UPI
RC00115600,C0014880,28-11-2024,273.05,PL002,Credit Card
RC00115601,C0014880,31-05-2024,295.54,PL002,Debit Card
RC00115602,C0014880,11-05-2020,285.18,PL002,UPI
RC00115603,C0014880,15-08-2021,287.07,PL002,UPI
RC00115604,C0014880,07-06-2023,294.19,PL002,UPI
RC00115605,C0014880,05-01-2024,295.32,PL002,Debit Card
RC00115606,C0014880,08-01-2023,327.76,PL002,UPI
RC00115607,C0014880,13-05-2021,276.74,PL002,Credit Card
RC00115608,C0014880,17-05-2024,269.6,PL002,Net Banking
RC00115609,C0014880,13-03-2020,314.07,PL002,UPI
RC00115610,C0014880,12-08-2020,274.63,PL002,Debit Card
RC00115611,C0014880,10-09-2022,296.47,PL002,UPI
RC00115612,C0014880,21-06-2020,296.71,PL002,UPI
RC00115613,C0014880,17-01-2022,324.33,PL002,UPI
RC00115614,C0014884,21-12-2024,423.51,PL003,Cash
RC00115615,C0014884,18-03-2026,406.35,PL003,Wallet
RC00115616,C0014884,27-07-2025,413.52,PL003,UPI
RC00115617,C0014884,06-10-2024,404.73,PL003,Net Banking
RC00115618,C0014884,07-12-2025,421.74,PL003,UPI
RC00115619,C0014884,01-12-2024,427.99,PL003,Credit Card
RC00115620,C0014884,16-05-2024,396.54,PL003,Net Banking
RC00115621,C0014884,10-11-2024,362.88,PL003,UPI
RC00115622,C0014884,15-12-2025,360.02,PL003,UPI
RC00115623,C0014884,20-02-2025,415.78,PL003,Auto Debit
RC00115624,C0014884,23-10-2025,413.79,PL003,UPI
RC00115625,C0014884,22-12-2025,436.08,PL003,UPI
RC00115626,C0014884,26-04-2025,368.38,PL003,RTGS
RC00115627,C0014884,12-11-2024,376.3,PL003,Debit Card
RC00115628,C0014884,09-04-2025,423.56,PL003,UPI
RC00115629,C0014884,22-08-2025,360.28,PL003,UPI
RC00115630,C0014884,18-04-2025,359.25,PL003,Wallet
RC00115631,C0014884,02-01-2025,426.21,PL003,Wallet
RC00115632,C0014885,01-04-2019,299.94,PL002,UPI
RC00115633,C0014885,12-09-2019,318.12,PL002,UPI
RC00115634,C0014885,22-09-2024,324.84,PL002,RTGS
RC00115635,C0014885,26-03-2019,319.25,PL002,Debit Card
RC00115636,C0014885,24-06-2020,298.04,PL002,UPI
