usage_id,customer_id,usage_month,sms_sent,sms_received
US00046358,C0015453,02-2026,41,35
US00046359,C0015453,01-2026,40,19
US00046360,C0015454,03-2026,29,23
US00046361,C0015454,02-2026,40,31
US00046362,C0015454,01-2026,34,15
US00046363,C0015455,03-2026,18,22
US00046364,C0015455,02-2026,19,18
US00046365,C0015455,01-2026,16,27
US00046366,C0015456,03-2026,19,26
US00046367,C0015456,02-2026,26,23
US00046368,C0015456,01-2026,21,18
US00046369,C0015457,03-2026,18,22
US00046370,C0015457,02-2026,18,29
US00046371,C0015457,01-2026,15,24
US00046372,C0015458,03-2026,39,26
US00046373,C0015458,02-2026,31,26
US00046374,C0015458,01-2026,30,32
US00046375,C0015459,03-2026,14,29
US00046376,C0015459,02-2026,23,26
US00046377,C0015459,01-2026,22,24
US00046378,C0015460,03-2026,15,31
US00046379,C0015460,02-2026,20,23
US00046380,C0015460,01-2026,19,17
US00046381,C0015461,03-2026,18,24
US00046382,C0015461,02-2026,15,23
US00046383,C0015461,01-2026,25,22
US00046384,C0015462,03-2026,18,33
US00046385,C0015462,02-2026,21,24
US00046386,C0015462,01-2026,23,30
US00046387,C0015463,03-2026,22,21
US00046388,C0015463,02-2026,18,27
US00046389,C0015463,01-2026,26,20
US00046390,C0015464,03-2026,35,21
US00046391,C0015464,02-2026,28,30
US00046392,C0015464,01-2026,30,26
US00046393,C0015465,03-2026,20,22
US00046394,C0015465,02-2026,16,36
US00046395,C0015465,01-2026,24,22
US00046396,C0015466,03-2026,34,26
US00046397,C0015466,02-2026,35,26
US00046398,C0015466,01-2026,21,30
US00046399,C0015467,03-2026,18,19
US00046400,C0015467,02-2026,13,15
US00046401,C0015467,01-2026,14,18
US00046402,C0015468,03-2026,16,22
US00046403,C0015468,02-2026,16,19
US00046404,C0015468,01-2026,12,29
US00046405,C0015469,03-2026,34,34
US00046406,C0015469,02-2026,32,29
US00046407,C0015469,01-2026,38,15
US00046408,C0015470,03-2026,26,27
US00046409,C0015470,02-2026,14,26
US00046410,C0015470,01-2026,14,26
US00046411,C0015471,03-2026,36,31
US00046412,C0015471,02-2026,36,22
US00046413,C0015471,01-2026,30,24
US00046414,C0015472,03-2026,17,20
US00046415,C0015472,02-2026,14,18
US00046416,C0015472,01-2026,14,21
US00046417,C0015473,03-2026,33,21
US00046418,C0015473,02-2026,34,25
US00046419,C0015473,01-2026,45,8
US00046420,C0015474,03-2026,33,26
US00046421,C0015474,02-2026,32,31
US00046422,C0015474,01-2026,30,21
US00046423,C0015475,03-2026,18,22
US00046424,C0015475,02-2026,23,22
US00046425,C0015475,01-2026,17,28
US00046426,C0015476,03-2026,20,25
US00046427,C0015476,02-2026,17,31
US00046428,C0015476,01-2026,17,25
US00046429,C0015477,03-2026,41,19
US00046430,C0015477,02-2026,36,33
US00046431,C0015477,01-2026,32,27
US00046432,C0015478,03-2026,21,12
US00046433,C0015478,02-2026,21,23
US00046434,C0015478,01-2026,10,22
US00046435,C0015479,03-2026,18,28
US00046436,C0015479,02-2026,20,24
US00046437,C0015479,01-2026,21,23
US00046438,C0015480,03-2026,20,28
US00046439,C0015480,02-2026,19,23
US00046440,C0015480,01-2026,17,27
US00046441,C0015481,03-2026,29,28
US00046442,C0015481,02-2026,44,20
US00046443,C0015481,01-2026,36,31
US00046444,C0015482,03-2026,11,27
US00046445,C0015482,02-2026,20,25
US00046446,C0015482,01-2026,16,31
US00046447,C0015483,03-2026,13,33
US00046448,C0015483,02-2026,16,26
US00046449,C0015483,01-2026,19,21
US00046450,C0015484,03-2026,21,26
US00046451,C0015484,02-2026,13,21
US00046452,C0015484,01-2026,13,32
US00046453,C0015485,03-2026,10,24
US00046454,C0015485,02-2026,15,24
US00046455,C0015485,01-2026,22,20
US00046456,C0015486,03-2026,17,28
US00046457,C0015486,02-2026,16,21
US00046458,C0015486,01-2026,17,33
US00046459,C0015487,03-2026,17,27
US00046460,C0015487,02-2026,18,27
US00046461,C0015487,01-2026,16,23
US00046462,C0015488,03-2026,18,24
US00046463,C0015488,02-2026,19,23
US00046464,C0015488,01-2026,16,22
US00046465,C0015489,03-2026,21,24
US00046466,C0015489,02-2026,21,19
US00046467,C0015489,01-2026,23,23
US00046468,C0015490,03-2026,39,26
US00046469,C0015490,02-2026,35,20
US00046470,C0015490,01-2026,33,21
US00046471,C0015491,03-2026,19,27
US00046472,C0015491,02-2026,15,26
US00046473,C0015491,01-2026,11,25
US00046474,C0015492,03-2026,23,25
US00046475,C0015492,02-2026,16,21
US00046476,C0015492,01-2026,23,24
US00046477,C0015493,03-2026,36,34
US00046478,C0015493,02-2026,34,24
US00046479,C0015493,01-2026,39,29
US00046480,C0015494,03-2026,18,19
US00046481,C0015494,02-2026,20,35
US00046482,C0015494,01-2026,10,22
US00046483,C0015495,03-2026,17,19
US00046484,C0015495,02-2026,15,22
US00046485,C0015495,01-2026,10,31
US00046486,C0015496,03-2026,33,30
US00046487,C0015496,02-2026,29,24
US00046488,C0015496,01-2026,34,30
US00046489,C0015497,03-2026,19,24
US00046490,C0015497,02-2026,16,31
US00046491,C0015497,01-2026,18,18
US00046492,C0015498,03-2026,22,25
US00046493,C0015498,02-2026,22,18
US00046494,C0015498,01-2026,21,20
US00046495,C0015499,03-2026,16,23
US00046496,C0015499,02-2026,16,21
US00046497,C0015499,01-2026,16,20
US00046498,C0015500,03-2026,15,30
US00046499,C0015500,02-2026,19,21
US00046500,C0015500,01-2026,20,24
US00046501,C0015501,03-2026,8,22
US00046502,C0015501,02-2026,23,26
US00046503,C0015501,01-2026,24,20
US00046504,C0015502,03-2026,33,22
US00046505,C0015502,02-2026,40,28
US00046506,C0015502,01-2026,32,25
US00046507,C0015503,03-2026,31,22
US00046508,C0015503,02-2026,33,24
US00046509,C0015503,01-2026,29,26
US00046510,C0015504,03-2026,25,17
US00046511,C0015504,02-2026,18,21
US00046512,C0015504,01-2026,19,27
US00046513,C0015505,03-2026,15,27
US00046514,C0015505,02-2026,11,26
US00046515,C0015505,01-2026,19,25
US00046516,C0015506,03-2026,15,30
US00046517,C0015506,02-2026,14,29
US00046518,C0015506,01-2026,18,25
US00046519,C0015507,03-2026,17,20
US00046520,C0015507,02-2026,18,23
US00046521,C0015507,01-2026,24,23
US00046522,C0015508,03-2026,18,28
US00046523,C0015508,02-2026,17,17
US00046524,C0015508,01-2026,18,21
US00046525,C0015509,03-2026,21,22
US00046526,C0015509,02-2026,16,30
US00046527,C0015509,01-2026,18,30
US00046528,C0015510,03-2026,15,20
US00046529,C0015510,02-2026,12,27
US00046530,C0015510,01-2026,19,28
US00046531,C0015511,03-2026,16,31
US00046532,C0015511,02-2026,28,21
US00046533,C0015511,01-2026,20,28
US00046534,C0015512,03-2026,37,19
US00046535,C0015512,02-2026,35,25
US00046536,C0015512,01-2026,30,33
US00046537,C0015513,03-2026,24,34
US00046538,C0015513,02-2026,20,33
US00046539,C0015513,01-2026,13,21
US00046540,C0015514,03-2026,48,14
US00046541,C0015514,02-2026,30,34
US00046542,C0015514,01-2026,39,30
US00046543,C0015515,03-2026,41,23
US00046544,C0015515,02-2026,37,26
US00046545,C0015515,01-2026,30,23
US00046546,C0015516,03-2026,34,26
US00046547,C0015516,02-2026,37,24
US00046548,C0015516,01-2026,33,21
US00046549,C0015517,03-2026,25,33
US00046550,C0015517,02-2026,14,26
US00046551,C0015517,01-2026,19,31
US00046552,C0015518,03-2026,19,32
US00046553,C0015518,02-2026,12,30
US00046554,C0015518,01-2026,21,27
US00046555,C0015519,03-2026,34,13
US00046556,C0015519,02-2026,33,36
US00046557,C0015519,01-2026,38,24
US00046558,C0015520,03-2026,20,26
US00046559,C0015520,02-2026,18,24
US00046560,C0015520,01-2026,18,15
US00046561,C0015521,03-2026,6,22
US00046562,C0015521,02-2026,22,28
US00046563,C0015521,01-2026,16,23
US00046564,C0015522,03-2026,20,27
US00046565,C0015522,02-2026,14,17
US00046566,C0015522,01-2026,18,19
US00046567,C0015523,03-2026,15,28
US00046568,C0015523,02-2026,23,27
US00046569,C0015523,01-2026,14,24
US00046570,C0015524,03-2026,13,28
US00046571,C0015524,02-2026,19,23
US00046572,C0015524,01-2026,24,28
US00046573,C0015525,03-2026,18,21
US00046574,C0015525,02-2026,16,19
US00046575,C0015525,01-2026,12,32
US00046576,C0015526,03-2026,38,22
US00046577,C0015526,02-2026,35,22
US00046578,C0015526,01-2026,27,24
US00046579,C0015527,03-2026,34,29
US00046580,C0015527,02-2026,32,25
US00046581,C0015527,01-2026,39,19
US00046582,C0015528,03-2026,20,25
US00046583,C0015528,02-2026,15,35
US00046584,C0015528,01-2026,15,16
US00046585,C0015529,03-2026,31,23
US00046586,C0015529,02-2026,36,18
US00046587,C0015529,01-2026,33,22
US00046588,C0015530,03-2026,33,21
US00046589,C0015530,02-2026,29,34
US00046590,C0015530,01-2026,41,31
US00046591,C0015531,03-2026,15,37
US00046592,C0015531,02-2026,15,31
US00046593,C0015531,01-2026,22,24
US00046594,C0015532,03-2026,27,16
US00046595,C0015532,02-2026,18,22
US00046596,C0015532,01-2026,16,21
US00046597,C0015533,03-2026,37,26
US00046598,C0015533,02-2026,41,29
US00046599,C0015533,01-2026,46,24
US00046600,C0015534,03-2026,17,31
US00046601,C0015534,02-2026,16,36
US00046602,C0015534,01-2026,13,18
US00046603,C0015535,03-2026,17,27
US00046604,C0015535,02-2026,21,26
US00046605,C0015535,01-2026,20,26
US00046606,C0015536,03-2026,19,28
US00046607,C0015536,02-2026,16,22
US00046608,C0015536,01-2026,12,26
US00046609,C0015537,03-2026,22,22
US00046610,C0015537,02-2026,20,28
US00046611,C0015537,01-2026,20,21
US00046612,C0015538,03-2026,39,19
US00046613,C0015538,02-2026,41,20
US00046614,C0015538,01-2026,21,28
US00046615,C0015539,03-2026,18,29
US00046616,C0015539,02-2026,21,35
US00046617,C0015539,01-2026,24,29
US00046618,C0015540,03-2026,23,23
US00046619,C0015540,02-2026,16,35
US00046620,C0015540,01-2026,14,17
US00046621,C0015541,03-2026,32,27
US00046622,C0015541,02-2026,36,19
US00046623,C0015541,01-2026,34,16
US00046624,C0015542,03-2026,19,31
US00046625,C0015542,02-2026,16,23
US00046626,C0015542,01-2026,19,31
US00046627,C0015543,03-2026,30,25
US00046628,C0015543,02-2026,31,28
US00046629,C0015543,01-2026,39,35
US00046630,C0015544,03-2026,15,30
US00046631,C0015544,02-2026,18,36
US00046632,C0015544,01-2026,15,26
US00046633,C0015545,03-2026,36,31
US00046634,C0015545,02-2026,32,23
US00046635,C0015545,01-2026,42,21
US00046636,C0015546,03-2026,40,30
US00046637,C0015546,02-2026,30,27
US00046638,C0015546,01-2026,45,25
US00046639,C0015547,03-2026,26,20
US00046640,C0015547,02-2026,34,23
US00046641,C0015547,01-2026,40,23
US00046642,C0015548,03-2026,18,34
US00046643,C0015548,02-2026,15,29
US00046644,C0015548,01-2026,21,25
US00046645,C0015549,03-2026,21,24
US00046646,C0015549,02-2026,15,12
US00046647,C0015549,01-2026,15,38
US00046648,C0015550,03-2026,20,29
US00046649,C0015550,02-2026,13,27
US00046650,C0015550,01-2026,21,27
US00046651,C0015551,03-2026,34,27
US00046652,C0015551,02-2026,27,29
US00046653,C0015551,01-2026,34,23
US00046654,C0015552,03-2026,13,27
US00046655,C0015552,02-2026,22,15
US00046656,C0015552,01-2026,19,32
US00046657,C0015553,03-2026,20,20
US00046658,C0015553,02-2026,18,21
US00046659,C0015553,01-2026,14,28
US00046660,C0015554,03-2026,32,26
US00046661,C0015554,02-2026,32,23
US00046662,C0015554,01-2026,36,32
US00046663,C0015555,03-2026,19,23
US00046664,C0015555,02-2026,16,21
US00046665,C0015555,01-2026,27,30
US00046666,C0015556,03-2026,14,21
US00046667,C0015556,02-2026,22,24
US00046668,C0015556,01-2026,20,21
US00046669,C0015557,03-2026,12,22
US00046670,C0015557,02-2026,23,31
US00046671,C0015557,01-2026,23,19
US00046672,C0015558,03-2026,16,25
US00046673,C0015558,02-2026,16,25
US00046674,C0015558,01-2026,17,33
US00046675,C0015559,03-2026,23,24
US00046676,C0015559,02-2026,15,30
US00046677,C0015559,01-2026,23,20
US00046678,C0015560,03-2026,22,21
US00046679,C0015560,02-2026,16,23
US00046680,C0015560,01-2026,14,25
US00046681,C0015561,03-2026,17,19
US00046682,C0015561,02-2026,19,23
US00046683,C0015561,01-2026,20,30
US00046684,C0015562,03-2026,38,26
US00046685,C0015562,02-2026,30,28
US00046686,C0015562,01-2026,36,27
US00046687,C0015563,03-2026,13,29
US00046688,C0015563,02-2026,20,26
US00046689,C0015563,01-2026,22,23
US00046690,C0015564,03-2026,18,31
US00046691,C0015564,02-2026,20,22
US00046692,C0015564,01-2026,15,25
US00046693,C0015565,03-2026,44,21
US00046694,C0015565,02-2026,33,32
US00046695,C0015565,01-2026,30,27
US00046696,C0015566,03-2026,21,23
US00046697,C0015566,02-2026,23,20
US00046698,C0015566,01-2026,18,24
US00046699,C0015567,03-2026,38,24
US00046700,C0015567,02-2026,35,23
US00046701,C0015567,01-2026,28,24
US00046702,C0015568,03-2026,24,23
US00046703,C0015568,02-2026,15,22
US00046704,C0015568,01-2026,14,27
US00046705,C0015569,03-2026,11,22
US00046706,C0015569,02-2026,18,24
US00046707,C0015569,01-2026,19,16
US00046708,C0015570,03-2026,25,31
US00046709,C0015570,02-2026,13,23
US00046710,C0015570,01-2026,21,22
US00046711,C0015571,03-2026,17,26
US00046712,C0015571,02-2026,17,27
US00046713,C0015571,01-2026,27,26
US00046714,C0015572,03-2026,23,20
US00046715,C0015572,02-2026,19,26
US00046716,C0015572,01-2026,19,24
US00046717,C0015573,03-2026,20,25
US00046718,C0015573,02-2026,23,20
US00046719,C0015573,01-2026,11,21
US00046720,C0015574,03-2026,12,22
US00046721,C0015574,02-2026,18,24
US00046722,C0015574,01-2026,15,19
US00046723,C0015575,03-2026,33,25
US00046724,C0015575,02-2026,44,28
US00046725,C0015575,01-2026,39,21
US00046726,C0015576,03-2026,14,28
US00046727,C0015576,02-2026,13,30
US00046728,C0015576,01-2026,19,27
US00046729,C0015577,03-2026,30,27
US00046730,C0015577,02-2026,30,23
US00046731,C0015577,01-2026,36,22
US00046732,C0015578,03-2026,28,35
US00046733,C0015578,02-2026,43,28
US00046734,C0015578,01-2026,39,29
US00046735,C0015579,03-2026,28,13
US00046736,C0015579,02-2026,17,36
US00046737,C0015579,01-2026,14,30
US00046738,C0015580,03-2026,16,29
US00046739,C0015580,02-2026,21,20
US00046740,C0015580,01-2026,17,24
US00046741,C0015581,03-2026,25,17
US00046742,C0015581,02-2026,16,29
US00046743,C0015581,01-2026,25,17
US00046744,C0015582,03-2026,28,24
US00046745,C0015582,02-2026,16,22
US00046746,C0015582,01-2026,15,22
US00046747,C0015583,03-2026,24,17
US00046748,C0015583,02-2026,17,20
US00046749,C0015583,01-2026,16,21
US00046750,C0015584,03-2026,12,26
US00046751,C0015584,02-2026,15,25
US00046752,C0015584,01-2026,22,26
US00046753,C0015585,03-2026,25,23
US00046754,C0015585,02-2026,18,17
US00046755,C0015585,01-2026,15,18
US00046756,C0015586,03-2026,17,24
US00046757,C0015586,02-2026,22,26
US00046758,C0015586,01-2026,20,32
US00046759,C0015587,03-2026,25,25
US00046760,C0015587,02-2026,21,26
US00046761,C0015587,01-2026,11,31
US00046762,C0015588,03-2026,21,24
US00046763,C0015588,02-2026,20,24
US00046764,C0015588,01-2026,17,19
US00046765,C0015589,03-2026,19,16
US00046766,C0015589,02-2026,19,20
US00046767,C0015589,01-2026,25,22
US00046768,C0015590,03-2026,20,21
US00046769,C0015590,02-2026,22,22
US00046770,C0015590,01-2026,19,29
US00046771,C0015591,03-2026,31,15
US00046772,C0015591,02-2026,33,33
US00046773,C0015591,01-2026,32,27
US00046774,C0015592,03-2026,22,21
US00046775,C0015592,02-2026,9,22
US00046776,C0015592,01-2026,17,29
US00046777,C0015593,03-2026,15,31
US00046778,C0015593,02-2026,16,21
US00046779,C0015593,01-2026,17,16
US00046780,C0015594,03-2026,16,19
US00046781,C0015594,02-2026,13,24
US00046782,C0015594,01-2026,14,24
US00046783,C0015595,03-2026,18,24
US00046784,C0015595,02-2026,11,30
US00046785,C0015595,01-2026,27,21
US00046786,C0015596,03-2026,18,28
US00046787,C0015596,02-2026,17,21
US00046788,C0015596,01-2026,24,26
US00046789,C0015597,03-2026,16,23
US00046790,C0015597,02-2026,17,23
US00046791,C0015597,01-2026,25,22
US00046792,C0015598,03-2026,20,26
US00046793,C0015598,02-2026,21,24
US00046794,C0015598,01-2026,12,33
US00046795,C0015599,03-2026,15,29
US00046796,C0015599,02-2026,17,26
US00046797,C0015599,01-2026,12,24
US00046798,C0015600,03-2026,30,23
US00046799,C0015600,02-2026,10,26
US00046800,C0015600,01-2026,13,20
US00046801,C0015601,03-2026,15,28
US00046802,C0015601,02-2026,18,19
US00046803,C0015601,01-2026,21,28
US00046804,C0015602,03-2026,28,30
US00046805,C0015602,02-2026,33,19
US00046806,C0015602,01-2026,25,30
US00046807,C0015603,03-2026,15,28
US00046808,C0015603,02-2026,22,21
US00046809,C0015603,01-2026,29,26
US00046810,C0015604,03-2026,17,29
US00046811,C0015604,02-2026,13,25
US00046812,C0015604,01-2026,15,22
US00046813,C0015605,03-2026,14,26
US00046814,C0015605,02-2026,16,22
US00046815,C0015605,01-2026,22,22
US00046816,C0015606,03-2026,26,27
US00046817,C0015606,02-2026,19,22
US00046818,C0015606,01-2026,16,18
US00046819,C0015607,03-2026,20,29
US00046820,C0015607,02-2026,19,24
US00046821,C0015607,01-2026,15,27
US00046822,C0015608,03-2026,14,28
US00046823,C0015608,02-2026,18,24
US00046824,C0015608,01-2026,16,23
US00046825,C0015609,03-2026,19,23
US00046826,C0015609,02-2026,14,21
US00046827,C0015609,01-2026,16,31
US00046828,C0015610,03-2026,22,21
US00046829,C0015610,02-2026,22,37
US00046830,C0015610,01-2026,17,27
US00046831,C0015611,03-2026,21,23
US00046832,C0015611,02-2026,24,24
US00046833,C0015611,01-2026,17,29
US00046834,C0015612,03-2026,22,32
US00046835,C0015612,02-2026,22,23
US00046836,C0015612,01-2026,17,31
US00046837,C0015613,03-2026,19,24
US00046838,C0015613,02-2026,21,32
US00046839,C0015613,01-2026,13,20
US00046840,C0015614,03-2026,11,35
US00046841,C0015614,02-2026,25,26
US00046842,C0015614,01-2026,19,26
US00046843,C0015615,03-2026,12,28
US00046844,C0015615,02-2026,17,23
US00046845,C0015615,01-2026,15,31
US00046846,C0015616,03-2026,17,21
US00046847,C0015616,02-2026,25,20
US00046848,C0015616,01-2026,16,30
US00046849,C0015617,03-2026,24,20
US00046850,C0015617,02-2026,24,29
US00046851,C0015617,01-2026,13,23
US00046852,C0015618,03-2026,14,26
US00046853,C0015618,02-2026,22,22
US00046854,C0015618,01-2026,23,30
US00046855,C0015619,03-2026,17,22
US00046856,C0015619,02-2026,16,21
US00046857,C0015619,01-2026,21,21
US00046858,C0015620,03-2026,11,22
US00046859,C0015620,02-2026,16,20
US00046860,C0015620,01-2026,18,19
US00046861,C0015621,03-2026,17,26
US00046862,C0015621,02-2026,19,31
US00046863,C0015621,01-2026,15,27
US00046864,C0015622,03-2026,12,26
US00046865,C0015622,02-2026,14,23
US00046866,C0015622,01-2026,27,22
US00046867,C0015623,03-2026,35,20
US00046868,C0015623,02-2026,35,26
US00046869,C0015623,01-2026,36,26
US00046870,C0015624,03-2026,27,33
US00046871,C0015624,02-2026,19,25
US00046872,C0015624,01-2026,11,31
US00046873,C0015625,03-2026,18,24
US00046874,C0015625,02-2026,23,20
US00046875,C0015625,01-2026,15,33
US00046876,C0015626,03-2026,19,25
US00046877,C0015626,02-2026,20,21
US00046878,C0015626,01-2026,19,23
US00046879,C0015627,03-2026,12,28
US00046880,C0015627,02-2026,22,21
US00046881,C0015627,01-2026,18,30
US00046882,C0015628,03-2026,16,24
US00046883,C0015628,02-2026,18,28
US00046884,C0015628,01-2026,23,24
US00046885,C0015629,03-2026,17,24
US00046886,C0015629,02-2026,17,27
US00046887,C0015629,01-2026,15,29
US00046888,C0015630,03-2026,38,17
US00046889,C0015630,02-2026,41,25
US00046890,C0015630,01-2026,36,29
US00046891,C0015631,03-2026,30,23
US00046892,C0015631,02-2026,41,31
US00046893,C0015631,01-2026,34,23
US00046894,C0015632,03-2026,33,24
US00046895,C0015632,02-2026,32,20
US00046896,C0015632,01-2026,36,23
US00046897,C0015633,03-2026,18,36
US00046898,C0015633,02-2026,23,20
US00046899,C0015633,01-2026,14,20
US00046900,C0015634,03-2026,17,15
US00046901,C0015634,02-2026,15,18
US00046902,C0015634,01-2026,16,21
US00046903,C0015635,03-2026,11,20
US00046904,C0015635,02-2026,18,35
US00046905,C0015635,01-2026,15,14
US00046906,C0015636,03-2026,17,24
US00046907,C0015636,02-2026,23,24
US00046908,C0015636,01-2026,16,18
US00046909,C0015637,03-2026,21,21
US00046910,C0015637,02-2026,18,37
US00046911,C0015637,01-2026,8,20
US00046912,C0015638,03-2026,26,23
US00046913,C0015638,02-2026,21,29
US00046914,C0015638,01-2026,21,24
US00046915,C0015639,03-2026,15,25
US00046916,C0015639,02-2026,24,20
US00046917,C0015639,01-2026,18,18
US00046918,C0015640,03-2026,9,25
US00046919,C0015640,02-2026,12,24
US00046920,C0015640,01-2026,25,29
US00046921,C0015641,03-2026,19,36
US00046922,C0015641,02-2026,16,19
US00046923,C0015641,01-2026,23,25
US00046924,C0015642,03-2026,19,27
US00046925,C0015642,02-2026,13,33
US00046926,C0015642,01-2026,17,21
US00046927,C0015643,03-2026,31,19
US00046928,C0015643,02-2026,43,21
US00046929,C0015643,01-2026,30,20
US00046930,C0015644,03-2026,8,32
US00046931,C0015644,02-2026,15,27
US00046932,C0015644,01-2026,17,28
US00046933,C0015645,03-2026,18,29
US00046934,C0015645,02-2026,14,23
US00046935,C0015645,01-2026,19,27
US00046936,C0015646,03-2026,26,19
US00046937,C0015646,02-2026,14,20
US00046938,C0015646,01-2026,14,24
US00046939,C0015647,03-2026,14,25
US00046940,C0015647,02-2026,18,29
US00046941,C0015647,01-2026,21,23
US00046942,C0015648,03-2026,7,29
US00046943,C0015648,02-2026,20,30
US00046944,C0015648,01-2026,17,30
US00046945,C0015649,03-2026,32,43
US00046946,C0015649,02-2026,32,15
US00046947,C0015649,01-2026,33,24
US00046948,C0015650,03-2026,21,31
US00046949,C0015650,02-2026,16,21
US00046950,C0015650,01-2026,17,30
US00046951,C0015651,03-2026,18,20
US00046952,C0015651,02-2026,13,23
US00046953,C0015651,01-2026,20,20
US00046954,C0015652,03-2026,31,33
US00046955,C0015652,02-2026,34,30
US00046956,C0015652,01-2026,38,26
US00046957,C0015653,03-2026,19,26
US00046958,C0015653,02-2026,20,27
US00046959,C0015653,01-2026,17,20
US00046960,C0015654,03-2026,28,28
US00046961,C0015654,02-2026,36,31
US00046962,C0015654,01-2026,32,20
US00046963,C0015655,03-2026,16,32
US00046964,C0015655,02-2026,20,31
US00046965,C0015655,01-2026,13,24
US00046966,C0015656,03-2026,15,26
US00046967,C0015656,02-2026,15,20
US00046968,C0015656,01-2026,13,29
US00046969,C0015657,03-2026,16,24
US00046970,C0015657,02-2026,21,18
US00046971,C0015657,01-2026,13,23
US00046972,C0015658,03-2026,18,19
US00046973,C0015658,02-2026,14,13
US00046974,C0015658,01-2026,18,21
US00046975,C0015659,03-2026,16,25
US00046976,C0015659,02-2026,17,31
US00046977,C0015659,01-2026,22,26
US00046978,C0015660,03-2026,34,26
US00046979,C0015660,02-2026,30,18
US00046980,C0015660,01-2026,34,21
US00046981,C0015661,03-2026,33,35
US00046982,C0015661,02-2026,38,28
US00046983,C0015661,01-2026,23,21
US00046984,C0015662,03-2026,21,25
US00046985,C0015662,02-2026,20,29
US00046986,C0015662,01-2026,15,21
US00046987,C0015663,03-2026,19,26
US00046988,C0015663,02-2026,14,20
US00046989,C0015663,01-2026,16,27
US00046990,C0015664,03-2026,9,23
US00046991,C0015664,02-2026,17,31
US00046992,C0015664,01-2026,19,33
US00046993,C0015665,03-2026,22,33
US00046994,C0015665,02-2026,19,22
US00046995,C0015665,01-2026,20,26
US00046996,C0015666,03-2026,14,35
US00046997,C0015666,02-2026,14,19
US00046998,C0015666,01-2026,17,29
US00046999,C0015667,03-2026,14,23
US00047000,C0015667,02-2026,13,31
US00047001,C0015667,01-2026,27,29
US00047002,C0015668,03-2026,19,18
US00047003,C0015668,02-2026,13,39
US00047004,C0015668,01-2026,17,24
US00047005,C0015669,03-2026,39,20
US00047006,C0015669,02-2026,39,20
US00047007,C0015669,01-2026,40,16
US00047008,C0015670,03-2026,23,26
US00047009,C0015670,02-2026,15,22
US00047010,C0015670,01-2026,11,26
US00047011,C0015671,03-2026,18,34
US00047012,C0015671,02-2026,20,19
US00047013,C0015671,01-2026,14,26
US00047014,C0015672,03-2026,30,15
US00047015,C0015672,02-2026,36,20
US00047016,C0015672,01-2026,38,20
US00047017,C0015673,03-2026,20,27
US00047018,C0015673,02-2026,21,31
US00047019,C0015673,01-2026,13,25
US00047020,C0015674,03-2026,17,30
US00047021,C0015674,02-2026,22,35
US00047022,C0015674,01-2026,13,31
US00047023,C0015675,03-2026,46,23
US00047024,C0015675,02-2026,35,27
US00047025,C0015675,01-2026,30,21
US00047026,C0015676,03-2026,32,22
US00047027,C0015676,02-2026,37,23
US00047028,C0015676,01-2026,33,28
US00047029,C0015677,03-2026,25,18
US00047030,C0015677,02-2026,36,30
US00047031,C0015677,01-2026,42,18
US00047032,C0015678,03-2026,19,24
US00047033,C0015678,02-2026,18,24
US00047034,C0015678,01-2026,11,18
US00047035,C0015679,03-2026,20,27
US00047036,C0015679,02-2026,18,31
US00047037,C0015679,01-2026,21,28
US00047038,C0015680,03-2026,14,26
US00047039,C0015680,02-2026,17,33
US00047040,C0015680,01-2026,24,18
US00047041,C0015681,03-2026,18,28
US00047042,C0015681,02-2026,15,24
US00047043,C0015681,01-2026,16,33
US00047044,C0015682,03-2026,11,29
US00047045,C0015682,02-2026,17,19
US00047046,C0015682,01-2026,15,17
US00047047,C0015683,03-2026,22,30
US00047048,C0015683,02-2026,15,24
US00047049,C0015683,01-2026,15,21
US00047050,C0015684,03-2026,12,25
US00047051,C0015684,02-2026,17,27
US00047052,C0015684,01-2026,15,23
US00047053,C0015685,03-2026,21,33
US00047054,C0015685,02-2026,24,22
US00047055,C0015685,01-2026,20,19
US00047056,C0015686,03-2026,30,25
US00047057,C0015686,02-2026,15,33
US00047058,C0015686,01-2026,19,26
US00047059,C0015687,03-2026,17,29
US00047060,C0015687,02-2026,27,27
US00047061,C0015687,01-2026,18,39
US00047062,C0015688,03-2026,26,26
US00047063,C0015688,02-2026,15,20
US00047064,C0015688,01-2026,12,20
US00047065,C0015689,03-2026,12,21
US00047066,C0015689,02-2026,15,18
US00047067,C0015689,01-2026,15,20
US00047068,C0015690,03-2026,28,20
US00047069,C0015690,02-2026,34,20
US00047070,C0015690,01-2026,25,29
US00047071,C0015691,03-2026,22,20
US00047072,C0015691,02-2026,21,14
US00047073,C0015691,01-2026,16,30
US00047074,C0015692,03-2026,37,22
US00047075,C0015692,02-2026,39,28
US00047076,C0015692,01-2026,33,24
US00047077,C0015693,03-2026,22,24
US00047078,C0015693,02-2026,22,27
US00047079,C0015693,01-2026,11,28
US00047080,C0015694,03-2026,13,22
US00047081,C0015694,02-2026,18,20
US00047082,C0015694,01-2026,16,27
US00047083,C0015695,03-2026,15,15
US00047084,C0015695,02-2026,16,29
US00047085,C0015695,01-2026,24,25
US00047086,C0015696,03-2026,23,26
US00047087,C0015696,02-2026,16,21
US00047088,C0015696,01-2026,22,31
US00047089,C0015697,03-2026,23,25
US00047090,C0015697,02-2026,36,26
US00047091,C0015697,01-2026,50,25
US00047092,C0015698,03-2026,20,26
