campaign_id,customer_id,campaign_name,offer_type,contact_date,channel,response,retained_flag
RTC0005067,C0015013,Value Retention,Loyalty Discount 10%,10-11-2025,WhatsApp,Accepted,Yes
RTC0005068,C0015014,Win-Back Drive,Bill Waiver,29-01-2025,App,Accepted,Yes
RTC0005069,C0015017,Loyalty Save,Cashback Voucher,30-04-2025,Email,Accepted,Yes
RTC0005070,C0015018,At-Risk Outreach,Free OTT 3 Months,20-09-2025,WhatsApp,No Response,Yes
RTC0005071,C0015020,Loyalty Save,Plan Upgrade Offer,28-02-2026,App,Accepted,Yes
RTC0005072,C0015022,Loyalty Save,Cashback Voucher,23-11-2025,WhatsApp,Declined,Yes
RTC0005073,C0015025,Value Retention,Plan Upgrade Offer,06-11-2025,SMS,No Response,Yes
RTC0005074,C0015028,Renewal Nudge,Priority Support,22-03-2025,Call,Declined,Yes
RTC0005075,C0015033,Renewal Nudge,Annual Plan Discount,19-05-2025,App,Accepted,Yes
RTC0005076,C0015034,Value Retention,Annual Plan Discount,05-05-2025,Email,No Response,Yes
RTC0005077,C0015039,Renewal Nudge,Annual Plan Discount,17-01-2026,App,Declined,No
RTC0005078,C0015047,Renewal Nudge,Plan Upgrade Offer,15-07-2025,WhatsApp,Declined,No
RTC0005079,C0015048,At-Risk Outreach,Extra Data 50GB,28-06-2025,App,Declined,No
RTC0005080,C0015052,Renewal Nudge,Priority Support,19-02-2025,SMS,Accepted,Yes
RTC0005081,C0015054,Loyalty Save,Cashback Voucher,25-03-2026,WhatsApp,Accepted,Yes
RTC0005082,C0015056,Value Retention,Annual Plan Discount,03-12-2025,WhatsApp,Declined,Yes
RTC0005083,C0015057,Value Retention,Priority Support,28-11-2025,SMS,Declined,Yes
RTC0005084,C0015058,Renewal Nudge,Priority Support,09-03-2026,App,No Response,Yes
RTC0005085,C0015059,Renewal Nudge,Free OTT 3 Months,13-01-2026,Call,Declined,Yes
RTC0005086,C0015061,Value Retention,Loyalty Discount 10%,20-01-2025,SMS,No Response,Yes
RTC0005087,C0015062,Renewal Nudge,Priority Support,02-03-2026,WhatsApp,Accepted,Yes
RTC0005088,C0015063,At-Risk Outreach,Priority Support,24-12-2025,SMS,Accepted,Yes
RTC0005089,C0015064,Win-Back Drive,Loyalty Discount 10%,18-01-2025,App,No Response,Yes
RTC0005090,C0015068,At-Risk Outreach,Bill Waiver,26-10-2025,App,Declined,Yes
RTC0005091,C0015076,At-Risk Outreach,Free OTT 3 Months,08-01-2026,SMS,Declined,Yes
RTC0005092,C0015080,Win-Back Drive,Extra Data 50GB,17-02-2026,Call,No Response,No
RTC0005093,C0015084,Value Retention,Priority Support,29-06-2025,Email,No Response,Yes
RTC0005094,C0015085,Value Retention,Priority Support,02-01-2026,Call,Accepted,Yes
RTC0005095,C0015088,Value Retention,Cashback Voucher,30-08-2025,SMS,Declined,Yes
RTC0005096,C0015089,At-Risk Outreach,Cashback Voucher,05-06-2025,App,No Response,Yes
RTC0005097,C0015090,Win-Back Drive,Loyalty Discount 10%,09-03-2026,Email,Accepted,Yes
RTC0005098,C0015092,Loyalty Save,Priority Support,23-01-2026,Email,Accepted,Yes
RTC0005099,C0015093,Loyalty Save,Bill Waiver,13-03-2025,Call,No Response,Yes
RTC0005100,C0015098,Loyalty Save,Annual Plan Discount,27-08-2025,App,Declined,Yes
RTC0005101,C0015102,Win-Back Drive,Cashback Voucher,04-10-2025,Email,Accepted,Yes
RTC0005102,C0015106,Loyalty Save,Priority Support,16-02-2025,App,Accepted,Yes
RTC0005103,C0015109,Win-Back Drive,Annual Plan Discount,08-10-2025,Email,Accepted,Yes
RTC0005104,C0015111,Renewal Nudge,Plan Upgrade Offer,28-07-2025,WhatsApp,No Response,No
RTC0005105,C0015114,Loyalty Save,Annual Plan Discount,26-03-2025,App,Accepted,Yes
RTC0005106,C0015118,Win-Back Drive,Cashback Voucher,26-05-2025,Call,Declined,Yes
RTC0005107,C0015120,Loyalty Save,Loyalty Discount 10%,12-03-2025,WhatsApp,No Response,Yes
RTC0005108,C0015124,Loyalty Save,Bill Waiver,11-05-2025,App,Declined,Yes
RTC0005109,C0015125,Renewal Nudge,Loyalty Discount 10%,12-02-2026,Call,Accepted,Yes
RTC0005110,C0015126,Renewal Nudge,Plan Upgrade Offer,25-11-2025,App,Accepted,Yes
RTC0005111,C0015130,Value Retention,Bill Waiver,26-09-2025,SMS,No Response,Yes
RTC0005112,C0015135,Loyalty Save,Loyalty Discount 10%,16-01-2025,WhatsApp,No Response,No
RTC0005113,C0015136,Renewal Nudge,Plan Upgrade Offer,05-01-2025,App,No Response,Yes
RTC0005114,C0015138,Value Retention,Extra Data 50GB,11-02-2025,Email,Accepted,Yes
RTC0005115,C0015140,Loyalty Save,Bill Waiver,01-07-2025,Email,Accepted,No
RTC0005116,C0015143,Value Retention,Plan Upgrade Offer,04-03-2026,Email,Declined,Yes
RTC0005117,C0015144,Renewal Nudge,Loyalty Discount 10%,05-07-2025,WhatsApp,Accepted,Yes
RTC0005118,C0015145,Renewal Nudge,Annual Plan Discount,28-12-2025,SMS,Accepted,No
RTC0005119,C0015147,Win-Back Drive,Priority Support,06-03-2026,SMS,Accepted,Yes
RTC0005120,C0015148,Win-Back Drive,Priority Support,25-10-2025,SMS,No Response,Yes
RTC0005121,C0015152,Renewal Nudge,Cashback Voucher,18-05-2025,WhatsApp,Accepted,Yes
RTC0005122,C0015154,Renewal Nudge,Loyalty Discount 10%,30-09-2025,SMS,No Response,No
RTC0005123,C0015155,Win-Back Drive,Priority Support,06-06-2025,WhatsApp,Accepted,Yes
RTC0005124,C0015158,At-Risk Outreach,Bill Waiver,04-09-2025,App,No Response,Yes
RTC0005125,C0015159,At-Risk Outreach,Extra Data 50GB,19-07-2025,SMS,Declined,Yes
RTC0005126,C0015160,Renewal Nudge,Priority Support,31-12-2025,SMS,Accepted,Yes
RTC0005127,C0015162,At-Risk Outreach,Priority Support,20-01-2025,SMS,Accepted,Yes
RTC0005128,C0015163,Value Retention,Bill Waiver,30-03-2026,Email,Declined,Yes
RTC0005129,C0015169,Loyalty Save,Bill Waiver,21-08-2025,WhatsApp,Declined,Yes
RTC0005130,C0015171,At-Risk Outreach,Priority Support,20-01-2026,SMS,Accepted,No
RTC0005131,C0015172,At-Risk Outreach,Loyalty Discount 10%,11-07-2025,Call,No Response,Yes
RTC0005132,C0015174,Value Retention,Bill Waiver,17-03-2025,Email,Accepted,Yes
RTC0005133,C0015176,Win-Back Drive,Free OTT 3 Months,07-08-2025,SMS,Declined,No
RTC0005134,C0015177,Win-Back Drive,Annual Plan Discount,02-11-2025,Email,No Response,Yes
RTC0005135,C0015178,Win-Back Drive,Loyalty Discount 10%,07-02-2025,Call,No Response,Yes
RTC0005136,C0015181,Renewal Nudge,Loyalty Discount 10%,11-11-2025,WhatsApp,Accepted,Yes
RTC0005137,C0015184,At-Risk Outreach,Free OTT 3 Months,08-07-2025,WhatsApp,Accepted,Yes
RTC0005138,C0015186,At-Risk Outreach,Free OTT 3 Months,18-04-2025,SMS,Declined,Yes
RTC0005139,C0015192,Win-Back Drive,Bill Waiver,16-01-2025,WhatsApp,Accepted,Yes
RTC0005140,C0015193,Win-Back Drive,Loyalty Discount 10%,26-11-2025,App,No Response,Yes
RTC0005141,C0015194,Value Retention,Free OTT 3 Months,29-10-2025,Email,Declined,No
RTC0005142,C0015204,Value Retention,Bill Waiver,13-12-2025,App,Declined,Yes
RTC0005143,C0015206,Win-Back Drive,Cashback Voucher,03-08-2025,Email,Accepted,Yes
RTC0005144,C0015210,Win-Back Drive,Annual Plan Discount,22-02-2026,Call,Accepted,Yes
RTC0005145,C0015212,Renewal Nudge,Extra Data 50GB,12-03-2025,WhatsApp,Declined,Yes
RTC0005146,C0015216,Win-Back Drive,Annual Plan Discount,26-09-2025,App,Declined,Yes
RTC0005147,C0015219,Win-Back Drive,Annual Plan Discount,20-09-2025,Call,No Response,Yes
RTC0005148,C0015222,Value Retention,Bill Waiver,23-03-2026,App,No Response,No
RTC0005149,C0015226,Win-Back Drive,Plan Upgrade Offer,28-04-2025,WhatsApp,Declined,No
RTC0005150,C0015229,At-Risk Outreach,Priority Support,06-07-2025,Call,Declined,No
RTC0005151,C0015230,Win-Back Drive,Loyalty Discount 10%,29-10-2025,SMS,Accepted,Yes
RTC0005152,C0015232,Loyalty Save,Plan Upgrade Offer,27-06-2025,Email,Accepted,No
RTC0005153,C0015234,Renewal Nudge,Extra Data 50GB,12-12-2025,Email,No Response,Yes
RTC0005154,C0015235,Win-Back Drive,Bill Waiver,08-01-2025,App,Accepted,Yes
RTC0005155,C0015236,Value Retention,Free OTT 3 Months,04-11-2025,SMS,No Response,Yes
RTC0005156,C0015238,At-Risk Outreach,Priority Support,05-09-2025,Call,Accepted,Yes
RTC0005157,C0015239,Renewal Nudge,Priority Support,09-09-2025,SMS,Accepted,Yes
RTC0005158,C0015240,At-Risk Outreach,Plan Upgrade Offer,05-07-2025,SMS,Accepted,Yes
RTC0005159,C0015249,At-Risk Outreach,Annual Plan Discount,22-11-2025,Email,Accepted,No
RTC0005160,C0015251,Loyalty Save,Extra Data 50GB,10-09-2025,Email,Declined,Yes
RTC0005161,C0015252,Value Retention,Extra Data 50GB,29-04-2025,Call,Accepted,No
RTC0005162,C0015254,Loyalty Save,Annual Plan Discount,03-02-2026,WhatsApp,Declined,Yes
RTC0005163,C0015258,Loyalty Save,Cashback Voucher,05-02-2025,WhatsApp,Declined,Yes
RTC0005164,C0015260,Renewal Nudge,Plan Upgrade Offer,12-08-2025,WhatsApp,Accepted,Yes
RTC0005165,C0015262,Value Retention,Cashback Voucher,02-12-2025,Call,No Response,Yes
RTC0005166,C0015271,Value Retention,Loyalty Discount 10%,04-01-2026,App,No Response,Yes
RTC0005167,C0015272,At-Risk Outreach,Cashback Voucher,26-03-2026,App,No Response,Yes
RTC0005168,C0015274,Renewal Nudge,Annual Plan Discount,02-12-2025,App,Accepted,Yes
RTC0005169,C0015279,Value Retention,Bill Waiver,07-03-2025,SMS,Accepted,Yes
RTC0005170,C0015283,Renewal Nudge,Free OTT 3 Months,13-04-2025,SMS,Accepted,Yes
RTC0005171,C0015284,At-Risk Outreach,Loyalty Discount 10%,16-08-2025,WhatsApp,Accepted,Yes
RTC0005172,C0015286,Loyalty Save,Plan Upgrade Offer,05-03-2026,WhatsApp,Declined,Yes
RTC0005173,C0015288,Win-Back Drive,Extra Data 50GB,22-06-2025,Call,Declined,Yes
RTC0005174,C0015289,Renewal Nudge,Plan Upgrade Offer,25-08-2025,SMS,Declined,Yes
RTC0005175,C0015290,Loyalty Save,Extra Data 50GB,14-06-2025,App,Declined,Yes
RTC0005176,C0015291,Renewal Nudge,Free OTT 3 Months,29-11-2025,Call,Accepted,Yes
RTC0005177,C0015292,Value Retention,Extra Data 50GB,04-08-2025,Call,Declined,Yes
RTC0005178,C0015293,Loyalty Save,Bill Waiver,09-06-2025,SMS,Declined,Yes
RTC0005179,C0015295,Win-Back Drive,Free OTT 3 Months,13-06-2025,App,Declined,Yes
RTC0005180,C0015299,Value Retention,Cashback Voucher,11-10-2025,SMS,Declined,Yes
RTC0005181,C0015302,Loyalty Save,Free OTT 3 Months,10-05-2025,SMS,No Response,Yes
RTC0005182,C0015309,Value Retention,Extra Data 50GB,25-11-2025,Call,Accepted,Yes
RTC0005183,C0015314,Value Retention,Priority Support,06-07-2025,Email,Declined,Yes
RTC0005184,C0015315,Loyalty Save,Plan Upgrade Offer,13-01-2025,App,Declined,Yes
RTC0005185,C0015321,Value Retention,Loyalty Discount 10%,10-12-2025,Call,Declined,Yes
RTC0005186,C0015325,Win-Back Drive,Free OTT 3 Months,06-08-2025,App,Accepted,Yes
RTC0005187,C0015326,Renewal Nudge,Annual Plan Discount,05-10-2025,Call,No Response,Yes
RTC0005188,C0015327,Loyalty Save,Cashback Voucher,14-02-2025,App,Declined,No
RTC0005189,C0015330,Win-Back Drive,Free OTT 3 Months,17-01-2025,SMS,No Response,Yes
RTC0005190,C0015332,Win-Back Drive,Free OTT 3 Months,21-11-2025,Email,Accepted,No
RTC0005191,C0015334,At-Risk Outreach,Plan Upgrade Offer,08-09-2025,SMS,Declined,Yes
RTC0005192,C0015335,Win-Back Drive,Bill Waiver,17-10-2025,Call,No Response,Yes
RTC0005193,C0015339,At-Risk Outreach,Priority Support,26-11-2025,Call,Accepted,Yes
RTC0005194,C0015340,Renewal Nudge,Cashback Voucher,04-12-2025,Call,Accepted,Yes
RTC0005195,C0015342,Value Retention,Plan Upgrade Offer,27-04-2025,Email,No Response,Yes
RTC0005196,C0015344,Win-Back Drive,Free OTT 3 Months,29-10-2025,SMS,Declined,Yes
RTC0005197,C0015347,Value Retention,Loyalty Discount 10%,03-09-2025,Email,Declined,Yes
RTC0005198,C0015349,At-Risk Outreach,Cashback Voucher,12-07-2025,SMS,Declined,Yes
RTC0005199,C0015351,Value Retention,Bill Waiver,12-04-2025,WhatsApp,Accepted,Yes
RTC0005200,C0015352,Value Retention,Loyalty Discount 10%,27-07-2025,SMS,No Response,Yes
RTC0005201,C0015356,At-Risk Outreach,Extra Data 50GB,03-08-2025,SMS,Declined,Yes
RTC0005202,C0015358,Value Retention,Priority Support,15-06-2025,App,Declined,Yes
RTC0005203,C0015360,Win-Back Drive,Annual Plan Discount,01-01-2026,WhatsApp,Declined,Yes
RTC0005204,C0015365,Loyalty Save,Plan Upgrade Offer,18-02-2026,SMS,Accepted,No
RTC0005205,C0015367,Win-Back Drive,Loyalty Discount 10%,23-09-2025,WhatsApp,No Response,Yes
RTC0005206,C0015371,Win-Back Drive,Priority Support,26-02-2026,Call,Declined,No
RTC0005207,C0015379,Renewal Nudge,Annual Plan Discount,13-11-2025,Email,Declined,Yes
RTC0005208,C0015383,Renewal Nudge,Loyalty Discount 10%,26-12-2025,App,Accepted,Yes
RTC0005209,C0015385,Win-Back Drive,Bill Waiver,12-10-2025,Email,No Response,Yes
RTC0005210,C0015386,At-Risk Outreach,Free OTT 3 Months,08-12-2025,SMS,Accepted,Yes
RTC0005211,C0015387,Win-Back Drive,Bill Waiver,10-08-2025,Call,Accepted,Yes
RTC0005212,C0015388,Renewal Nudge,Cashback Voucher,09-01-2025,App,No Response,No
RTC0005213,C0015392,At-Risk Outreach,Bill Waiver,16-02-2025,Call,Declined,Yes
RTC0005214,C0015394,Value Retention,Priority Support,28-03-2026,WhatsApp,Accepted,Yes
RTC0005215,C0015398,Value Retention,Annual Plan Discount,03-02-2025,WhatsApp,No Response,Yes
RTC0005216,C0015399,Loyalty Save,Extra Data 50GB,18-11-2025,WhatsApp,No Response,No
RTC0005217,C0015400,Renewal Nudge,Priority Support,23-12-2025,WhatsApp,Accepted,Yes
RTC0005218,C0015401,At-Risk Outreach,Cashback Voucher,01-02-2025,Email,No Response,Yes
RTC0005219,C0015402,Win-Back Drive,Annual Plan Discount,17-03-2025,Call,Accepted,Yes
RTC0005220,C0015408,Value Retention,Priority Support,08-10-2025,WhatsApp,Declined,No
RTC0005221,C0015411,Loyalty Save,Priority Support,19-01-2026,SMS,No Response,Yes
RTC0005222,C0015414,Renewal Nudge,Loyalty Discount 10%,27-02-2026,Email,Declined,No
RTC0005223,C0015417,Value Retention,Priority Support,06-08-2025,WhatsApp,Accepted,Yes
RTC0005224,C0015421,Renewal Nudge,Cashback Voucher,02-03-2025,Call,Accepted,Yes
RTC0005225,C0015422,Win-Back Drive,Annual Plan Discount,29-01-2026,WhatsApp,Declined,Yes
RTC0005226,C0015424,Win-Back Drive,Free OTT 3 Months,30-08-2025,App,Accepted,Yes
RTC0005227,C0015427,Renewal Nudge,Priority Support,29-01-2025,SMS,No Response,Yes
RTC0005228,C0015429,At-Risk Outreach,Cashback Voucher,16-08-2025,Email,Declined,No
RTC0005229,C0015431,Win-Back Drive,Loyalty Discount 10%,26-03-2025,Call,No Response,Yes
RTC0005230,C0015433,Loyalty Save,Loyalty Discount 10%,20-02-2025,SMS,Accepted,Yes
RTC0005231,C0015434,Loyalty Save,Plan Upgrade Offer,15-08-2025,Call,Accepted,Yes
RTC0005232,C0015436,Renewal Nudge,Free OTT 3 Months,29-09-2025,Call,Accepted,Yes
RTC0005233,C0015440,At-Risk Outreach,Plan Upgrade Offer,18-03-2025,SMS,Accepted,No
RTC0005234,C0015444,Value Retention,Annual Plan Discount,25-07-2025,Call,No Response,Yes
RTC0005235,C0015451,Value Retention,Plan Upgrade Offer,24-03-2025,Email,Declined,Yes
RTC0005236,C0015452,Loyalty Save,Plan Upgrade Offer,27-01-2026,Call,No Response,No
RTC0005237,C0015453,Renewal Nudge,Plan Upgrade Offer,15-01-2025,WhatsApp,Accepted,No
RTC0005238,C0015454,Win-Back Drive,Cashback Voucher,12-12-2025,SMS,No Response,No
RTC0005239,C0015465,Renewal Nudge,Priority Support,26-03-2025,Call,Accepted,Yes
RTC0005240,C0015474,Renewal Nudge,Bill Waiver,29-07-2025,App,Accepted,No
RTC0005241,C0015479,Renewal Nudge,Bill Waiver,06-07-2025,App,No Response,Yes
RTC0005242,C0015480,Loyalty Save,Priority Support,14-02-2026,WhatsApp,No Response,No
RTC0005243,C0015481,Value Retention,Bill Waiver,28-10-2025,SMS,Accepted,Yes
RTC0005244,C0015483,Renewal Nudge,Bill Waiver,22-01-2026,SMS,Accepted,Yes
RTC0005245,C0015487,Value Retention,Free OTT 3 Months,20-06-2025,SMS,Declined,Yes
RTC0005246,C0015494,Win-Back Drive,Loyalty Discount 10%,08-11-2025,App,Accepted,Yes
RTC0005247,C0015497,Renewal Nudge,Free OTT 3 Months,17-08-2025,Call,Declined,Yes
RTC0005248,C0015499,Loyalty Save,Bill Waiver,10-03-2026,App,Accepted,Yes
RTC0005249,C0015500,Loyalty Save,Free OTT 3 Months,30-03-2025,WhatsApp,Accepted,Yes
RTC0005250,C0015501,Renewal Nudge,Extra Data 50GB,23-08-2025,Call,Declined,Yes
RTC0005251,C0015502,Win-Back Drive,Bill Waiver,10-02-2026,SMS,Accepted,Yes
RTC0005252,C0015506,Loyalty Save,Free OTT 3 Months,28-08-2025,Email,No Response,No
RTC0005253,C0015507,At-Risk Outreach,Priority Support,10-07-2025,Call,Declined,No
RTC0005254,C0015510,Value Retention,Bill Waiver,21-05-2025,Email,Accepted,Yes
RTC0005255,C0015515,Win-Back Drive,Annual Plan Discount,21-09-2025,App,No Response,No
RTC0005256,C0015516,Renewal Nudge,Priority Support,04-06-2025,SMS,Declined,Yes
RTC0005257,C0015522,Win-Back Drive,Annual Plan Discount,23-01-2026,SMS,Accepted,No
RTC0005258,C0015523,Loyalty Save,Free OTT 3 Months,28-09-2025,Email,No Response,Yes
RTC0005259,C0015525,Renewal Nudge,Annual Plan Discount,02-06-2025,SMS,Declined,Yes
RTC0005260,C0015526,Win-Back Drive,Plan Upgrade Offer,04-09-2025,Call,Accepted,Yes
RTC0005261,C0015532,Loyalty Save,Annual Plan Discount,27-06-2025,WhatsApp,No Response,Yes
RTC0005262,C0015535,Renewal Nudge,Priority Support,24-02-2025,Email,No Response,Yes
RTC0005263,C0015537,Value Retention,Priority Support,07-10-2025,Call,Declined,No
RTC0005264,C0015538,Loyalty Save,Loyalty Discount 10%,14-12-2025,App,Accepted,Yes
RTC0005265,C0015540,At-Risk Outreach,Priority Support,14-11-2025,Call,Accepted,Yes
RTC0005266,C0015541,Renewal Nudge,Cashback Voucher,29-04-2025,WhatsApp,No Response,No
RTC0005267,C0015547,Win-Back Drive,Cashback Voucher,09-01-2026,Call,Accepted,Yes
RTC0005268,C0015548,Renewal Nudge,Bill Waiver,10-11-2025,Email,No Response,Yes
RTC0005269,C0015549,Renewal Nudge,Priority Support,21-08-2025,Email,No Response,Yes
RTC0005270,C0015550,Loyalty Save,Free OTT 3 Months,26-07-2025,SMS,Accepted,Yes
RTC0005271,C0015551,Loyalty Save,Bill Waiver,18-09-2025,WhatsApp,Declined,Yes
RTC0005272,C0015554,Win-Back Drive,Extra Data 50GB,25-12-2025,SMS,Accepted,Yes
RTC0005273,C0015555,Renewal Nudge,Free OTT 3 Months,22-06-2025,Call,Accepted,Yes
RTC0005274,C0015556,Loyalty Save,Bill Waiver,26-01-2026,App,Accepted,Yes
RTC0005275,C0015558,Value Retention,Free OTT 3 Months,23-04-2025,Call,Accepted,Yes
RTC0005276,C0015561,Value Retention,Cashback Voucher,21-04-2025,Email,Accepted,Yes
RTC0005277,C0015564,Renewal Nudge,Cashback Voucher,23-07-2025,App,Declined,No
RTC0005278,C0015570,Win-Back Drive,Free OTT 3 Months,10-09-2025,Call,Accepted,No
RTC0005279,C0015573,Loyalty Save,Loyalty Discount 10%,18-01-2025,WhatsApp,Accepted,Yes
RTC0005280,C0015575,Loyalty Save,Annual Plan Discount,09-01-2026,App,Declined,No
RTC0005281,C0015579,Win-Back Drive,Priority Support,05-11-2025,Email,Declined,Yes
RTC0005282,C0015584,Win-Back Drive,Cashback Voucher,17-04-2025,Call,No Response,Yes
RTC0005283,C0015591,Renewal Nudge,Plan Upgrade Offer,12-06-2025,Email,Accepted,Yes
RTC0005284,C0015597,At-Risk Outreach,Bill Waiver,10-09-2025,SMS,No Response,Yes
RTC0005285,C0015599,At-Risk Outreach,Loyalty Discount 10%,17-10-2025,App,No Response,Yes
RTC0005286,C0015602,Win-Back Drive,Priority Support,05-05-2025,WhatsApp,Accepted,Yes
RTC0005287,C0015608,Win-Back Drive,Priority Support,22-03-2025,Call,Accepted,Yes
RTC0005288,C0015612,At-Risk Outreach,Annual Plan Discount,23-11-2025,Email,No Response,Yes
RTC0005289,C0015615,At-Risk Outreach,Cashback Voucher,07-07-2025,Email,No Response,Yes
RTC0005290,C0015622,Win-Back Drive,Bill Waiver,22-10-2025,Call,No Response,Yes
RTC0005291,C0015623,Loyalty Save,Free OTT 3 Months,08-05-2025,WhatsApp,Accepted,Yes
RTC0005292,C0015629,Loyalty Save,Extra Data 50GB,29-04-2025,Email,Accepted,Yes
RTC0005293,C0015634,Loyalty Save,Extra Data 50GB,12-01-2025,Email,Accepted,No
RTC0005294,C0015635,Value Retention,Annual Plan Discount,26-01-2026,Email,No Response,Yes
RTC0005295,C0015640,At-Risk Outreach,Priority Support,13-03-2026,SMS,Accepted,Yes
RTC0005296,C0015641,Loyalty Save,Plan Upgrade Offer,01-11-2025,SMS,Accepted,Yes
RTC0005297,C0015642,Win-Back Drive,Cashback Voucher,17-03-2026,WhatsApp,Accepted,Yes
RTC0005298,C0015643,Loyalty Save,Extra Data 50GB,01-01-2026,Email,Declined,Yes
RTC0005299,C0015648,At-Risk Outreach,Cashback Voucher,21-06-2025,App,Accepted,Yes
RTC0005300,C0015649,Loyalty Save,Bill Waiver,20-06-2025,Email,Declined,Yes
RTC0005301,C0015651,Win-Back Drive,Free OTT 3 Months,31-12-2025,WhatsApp,No Response,Yes
RTC0005302,C0015653,Loyalty Save,Extra Data 50GB,24-10-2025,WhatsApp,Accepted,No
RTC0005303,C0015654,At-Risk Outreach,Bill Waiver,13-12-2025,SMS,Declined,Yes
RTC0005304,C0015658,Renewal Nudge,Extra Data 50GB,02-06-2025,SMS,Declined,Yes
RTC0005305,C0015667,Value Retention,Plan Upgrade Offer,26-06-2025,SMS,Declined,Yes
RTC0005306,C0015677,Loyalty Save,Priority Support,18-01-2025,App,Accepted,Yes
RTC0005307,C0015681,Renewal Nudge,Plan Upgrade Offer,15-03-2025,Email,No Response,Yes
RTC0005308,C0015682,At-Risk Outreach,Annual Plan Discount,20-08-2025,Email,Accepted,Yes
RTC0005309,C0015683,Value Retention,Free OTT 3 Months,24-05-2025,WhatsApp,Accepted,Yes
RTC0005310,C0015684,Win-Back Drive,Bill Waiver,08-10-2025,App,Declined,No
RTC0005311,C0015691,Win-Back Drive,Loyalty Discount 10%,15-12-2025,App,Declined,Yes
RTC0005312,C0015697,Win-Back Drive,Free OTT 3 Months,24-04-2025,Email,Accepted,Yes
RTC0005313,C0015698,Value Retention,Extra Data 50GB,21-12-2025,SMS,Accepted,Yes
RTC0005314,C0015700,Value Retention,Priority Support,22-02-2025,Email,Declined,Yes
RTC0005315,C0015701,Value Retention,Plan Upgrade Offer,17-01-2026,Call,Accepted,No
RTC0005316,C0015702,At-Risk Outreach,Loyalty Discount 10%,28-04-2025,Call,Declined,Yes
RTC0005317,C0015703,At-Risk Outreach,Plan Upgrade Offer,02-01-2026,Call,Declined,Yes
RTC0005318,C0015704,Win-Back Drive,Cashback Voucher,21-01-2026,WhatsApp,Declined,Yes
RTC0005319,C0015712,Value Retention,Free OTT 3 Months,07-02-2025,App,No Response,Yes
RTC0005320,C0015716,Renewal Nudge,Cashback Voucher,25-01-2026,WhatsApp,Accepted,Yes
RTC0005321,C0015717,Loyalty Save,Extra Data 50GB,01-08-2025,WhatsApp,No Response,Yes
RTC0005322,C0015719,Value Retention,Annual Plan Discount,09-04-2025,SMS,Declined,Yes
RTC0005323,C0015720,Win-Back Drive,Bill Waiver,30-10-2025,App,No Response,Yes
RTC0005324,C0015724,Renewal Nudge,Annual Plan Discount,25-03-2026,WhatsApp,Declined,Yes
RTC0005325,C0015732,Loyalty Save,Annual Plan Discount,07-02-2026,App,Accepted,No
RTC0005326,C0015737,Renewal Nudge,Plan Upgrade Offer,23-10-2025,Email,No Response,Yes
RTC0005327,C0015739,Win-Back Drive,Cashback Voucher,19-09-2025,WhatsApp,No Response,Yes
RTC0005328,C0015740,Win-Back Drive,Free OTT 3 Months,17-11-2025,App,No Response,Yes
RTC0005329,C0015745,Renewal Nudge,Annual Plan Discount,09-02-2026,Email,Accepted,Yes
RTC0005330,C0015749,Renewal Nudge,Cashback Voucher,23-12-2025,WhatsApp,Declined,Yes
RTC0005331,C0015753,At-Risk Outreach,Bill Waiver,17-03-2026,Call,Accepted,Yes
RTC0005332,C0015755,Renewal Nudge,Plan Upgrade Offer,18-01-2025,Email,Accepted,Yes
RTC0005333,C0015756,Loyalty Save,Bill Waiver,29-08-2025,App,Accepted,Yes
RTC0005334,C0015758,Loyalty Save,Extra Data 50GB,29-03-2026,SMS,Accepted,Yes
RTC0005335,C0015760,Win-Back Drive,Annual Plan Discount,01-02-2025,Call,Declined,Yes
RTC0005336,C0015761,At-Risk Outreach,Cashback Voucher,01-10-2025,App,Accepted,Yes
RTC0005337,C0015765,Renewal Nudge,Extra Data 50GB,19-06-2025,Email,No Response,Yes
RTC0005338,C0015767,Loyalty Save,Priority Support,09-03-2025,App,Declined,Yes
RTC0005339,C0015770,Loyalty Save,Free OTT 3 Months,02-12-2025,Call,Declined,Yes
RTC0005340,C0015775,Value Retention,Annual Plan Discount,04-01-2025,Call,Declined,No
RTC0005341,C0015777,Value Retention,Plan Upgrade Offer,02-01-2026,App,Declined,Yes
RTC0005342,C0015780,At-Risk Outreach,Loyalty Discount 10%,09-09-2025,Call,Accepted,Yes
RTC0005343,C0015781,Value Retention,Cashback Voucher,20-03-2026,SMS,Declined,Yes
RTC0005344,C0015782,At-Risk Outreach,Cashback Voucher,03-07-2025,Email,No Response,Yes
RTC0005345,C0015783,Renewal Nudge,Annual Plan Discount,06-02-2025,SMS,No Response,Yes
RTC0005346,C0015784,At-Risk Outreach,Bill Waiver,23-03-2026,Call,Declined,Yes
RTC0005347,C0015787,At-Risk Outreach,Annual Plan Discount,19-11-2025,Email,No Response,No
RTC0005348,C0015791,Win-Back Drive,Free OTT 3 Months,07-07-2025,Call,Accepted,Yes
RTC0005349,C0015792,Renewal Nudge,Free OTT 3 Months,07-07-2025,App,Declined,Yes
RTC0005350,C0015798,Value Retention,Loyalty Discount 10%,13-07-2025,App,Accepted,Yes
RTC0005351,C0015801,Loyalty Save,Annual Plan Discount,28-04-2025,SMS,No Response,Yes
RTC0005352,C0015802,Value Retention,Priority Support,14-02-2025,WhatsApp,No Response,Yes
