complaint_id,customer_id,complaint_date,complaint_type,severity,status,resolution_date
CMP00015458,C0017741,23-11-2016,Customer Service,Severe,Resolved,01-12-2016
CMP00015459,C0017743,11-01-2025,Connection Down,Minor,Resolved,13-01-2025
CMP00015460,C0017743,14-11-2022,Data Speed,Moderate,Resolved,23-11-2022
CMP00015461,C0017744,21-09-2024,Customer Service,Major,Unresolved,
CMP00015462,C0017748,23-01-2023,Recharge Not Credited,Minor,Unresolved,
CMP00015463,C0017750,26-11-2024,Customer Service,Major,Unresolved,
CMP00015464,C0017751,06-11-2021,Customer Service,Major,Unresolved,
CMP00015465,C0017751,26-07-2023,Recharge Not Credited,Minor,Resolved,26-07-2023
CMP00015466,C0017751,15-02-2017,Data Speed,Moderate,Resolved,19-02-2017
CMP00015467,C0017754,02-09-2025,Service Quality,Minor,Unresolved,
CMP00015468,C0017754,02-07-2019,Data Speed,Minor,Resolved,07-07-2019
CMP00015469,C0017756,25-04-2024,Connection Down,Minor,Unresolved,
CMP00015470,C0017756,07-04-2017,Data Speed,Moderate,Resolved,10-04-2017
CMP00015471,C0017757,01-06-2018,Network Coverage,Moderate,Unresolved,
CMP00015472,C0017759,29-03-2024,Data Speed,Major,Resolved,01-04-2024
CMP00015473,C0017761,02-04-2016,Network Coverage,Moderate,Resolved,05-04-2016
CMP00015474,C0017761,23-03-2022,Billing Error,Moderate,Resolved,29-03-2022
CMP00015475,C0017762,01-05-2014,Recharge Not Credited,Minor,Resolved,05-05-2014
CMP00015476,C0017763,02-03-2015,Recharge Not Credited,Minor,Unresolved,
CMP00015477,C0017763,18-01-2021,Recharge Not Credited,Moderate,Resolved,23-01-2021
CMP00015478,C0017764,01-11-2024,Customer Service,Moderate,Unresolved,
CMP00015479,C0017764,06-03-2024,Billing Error,Minor,Unresolved,
CMP00015480,C0017765,07-04-2014,Service Quality,Minor,Resolved,12-04-2014
CMP00015481,C0017766,12-11-2021,Data Speed,Moderate,Unresolved,
CMP00015482,C0017768,29-05-2019,Wrongful Charge,Severe,Unresolved,
CMP00015483,C0017771,23-10-2025,Wrongful Charge,Moderate,Unresolved,
CMP00015484,C0017771,02-09-2018,Network Coverage,Major,Resolved,05-09-2018
CMP00015485,C0017773,21-05-2022,Wrongful Charge,Severe,Resolved,26-05-2022
CMP00015486,C0017774,04-04-2022,Network Coverage,Major,Resolved,12-04-2022
CMP00015487,C0017775,20-02-2018,Data Speed,Minor,Unresolved,
CMP00015488,C0017775,13-03-2022,Recharge Not Credited,Severe,Unresolved,
CMP00015489,C0017777,20-01-2016,Data Speed,Major,Unresolved,
CMP00015490,C0017777,14-10-2020,Service Quality,Moderate,Unresolved,
CMP00015491,C0017778,24-12-2020,Recharge Not Credited,Minor,Resolved,01-01-2021
CMP00015492,C0017778,21-12-2016,Wrongful Charge,Major,Resolved,29-12-2016
CMP00015493,C0017779,26-05-2017,Wrongful Charge,Moderate,Resolved,29-05-2017
CMP00015494,C0017780,19-05-2022,Wrongful Charge,Severe,Resolved,24-05-2022
CMP00015495,C0017781,02-07-2019,Wrongful Charge,Moderate,Unresolved,
CMP00015496,C0017782,07-01-2021,Connection Down,Major,Resolved,13-01-2021
CMP00015497,C0017783,09-05-2025,Customer Service,Major,Unresolved,
CMP00015498,C0017783,18-10-2025,Recharge Not Credited,Moderate,Unresolved,
CMP00015499,C0017786,23-02-2019,Recharge Not Credited,Moderate,Resolved,03-03-2019
CMP00015500,C0017787,04-12-2014,Billing Error,Major,Resolved,09-12-2014
CMP00015501,C0017790,24-06-2022,Network Coverage,Moderate,Resolved,03-07-2022
CMP00015502,C0017792,25-08-2021,Recharge Not Credited,Major,Resolved,04-09-2021
CMP00015503,C0017793,31-05-2018,Data Speed,Major,Unresolved,
CMP00015504,C0017795,28-11-2016,Service Quality,Major,Resolved,29-11-2016
CMP00015505,C0017795,04-10-2018,Data Speed,Minor,Resolved,08-10-2018
CMP00015506,C0017796,08-06-2020,Recharge Not Credited,Minor,Resolved,17-06-2020
CMP00015507,C0017796,17-01-2015,Network Coverage,Moderate,Resolved,25-01-2015
CMP00015508,C0017799,12-12-2016,Billing Error,Severe,Unresolved,
CMP00015509,C0017800,22-04-2024,Service Quality,Major,Resolved,24-04-2024
CMP00015510,C0017801,20-01-2018,Billing Error,Minor,Resolved,25-01-2018
CMP00015511,C0017801,13-03-2018,Service Quality,Minor,Resolved,20-03-2018
CMP00015512,C0017802,25-05-2025,Network Coverage,Moderate,Unresolved,
CMP00015513,C0017803,19-03-2017,Customer Service,Minor,Unresolved,
CMP00015514,C0017803,07-04-2018,Connection Down,Moderate,Resolved,13-04-2018
CMP00015515,C0017805,29-07-2022,Connection Down,Minor,Resolved,07-08-2022
CMP00015516,C0017805,16-02-2017,Customer Service,Major,Resolved,18-02-2017
CMP00015517,C0017806,17-11-2024,Billing Error,Moderate,Resolved,17-11-2024
CMP00015518,C0017807,07-12-2021,Data Speed,Minor,Resolved,12-12-2021
CMP00015519,C0017808,10-04-2019,Recharge Not Credited,Minor,Unresolved,
CMP00015520,C0017808,29-09-2025,Billing Error,Minor,Resolved,30-09-2025
CMP00015521,C0017809,09-07-2025,Connection Down,Moderate,Unresolved,
CMP00015522,C0017811,17-03-2021,Recharge Not Credited,Major,Unresolved,
CMP00015523,C0017812,28-02-2023,Network Coverage,Minor,Resolved,02-03-2023
CMP00015524,C0017816,28-06-2020,Customer Service,Minor,Unresolved,
CMP00015525,C0017816,03-06-2017,Billing Error,Major,Unresolved,
CMP00015526,C0017816,11-05-2017,Billing Error,Major,Resolved,16-05-2017
CMP00015527,C0017817,07-12-2014,Network Coverage,Major,Unresolved,
CMP00015528,C0017818,02-06-2025,Billing Error,Minor,Resolved,05-06-2025
CMP00015529,C0017819,26-04-2025,Customer Service,Major,Unresolved,
CMP00015530,C0017819,26-01-2018,Connection Down,Minor,Unresolved,
CMP00015531,C0017819,29-11-2020,Network Coverage,Major,Resolved,30-11-2020
CMP00015532,C0017820,22-12-2019,Connection Down,Severe,Unresolved,
CMP00015533,C0017823,21-09-2024,Network Coverage,Moderate,Resolved,27-09-2024
CMP00015534,C0017824,13-07-2014,Network Coverage,Major,Resolved,19-07-2014
CMP00015535,C0017825,08-12-2023,Wrongful Charge,Major,Unresolved,
CMP00015536,C0017825,13-02-2018,Billing Error,Moderate,Resolved,18-02-2018
CMP00015537,C0017828,18-04-2020,Service Quality,Minor,Unresolved,
CMP00015538,C0017829,24-01-2017,Customer Service,Minor,Unresolved,
CMP00015539,C0017830,07-10-2017,Network Coverage,Major,Unresolved,
CMP00015540,C0017830,16-09-2024,Data Speed,Minor,Unresolved,
CMP00015541,C0017832,04-11-2017,Wrongful Charge,Major,Unresolved,
CMP00015542,C0017832,07-02-2026,Data Speed,Minor,Unresolved,
CMP00015543,C0017832,18-02-2021,Connection Down,Minor,Unresolved,
CMP00015544,C0017832,21-12-2017,Recharge Not Credited,Moderate,Resolved,22-12-2017
CMP00015545,C0017833,30-01-2014,Service Quality,Major,Resolved,08-02-2014
CMP00015546,C0017834,23-03-2017,Data Speed,Minor,Unresolved,
CMP00015547,C0017835,29-09-2025,Network Coverage,Major,Resolved,03-10-2025
CMP00015548,C0017837,29-01-2015,Wrongful Charge,Minor,Unresolved,
CMP00015549,C0017838,25-10-2022,Service Quality,Moderate,Unresolved,
CMP00015550,C0017839,26-08-2019,Customer Service,Moderate,Resolved,03-09-2019
CMP00015551,C0017840,15-10-2021,Service Quality,Major,Resolved,16-10-2021
CMP00015552,C0017841,10-10-2025,Billing Error,Moderate,Unresolved,
CMP00015553,C0017842,03-05-2025,Connection Down,Moderate,Resolved,03-05-2025
CMP00015554,C0017843,09-10-2020,Billing Error,Minor,Resolved,16-10-2020
CMP00015555,C0017847,30-01-2014,Data Speed,Severe,Unresolved,
CMP00015556,C0017849,30-08-2017,Recharge Not Credited,Major,Resolved,08-09-2017
CMP00015557,C0017849,02-02-2018,Service Quality,Minor,Resolved,07-02-2018
CMP00015558,C0017850,14-07-2019,Customer Service,Severe,Resolved,18-07-2019
CMP00015559,C0017851,30-05-2017,Billing Error,Moderate,Unresolved,
CMP00015560,C0017851,03-12-2021,Customer Service,Minor,Resolved,06-12-2021
CMP00015561,C0017852,15-03-2022,Data Speed,Moderate,Resolved,20-03-2022
CMP00015562,C0017853,07-02-2017,Service Quality,Minor,Resolved,11-02-2017
CMP00015563,C0017859,14-11-2019,Wrongful Charge,Moderate,Resolved,21-11-2019
CMP00015564,C0017860,26-07-2025,Data Speed,Moderate,Unresolved,
CMP00015565,C0017860,02-04-2018,Connection Down,Moderate,Resolved,06-04-2018
CMP00015566,C0017861,02-11-2022,Data Speed,Minor,Unresolved,
CMP00015567,C0017865,05-01-2016,Billing Error,Moderate,Unresolved,
CMP00015568,C0017865,25-04-2017,Recharge Not Credited,Severe,Unresolved,
CMP00015569,C0017865,01-10-2014,Network Coverage,Moderate,Resolved,07-10-2014
CMP00015570,C0017867,18-12-2024,Billing Error,Moderate,Unresolved,
CMP00015571,C0017868,15-04-2021,Recharge Not Credited,Minor,Unresolved,
CMP00015572,C0017868,05-01-2020,Data Speed,Moderate,Resolved,14-01-2020
CMP00015573,C0017870,27-06-2016,Connection Down,Major,Unresolved,
CMP00015574,C0017870,21-03-2021,Data Speed,Moderate,Unresolved,
CMP00015575,C0017872,30-04-2023,Wrongful Charge,Minor,Resolved,09-05-2023
CMP00015576,C0017874,09-06-2021,Data Speed,Major,Resolved,10-06-2021
CMP00015577,C0017875,22-03-2018,Billing Error,Minor,Unresolved,
CMP00015578,C0017875,21-06-2015,Network Coverage,Moderate,Unresolved,
CMP00015579,C0017878,16-09-2016,Connection Down,Minor,Unresolved,
CMP00015580,C0017879,14-01-2021,Connection Down,Minor,Resolved,22-01-2021
CMP00015581,C0017880,11-09-2019,Network Coverage,Major,Resolved,20-09-2019
CMP00015582,C0017880,14-07-2022,Billing Error,Major,Resolved,18-07-2022
CMP00015583,C0017882,29-06-2019,Customer Service,Major,Unresolved,
CMP00015584,C0017882,22-01-2024,Billing Error,Moderate,Resolved,30-01-2024
CMP00015585,C0017882,18-04-2021,Recharge Not Credited,Major,Resolved,22-04-2021
CMP00015586,C0017883,09-03-2026,Connection Down,Severe,Unresolved,
CMP00015587,C0017883,18-09-2014,Customer Service,Moderate,Resolved,23-09-2014
CMP00015588,C0017885,27-07-2015,Wrongful Charge,Moderate,Resolved,29-07-2015
CMP00015589,C0017885,18-10-2025,Connection Down,Minor,Resolved,23-10-2025
CMP00015590,C0017886,02-07-2025,Customer Service,Severe,Unresolved,
CMP00015591,C0017887,14-02-2020,Data Speed,Major,Unresolved,
CMP00015592,C0017888,18-05-2017,Recharge Not Credited,Major,Unresolved,
CMP00015593,C0017888,11-09-2017,Service Quality,Major,Resolved,17-09-2017
CMP00015594,C0017890,12-01-2015,Billing Error,Minor,Resolved,12-01-2015
CMP00015595,C0017891,11-05-2019,Wrongful Charge,Moderate,Resolved,12-05-2019
CMP00015596,C0017891,28-03-2020,Data Speed,Major,Resolved,29-03-2020
CMP00015597,C0017897,31-01-2017,Service Quality,Minor,Unresolved,
CMP00015598,C0017898,22-11-2016,Network Coverage,Major,Resolved,24-11-2016
CMP00015599,C0017900,11-04-2023,Service Quality,Minor,Resolved,12-04-2023
CMP00015600,C0017900,16-07-2025,Customer Service,Major,Resolved,18-07-2025
CMP00015601,C0017901,01-04-2019,Network Coverage,Major,Resolved,10-04-2019
CMP00015602,C0017904,22-02-2015,Network Coverage,Minor,Resolved,26-02-2015
CMP00015603,C0017908,30-11-2022,Wrongful Charge,Moderate,Unresolved,
CMP00015604,C0017908,18-04-2019,Data Speed,Severe,Unresolved,
CMP00015605,C0017909,08-11-2014,Wrongful Charge,Major,Unresolved,
CMP00015606,C0017913,10-07-2014,Billing Error,Minor,Resolved,12-07-2014
CMP00015607,C0017914,04-01-2025,Network Coverage,Severe,Resolved,13-01-2025
CMP00015608,C0017915,26-08-2014,Service Quality,Moderate,Unresolved,
CMP00015609,C0017915,03-07-2021,Billing Error,Minor,Resolved,07-07-2021
CMP00015610,C0017915,15-09-2024,Wrongful Charge,Moderate,Resolved,18-09-2024
CMP00015611,C0017915,17-12-2016,Connection Down,Minor,Resolved,24-12-2016
CMP00015612,C0017915,17-03-2024,Data Speed,Moderate,Resolved,26-03-2024
CMP00015613,C0017917,20-12-2019,Data Speed,Major,Unresolved,
CMP00015614,C0017918,02-04-2023,Data Speed,Major,Resolved,04-04-2023
CMP00015615,C0017918,05-01-2025,Wrongful Charge,Minor,Resolved,07-01-2025
CMP00015616,C0017919,03-08-2021,Recharge Not Credited,Minor,Resolved,04-08-2021
CMP00015617,C0017920,09-07-2015,Network Coverage,Major,Resolved,18-07-2015
CMP00015618,C0017920,01-05-2024,Service Quality,Minor,Resolved,02-05-2024
CMP00015619,C0017921,13-03-2026,Customer Service,Severe,Unresolved,
CMP00015620,C0017921,21-07-2025,Billing Error,Severe,Resolved,23-07-2025
CMP00015621,C0017922,11-07-2015,Billing Error,Moderate,Unresolved,
CMP00015622,C0017922,04-10-2025,Billing Error,Minor,Unresolved,
CMP00015623,C0017925,29-01-2017,Billing Error,Major,Resolved,04-02-2017
CMP00015624,C0017925,15-01-2019,Wrongful Charge,Major,Resolved,16-01-2019
CMP00015625,C0017928,03-10-2025,Service Quality,Severe,Resolved,13-10-2025
CMP00015626,C0017928,17-05-2024,Wrongful Charge,Minor,Resolved,25-05-2024
CMP00015627,C0017930,10-02-2020,Wrongful Charge,Moderate,Resolved,17-02-2020
CMP00015628,C0017930,25-07-2022,Network Coverage,Major,Resolved,25-07-2022
CMP00015629,C0017930,28-04-2015,Billing Error,Minor,Resolved,29-04-2015
CMP00015630,C0017930,27-04-2019,Connection Down,Minor,Resolved,03-05-2019
CMP00015631,C0017933,22-10-2022,Network Coverage,Minor,Resolved,29-10-2022
CMP00015632,C0017938,21-02-2024,Service Quality,Moderate,Unresolved,
CMP00015633,C0017938,26-03-2015,Billing Error,Major,Resolved,04-04-2015
CMP00015634,C0017940,06-02-2023,Customer Service,Moderate,Unresolved,
CMP00015635,C0017940,08-06-2017,Service Quality,Major,Unresolved,
CMP00015636,C0017941,01-12-2021,Wrongful Charge,Minor,Unresolved,
CMP00015637,C0017941,15-03-2015,Recharge Not Credited,Minor,Unresolved,
CMP00015638,C0017941,08-03-2022,Customer Service,Minor,Resolved,14-03-2022
CMP00015639,C0017943,20-11-2018,Network Coverage,Major,Unresolved,
CMP00015640,C0017944,09-06-2023,Service Quality,Severe,Resolved,18-06-2023
CMP00015641,C0017944,27-05-2019,Service Quality,Moderate,Resolved,28-05-2019
CMP00015642,C0017946,17-09-2025,Billing Error,Minor,Resolved,23-09-2025
CMP00015643,C0017947,15-08-2023,Wrongful Charge,Major,Unresolved,
CMP00015644,C0017947,04-06-2021,Data Speed,Severe,Resolved,11-06-2021
CMP00015645,C0017948,24-06-2014,Network Coverage,Moderate,Resolved,25-06-2014
CMP00015646,C0017948,02-05-2014,Customer Service,Severe,Resolved,04-05-2014
CMP00015647,C0017950,24-12-2021,Network Coverage,Severe,Unresolved,
CMP00015648,C0017951,15-01-2022,Network Coverage,Moderate,Unresolved,
CMP00015649,C0017952,07-02-2015,Service Quality,Severe,Unresolved,
CMP00015650,C0017954,09-04-2016,Connection Down,Moderate,Resolved,15-04-2016
CMP00015651,C0017955,03-07-2020,Customer Service,Major,Resolved,03-07-2020
CMP00015652,C0017956,15-10-2015,Billing Error,Major,Unresolved,
CMP00015653,C0017957,11-06-2024,Service Quality,Minor,Unresolved,
CMP00015654,C0017957,20-07-2023,Billing Error,Moderate,Unresolved,
CMP00015655,C0017960,26-01-2023,Billing Error,Moderate,Unresolved,
CMP00015656,C0017960,20-08-2019,Connection Down,Minor,Unresolved,
CMP00015657,C0017961,10-03-2020,Network Coverage,Moderate,Resolved,19-03-2020
CMP00015658,C0017961,22-01-2024,Service Quality,Major,Resolved,28-01-2024
CMP00015659,C0017962,21-10-2021,Wrongful Charge,Severe,Unresolved,
CMP00015660,C0017962,19-03-2020,Data Speed,Moderate,Unresolved,
CMP00015661,C0017962,22-04-2022,Billing Error,Major,Resolved,25-04-2022
CMP00015662,C0017963,21-11-2022,Billing Error,Minor,Unresolved,
CMP00015663,C0017963,04-02-2023,Recharge Not Credited,Severe,Unresolved,
CMP00015664,C0017964,26-12-2017,Recharge Not Credited,Major,Unresolved,
CMP00015665,C0017964,23-10-2014,Data Speed,Moderate,Resolved,01-11-2014
CMP00015666,C0017965,29-04-2017,Wrongful Charge,Minor,Unresolved,
CMP00015667,C0017967,17-07-2016,Recharge Not Credited,Major,Unresolved,
CMP00015668,C0017967,15-10-2020,Connection Down,Moderate,Resolved,21-10-2020
CMP00015669,C0017968,10-07-2023,Data Speed,Minor,Resolved,11-07-2023
CMP00015670,C0017969,18-07-2019,Billing Error,Moderate,Resolved,23-07-2019
CMP00015671,C0017969,07-09-2019,Data Speed,Major,Resolved,14-09-2019
CMP00015672,C0017973,24-12-2016,Data Speed,Minor,Unresolved,
CMP00015673,C0017974,20-01-2018,Connection Down,Severe,Resolved,27-01-2018
CMP00015674,C0017974,15-12-2023,Customer Service,Major,Resolved,18-12-2023
CMP00015675,C0017975,07-07-2022,Connection Down,Moderate,Unresolved,
CMP00015676,C0017976,30-03-2021,Recharge Not Credited,Moderate,Resolved,03-04-2021
CMP00015677,C0017977,06-03-2025,Network Coverage,Moderate,Resolved,07-03-2025
CMP00015678,C0017979,07-04-2024,Network Coverage,Moderate,Resolved,10-04-2024
CMP00015679,C0017980,09-03-2024,Customer Service,Minor,Resolved,19-03-2024
CMP00015680,C0017980,28-04-2022,Recharge Not Credited,Minor,Resolved,04-05-2022
CMP00015681,C0017988,05-12-2016,Customer Service,Severe,Resolved,11-12-2016
CMP00015682,C0017989,17-01-2025,Billing Error,Minor,Resolved,22-01-2025
CMP00015683,C0017996,27-12-2023,Service Quality,Minor,Resolved,29-12-2023
CMP00015684,C0017997,18-08-2019,Data Speed,Severe,Resolved,25-08-2019
CMP00015685,C0017998,11-02-2024,Customer Service,Moderate,Resolved,12-02-2024
CMP00015686,C0018000,30-07-2016,Wrongful Charge,Minor,Resolved,31-07-2016
CMP00015687,C0018001,02-11-2019,Connection Down,Major,Resolved,10-11-2019
CMP00015688,C0018002,21-12-2015,Connection Down,Minor,Unresolved,
CMP00015689,C0018002,20-07-2017,Customer Service,Moderate,Unresolved,
CMP00015690,C0018002,03-03-2021,Customer Service,Minor,Unresolved,
CMP00015691,C0018002,09-06-2020,Billing Error,Moderate,Resolved,17-06-2020
CMP00015692,C0018004,22-12-2015,Wrongful Charge,Major,Resolved,24-12-2015
CMP00015693,C0018006,14-03-2026,Service Quality,Moderate,Unresolved,
CMP00015694,C0018007,19-07-2017,Recharge Not Credited,Moderate,Unresolved,
CMP00015695,C0018007,09-05-2014,Service Quality,Severe,Resolved,16-05-2014
CMP00015696,C0018008,30-07-2020,Connection Down,Moderate,Unresolved,
CMP00015697,C0018008,18-12-2019,Service Quality,Minor,Unresolved,
CMP00015698,C0018009,18-09-2016,Wrongful Charge,Severe,Resolved,21-09-2016
CMP00015699,C0018010,27-05-2021,Wrongful Charge,Minor,Resolved,01-06-2021
CMP00015700,C0018010,27-12-2019,Connection Down,Moderate,Resolved,28-12-2019
CMP00015701,C0018013,31-10-2018,Service Quality,Major,Unresolved,
CMP00015702,C0018013,22-08-2021,Data Speed,Moderate,Unresolved,
CMP00015703,C0018015,01-06-2016,Connection Down,Moderate,Unresolved,
CMP00015704,C0018017,13-12-2020,Data Speed,Major,Unresolved,
CMP00015705,C0018017,06-06-2014,Customer Service,Moderate,Unresolved,
CMP00015706,C0018017,17-09-2025,Billing Error,Severe,Unresolved,
CMP00015707,C0018017,10-04-2014,Customer Service,Moderate,Resolved,11-04-2014
CMP00015708,C0018018,01-12-2019,Connection Down,Moderate,Unresolved,
CMP00015709,C0018018,16-03-2021,Customer Service,Major,Unresolved,
CMP00015710,C0018018,04-02-2024,Customer Service,Moderate,Unresolved,
CMP00015711,C0018020,11-09-2015,Customer Service,Moderate,Resolved,21-09-2015
CMP00015712,C0018021,17-10-2016,Customer Service,Moderate,Unresolved,
CMP00015713,C0018022,23-07-2014,Connection Down,Moderate,Unresolved,
CMP00015714,C0018022,08-08-2020,Customer Service,Minor,Unresolved,
CMP00015715,C0018023,04-03-2014,Recharge Not Credited,Major,Unresolved,
CMP00015716,C0018024,30-05-2017,Network Coverage,Minor,Resolved,03-06-2017
CMP00015717,C0018027,13-11-2016,Network Coverage,Severe,Unresolved,
CMP00015718,C0018028,03-12-2015,Wrongful Charge,Moderate,Resolved,07-12-2015
CMP00015719,C0018031,09-02-2015,Billing Error,Major,Resolved,12-02-2015
CMP00015720,C0018032,16-11-2023,Service Quality,Major,Unresolved,
CMP00015721,C0018032,07-07-2019,Billing Error,Moderate,Resolved,11-07-2019
CMP00015722,C0018035,27-08-2023,Customer Service,Major,Unresolved,
CMP00015723,C0018035,18-06-2023,Customer Service,Moderate,Unresolved,
CMP00015724,C0018035,16-08-2017,Data Speed,Minor,Resolved,20-08-2017
CMP00015725,C0018036,26-01-2014,Connection Down,Major,Resolved,29-01-2014
CMP00015726,C0018038,14-01-2016,Wrongful Charge,Minor,Resolved,22-01-2016
CMP00015727,C0018038,08-11-2022,Data Speed,Minor,Resolved,11-11-2022
CMP00015728,C0018038,12-07-2019,Data Speed,Minor,Resolved,12-07-2019
CMP00015729,C0018040,22-11-2018,Billing Error,Moderate,Unresolved,
CMP00015730,C0018042,06-10-2022,Recharge Not Credited,Minor,Resolved,10-10-2022
CMP00015731,C0018043,03-06-2020,Wrongful Charge,Major,Unresolved,
CMP00015732,C0018043,26-07-2017,Recharge Not Credited,Minor,Resolved,04-08-2017
CMP00015733,C0018045,28-09-2021,Recharge Not Credited,Moderate,Resolved,07-10-2021
CMP00015734,C0018046,05-04-2021,Recharge Not Credited,Moderate,Resolved,11-04-2021
CMP00015735,C0018047,12-01-2016,Network Coverage,Moderate,Unresolved,
CMP00015736,C0018047,17-10-2023,Billing Error,Major,Resolved,18-10-2023
CMP00015737,C0018047,06-02-2018,Billing Error,Severe,Resolved,12-02-2018
CMP00015738,C0018048,06-07-2020,Connection Down,Moderate,Unresolved,
CMP00015739,C0018048,03-01-2023,Service Quality,Major,Unresolved,
CMP00015740,C0018051,16-03-2024,Service Quality,Moderate,Resolved,17-03-2024
CMP00015741,C0018052,22-10-2017,Billing Error,Moderate,Resolved,23-10-2017
CMP00015742,C0018052,15-01-2020,Connection Down,Moderate,Resolved,17-01-2020
CMP00015743,C0018053,14-12-2021,Customer Service,Major,Unresolved,
CMP00015744,C0018054,14-03-2015,Connection Down,Severe,Resolved,16-03-2015
CMP00015745,C0018054,07-03-2016,Data Speed,Moderate,Resolved,15-03-2016
CMP00015746,C0018054,14-12-2015,Recharge Not Credited,Moderate,Resolved,17-12-2015
CMP00015747,C0018054,16-01-2026,Billing Error,Moderate,Resolved,20-01-2026
CMP00015748,C0018056,17-12-2019,Service Quality,Major,Unresolved,
CMP00015749,C0018056,06-02-2026,Service Quality,Minor,Resolved,13-02-2026
CMP00015750,C0018056,24-05-2020,Wrongful Charge,Moderate,Resolved,30-05-2020
CMP00015751,C0018059,26-02-2026,Connection Down,Major,Unresolved,
CMP00015752,C0018060,30-11-2016,Network Coverage,Moderate,Resolved,03-12-2016
CMP00015753,C0018067,19-07-2014,Wrongful Charge,Major,Unresolved,
CMP00015754,C0018067,26-06-2022,Service Quality,Minor,Resolved,03-07-2022
CMP00015755,C0018067,18-12-2024,Service Quality,Moderate,Resolved,26-12-2024
CMP00015756,C0018067,27-06-2024,Network Coverage,Minor,Resolved,30-06-2024
CMP00015757,C0018069,19-06-2024,Billing Error,Minor,Resolved,20-06-2024
CMP00015758,C0018071,24-05-2023,Connection Down,Moderate,Resolved,03-06-2023
CMP00015759,C0018072,15-09-2021,Service Quality,Minor,Resolved,23-09-2021
CMP00015760,C0018078,10-08-2016,Billing Error,Minor,Resolved,16-08-2016
CMP00015761,C0018078,28-06-2018,Network Coverage,Moderate,Resolved,01-07-2018
CMP00015762,C0018080,04-10-2020,Service Quality,Major,Unresolved,
CMP00015763,C0018080,05-07-2024,Recharge Not Credited,Minor,Unresolved,
CMP00015764,C0018081,02-11-2022,Wrongful Charge,Moderate,Resolved,03-11-2022
CMP00015765,C0018081,15-12-2017,Connection Down,Moderate,Resolved,22-12-2017
CMP00015766,C0018084,29-10-2025,Service Quality,Moderate,Unresolved,
CMP00015767,C0018085,17-06-2017,Recharge Not Credited,Minor,Resolved,18-06-2017
CMP00015768,C0018086,14-11-2020,Connection Down,Moderate,Resolved,16-11-2020
CMP00015769,C0018087,27-04-2023,Data Speed,Minor,Unresolved,
CMP00015770,C0018088,25-04-2022,Recharge Not Credited,Minor,Resolved,27-04-2022
CMP00015771,C0018089,28-03-2023,Connection Down,Major,Unresolved,
CMP00015772,C0018091,27-08-2015,Network Coverage,Major,Unresolved,
CMP00015773,C0018093,02-07-2014,Network Coverage,Moderate,Unresolved,
CMP00015774,C0018093,22-02-2018,Data Speed,Severe,Unresolved,
CMP00015775,C0018094,28-10-2022,Recharge Not Credited,Minor,Resolved,01-11-2022
CMP00015776,C0018094,22-08-2020,Customer Service,Major,Resolved,30-08-2020
CMP00015777,C0018094,26-04-2025,Data Speed,Moderate,Resolved,28-04-2025
CMP00015778,C0018095,30-12-2020,Connection Down,Minor,Unresolved,
CMP00015779,C0018095,23-09-2021,Wrongful Charge,Minor,Unresolved,
CMP00015780,C0018095,31-01-2016,Data Speed,Severe,Resolved,31-01-2016
CMP00015781,C0018095,19-08-2016,Network Coverage,Major,Resolved,21-08-2016
CMP00015782,C0018095,07-12-2019,Network Coverage,Minor,Resolved,15-12-2019
CMP00015783,C0018095,06-08-2023,Billing Error,Moderate,Resolved,15-08-2023
CMP00015784,C0018097,06-09-2018,Service Quality,Moderate,Resolved,09-09-2018
CMP00015785,C0018099,12-12-2020,Customer Service,Minor,Unresolved,
CMP00015786,C0018099,13-03-2021,Connection Down,Minor,Resolved,18-03-2021
CMP00015787,C0018100,23-05-2019,Recharge Not Credited,Moderate,Unresolved,
CMP00015788,C0018101,30-08-2019,Wrongful Charge,Minor,Resolved,08-09-2019
CMP00015789,C0018103,18-05-2024,Connection Down,Moderate,Resolved,21-05-2024
CMP00015790,C0018103,05-11-2016,Billing Error,Moderate,Resolved,12-11-2016
CMP00015791,C0018106,26-02-2022,Data Speed,Major,Unresolved,
CMP00015792,C0018107,14-04-2014,Wrongful Charge,Major,Unresolved,
CMP00015793,C0018107,14-01-2023,Connection Down,Moderate,Resolved,17-01-2023
CMP00015794,C0018108,10-09-2019,Service Quality,Moderate,Unresolved,
CMP00015795,C0018108,01-08-2025,Service Quality,Major,Resolved,02-08-2025
CMP00015796,C0018108,20-10-2018,Wrongful Charge,Moderate,Resolved,20-10-2018
CMP00015797,C0018108,17-10-2015,Customer Service,Moderate,Resolved,26-10-2015
CMP00015798,C0018111,13-01-2019,Service Quality,Major,Unresolved,
CMP00015799,C0018114,05-01-2016,Data Speed,Severe,Resolved,06-01-2016
CMP00015800,C0018115,18-04-2019,Customer Service,Severe,Resolved,26-04-2019
CMP00015801,C0018116,13-05-2016,Service Quality,Moderate,Resolved,14-05-2016
CMP00015802,C0018117,10-01-2022,Network Coverage,Minor,Resolved,13-01-2022
CMP00015803,C0018121,31-05-2024,Customer Service,Moderate,Resolved,08-06-2024
CMP00015804,C0018121,18-10-2017,Billing Error,Minor,Resolved,24-10-2017
CMP00015805,C0018122,05-04-2017,Wrongful Charge,Major,Unresolved,
CMP00015806,C0018122,01-12-2017,Data Speed,Severe,Resolved,01-12-2017
CMP00015807,C0018122,05-03-2021,Network Coverage,Major,Resolved,07-03-2021
