feedback_id,customer_id,feedback_date,csat_score,nps_score,channel,feedback_category
FB00026345,C0017590,01-05-2014,4,6,Call Centre,Billing
FB00026346,C0017591,01-07-2023,3,6,Call Centre,App Experience
FB00026347,C0017592,25-02-2020,4,5,App Rating,Support
FB00026348,C0017592,14-12-2015,5,7,Call Centre,Pricing
FB00026349,C0017593,12-06-2022,2,4,Call Centre,Overall Experience
FB00026350,C0017593,09-06-2022,2,5,SMS Survey,App Experience
FB00026351,C0017594,27-01-2026,2,7,IVR Survey,Overall Experience
FB00026352,C0017594,18-06-2024,4,6,SMS Survey,Support
FB00026353,C0017595,21-11-2016,4,8,Email Survey,Billing
FB00026354,C0017596,01-02-2014,3,5,Email Survey,Billing
FB00026355,C0017596,26-09-2021,4,4,IVR Survey,Billing
FB00026356,C0017598,04-06-2016,5,7,Call Centre,Billing
FB00026357,C0017598,13-09-2024,3,6,SMS Survey,Pricing
FB00026358,C0017598,08-10-2020,3,6,IVR Survey,Network
FB00026359,C0017599,09-03-2020,4,9,SMS Survey,App Experience
FB00026360,C0017599,15-03-2021,3,8,IVR Survey,App Experience
FB00026361,C0017600,12-02-2025,1,3,App Rating,Pricing
FB00026362,C0017602,12-04-2020,4,5,IVR Survey,Network
FB00026363,C0017602,29-01-2023,4,3,SMS Survey,Pricing
FB00026364,C0017603,10-10-2023,4,6,Email Survey,App Experience
FB00026365,C0017604,31-05-2017,3,6,Call Centre,Pricing
FB00026366,C0017605,26-09-2025,3,6,Call Centre,Overall Experience
FB00026367,C0017605,28-04-2014,2,5,IVR Survey,Network
FB00026368,C0017605,02-08-2017,4,6,App Rating,Pricing
FB00026369,C0017606,20-04-2017,3,6,App Rating,Support
FB00026370,C0017608,26-07-2014,2,6,IVR Survey,Network
FB00026371,C0017608,05-08-2018,3,4,IVR Survey,Overall Experience
FB00026372,C0017608,13-07-2022,2,5,Email Survey,App Experience
FB00026373,C0017609,04-07-2022,3,0,IVR Survey,Billing
FB00026374,C0017609,19-08-2020,3,1,Call Centre,Billing
FB00026375,C0017609,05-10-2017,1,0,App Rating,Support
FB00026376,C0017610,08-01-2022,5,9,Email Survey,Overall Experience
FB00026377,C0017611,09-03-2014,4,4,SMS Survey,Pricing
FB00026378,C0017611,16-04-2022,4,5,App Rating,Billing
FB00026379,C0017611,18-09-2022,4,3,SMS Survey,Pricing
FB00026380,C0017612,28-08-2019,2,5,Email Survey,App Experience
FB00026381,C0017613,30-03-2015,4,10,SMS Survey,Network
FB00026382,C0017614,16-06-2014,3,6,Email Survey,Network
FB00026383,C0017614,21-03-2017,2,5,App Rating,Support
FB00026384,C0017614,31-07-2022,2,6,Email Survey,Billing
FB00026385,C0017616,14-03-2014,3,6,SMS Survey,Overall Experience
FB00026386,C0017618,20-12-2022,4,5,Email Survey,Network
FB00026387,C0017618,08-12-2021,3,5,Call Centre,Support
FB00026388,C0017620,07-11-2024,4,8,IVR Survey,App Experience
FB00026389,C0017621,04-06-2022,4,8,SMS Survey,Support
FB00026390,C0017621,22-09-2023,3,9,Call Centre,Network
FB00026391,C0017621,12-07-2023,3,7,App Rating,Overall Experience
FB00026392,C0017621,09-11-2022,3,9,IVR Survey,Support
FB00026393,C0017621,01-10-2018,5,8,IVR Survey,Billing
FB00026394,C0017622,02-06-2020,2,6,SMS Survey,Pricing
FB00026395,C0017622,17-07-2025,3,5,IVR Survey,Overall Experience
FB00026396,C0017622,07-01-2025,1,5,IVR Survey,Pricing
FB00026397,C0017622,12-02-2023,3,5,SMS Survey,Billing
FB00026398,C0017623,17-12-2023,3,2,SMS Survey,Billing
FB00026399,C0017624,22-01-2024,2,2,SMS Survey,Support
FB00026400,C0017625,07-05-2014,3,6,IVR Survey,Pricing
FB00026401,C0017626,08-04-2023,4,7,App Rating,App Experience
FB00026402,C0017626,04-01-2018,3,7,IVR Survey,Billing
FB00026403,C0017626,23-05-2015,5,5,Email Survey,Network
FB00026404,C0017628,10-07-2023,2,6,SMS Survey,Billing
FB00026405,C0017628,10-03-2017,2,5,Email Survey,App Experience
FB00026406,C0017629,05-02-2025,1,4,IVR Survey,Support
FB00026407,C0017629,01-05-2019,1,6,IVR Survey,Overall Experience
FB00026408,C0017630,10-06-2025,4,8,Email Survey,Support
FB00026409,C0017631,05-04-2021,4,7,IVR Survey,Pricing
FB00026410,C0017631,19-05-2024,3,6,App Rating,App Experience
FB00026411,C0017632,30-07-2016,5,10,Email Survey,Network
FB00026412,C0017634,24-07-2018,2,5,SMS Survey,Overall Experience
FB00026413,C0017634,04-10-2025,2,4,App Rating,Overall Experience
FB00026414,C0017635,03-03-2022,1,0,Email Survey,Overall Experience
FB00026415,C0017635,28-01-2017,1,2,SMS Survey,Support
FB00026416,C0017635,28-02-2019,1,0,Email Survey,Pricing
FB00026417,C0017635,02-05-2015,2,0,Email Survey,Pricing
FB00026418,C0017637,04-05-2016,4,8,App Rating,Network
FB00026419,C0017637,11-07-2015,3,8,Email Survey,Support
FB00026420,C0017637,19-01-2024,3,10,Email Survey,Support
FB00026421,C0017637,09-02-2022,3,10,Call Centre,Billing
FB00026422,C0017637,06-08-2014,5,8,Call Centre,Overall Experience
FB00026423,C0017637,09-07-2018,4,9,Call Centre,Support
FB00026424,C0017638,11-05-2018,4,6,SMS Survey,Billing
FB00026425,C0017638,28-02-2025,4,5,App Rating,App Experience
FB00026426,C0017638,24-09-2014,4,5,SMS Survey,Network
FB00026427,C0017639,04-01-2017,1,5,SMS Survey,Network
FB00026428,C0017640,15-09-2015,1,0,SMS Survey,Support
FB00026429,C0017640,17-07-2016,1,1,App Rating,Support
FB00026430,C0017641,07-11-2022,4,8,App Rating,Support
FB00026431,C0017641,05-01-2014,4,9,IVR Survey,Billing
FB00026432,C0017642,19-03-2026,2,7,IVR Survey,Pricing
FB00026433,C0017642,06-01-2026,2,6,App Rating,Network
FB00026434,C0017643,02-02-2014,1,4,IVR Survey,Overall Experience
FB00026435,C0017644,22-09-2025,3,6,SMS Survey,Support
FB00026436,C0017644,27-04-2021,3,4,App Rating,App Experience
FB00026437,C0017644,10-04-2015,3,5,SMS Survey,Pricing
FB00026438,C0017645,17-02-2015,2,4,IVR Survey,App Experience
FB00026439,C0017645,15-08-2015,2,4,SMS Survey,App Experience
FB00026440,C0017645,04-01-2022,2,5,Call Centre,App Experience
FB00026441,C0017646,24-03-2020,3,3,App Rating,Overall Experience
FB00026442,C0017647,27-12-2024,3,7,SMS Survey,Billing
FB00026443,C0017647,23-01-2022,4,6,IVR Survey,Pricing
FB00026444,C0017647,14-05-2022,2,7,Call Centre,Billing
FB00026445,C0017647,10-03-2025,2,5,Email Survey,Support
FB00026446,C0017648,25-11-2025,3,5,App Rating,Billing
FB00026447,C0017648,04-06-2021,2,5,Call Centre,Billing
FB00026448,C0017648,24-06-2015,3,7,Call Centre,App Experience
FB00026449,C0017648,29-02-2016,3,6,Call Centre,Support
FB00026450,C0017648,08-02-2022,2,5,IVR Survey,Overall Experience
FB00026451,C0017649,05-11-2018,4,6,SMS Survey,Support
FB00026452,C0017650,15-12-2023,2,4,IVR Survey,Support
FB00026453,C0017651,21-03-2017,2,5,Email Survey,App Experience
FB00026454,C0017651,30-06-2016,3,4,SMS Survey,Billing
FB00026455,C0017652,24-05-2025,2,8,Call Centre,Network
FB00026456,C0017652,26-07-2022,4,6,App Rating,Billing
FB00026457,C0017652,15-09-2025,3,7,App Rating,Overall Experience
FB00026458,C0017652,02-03-2023,3,7,App Rating,Network
FB00026459,C0017653,20-09-2023,2,3,IVR Survey,App Experience
FB00026460,C0017654,15-06-2015,3,5,Call Centre,Billing
FB00026461,C0017654,24-12-2023,3,4,IVR Survey,Pricing
FB00026462,C0017655,14-01-2018,3,3,SMS Survey,Network
FB00026463,C0017655,31-01-2025,3,5,SMS Survey,Pricing
FB00026464,C0017655,11-04-2019,3,3,Email Survey,Billing
FB00026465,C0017656,28-12-2024,4,10,App Rating,Support
FB00026466,C0017656,30-07-2023,4,10,IVR Survey,Pricing
FB00026467,C0017658,10-10-2021,4,6,IVR Survey,Billing
FB00026468,C0017659,17-11-2022,3,9,SMS Survey,Network
FB00026469,C0017659,18-09-2018,5,8,App Rating,Pricing
FB00026470,C0017660,17-04-2016,3,5,Email Survey,App Experience
FB00026471,C0017660,03-06-2016,4,5,App Rating,Billing
FB00026472,C0017662,08-01-2025,2,6,SMS Survey,Pricing
FB00026473,C0017663,12-02-2020,2,6,App Rating,Support
FB00026474,C0017664,27-11-2022,2,5,App Rating,Network
FB00026475,C0017665,13-12-2024,2,6,SMS Survey,App Experience
FB00026476,C0017665,05-02-2022,4,5,IVR Survey,App Experience
FB00026477,C0017666,29-03-2019,3,2,SMS Survey,Billing
FB00026478,C0017667,11-11-2022,5,9,SMS Survey,Overall Experience
FB00026479,C0017668,25-02-2014,4,5,Email Survey,Overall Experience
FB00026480,C0017669,26-05-2016,2,6,Email Survey,Network
FB00026481,C0017670,31-08-2015,4,9,SMS Survey,Support
FB00026482,C0017671,22-07-2019,5,10,Email Survey,Billing
FB00026483,C0017672,05-02-2014,2,4,App Rating,Support
FB00026484,C0017676,01-04-2020,3,6,SMS Survey,App Experience
FB00026485,C0017678,20-04-2021,4,4,SMS Survey,Pricing
FB00026486,C0017679,06-02-2022,3,6,Email Survey,Overall Experience
FB00026487,C0017679,15-02-2024,3,8,Email Survey,Overall Experience
FB00026488,C0017680,23-03-2015,3,4,SMS Survey,Overall Experience
FB00026489,C0017681,29-06-2022,3,1,Email Survey,Pricing
FB00026490,C0017684,24-10-2019,5,8,App Rating,Billing
FB00026491,C0017685,21-02-2015,5,10,App Rating,Billing
FB00026492,C0017685,20-06-2025,4,10,App Rating,Billing
FB00026493,C0017686,29-12-2015,1,3,App Rating,Pricing
FB00026494,C0017687,26-03-2021,5,7,IVR Survey,App Experience
FB00026495,C0017688,28-03-2024,2,0,Call Centre,Support
FB00026496,C0017689,13-05-2018,2,3,SMS Survey,Network
FB00026497,C0017690,03-03-2019,4,4,Email Survey,Network
FB00026498,C0017690,23-12-2020,3,3,Email Survey,Billing
FB00026499,C0017691,17-09-2017,4,7,SMS Survey,Overall Experience
FB00026500,C0017691,29-10-2017,2,7,SMS Survey,Overall Experience
FB00026501,C0017691,26-12-2019,2,5,IVR Survey,Billing
FB00026502,C0017692,19-12-2023,4,7,Email Survey,App Experience
FB00026503,C0017692,28-12-2020,4,6,SMS Survey,App Experience
FB00026504,C0017693,04-05-2023,2,7,App Rating,Billing
FB00026505,C0017694,17-02-2019,5,7,SMS Survey,Billing
FB00026506,C0017694,11-04-2014,4,6,SMS Survey,Billing
FB00026507,C0017695,11-03-2015,1,5,IVR Survey,Support
FB00026508,C0017696,22-05-2019,3,5,App Rating,Pricing
FB00026509,C0017696,14-01-2026,2,3,Call Centre,Overall Experience
FB00026510,C0017697,19-05-2015,1,3,Email Survey,App Experience
FB00026511,C0017697,11-06-2017,2,3,Email Survey,Pricing
FB00026512,C0017699,09-05-2025,3,4,Call Centre,App Experience
FB00026513,C0017702,08-09-2014,3,6,Call Centre,Overall Experience
FB00026514,C0017702,28-09-2017,5,7,IVR Survey,Billing
FB00026515,C0017702,01-07-2018,4,7,Call Centre,App Experience
FB00026516,C0017703,27-07-2022,1,3,App Rating,Overall Experience
FB00026517,C0017703,22-10-2022,1,4,Email Survey,Network
FB00026518,C0017704,02-05-2015,4,7,App Rating,Pricing
FB00026519,C0017704,04-04-2023,4,6,App Rating,Overall Experience
FB00026520,C0017705,06-09-2014,5,9,Call Centre,Overall Experience
FB00026521,C0017705,26-08-2024,5,7,SMS Survey,Support
FB00026522,C0017706,02-08-2015,1,5,SMS Survey,Overall Experience
FB00026523,C0017707,11-06-2015,3,6,Call Centre,Overall Experience
FB00026524,C0017707,29-06-2018,2,6,Call Centre,Pricing
FB00026525,C0017707,02-08-2025,3,5,App Rating,App Experience
FB00026526,C0017708,27-09-2022,4,8,IVR Survey,App Experience
FB00026527,C0017708,29-01-2024,4,8,IVR Survey,Network
FB00026528,C0017708,14-12-2018,3,8,App Rating,Billing
FB00026529,C0017709,27-03-2026,3,4,App Rating,Overall Experience
FB00026530,C0017709,14-12-2016,3,3,SMS Survey,Billing
FB00026531,C0017710,04-10-2020,1,5,IVR Survey,App Experience
FB00026532,C0017711,18-03-2020,5,10,IVR Survey,Billing
FB00026533,C0017712,23-07-2018,2,2,IVR Survey,Billing
FB00026534,C0017712,16-10-2015,2,2,Call Centre,Pricing
FB00026535,C0017713,02-04-2017,4,4,Email Survey,Support
FB00026536,C0017715,03-02-2014,2,5,Email Survey,Overall Experience
FB00026537,C0017715,30-08-2025,3,5,Email Survey,Network
FB00026538,C0017716,15-07-2016,2,1,App Rating,Support
FB00026539,C0017717,12-12-2024,3,5,Call Centre,Pricing
FB00026540,C0017718,25-08-2021,4,7,Call Centre,Network
FB00026541,C0017718,29-03-2021,3,5,Call Centre,Billing
FB00026542,C0017718,16-07-2018,3,7,App Rating,Support
FB00026543,C0017719,20-11-2025,1,0,Email Survey,Support
FB00026544,C0017719,24-09-2024,2,1,IVR Survey,App Experience
FB00026545,C0017719,06-09-2022,3,1,SMS Survey,App Experience
FB00026546,C0017720,04-06-2016,3,3,SMS Survey,Overall Experience
FB00026547,C0017721,10-04-2017,3,6,Call Centre,Overall Experience
FB00026548,C0017723,21-04-2023,2,4,SMS Survey,Pricing
FB00026549,C0017724,19-04-2017,2,5,IVR Survey,Billing
FB00026550,C0017725,01-10-2016,5,7,IVR Survey,Network
FB00026551,C0017725,04-12-2015,3,8,App Rating,Overall Experience
FB00026552,C0017726,31-12-2020,4,6,Call Centre,Billing
FB00026553,C0017726,03-04-2014,3,5,IVR Survey,App Experience
FB00026554,C0017728,27-11-2020,2,6,App Rating,Network
FB00026555,C0017728,15-08-2020,3,8,SMS Survey,Support
FB00026556,C0017729,23-05-2022,4,7,IVR Survey,Support
FB00026557,C0017731,27-04-2023,2,7,IVR Survey,Network
FB00026558,C0017731,16-07-2025,2,8,App Rating,Support
FB00026559,C0017732,18-10-2020,1,0,App Rating,Overall Experience
FB00026560,C0017732,28-12-2023,3,0,App Rating,Billing
FB00026561,C0017732,02-11-2015,1,1,App Rating,Support
FB00026562,C0017733,06-11-2021,4,6,App Rating,Pricing
FB00026563,C0017733,11-05-2021,3,5,IVR Survey,Pricing
FB00026564,C0017733,27-05-2015,4,6,Call Centre,Billing
FB00026565,C0017734,07-02-2022,4,9,Call Centre,Pricing
FB00026566,C0017735,02-05-2019,3,4,SMS Survey,Network
FB00026567,C0017735,17-09-2021,3,6,Call Centre,Overall Experience
FB00026568,C0017736,28-04-2023,1,5,SMS Survey,Support
FB00026569,C0017736,15-09-2021,3,6,IVR Survey,Billing
FB00026570,C0017736,12-02-2020,3,4,Call Centre,Network
FB00026571,C0017737,21-08-2018,4,4,Call Centre,Pricing
FB00026572,C0017737,30-06-2014,2,5,IVR Survey,Billing
FB00026573,C0017737,01-06-2019,2,6,IVR Survey,Pricing
FB00026574,C0017739,19-09-2024,4,8,App Rating,Support
FB00026575,C0017740,27-11-2018,4,6,App Rating,App Experience
FB00026576,C0017741,22-03-2023,3,3,IVR Survey,App Experience
FB00026577,C0017742,23-10-2015,3,6,Call Centre,Network
FB00026578,C0017743,12-02-2018,3,6,IVR Survey,Support
FB00026579,C0017747,08-02-2019,1,4,Call Centre,Pricing
FB00026580,C0017747,29-06-2023,1,4,SMS Survey,Billing
FB00026581,C0017748,09-08-2022,4,6,Email Survey,Overall Experience
FB00026582,C0017749,20-12-2022,4,7,IVR Survey,Support
FB00026583,C0017750,19-10-2023,2,7,App Rating,Support
FB00026584,C0017750,17-08-2024,4,6,App Rating,Network
FB00026585,C0017752,19-05-2024,4,7,Call Centre,Overall Experience
FB00026586,C0017753,10-05-2023,3,3,Call Centre,Network
FB00026587,C0017754,22-01-2022,5,7,App Rating,App Experience
FB00026588,C0017756,05-11-2022,3,5,App Rating,Pricing
FB00026589,C0017758,02-09-2015,5,7,App Rating,Pricing
FB00026590,C0017758,28-04-2025,3,7,SMS Survey,Billing
FB00026591,C0017759,26-09-2019,3,0,App Rating,App Experience
FB00026592,C0017759,18-07-2021,3,0,Email Survey,Pricing
FB00026593,C0017760,05-01-2022,3,1,IVR Survey,Support
FB00026594,C0017760,02-09-2024,3,1,App Rating,Network
FB00026595,C0017761,28-07-2023,4,7,SMS Survey,Pricing
FB00026596,C0017761,12-03-2018,2,7,App Rating,Overall Experience
FB00026597,C0017761,06-10-2022,3,7,App Rating,Support
FB00026598,C0017762,13-02-2020,3,3,Call Centre,Billing
FB00026599,C0017762,24-04-2024,4,5,SMS Survey,App Experience
FB00026600,C0017763,21-03-2020,2,0,App Rating,Billing
FB00026601,C0017763,02-02-2014,1,0,SMS Survey,App Experience
FB00026602,C0017768,21-05-2022,4,5,Email Survey,Network
FB00026603,C0017770,28-04-2021,2,5,IVR Survey,App Experience
FB00026604,C0017771,01-10-2015,2,7,Email Survey,Billing
FB00026605,C0017771,06-03-2022,2,8,App Rating,Billing
FB00026606,C0017771,22-06-2023,3,7,SMS Survey,Pricing
FB00026607,C0017771,30-11-2024,2,6,Call Centre,Support
FB00026608,C0017773,23-08-2017,3,7,App Rating,Support
FB00026609,C0017773,27-10-2018,2,7,Email Survey,Pricing
FB00026610,C0017774,26-11-2020,3,9,SMS Survey,App Experience
FB00026611,C0017774,02-12-2016,4,7,Call Centre,Network
FB00026612,C0017775,25-10-2024,2,2,App Rating,Network
FB00026613,C0017775,21-03-2023,3,2,Email Survey,Pricing
FB00026614,C0017775,18-12-2022,3,1,Call Centre,Billing
FB00026615,C0017776,04-01-2014,3,1,SMS Survey,Billing
FB00026616,C0017777,05-08-2018,4,9,App Rating,Network
FB00026617,C0017777,25-08-2018,5,8,SMS Survey,Support
FB00026618,C0017778,13-11-2024,4,6,Email Survey,Billing
FB00026619,C0017779,08-06-2017,2,6,App Rating,Support
FB00026620,C0017779,07-05-2019,2,6,App Rating,Support
FB00026621,C0017781,23-04-2021,5,10,App Rating,Billing
FB00026622,C0017781,17-09-2014,4,8,IVR Survey,Support
FB00026623,C0017782,07-05-2022,5,8,Call Centre,App Experience
FB00026624,C0017782,25-03-2017,5,9,Call Centre,Network
FB00026625,C0017782,13-11-2023,5,7,Email Survey,Support
FB00026626,C0017782,08-05-2019,5,7,SMS Survey,App Experience
FB00026627,C0017782,31-01-2026,5,7,SMS Survey,Overall Experience
FB00026628,C0017783,27-12-2017,2,3,IVR Survey,Billing
FB00026629,C0017784,18-01-2017,3,7,Call Centre,Pricing
FB00026630,C0017784,21-03-2021,3,6,Email Survey,Overall Experience
FB00026631,C0017786,23-09-2022,2,7,SMS Survey,Network
FB00026632,C0017787,17-05-2018,3,0,SMS Survey,Billing
FB00026633,C0017787,06-06-2017,2,0,Email Survey,App Experience
FB00026634,C0017787,26-12-2023,1,0,IVR Survey,Billing
FB00026635,C0017788,16-05-2024,3,7,App Rating,Support
FB00026636,C0017790,29-12-2019,5,8,SMS Survey,Overall Experience
FB00026637,C0017791,30-09-2023,4,4,Email Survey,Network
FB00026638,C0017791,20-11-2020,4,4,Call Centre,Network
FB00026639,C0017792,26-03-2020,4,7,IVR Survey,Network
FB00026640,C0017792,05-07-2014,3,7,Email Survey,Support
FB00026641,C0017793,18-10-2023,2,4,SMS Survey,Billing
FB00026642,C0017794,29-11-2016,4,6,Email Survey,App Experience
FB00026643,C0017794,19-11-2024,4,8,App Rating,Network
FB00026644,C0017795,18-09-2019,2,4,App Rating,Pricing
FB00026645,C0017796,11-09-2025,3,5,IVR Survey,App Experience
FB00026646,C0017796,29-01-2022,4,4,SMS Survey,Billing
FB00026647,C0017798,12-07-2017,2,5,App Rating,Overall Experience
FB00026648,C0017798,23-01-2020,1,5,App Rating,App Experience
FB00026649,C0017798,22-02-2017,2,4,Call Centre,Network
FB00026650,C0017798,21-12-2016,3,3,SMS Survey,Pricing
FB00026651,C0017799,29-07-2021,3,8,SMS Survey,Billing
FB00026652,C0017799,01-03-2023,5,6,App Rating,Pricing
FB00026653,C0017799,19-09-2018,5,6,Call Centre,Network
FB00026654,C0017799,04-03-2022,3,8,Call Centre,App Experience
FB00026655,C0017800,12-04-2024,3,5,IVR Survey,Billing
FB00026656,C0017801,05-11-2021,4,5,Call Centre,Pricing
FB00026657,C0017803,21-01-2017,5,9,App Rating,Billing
FB00026658,C0017803,08-08-2020,5,9,Email Survey,Overall Experience
FB00026659,C0017804,19-12-2014,3,8,Email Survey,Network
FB00026660,C0017805,30-08-2018,1,3,SMS Survey,Pricing
FB00026661,C0017805,20-10-2015,2,3,App Rating,Billing
FB00026662,C0017807,22-04-2016,2,6,Email Survey,Support
FB00026663,C0017807,27-01-2024,2,6,Email Survey,Overall Experience
FB00026664,C0017808,25-01-2014,2,4,Call Centre,Support
FB00026665,C0017809,15-09-2022,3,8,App Rating,Network
FB00026666,C0017810,06-11-2021,3,0,Email Survey,App Experience
FB00026667,C0017810,17-10-2020,1,0,Call Centre,Pricing
FB00026668,C0017811,28-03-2019,3,7,SMS Survey,App Experience
FB00026669,C0017812,26-08-2021,4,7,Call Centre,Billing
FB00026670,C0017812,17-09-2017,2,7,Call Centre,Network
FB00026671,C0017815,25-06-2015,2,6,SMS Survey,Overall Experience
FB00026672,C0017815,17-07-2025,2,4,Call Centre,Pricing
FB00026673,C0017817,01-04-2025,1,0,App Rating,Network
FB00026674,C0017818,29-09-2023,2,6,IVR Survey,Billing
FB00026675,C0017818,23-12-2015,2,6,SMS Survey,Billing
FB00026676,C0017819,18-01-2016,2,5,Email Survey,Billing
FB00026677,C0017821,13-01-2019,5,9,IVR Survey,Support
FB00026678,C0017824,13-01-2023,3,2,App Rating,Support
FB00026679,C0017825,20-09-2023,1,6,Email Survey,Network
FB00026680,C0017825,31-08-2019,2,6,Call Centre,App Experience
FB00026681,C0017827,07-08-2025,3,3,SMS Survey,Pricing
FB00026682,C0017827,21-06-2019,3,3,IVR Survey,Billing
FB00026683,C0017827,19-12-2018,2,3,App Rating,Pricing
FB00026684,C0017828,07-04-2023,5,8,IVR Survey,Overall Experience
FB00026685,C0017830,29-02-2024,1,4,Call Centre,Billing
FB00026686,C0017830,22-07-2018,2,3,IVR Survey,Pricing
FB00026687,C0017831,22-02-2016,3,8,App Rating,Billing
FB00026688,C0017832,17-02-2018,3,4,App Rating,Network
FB00026689,C0017832,08-04-2015,2,4,Email Survey,Overall Experience
FB00026690,C0017833,23-05-2022,3,10,Call Centre,Billing
FB00026691,C0017834,12-02-2017,4,6,App Rating,Overall Experience
FB00026692,C0017835,31-10-2015,4,5,Email Survey,Pricing
FB00026693,C0017836,09-04-2020,4,6,App Rating,Billing
FB00026694,C0017836,12-09-2025,4,7,Email Survey,Overall Experience
FB00026695,C0017837,19-07-2015,2,3,Email Survey,Overall Experience
FB00026696,C0017838,06-11-2017,2,7,SMS Survey,Overall Experience
FB00026697,C0017838,23-02-2017,3,6,Call Centre,Billing
FB00026698,C0017840,16-11-2016,1,0,App Rating,Network
FB00026699,C0017840,05-10-2023,3,0,SMS Survey,App Experience
FB00026700,C0017840,23-07-2024,1,0,Call Centre,Billing
FB00026701,C0017841,31-01-2024,1,4,Call Centre,Billing
FB00026702,C0017841,15-11-2024,1,3,Email Survey,Overall Experience
FB00026703,C0017841,04-01-2014,1,3,Email Survey,Network
FB00026704,C0017842,10-08-2015,4,4,IVR Survey,Pricing
FB00026705,C0017842,04-06-2017,3,4,Call Centre,Pricing
FB00026706,C0017843,10-01-2020,2,6,App Rating,Network
FB00026707,C0017843,04-06-2021,4,5,IVR Survey,Pricing
FB00026708,C0017843,02-11-2020,3,6,SMS Survey,Pricing
FB00026709,C0017843,14-03-2023,4,7,Call Centre,Pricing
FB00026710,C0017843,01-09-2021,3,6,SMS Survey,Support
FB00026711,C0017843,20-07-2016,4,5,SMS Survey,Overall Experience
FB00026712,C0017844,04-11-2015,3,7,App Rating,Overall Experience
FB00026713,C0017845,19-08-2015,4,6,Email Survey,App Experience
FB00026714,C0017845,19-03-2016,3,6,Email Survey,Billing
FB00026715,C0017845,11-11-2017,4,6,SMS Survey,Pricing
FB00026716,C0017846,01-09-2018,5,10,Call Centre,App Experience
FB00026717,C0017847,22-07-2024,3,7,IVR Survey,Billing
FB00026718,C0017847,26-01-2021,4,7,Call Centre,Overall Experience
FB00026719,C0017848,07-03-2015,2,3,IVR Survey,Support
FB00026720,C0017850,08-09-2020,4,5,Call Centre,Billing
FB00026721,C0017851,18-03-2017,4,6,SMS Survey,Support
FB00026722,C0017851,15-04-2018,4,6,App Rating,App Experience
FB00026723,C0017851,07-01-2020,2,7,SMS Survey,Support
FB00026724,C0017851,25-10-2019,2,6,Call Centre,Overall Experience
FB00026725,C0017852,22-11-2014,2,3,IVR Survey,Support
FB00026726,C0017852,25-01-2016,1,3,IVR Survey,Overall Experience
FB00026727,C0017853,22-08-2019,4,4,Call Centre,Billing
FB00026728,C0017854,03-02-2014,2,5,Email Survey,Billing
FB00026729,C0017855,16-11-2015,3,5,Call Centre,Pricing
FB00026730,C0017855,11-06-2023,4,5,IVR Survey,Support
FB00026731,C0017856,10-03-2026,3,7,SMS Survey,Network
FB00026732,C0017856,20-12-2025,4,6,IVR Survey,Network
FB00026733,C0017858,24-02-2019,2,0,IVR Survey,Billing
FB00026734,C0017858,15-02-2020,3,1,Call Centre,Support
FB00026735,C0017859,13-12-2019,3,7,App Rating,Support
FB00026736,C0017859,06-09-2014,4,5,SMS Survey,Support
FB00026737,C0017860,08-08-2024,4,7,App Rating,Pricing
FB00026738,C0017860,12-12-2023,3,7,IVR Survey,Billing
FB00026739,C0017861,25-08-2017,4,8,Call Centre,Network
FB00026740,C0017862,23-05-2023,4,8,IVR Survey,App Experience
FB00026741,C0017863,09-07-2021,5,6,SMS Survey,Support
FB00026742,C0017863,13-08-2019,5,6,SMS Survey,Support
FB00026743,C0017863,20-04-2016,3,8,Call Centre,Overall Experience
FB00026744,C0017863,24-06-2025,3,7,SMS Survey,Network
FB00026745,C0017864,22-09-2025,3,6,SMS Survey,Network
FB00026746,C0017865,04-10-2018,2,6,SMS Survey,Overall Experience
FB00026747,C0017865,27-01-2024,3,8,App Rating,Billing
FB00026748,C0017866,06-10-2015,2,3,Email Survey,App Experience
FB00026749,C0017866,08-02-2024,3,2,SMS Survey,App Experience
FB00026750,C0017866,02-03-2024,3,2,Email Survey,App Experience
FB00026751,C0017869,26-09-2020,1,1,Email Survey,Support
FB00026752,C0017869,14-10-2018,1,2,Email Survey,Pricing
FB00026753,C0017871,10-11-2018,2,1,SMS Survey,Network
FB00026754,C0017873,21-01-2017,2,2,App Rating,Overall Experience
FB00026755,C0017873,12-03-2015,2,2,SMS Survey,App Experience
FB00026756,C0017874,04-12-2023,2,6,SMS Survey,Network
FB00026757,C0017875,15-10-2015,2,5,Call Centre,Overall Experience
FB00026758,C0017875,04-09-2014,4,6,SMS Survey,Billing
FB00026759,C0017875,03-05-2017,3,5,Call Centre,App Experience
FB00026760,C0017876,09-11-2016,3,3,Call Centre,Billing
FB00026761,C0017877,29-08-2016,5,9,Call Centre,Overall Experience
FB00026762,C0017877,19-07-2017,4,9,IVR Survey,Pricing
FB00026763,C0017877,10-04-2025,3,8,IVR Survey,App Experience
FB00026764,C0017877,07-09-2015,4,10,SMS Survey,Billing
FB00026765,C0017877,10-07-2019,5,9,App Rating,Billing
FB00026766,C0017879,30-12-2015,2,5,App Rating,Support
FB00026767,C0017880,05-06-2017,4,8,App Rating,App Experience
FB00026768,C0017882,29-02-2024,2,2,Call Centre,Pricing
FB00026769,C0017882,09-12-2020,1,1,IVR Survey,Support
FB00026770,C0017882,09-02-2023,1,1,IVR Survey,Pricing
FB00026771,C0017883,21-02-2024,2,2,SMS Survey,Support
