usage_id,customer_id,usage_month,data_gb_used,data_sessions
UD00054772,C0018258,03-2026,91.41,679
UD00054773,C0018258,02-2026,82.97,417
UD00054774,C0018258,01-2026,69.86,217
UD00054775,C0018259,03-2026,29.15,312
UD00054776,C0018259,02-2026,78.9,1101
UD00054777,C0018259,01-2026,188.56,375
UD00054778,C0018260,03-2026,15.85,145
UD00054779,C0018260,02-2026,26.05,474
UD00054780,C0018260,01-2026,1253.2091741192944,997
UD00054781,C0018261,03-2026,30.1,785
UD00054782,C0018261,02-2026,9.11,492
UD00054783,C0018261,01-2026,17.12,1067
UD00054784,C0018262,03-2026,12.38,594
UD00054785,C0018262,02-2026,4.75,547
UD00054786,C0018262,01-2026,10.98,163
UD00054787,C0018263,03-2026,9.1,228
UD00054788,C0018263,02-2026,26.19,33
UD00054789,C0018263,01-2026,10.68,970
UD00054790,C0018264,03-2026,31.95,1035
UD00054791,C0018264,02-2026,5.94,711
UD00054792,C0018264,01-2026,26.51,1167
UD00054793,C0018265,03-2026,35.45,942
UD00054794,C0018265,02-2026,23.34,304
UD00054795,C0018265,01-2026,13.41,1105
UD00054796,C0018266,03-2026,43.52,40
UD00054797,C0018266,02-2026,37.87,663
UD00054798,C0018266,01-2026,51.53,477
UD00054799,C0018267,03-2026,25.19,1177
UD00054800,C0018267,02-2026,35.53,521
UD00054801,C0018267,01-2026,21.54,159
UD00054802,C0018268,03-2026,9.01,872
UD00054803,C0018268,02-2026,6.49,76
UD00054804,C0018268,01-2026,17.18,898
UD00054805,C0018269,03-2026,53.68,297
UD00054806,C0018269,02-2026,23.28,742
UD00054807,C0018269,01-2026,39.94,200
UD00054808,C0018270,03-2026,65.86,1067
UD00054809,C0018270,02-2026,35.51,1058
UD00054810,C0018270,01-2026,45.72,410
UD00054811,C0018271,03-2026,65.79,698
UD00054812,C0018271,02-2026,61.15,123
UD00054813,C0018271,01-2026,60.96,758
UD00054814,C0018272,03-2026,8.14,333
UD00054815,C0018272,02-2026,26.2,971
UD00054816,C0018272,01-2026,8.4,691
UD00054817,C0018273,03-2026,40.11,999
UD00054818,C0018273,02-2026,27.38,304
UD00054819,C0018273,01-2026,22.12,888
UD00054820,C0018274,03-2026,8.84,607
UD00054821,C0018274,02-2026,40.13,899
UD00054822,C0018274,01-2026,14.7,429
UD00054823,C0018275,03-2026,28.76,1080
UD00054824,C0018275,02-2026,8.43,1041
UD00054825,C0018275,01-2026,18.48,905
UD00054826,C0018276,03-2026,83.34,568
UD00054827,C0018276,02-2026,87.99,613
UD00054828,C0018276,01-2026,138.69,1161
UD00054829,C0018277,03-2026,3.93,57
UD00054830,C0018277,02-2026,17.17,526
UD00054831,C0018277,01-2026,19.43,890
UD00054832,C0018278,03-2026,10.77,214
UD00054833,C0018278,02-2026,10.85,155
UD00054834,C0018278,01-2026,21.06,587
UD00054835,C0018279,03-2026,18.19,675
UD00054836,C0018279,02-2026,16.75,297
UD00054837,C0018279,01-2026,24.75,368
UD00054838,C0018280,03-2026,17.57,320
UD00054839,C0018280,02-2026,40.96,1068
UD00054840,C0018280,01-2026,24.7,694
UD00054841,C0018281,03-2026,11.97,346
UD00054842,C0018281,02-2026,40.07,140
UD00054843,C0018281,01-2026,15.12,360
UD00054844,C0018282,03-2026,2.89,294
UD00054845,C0018282,02-2026,9.27,598
UD00054846,C0018282,01-2026,17.13,1193
UD00054847,C0018283,03-2026,11.33,627
UD00054848,C0018283,02-2026,4.06,78
UD00054849,C0018283,01-2026,27.27,924
UD00054850,C0018284,03-2026,10.91,508
UD00054851,C0018284,02-2026,9.02,567
UD00054852,C0018284,01-2026,23.51,922
UD00054853,C0018285,03-2026,55.35,515
UD00054854,C0018285,02-2026,31.36,1187
UD00054855,C0018285,01-2026,45.54,1103
UD00054856,C0018286,03-2026,14.91,963
UD00054857,C0018286,02-2026,26.22,26
UD00054858,C0018286,01-2026,4.76,35
UD00054859,C0018287,03-2026,23.6,542
UD00054860,C0018287,02-2026,17.48,144
UD00054861,C0018287,01-2026,34.24,311
UD00054862,C0018288,03-2026,13.2,578
UD00054863,C0018288,02-2026,74.26,1062
UD00054864,C0018288,01-2026,47.7,1047
UD00054865,C0018289,03-2026,28.31,421
UD00054866,C0018289,02-2026,51.63,412
UD00054867,C0018289,01-2026,27.18,1185
UD00054868,C0018290,03-2026,47.25,887
UD00054869,C0018290,02-2026,22.87,672
UD00054870,C0018290,01-2026,57.49,788
UD00054871,C0018291,03-2026,38.84,797
UD00054872,C0018291,02-2026,13.91,404
UD00054873,C0018291,01-2026,4.42,371
UD00054874,C0018292,03-2026,32.25,398
UD00054875,C0018292,02-2026,47.67,291
UD00054876,C0018292,01-2026,32.55,163
UD00054877,C0018293,03-2026,87.39,1052
UD00054878,C0018293,02-2026,146.41,23
UD00054879,C0018293,01-2026,68.38,377
UD00054880,C0018294,03-2026,8.12,111
UD00054881,C0018294,02-2026,12.9,246
UD00054882,C0018294,01-2026,13.59,177
UD00054883,C0018295,03-2026,12.75,1007
UD00054884,C0018295,02-2026,40.26,944
UD00054885,C0018295,01-2026,26.56,766
UD00054886,C0018296,03-2026,9.35,899
UD00054887,C0018296,02-2026,42.18,682
UD00054888,C0018296,01-2026,12.14,392
UD00054889,C0018297,03-2026,19.64,68
UD00054890,C0018297,02-2026,11.95,1119
UD00054891,C0018297,01-2026,15.92,937
UD00054892,C0018298,03-2026,13.9,914
UD00054893,C0018298,02-2026,29.14,984
UD00054894,C0018298,01-2026,11.81,906
UD00054895,C0018299,03-2026,76.05,815
UD00054896,C0018299,02-2026,90.11,119
UD00054897,C0018299,01-2026,36.73,122
UD00054898,C0018300,03-2026,22.16,182
UD00054899,C0018300,02-2026,22.81,1000
UD00054900,C0018300,01-2026,9.29,1192
UD00054901,C0018301,03-2026,24.6,378
UD00054902,C0018301,02-2026,44.01,517
UD00054903,C0018301,01-2026,43.4,238
UD00054904,C0018302,03-2026,30.29,329
UD00054905,C0018302,02-2026,22.77,1146
UD00054906,C0018302,01-2026,32.41,186
UD00054907,C0018303,03-2026,7.89,95
UD00054908,C0018303,02-2026,3.65,378
UD00054909,C0018303,01-2026,11.51,373
UD00054910,C0018304,03-2026,17.21,967
UD00054911,C0018304,02-2026,12.45,227
UD00054912,C0018304,01-2026,7.97,517
UD00054913,C0018305,03-2026,18.21,125
UD00054914,C0018305,02-2026,33.66,51
UD00054915,C0018305,01-2026,13.87,1104
UD00054916,C0018306,03-2026,32.06,46
UD00054917,C0018306,02-2026,20.65,1141
UD00054918,C0018306,01-2026,39.07,588
UD00054919,C0018307,03-2026,18.51,131
UD00054920,C0018307,02-2026,6.69,920
UD00054921,C0018307,01-2026,19.77,485
UD00054922,C0018308,03-2026,20.09,65
UD00054923,C0018308,02-2026,14.25,29
UD00054924,C0018308,01-2026,13.85,353
UD00054925,C0018309,03-2026,6.27,91
UD00054926,C0018309,02-2026,19.12,359
UD00054927,C0018309,01-2026,5.44,136
UD00054928,C0018310,03-2026,15.23,394
UD00054929,C0018310,02-2026,9.61,772
UD00054930,C0018310,01-2026,14.23,956
UD00054931,C0018311,03-2026,36.34,886
UD00054932,C0018311,02-2026,15.5,917
UD00054933,C0018311,01-2026,23.32,837
UD00054934,C0018312,03-2026,6.67,278
UD00054935,C0018312,02-2026,45.24,314
UD00054936,C0018312,01-2026,41.65,512
UD00054937,C0018313,03-2026,29.63,73
UD00054938,C0018313,02-2026,25.11,1040
UD00054939,C0018313,01-2026,10.43,1149
UD00054940,C0018314,03-2026,25.51,87
UD00054941,C0018314,02-2026,9.26,470
UD00054942,C0018314,01-2026,22.65,984
UD00054943,C0018315,03-2026,18.01,694
UD00054944,C0018315,02-2026,22.96,733
UD00054945,C0018315,01-2026,8.92,827
UD00054946,C0018316,03-2026,20.89,1008
UD00054947,C0018316,02-2026,9.31,1055
UD00054948,C0018316,01-2026,13.92,312
UD00054949,C0018317,03-2026,27.72,1024
UD00054950,C0018317,02-2026,61.37,186
UD00054951,C0018317,01-2026,27.71,196
UD00054952,C0018318,03-2026,9.63,862
UD00054953,C0018318,02-2026,10.44,145
UD00054954,C0018318,01-2026,38.55,798
UD00054955,C0018319,03-2026,974.8006050238992,765
UD00054956,C0018319,02-2026,17.78,330
UD00054957,C0018319,01-2026,14.41,950
UD00054958,C0018320,03-2026,9.5,148
UD00054959,C0018320,02-2026,33.3,747
UD00054960,C0018320,01-2026,42.19,660
UD00054961,C0018321,03-2026,4.9,97
UD00054962,C0018321,02-2026,20.93,850
UD00054963,C0018321,01-2026,14.72,1039
UD00054964,C0018322,03-2026,17.88,351
UD00054965,C0018322,02-2026,31.33,974
UD00054966,C0018322,01-2026,32.61,558
UD00054967,C0018323,03-2026,19.01,851
UD00054968,C0018323,02-2026,13.47,451
UD00054969,C0018323,01-2026,31.83,738
UD00054970,C0018324,03-2026,10.51,522
UD00054971,C0018324,02-2026,61.34,292
UD00054972,C0018324,01-2026,137.44,1068
UD00054973,C0018325,03-2026,28.32,1168
UD00054974,C0018325,02-2026,25.81,368
UD00054975,C0018325,01-2026,7.32,675
UD00054976,C0018326,03-2026,13.17,768
UD00054977,C0018326,02-2026,41.0,1164
UD00054978,C0018326,01-2026,44.85,371
UD00054979,C0018327,03-2026,16.24,432
UD00054980,C0018327,02-2026,12.7,82
UD00054981,C0018327,01-2026,16.88,344
UD00054982,C0018328,03-2026,28.56,468
UD00054983,C0018328,02-2026,15.7,1133
UD00054984,C0018328,01-2026,11.07,874
UD00054985,C0018329,03-2026,18.79,658
UD00054986,C0018329,02-2026,13.18,674
UD00054987,C0018329,01-2026,19.77,210
UD00054988,C0018330,03-2026,42.24,175
UD00054989,C0018330,02-2026,46.98,830
UD00054990,C0018330,01-2026,55.87,736
UD00054991,C0018331,03-2026,24.28,566
UD00054992,C0018331,02-2026,10.96,440
UD00054993,C0018331,01-2026,14.87,1084
UD00054994,C0018332,03-2026,7.98,439
UD00054995,C0018332,02-2026,19.17,121
UD00054996,C0018332,01-2026,11.7,252
UD00054997,C0018333,03-2026,28.12,532
UD00054998,C0018333,02-2026,13.4,192
UD00054999,C0018333,01-2026,7.43,912
UD00055000,C0018334,03-2026,12.41,571
UD00055001,C0018334,02-2026,7.26,499
UD00055002,C0018334,01-2026,8.83,241
UD00055003,C0018335,03-2026,6.04,198
UD00055004,C0018335,02-2026,6.62,670
UD00055005,C0018335,01-2026,17.46,134
UD00055006,C0018336,03-2026,4.69,1051
UD00055007,C0018336,02-2026,19.94,1033
UD00055008,C0018336,01-2026,12.64,614
UD00055009,C0018337,03-2026,8.14,323
UD00055010,C0018337,02-2026,35.49,764
UD00055011,C0018337,01-2026,54.88,375
UD00055012,C0018338,03-2026,52.43,700
UD00055013,C0018338,02-2026,23.19,680
UD00055014,C0018338,01-2026,24.08,983
UD00055015,C0018339,03-2026,12.75,233
UD00055016,C0018339,02-2026,19.69,1171
UD00055017,C0018339,01-2026,13.76,286
UD00055018,C0018340,03-2026,21.51,842
UD00055019,C0018340,02-2026,12.15,699
UD00055020,C0018340,01-2026,4.91,458
UD00055021,C0018341,03-2026,37.64,864
UD00055022,C0018341,02-2026,53.49,351
UD00055023,C0018341,01-2026,34.06,208
UD00055024,C0018342,03-2026,16.73,1124
UD00055025,C0018342,02-2026,16.13,671
UD00055026,C0018342,01-2026,12.02,870
UD00055027,C0018343,03-2026,10.83,42
UD00055028,C0018343,02-2026,57.98,656
UD00055029,C0018343,01-2026,25.73,275
UD00055030,C0018344,03-2026,50.42,580
UD00055031,C0018344,02-2026,18.79,246
UD00055032,C0018344,01-2026,92.02,760
UD00055033,C0018345,03-2026,22.03,20
UD00055034,C0018345,02-2026,14.5,1093
UD00055035,C0018345,01-2026,22.96,687
UD00055036,C0018346,03-2026,18.23,47
UD00055037,C0018346,02-2026,15.21,572
UD00055038,C0018346,01-2026,8.08,167
UD00055039,C0018347,03-2026,24.86,854
UD00055040,C0018347,02-2026,43.34,332
UD00055041,C0018347,01-2026,11.34,1169
UD00055042,C0018348,03-2026,13.67,796
UD00055043,C0018348,02-2026,70.97,199
UD00055044,C0018348,01-2026,41.1,1018
UD00055045,C0018349,03-2026,78.08,590
UD00055046,C0018349,02-2026,54.29,507
UD00055047,C0018349,01-2026,30.12,20
UD00055048,C0018350,03-2026,20.72,734
UD00055049,C0018350,02-2026,22.56,348
UD00055050,C0018350,01-2026,6.4,355
UD00055051,C0018351,03-2026,14.02,462
UD00055052,C0018351,02-2026,12.36,606
UD00055053,C0018351,01-2026,10.79,589
UD00055054,C0018352,03-2026,15.89,211
UD00055055,C0018352,02-2026,20.21,157
UD00055056,C0018352,01-2026,20.06,808
UD00055057,C0018353,03-2026,12.05,246
UD00055058,C0018353,02-2026,16.2,718
UD00055059,C0018353,01-2026,16.83,1141
UD00055060,C0018354,03-2026,12.49,26
UD00055061,C0018354,02-2026,9.65,299
UD00055062,C0018354,01-2026,2.91,963
UD00055063,C0018355,03-2026,10.86,89
UD00055064,C0018355,02-2026,25.04,1148
UD00055065,C0018355,01-2026,25.5,773
UD00055066,C0018356,03-2026,13.83,992
UD00055067,C0018356,02-2026,9.86,875
UD00055068,C0018356,01-2026,8.74,597
UD00055069,C0018357,03-2026,25.86,52
UD00055070,C0018357,02-2026,5.73,762
UD00055071,C0018357,01-2026,9.4,104
UD00055072,C0018358,03-2026,9.3,112
UD00055073,C0018358,02-2026,15.92,779
UD00055074,C0018358,01-2026,4.25,312
UD00055075,C0018359,03-2026,18.56,513
UD00055076,C0018359,02-2026,8.06,29
UD00055077,C0018359,01-2026,29.62,974
UD00055078,C0018360,03-2026,12.42,1030
UD00055079,C0018360,02-2026,15.92,585
UD00055080,C0018360,01-2026,10.07,141
UD00055081,C0018361,03-2026,4.43,376
UD00055082,C0018361,02-2026,25.23,1064
UD00055083,C0018361,01-2026,38.67,608
UD00055084,C0018362,03-2026,6.35,929
UD00055085,C0018362,02-2026,17.31,463
UD00055086,C0018362,01-2026,16.47,224
UD00055087,C0018363,03-2026,9.2,897
UD00055088,C0018363,02-2026,17.11,132
UD00055089,C0018363,01-2026,3.29,1103
UD00055090,C0018364,03-2026,23.48,933
UD00055091,C0018364,02-2026,10.43,239
UD00055092,C0018364,01-2026,34.1,392
UD00055093,C0018365,03-2026,26.72,330
UD00055094,C0018365,02-2026,18.87,38
UD00055095,C0018365,01-2026,20.39,647
UD00055096,C0018366,03-2026,13.39,457
UD00055097,C0018366,02-2026,30.81,199
UD00055098,C0018366,01-2026,16.32,1048
UD00055099,C0018367,03-2026,1.97,910
UD00055100,C0018367,02-2026,24.23,890
UD00055101,C0018367,01-2026,5.66,223
UD00055102,C0018368,03-2026,10.82,952
UD00055103,C0018368,02-2026,9.89,503
UD00055104,C0018368,01-2026,31.57,139
UD00055105,C0018369,03-2026,7.54,829
UD00055106,C0018369,02-2026,8.55,412
UD00055107,C0018369,01-2026,23.42,1073
UD00055108,C0018370,03-2026,12.23,279
UD00055109,C0018370,02-2026,7.72,1035
UD00055110,C0018370,01-2026,2.37,609
UD00055111,C0018371,03-2026,59.4,986
UD00055112,C0018371,02-2026,110.02,926
UD00055113,C0018371,01-2026,70.42,1096
UD00055114,C0018372,03-2026,12.61,74
UD00055115,C0018372,02-2026,27.07,1104
UD00055116,C0018372,01-2026,34.47,180
UD00055117,C0018373,03-2026,6.64,297
UD00055118,C0018373,02-2026,19.53,968
UD00055119,C0018373,01-2026,5.95,1170
UD00055120,C0018374,03-2026,10.44,520
UD00055121,C0018374,02-2026,10.12,957
UD00055122,C0018374,01-2026,19.79,1071
UD00055123,C0018375,03-2026,35.67,643
UD00055124,C0018375,02-2026,12.11,58
UD00055125,C0018375,01-2026,4.31,570
UD00055126,C0018376,03-2026,17.47,442
UD00055127,C0018376,02-2026,10.35,987
UD00055128,C0018376,01-2026,12.0,1019
UD00055129,C0018377,03-2026,42.81,589
UD00055130,C0018377,02-2026,15.04,1003
UD00055131,C0018377,01-2026,28.41,524
UD00055132,C0018378,03-2026,7.46,914
UD00055133,C0018378,02-2026,32.49,212
UD00055134,C0018378,01-2026,8.42,890
UD00055135,C0018379,03-2026,16.48,698
UD00055136,C0018379,02-2026,10.04,30
UD00055137,C0018379,01-2026,11.02,201
UD00055138,C0018380,03-2026,72.96,617
UD00055139,C0018380,02-2026,17.5,583
UD00055140,C0018380,01-2026,19.67,338
UD00055141,C0018381,03-2026,37.98,391
UD00055142,C0018381,02-2026,13.75,1010
UD00055143,C0018381,01-2026,11.41,669
UD00055144,C0018382,03-2026,18.42,720
UD00055145,C0018382,02-2026,11.63,801
UD00055146,C0018382,01-2026,34.71,979
UD00055147,C0018383,03-2026,11.04,1050
UD00055148,C0018383,02-2026,7.5,469
UD00055149,C0018383,01-2026,8.61,786
UD00055150,C0018384,03-2026,21.24,850
UD00055151,C0018384,02-2026,3.91,857
UD00055152,C0018384,01-2026,7.91,119
UD00055153,C0018385,03-2026,56.76,651
UD00055154,C0018385,02-2026,26.32,120
UD00055155,C0018385,01-2026,9.21,712
UD00055156,C0018386,03-2026,24.85,1062
UD00055157,C0018386,02-2026,29.99,433
UD00055158,C0018386,01-2026,33.68,1155
UD00055159,C0018387,03-2026,10.95,664
UD00055160,C0018387,02-2026,25.31,251
UD00055161,C0018387,01-2026,2.82,191
UD00055162,C0018388,03-2026,74.61,736
UD00055163,C0018388,02-2026,53.05,160
UD00055164,C0018388,01-2026,25.41,915
UD00055165,C0018389,03-2026,4.42,200
UD00055166,C0018389,02-2026,8.19,348
UD00055167,C0018389,01-2026,22.6,664
UD00055168,C0018390,03-2026,24.63,594
UD00055169,C0018390,02-2026,23.24,735
UD00055170,C0018390,01-2026,16.03,638
UD00055171,C0018391,03-2026,20.93,95
UD00055172,C0018391,02-2026,14.99,559
UD00055173,C0018391,01-2026,2.0,434
UD00055174,C0018392,03-2026,9.66,834
UD00055175,C0018392,02-2026,35.53,204
UD00055176,C0018392,01-2026,25.55,23
UD00055177,C0018393,03-2026,12.09,587
UD00055178,C0018393,02-2026,20.59,1068
UD00055179,C0018393,01-2026,19.44,315
UD00055180,C0018394,03-2026,11.7,1188
UD00055181,C0018394,02-2026,13.3,659
UD00055182,C0018394,01-2026,2.4,57
UD00055183,C0018395,03-2026,14.35,504
UD00055184,C0018395,02-2026,78.51,49
UD00055185,C0018395,01-2026,127.0,797
UD00055186,C0018396,03-2026,167.63,1053
UD00055187,C0018396,02-2026,90.72,1065
UD00055188,C0018396,01-2026,66.06,817
UD00055189,C0018397,03-2026,8.95,154
UD00055190,C0018397,02-2026,16.7,285
UD00055191,C0018397,01-2026,46.12,931
UD00055192,C0018398,03-2026,20.77,263
UD00055193,C0018398,02-2026,13.71,400
UD00055194,C0018398,01-2026,25.16,448
UD00055195,C0018399,03-2026,12.83,451
UD00055196,C0018399,02-2026,9.01,998
UD00055197,C0018399,01-2026,10.97,564
UD00055198,C0018400,03-2026,18.64,814
UD00055199,C0018400,02-2026,14.27,557
UD00055200,C0018400,01-2026,14.51,729
UD00055201,C0018401,03-2026,8.0,691
UD00055202,C0018401,02-2026,21.82,926
UD00055203,C0018401,01-2026,4.97,1106
UD00055204,C0018402,03-2026,11.87,880
UD00055205,C0018402,02-2026,3.24,631
UD00055206,C0018402,01-2026,17.89,1075
UD00055207,C0018403,03-2026,19.48,294
UD00055208,C0018403,02-2026,40.35,737
UD00055209,C0018403,01-2026,17.85,722
UD00055210,C0018404,03-2026,12.86,949
UD00055211,C0018404,02-2026,22.97,957
UD00055212,C0018404,01-2026,7.23,926
UD00055213,C0018405,03-2026,25.54,231
UD00055214,C0018405,02-2026,33.4,719
UD00055215,C0018405,01-2026,14.83,898
UD00055216,C0018406,03-2026,34.54,617
UD00055217,C0018406,02-2026,6.85,496
UD00055218,C0018406,01-2026,0.94,979
UD00055219,C0018407,03-2026,35.23,1056
UD00055220,C0018407,02-2026,110.97,572
UD00055221,C0018407,01-2026,31.87,258
UD00055222,C0018408,03-2026,20.82,884
UD00055223,C0018408,02-2026,6.91,1191
UD00055224,C0018408,01-2026,9.56,998
UD00055225,C0018409,03-2026,11.1,1067
UD00055226,C0018409,02-2026,10.59,692
UD00055227,C0018409,01-2026,24.05,1144
UD00055228,C0018410,03-2026,17.85,904
UD00055229,C0018410,02-2026,43.13,458
UD00055230,C0018410,01-2026,13.32,1134
UD00055231,C0018411,03-2026,10.21,1195
UD00055232,C0018411,02-2026,21.18,83
UD00055233,C0018411,01-2026,23.18,1118
UD00055234,C0018412,03-2026,20.27,554
UD00055235,C0018412,02-2026,19.42,1080
UD00055236,C0018412,01-2026,31.67,297
UD00055237,C0018413,03-2026,29.07,896
UD00055238,C0018413,02-2026,20.25,1084
UD00055239,C0018413,01-2026,81.4,1046
UD00055240,C0018414,03-2026,9.31,1030
UD00055241,C0018414,02-2026,6.78,20
UD00055242,C0018414,01-2026,10.16,852
UD00055243,C0018415,03-2026,10.75,1015
UD00055244,C0018415,02-2026,13.46,533
UD00055245,C0018415,01-2026,21.61,578
UD00055246,C0018416,03-2026,27.99,884
UD00055247,C0018416,02-2026,75.53,511
UD00055248,C0018416,01-2026,26.9,271
UD00055249,C0018417,03-2026,47.36,557
UD00055250,C0018417,02-2026,37.66,996
UD00055251,C0018417,01-2026,36.59,505
UD00055252,C0018418,03-2026,16.15,537
UD00055253,C0018418,02-2026,47.65,987
UD00055254,C0018418,01-2026,31.76,1137
UD00055255,C0018419,03-2026,11.91,758
UD00055256,C0018419,02-2026,27.23,689
UD00055257,C0018419,01-2026,3.1,226
UD00055258,C0018420,03-2026,13.32,108
UD00055259,C0018420,02-2026,7.13,363
UD00055260,C0018420,01-2026,25.03,341
UD00055261,C0018421,03-2026,22.96,1162
UD00055262,C0018421,02-2026,12.4,1185
UD00055263,C0018421,01-2026,21.44,258
UD00055264,C0018422,03-2026,9.5,775
UD00055265,C0018422,02-2026,24.17,734
UD00055266,C0018422,01-2026,7.71,1129
UD00055267,C0018423,03-2026,3.81,1003
UD00055268,C0018423,02-2026,40.33,221
UD00055269,C0018423,01-2026,22.23,396
UD00055270,C0018424,03-2026,11.24,1120
UD00055271,C0018424,02-2026,41.7,830
UD00055272,C0018424,01-2026,8.48,642
UD00055273,C0018425,03-2026,25.72,886
UD00055274,C0018425,02-2026,18.51,318
UD00055275,C0018425,01-2026,8.74,999
UD00055276,C0018426,03-2026,20.79,585
UD00055277,C0018426,02-2026,9.38,821
UD00055278,C0018426,01-2026,17.47,876
UD00055279,C0018427,03-2026,14.27,686
UD00055280,C0018427,02-2026,22.28,433
UD00055281,C0018427,01-2026,15.82,86
UD00055282,C0018428,03-2026,7.6,523
UD00055283,C0018428,02-2026,6.54,1066
UD00055284,C0018428,01-2026,5.3,90
UD00055285,C0018429,03-2026,18.97,448
UD00055286,C0018429,02-2026,66.76,350
UD00055287,C0018429,01-2026,29.46,58
UD00055288,C0018430,03-2026,9.93,1181
UD00055289,C0018430,02-2026,17.88,184
UD00055290,C0018430,01-2026,17.24,641
UD00055291,C0018431,03-2026,18.96,612
UD00055292,C0018431,02-2026,8.33,261
UD00055293,C0018431,01-2026,3.81,223
UD00055294,C0018432,03-2026,14.27,253
UD00055295,C0018432,02-2026,2.44,1077
UD00055296,C0018432,01-2026,16.39,227
UD00055297,C0018433,03-2026,26.73,870
UD00055298,C0018433,02-2026,11.32,1167
UD00055299,C0018433,01-2026,33.6,1007
UD00055300,C0018434,03-2026,28.62,1042
UD00055301,C0018434,02-2026,36.54,799
UD00055302,C0018434,01-2026,8.34,899
UD00055303,C0018435,03-2026,16.08,506
UD00055304,C0018435,02-2026,41.64,479
UD00055305,C0018435,01-2026,17.66,1013
UD00055306,C0018436,03-2026,41.61,938
UD00055307,C0018436,02-2026,16.47,900
UD00055308,C0018436,01-2026,10.98,68
UD00055309,C0018437,03-2026,25.32,570
UD00055310,C0018437,02-2026,3.49,633
UD00055311,C0018437,01-2026,8.94,31
UD00055312,C0018438,03-2026,25.49,882
UD00055313,C0018438,02-2026,24.19,337
UD00055314,C0018438,01-2026,6.6,1133
UD00055315,C0018439,03-2026,126.4,496
UD00055316,C0018439,02-2026,21.95,1158
UD00055317,C0018439,01-2026,170.71,775
UD00055318,C0018440,03-2026,21.9,407
UD00055319,C0018440,02-2026,86.38,489
UD00055320,C0018440,01-2026,60.39,87
UD00055321,C0018441,03-2026,33.81,541
UD00055322,C0018441,02-2026,30.66,137
UD00055323,C0018441,01-2026,27.88,105
UD00055324,C0018442,03-2026,32.7,193
UD00055325,C0018442,02-2026,11.09,809
UD00055326,C0018442,01-2026,9.8,1019
UD00055327,C0018443,03-2026,18.69,1183
UD00055328,C0018443,02-2026,33.1,558
UD00055329,C0018443,01-2026,6.29,153
UD00055330,C0018444,03-2026,16.36,515
UD00055331,C0018444,02-2026,23.76,859
UD00055332,C0018444,01-2026,15.29,102
UD00055333,C0018445,03-2026,12.25,902
UD00055334,C0018445,02-2026,8.58,76
UD00055335,C0018445,01-2026,14.65,226
UD00055336,C0018446,03-2026,10.03,482
UD00055337,C0018446,02-2026,19.63,476
UD00055338,C0018446,01-2026,45.39,46
UD00055339,C0018447,03-2026,8.63,285
UD00055340,C0018447,02-2026,14.56,106
UD00055341,C0018447,01-2026,2.2,501
UD00055342,C0018448,03-2026,102.29,364
UD00055343,C0018448,02-2026,114.64,972
UD00055344,C0018448,01-2026,117.63,113
UD00055345,C0018449,03-2026,9.03,985
UD00055346,C0018449,02-2026,36.44,330
UD00055347,C0018449,01-2026,15.59,1198
UD00055348,C0018450,03-2026,147.27,158
UD00055349,C0018450,02-2026,33.88,236
UD00055350,C0018450,01-2026,25.87,108
UD00055351,C0018451,03-2026,17.81,698
UD00055352,C0018451,02-2026,21.63,232
UD00055353,C0018451,01-2026,4.26,748
UD00055354,C0018452,03-2026,26.23,1074
UD00055355,C0018452,02-2026,16.36,625
UD00055356,C0018452,01-2026,7.15,866
UD00055357,C0018453,03-2026,9.43,588
UD00055358,C0018453,02-2026,9.43,994
UD00055359,C0018453,01-2026,8.23,530
UD00055360,C0018454,03-2026,14.17,198
UD00055361,C0018454,02-2026,11.27,618
UD00055362,C0018454,01-2026,16.57,900
UD00055363,C0018455,03-2026,2.72,839
UD00055364,C0018455,02-2026,4.37,696
UD00055365,C0018455,01-2026,4.32,467
UD00055366,C0018456,03-2026,44.21,874
UD00055367,C0018456,02-2026,53.97,115
UD00055368,C0018456,01-2026,69.86,942
UD00055369,C0018457,03-2026,17.32,451
UD00055370,C0018457,02-2026,29.23,1132
UD00055371,C0018457,01-2026,24.39,433
UD00055372,C0018458,03-2026,78.16,375
UD00055373,C0018458,02-2026,18.52,87
UD00055374,C0018458,01-2026,31.71,195
UD00055375,C0018459,03-2026,28.81,668
UD00055376,C0018459,02-2026,20.76,201
UD00055377,C0018459,01-2026,21.4,806
UD00055378,C0018460,03-2026,14.49,272
UD00055379,C0018460,02-2026,29.69,771
UD00055380,C0018460,01-2026,51.85,482
UD00055381,C0018461,03-2026,21.37,294
UD00055382,C0018461,02-2026,43.11,1005
UD00055383,C0018461,01-2026,21.85,1111
UD00055384,C0018462,03-2026,11.0,651
UD00055385,C0018462,02-2026,16.83,245
UD00055386,C0018462,01-2026,5.99,977
UD00055387,C0018463,03-2026,22.28,335
UD00055388,C0018463,02-2026,7.08,42
UD00055389,C0018463,01-2026,5.12,624
UD00055390,C0018464,03-2026,44.76,89
UD00055391,C0018464,02-2026,54.52,1058
UD00055392,C0018464,01-2026,54.17,501
UD00055393,C0018465,03-2026,21.86,404
UD00055394,C0018465,02-2026,7.11,1136
UD00055395,C0018465,01-2026,14.64,60
UD00055396,C0018466,03-2026,66.65,329
UD00055397,C0018466,02-2026,55.19,343
UD00055398,C0018466,01-2026,45.46,1026
UD00055399,C0018467,03-2026,23.05,392
UD00055400,C0018467,02-2026,11.41,57
