ticket_id,customer_id,created_date,category,priority,channel,status,first_contact_resolution,assigned_employee_id,resolution_hours,resolution_date
TK00027718,C0016758,09-08-2019,Plan Change,Low,Email,Resolved,No,EM00744,9.0,09-08-2019
TK00027719,C0016758,07-05-2018,Device Support,Low,Chat,Resolved,Yes,EM00491,12.7,08-05-2018
TK00027720,C0016759,01-02-2014,Fiber Downtime,High,App,Pending,No,EM00228,,
TK00027721,C0016759,10-05-2024,Network Issue,Medium,App,Resolved,Yes,EM00773,28.4,11-05-2024
TK00027722,C0016760,06-01-2023,Account Update,Low,Store,Pending,No,EM00149,,
TK00027723,C0016760,10-10-2019,Recharge Failure,Medium,Email,Escalated,No,EM00062,,
TK00027724,C0016760,17-03-2023,Billing Dispute,Medium,App,Resolved,No,EM00112,15.5,17-03-2023
TK00027725,C0016760,20-12-2019,Payment Issue,High,Chat,Resolved,No,EM00084,6.7,20-12-2019
TK00027726,C0016761,02-06-2016,SIM/Activation,Low,Store,Pending,No,EM00465,,
TK00027727,C0016761,14-07-2017,Roaming,Medium,Call,Resolved,Yes,EM00651,15.9,15-07-2017
TK00027728,C0016761,14-12-2014,Plan Change,Medium,Call,Resolved,Yes,EM00203,14.2,15-12-2014
TK00027729,C0016762,06-01-2016,Recharge Failure,Medium,Store,Resolved,Yes,EM00200,17.2,07-01-2016
TK00027730,C0016763,13-09-2018,Slow Data Speed,Low,Store,Pending,No,EM00775,,
TK00027731,C0016763,25-08-2025,Billing Dispute,Low,Email,Escalated,No,EM00636,,
TK00027732,C0016763,04-03-2024,Billing Dispute,Medium,Call,Resolved,Yes,EM00165,23.4,05-03-2024
TK00027733,C0016763,28-06-2025,SIM/Activation,Low,Call,Resolved,No,EM00131,31.2,29-06-2025
TK00027734,C0016764,17-04-2020,Fiber Downtime,Medium,Email,Resolved,Yes,EM00148,7.3,17-04-2020
TK00027735,C0016764,09-07-2022,Slow Data Speed,Low,Call,Resolved,Yes,EM00393,14.5,10-07-2022
TK00027736,C0016764,18-03-2016,Slow Data Speed,Medium,App,Resolved,No,EM00529,6.5,18-03-2016
TK00027737,C0016766,12-03-2020,Call Drop,Low,App,Resolved,No,EM00285,9.4,12-03-2020
TK00027738,C0016767,19-08-2020,Call Drop,Low,Call,Pending,No,EM00209,,
TK00027739,C0016768,26-07-2021,Call Drop,High,Store,Resolved,No,EM00166,29.2,28-07-2021
TK00027740,C0016768,19-07-2016,Billing Dispute,Medium,Call,Pending,No,EM00659,,
TK00027741,C0016769,24-01-2018,Recharge Failure,Medium,App,Pending,No,EM00260,,
TK00027742,C0016769,30-11-2017,Plan Change,Critical,Store,Resolved,Yes,EM00550,4.7,30-11-2017
TK00027743,C0016770,22-06-2025,Network Issue,Low,Chat,Resolved,Yes,EM00606,9.9,23-06-2025
TK00027744,C0016771,05-10-2014,Billing Dispute,Critical,Store,Reopened,No,EM00685,,
TK00027745,C0016771,14-09-2019,SIM/Activation,Medium,Store,Resolved,No,EM00303,32.0,15-09-2019
TK00027746,C0016772,21-11-2014,Payment Issue,Low,Store,Resolved,Yes,EM00181,14.3,22-11-2014
TK00027747,C0016774,08-10-2021,Fiber Downtime,High,Email,Pending,No,EM00635,,
TK00027748,C0016774,09-09-2021,Call Drop,Medium,App,Resolved,Yes,EM00109,24.5,10-09-2021
TK00027749,C0016774,17-12-2021,Fiber Downtime,Low,Store,Pending,No,EM00571,,
TK00027750,C0016775,26-03-2020,SIM/Activation,Low,Call,Reopened,No,EM00110,,
TK00027751,C0016775,26-11-2019,Slow Data Speed,Medium,App,Resolved,Yes,EM00609,13.6,26-11-2019
TK00027752,C0016775,05-03-2021,Payment Issue,Low,Chat,Resolved,Yes,EM00303,6.7,05-03-2021
TK00027753,C0016776,07-11-2025,Call Drop,Medium,Store,Pending,No,EM00334,,
TK00027754,C0016776,11-12-2021,Plan Change,Medium,App,Resolved,No,EM00704,46.7,13-12-2021
TK00027755,C0016777,24-09-2014,Recharge Failure,Medium,Call,Resolved,Yes,EM00477,3.9,24-09-2014
TK00027756,C0016778,06-09-2014,Plan Change,High,Chat,Pending,No,EM00377,,
TK00027757,C0016778,25-06-2017,Fiber Downtime,Medium,Store,Resolved,Yes,EM00534,10.5,26-06-2017
TK00027758,C0016779,24-01-2018,Device Support,High,Call,Resolved,No,EM00431,4.1,24-01-2018
TK00027759,C0016780,19-02-2025,SIM/Activation,Medium,Chat,Resolved,No,EM00411,18.9,20-02-2025
TK00027760,C0016781,09-12-2020,Slow Data Speed,Low,Chat,Escalated,No,EM00439,,
TK00027761,C0016781,14-07-2014,Recharge Failure,High,Email,Pending,No,EM00704,,
TK00027762,C0016781,18-03-2014,Account Update,Low,Store,Resolved,No,EM00334,30.5,20-03-2014
TK00027763,C0016781,27-05-2017,Billing Dispute,Low,Store,Pending,No,EM00178,,
TK00027764,C0016782,16-11-2020,Billing Dispute,Medium,App,Reopened,No,EM00199,,
TK00027765,C0016782,30-05-2016,SIM/Activation,Low,Call,Reopened,No,EM00458,,
TK00027766,C0016782,22-08-2019,Fiber Downtime,Low,Call,Pending,No,EM00375,,
TK00027767,C0016783,30-01-2024,Recharge Failure,Critical,Chat,Resolved,Yes,EM00062,12.1,30-01-2024
TK00027768,C0016783,06-12-2015,Network Issue,Medium,App,Resolved,Yes,EM00252,9.9,06-12-2015
TK00027769,C0016785,19-03-2020,Device Support,Medium,Email,Pending,No,EM00017,,
TK00027770,C0016786,29-07-2016,SIM/Activation,Medium,Chat,Resolved,Yes,EM00794,14.9,30-07-2016
TK00027771,C0016787,28-06-2018,Account Update,Medium,Call,Resolved,Yes,EM00283,31.4,29-06-2018
TK00027772,C0016788,29-05-2022,Slow Data Speed,Medium,Chat,Resolved,No,EM00132,15.4,29-05-2022
TK00027773,C0016789,14-05-2019,SIM/Activation,Low,App,Resolved,Yes,EM00204,22.1,15-05-2019
TK00027774,C0016790,08-04-2015,Network Issue,High,Store,Pending,No,EM00460,,
TK00027775,C0016790,16-02-2020,Billing Dispute,Low,Store,Resolved,No,EM00577,17.0,16-02-2020
TK00027776,C0016790,01-02-2018,Account Update,Medium,App,Resolved,Yes,EM00221,14.8,02-02-2018
TK00027777,C0016790,04-04-2016,Call Drop,Low,Chat,Resolved,No,EM00654,46.8,05-04-2016
TK00027778,C0016791,16-09-2023,Call Drop,Low,Email,Pending,No,EM00468,,
TK00027779,C0016792,27-06-2017,Billing Dispute,Low,Email,Reopened,No,EM00602,,
TK00027780,C0016792,26-06-2018,Billing Dispute,High,App,Pending,No,EM00360,,
TK00027781,C0016793,15-10-2021,Plan Change,Low,Call,Resolved,No,EM00591,20.1,16-10-2021
TK00027782,C0016793,14-01-2019,Plan Change,Low,Store,Pending,No,EM00526,,
TK00027783,C0016793,27-08-2021,Billing Dispute,Critical,Email,Pending,No,EM00521,,
TK00027784,C0016794,02-06-2025,Fiber Downtime,Low,Email,Resolved,No,EM00525,8.7,02-06-2025
TK00027785,C0016797,26-04-2016,Roaming,Medium,Chat,Pending,No,EM00464,,
TK00027786,C0016797,05-03-2016,Fiber Downtime,Medium,Store,Resolved,Yes,EM00276,17.0,06-03-2016
TK00027787,C0016797,21-08-2019,Device Support,Medium,Call,Resolved,No,EM00412,13.3,22-08-2019
TK00027788,C0016798,21-06-2024,Device Support,High,App,Resolved,No,EM00293,8.7,21-06-2024
TK00027789,C0016798,13-04-2019,Fiber Downtime,High,Store,Resolved,Yes,EM00271,7.1,13-04-2019
TK00027790,C0016799,11-08-2024,Roaming,Medium,Call,Resolved,Yes,EM00002,14.8,11-08-2024
TK00027791,C0016801,26-03-2016,Payment Issue,Low,Email,Resolved,No,EM00613,16.3,26-03-2016
TK00027792,C0016803,13-07-2015,Fiber Downtime,Critical,Call,Resolved,Yes,EM00592,15.2,14-07-2015
TK00027793,C0016803,19-05-2021,Billing Dispute,Medium,Email,Pending,No,EM00418,,
TK00027794,C0016807,10-02-2017,Device Support,Medium,Store,Resolved,No,EM00445,12.7,10-02-2017
TK00027795,C0016807,24-05-2024,Payment Issue,Low,Store,Resolved,No,EM00034,8.6,25-05-2024
TK00027796,C0016807,28-04-2022,Billing Dispute,Medium,Email,Resolved,No,EM00609,21.4,29-04-2022
TK00027797,C0016808,09-02-2019,Slow Data Speed,Medium,App,Resolved,No,EM00589,31.2,10-02-2019
TK00027798,C0016808,28-02-2021,Account Update,High,Call,Resolved,No,EM00240,7.7,28-02-2021
TK00027799,C0016808,10-03-2019,Roaming,Low,Store,Resolved,Yes,EM00476,19.1,10-03-2019
TK00027800,C0016809,19-01-2025,SIM/Activation,Medium,Chat,Pending,No,EM00778,,
TK00027801,C0016810,10-01-2020,Device Support,High,Email,Resolved,Yes,EM00627,1.9,10-01-2020
TK00027802,C0016810,27-07-2018,Plan Change,High,Email,Resolved,Yes,EM00118,10.4,28-07-2018
TK00027803,C0016812,16-04-2016,Billing Dispute,Low,App,Reopened,No,EM00606,,
TK00027804,C0016812,11-12-2023,Payment Issue,Medium,Call,Pending,No,EM00389,,
TK00027805,C0016813,04-08-2018,Network Issue,Medium,App,Resolved,Yes,EM00501,20.1,05-08-2018
TK00027806,C0016813,18-04-2023,Billing Dispute,Low,Call,Resolved,Yes,EM00181,10.1,18-04-2023
TK00027807,C0016814,04-03-2017,Network Issue,Medium,Chat,Escalated,No,EM00117,,
TK00027808,C0016814,09-11-2021,Call Drop,Medium,App,Escalated,No,EM00255,,
TK00027809,C0016814,05-12-2014,Account Update,Medium,Email,Resolved,Yes,EM00793,23.2,06-12-2014
TK00027810,C0016815,04-12-2014,Account Update,Medium,Email,Pending,No,EM00170,,
TK00027811,C0016815,03-06-2025,Account Update,Medium,Chat,Resolved,Yes,EM00457,15.5,04-06-2025
TK00027812,C0016815,27-03-2018,Billing Dispute,Low,Store,Resolved,Yes,EM00478,22.2,27-03-2018
TK00027813,C0016815,18-02-2026,Roaming,Low,Email,Resolved,Yes,EM00689,13.1,19-02-2026
TK00027814,C0016815,18-01-2020,Payment Issue,Critical,Call,Pending,No,EM00780,,
TK00027815,C0016816,23-10-2016,Roaming,High,Chat,Reopened,No,EM00149,,
TK00027816,C0016817,04-11-2021,Device Support,Medium,Email,Pending,No,EM00409,,
TK00027817,C0016817,26-12-2021,Account Update,High,Email,Pending,No,EM00319,,
TK00027818,C0016819,02-11-2021,Billing Dispute,Medium,App,Resolved,Yes,EM00392,13.2,02-11-2021
TK00027819,C0016819,02-11-2020,Call Drop,Medium,Email,Resolved,No,EM00335,22.8,03-11-2020
TK00027820,C0016820,27-10-2024,Plan Change,Low,Store,Reopened,No,EM00439,,
TK00027821,C0016820,08-04-2021,Payment Issue,Medium,Email,Reopened,No,EM00595,,
TK00027822,C0016821,09-04-2022,Payment Issue,Medium,Store,Pending,No,EM00411,,
TK00027823,C0016821,20-12-2016,Roaming,Medium,Chat,Resolved,Yes,EM00672,14.5,20-12-2016
TK00027824,C0016822,02-06-2021,Account Update,High,Email,Resolved,Yes,EM00665,20.3,02-06-2021
TK00027825,C0016823,21-11-2023,Roaming,High,Call,Escalated,No,EM00166,,
TK00027826,C0016824,17-01-2024,Plan Change,Low,Email,Reopened,No,EM00744,,
TK00027827,C0016824,05-04-2017,Account Update,Low,Store,Resolved,Yes,EM00602,19.9,06-04-2017
TK00027828,C0016824,23-11-2019,Network Issue,Medium,Store,Resolved,Yes,EM00649,4.4,23-11-2019
TK00027829,C0016825,10-12-2021,Network Issue,Medium,Call,Resolved,Yes,EM00128,9.0,11-12-2021
TK00027830,C0016825,27-02-2014,Call Drop,Low,Store,Resolved,No,EM00184,4.7,28-02-2014
TK00027831,C0016827,02-05-2024,Call Drop,High,Call,Pending,No,EM00142,,
TK00027832,C0016828,18-07-2021,Fiber Downtime,High,Email,Resolved,Yes,EM00022,11.4,18-07-2021
TK00027833,C0016828,31-10-2020,Billing Dispute,Low,Call,Resolved,No,EM00756,26.2,01-11-2020
TK00027834,C0016830,04-10-2025,Fiber Downtime,High,App,Escalated,No,EM00285,,
TK00027835,C0016830,06-04-2023,Network Issue,Low,Chat,Pending,No,EM00359,,
TK00027836,C0016830,23-01-2026,Fiber Downtime,Low,Call,Resolved,Yes,EM00671,7.4,23-01-2026
TK00027837,C0016830,18-11-2018,Payment Issue,Medium,Store,Pending,No,EM00716,,
TK00027838,C0016831,30-01-2018,Payment Issue,Medium,Email,Escalated,No,EM00541,,
TK00027839,C0016832,20-10-2019,Roaming,Medium,Store,Resolved,No,EM00797,3.8,20-10-2019
TK00027840,C0016832,02-08-2014,Billing Dispute,Medium,Store,Resolved,No,EM00414,48.2,04-08-2014
TK00027841,C0016832,18-02-2020,Network Issue,High,Call,Pending,No,EM00227,,
TK00027842,C0016833,13-02-2014,Call Drop,Medium,App,Resolved,Yes,EM00284,24.0,14-02-2014
TK00027843,C0016834,23-04-2014,Roaming,Medium,Email,Resolved,Yes,EM00066,13.3,23-04-2014
TK00027844,C0016836,05-11-2022,Slow Data Speed,Low,App,Pending,No,EM00442,,
TK00027845,C0016838,14-08-2020,Payment Issue,Low,Chat,Resolved,Yes,EM00185,10.0,14-08-2020
TK00027846,C0016838,04-09-2017,Fiber Downtime,Medium,Email,Resolved,Yes,EM00060,9.7,04-09-2017
TK00027847,C0016838,16-10-2019,Plan Change,Low,Call,Resolved,Yes,EM00201,25.5,17-10-2019
TK00027848,C0016839,24-10-2016,SIM/Activation,Low,App,Pending,No,EM00326,,
TK00027849,C0016839,19-08-2014,Account Update,Low,Store,Pending,No,EM00456,,
TK00027850,C0016839,19-01-2026,Roaming,Medium,App,Resolved,Yes,EM00627,21.5,20-01-2026
TK00027851,C0016840,28-02-2015,Plan Change,Medium,App,Pending,No,EM00543,,
TK00027852,C0016842,06-12-2025,Roaming,Low,Chat,Resolved,No,EM00122,5.6,06-12-2025
TK00027853,C0016842,10-12-2025,Account Update,High,Chat,Resolved,No,EM00397,14.5,11-12-2025
TK00027854,C0016842,26-03-2017,Roaming,Medium,Chat,Pending,No,EM00396,,
TK00027855,C0016844,25-07-2017,Roaming,Medium,Store,Escalated,No,EM00306,,
TK00027856,C0016845,12-08-2025,Call Drop,Medium,App,Resolved,No,EM00466,12.5,13-08-2025
TK00027857,C0016845,25-03-2014,Roaming,Low,Store,Resolved,Yes,EM00509,11.3,25-03-2014
TK00027858,C0016846,14-03-2024,Network Issue,Low,Email,Escalated,No,EM00198,,
TK00027859,C0016846,25-02-2020,Device Support,Low,Call,Resolved,Yes,EM00628,41.1,26-02-2020
TK00027860,C0016846,11-12-2015,Device Support,High,Chat,Resolved,Yes,EM00773,4.9,11-12-2015
TK00027861,C0016846,06-10-2016,Payment Issue,High,App,Resolved,Yes,EM00768,6.9,06-10-2016
TK00027862,C0016847,09-02-2026,Payment Issue,Medium,Call,Resolved,Yes,EM00487,17.0,10-02-2026
TK00027863,C0016847,01-05-2014,Network Issue,Low,Chat,Resolved,Yes,EM00335,2.1,01-05-2014
TK00027864,C0016848,29-03-2025,SIM/Activation,Critical,Store,Resolved,No,EM00528,28.0,30-03-2025
TK00027865,C0016851,07-02-2016,SIM/Activation,Medium,Store,Pending,No,EM00133,,
TK00027866,C0016851,08-07-2015,Roaming,Medium,Chat,Pending,No,EM00381,,
TK00027867,C0016852,29-08-2021,Roaming,Medium,Store,Resolved,Yes,EM00789,15.8,30-08-2021
TK00027868,C0016852,05-08-2025,Roaming,Low,Chat,Pending,No,EM00346,,
TK00027869,C0016852,21-02-2018,Fiber Downtime,High,Email,Pending,No,EM00030,,
TK00027870,C0016852,26-04-2019,Fiber Downtime,Low,App,Pending,No,EM00576,,
TK00027871,C0016853,30-12-2016,Call Drop,High,Email,Escalated,No,EM00625,,
TK00027872,C0016853,09-07-2022,Recharge Failure,High,Chat,Resolved,Yes,EM00184,20.9,10-07-2022
TK00027873,C0016853,29-07-2025,SIM/Activation,Low,App,Resolved,No,EM00562,17.6,30-07-2025
TK00027874,C0016853,09-08-2016,Slow Data Speed,Medium,Store,Resolved,Yes,EM00153,0.9,09-08-2016
TK00027875,C0016854,14-07-2014,Recharge Failure,Low,App,Pending,No,EM00016,,
TK00027876,C0016854,07-08-2024,Payment Issue,Medium,App,Resolved,Yes,EM00027,12.4,08-08-2024
TK00027877,C0016855,10-08-2015,Roaming,Medium,Call,Pending,No,EM00733,,
TK00027878,C0016856,23-05-2025,Plan Change,Low,Store,Resolved,No,EM00372,15.6,23-05-2025
TK00027879,C0016856,04-01-2019,Slow Data Speed,Medium,Email,Resolved,Yes,EM00482,10.3,05-01-2019
TK00027880,C0016856,06-04-2016,Plan Change,Critical,Email,Resolved,No,EM00559,8.4,06-04-2016
TK00027881,C0016857,14-05-2021,Network Issue,Medium,Chat,Escalated,No,EM00735,,
TK00027882,C0016857,09-08-2017,Roaming,High,Chat,Resolved,Yes,EM00714,1.0,09-08-2017
TK00027883,C0016857,05-12-2022,Fiber Downtime,Low,Chat,Resolved,No,EM00025,5.3,05-12-2022
TK00027884,C0016858,05-03-2019,Payment Issue,Medium,Email,Reopened,No,EM00178,,
TK00027885,C0016858,26-06-2015,SIM/Activation,Medium,Chat,Resolved,Yes,EM00773,6.9,27-06-2015
TK00027886,C0016858,14-01-2022,SIM/Activation,High,Chat,Resolved,Yes,EM00115,31.6,16-01-2022
TK00027887,C0016860,10-01-2015,Fiber Downtime,Medium,App,Resolved,Yes,EM00015,7.9,10-01-2015
TK00027888,C0016861,19-01-2017,Roaming,Medium,App,Reopened,No,EM00062,,
TK00027889,C0016861,08-09-2019,Billing Dispute,Low,Call,Resolved,Yes,EM00773,35.5,10-09-2019
TK00027890,C0016861,06-05-2025,Network Issue,Low,Email,Pending,No,EM00360,,
TK00027891,C0016861,31-12-2020,Network Issue,Low,App,Pending,No,EM00314,,
TK00027892,C0016862,15-03-2018,Device Support,Low,Call,Resolved,Yes,EM00423,18.2,16-03-2018
TK00027893,C0016863,16-06-2022,SIM/Activation,Medium,Store,Resolved,Yes,EM00363,9.3,17-06-2022
TK00027894,C0016863,28-06-2020,Billing Dispute,Medium,Store,Resolved,Yes,EM00456,12.3,29-06-2020
TK00027895,C0016865,24-11-2015,Account Update,Medium,Email,Pending,No,EM00613,,
TK00027896,C0016865,31-05-2016,Network Issue,Medium,Store,Pending,No,EM00297,,
TK00027897,C0016867,27-04-2015,Plan Change,Low,Call,Pending,No,EM00294,,
TK00027898,C0016867,19-11-2023,Device Support,High,Email,Resolved,No,EM00471,15.7,20-11-2023
TK00027899,C0016869,25-08-2014,Account Update,Medium,Chat,Reopened,No,EM00166,,
TK00027900,C0016869,10-12-2016,Billing Dispute,Medium,Email,Resolved,No,EM00287,21.0,11-12-2016
TK00027901,C0016870,06-01-2026,Device Support,High,Call,Escalated,No,EM00077,,
TK00027902,C0016871,07-10-2023,Billing Dispute,Medium,Store,Resolved,Yes,EM00037,7.1,07-10-2023
TK00027903,C0016871,27-11-2015,Roaming,Medium,Email,Pending,No,EM00722,,
TK00027904,C0016872,24-10-2019,SIM/Activation,Medium,App,Resolved,No,EM00472,12.2,24-10-2019
TK00027905,C0016872,27-10-2017,Account Update,Low,App,Resolved,Yes,EM00395,44.2,29-10-2017
TK00027906,C0016874,16-01-2020,Roaming,Medium,App,Reopened,No,EM00258,,
TK00027907,C0016875,08-05-2015,Slow Data Speed,Low,Call,Resolved,Yes,EM00096,17.6,08-05-2015
TK00027908,C0016877,09-07-2014,SIM/Activation,Medium,App,Resolved,Yes,EM00173,0.8,10-07-2014
TK00027909,C0016877,15-12-2020,Fiber Downtime,Low,Call,Pending,No,EM00283,,
TK00027910,C0016877,08-05-2024,Network Issue,Medium,Store,Resolved,Yes,EM00347,15.7,09-05-2024
TK00027911,C0016878,11-04-2022,Device Support,Low,Call,Resolved,Yes,EM00473,18.4,12-04-2022
TK00027912,C0016878,11-11-2021,Roaming,Low,Email,Resolved,Yes,EM00255,14.0,11-11-2021
TK00027913,C0016879,16-08-2023,Account Update,Low,Email,Reopened,No,EM00490,,
TK00027914,C0016880,29-08-2016,Call Drop,High,Store,Pending,No,EM00314,,
TK00027915,C0016880,12-11-2023,Payment Issue,Low,Email,Resolved,No,EM00006,13.5,12-11-2023
TK00027916,C0016880,17-05-2023,Account Update,Medium,Email,Pending,No,EM00310,,
TK00027917,C0016880,17-08-2021,Account Update,Low,Call,Resolved,Yes,EM00658,13.7,18-08-2021
TK00027918,C0016880,09-10-2020,Account Update,Medium,App,Resolved,Yes,EM00480,7.6,10-10-2020
TK00027919,C0016881,23-04-2016,Device Support,Low,Store,Resolved,Yes,EM00514,9.8,24-04-2016
TK00027920,C0016882,26-03-2024,Call Drop,Medium,Email,Reopened,No,EM00528,,
TK00027921,C0016882,27-12-2021,Plan Change,Low,Call,Resolved,No,EM00685,16.3,28-12-2021
TK00027922,C0016882,06-07-2024,Roaming,Medium,Store,Resolved,No,EM00416,35.4,07-07-2024
TK00027923,C0016883,14-10-2025,Device Support,Medium,Store,Resolved,Yes,EM00091,26.7,15-10-2025
TK00027924,C0016883,27-11-2017,Recharge Failure,Medium,Call,Resolved,No,EM00323,21.2,28-11-2017
TK00027925,C0016884,02-07-2025,Billing Dispute,Medium,Call,Pending,No,EM00247,,
TK00027926,C0016884,14-03-2016,Plan Change,Low,Store,Resolved,Yes,EM00111,6.5,15-03-2016
TK00027927,C0016884,30-08-2014,Slow Data Speed,Low,Call,Resolved,No,EM00494,4.0,30-08-2014
TK00027928,C0016885,22-12-2019,Payment Issue,Medium,Chat,Resolved,No,EM00201,24.7,23-12-2019
TK00027929,C0016885,25-11-2015,Call Drop,Low,Email,Resolved,Yes,EM00261,36.6,27-11-2015
TK00027930,C0016886,11-10-2020,Payment Issue,Critical,App,Escalated,No,EM00284,,
TK00027931,C0016887,03-07-2023,Slow Data Speed,Medium,App,Escalated,No,EM00205,,
TK00027932,C0016887,01-01-2015,Call Drop,Medium,Call,Resolved,Yes,EM00780,36.8,02-01-2015
TK00027933,C0016887,05-06-2017,Call Drop,High,App,Resolved,No,EM00045,3.7,05-06-2017
TK00027934,C0016887,07-08-2023,Slow Data Speed,Low,Store,Pending,No,EM00260,,
TK00027935,C0016887,25-04-2014,Fiber Downtime,Medium,Store,Resolved,Yes,EM00608,1.7,25-04-2014
TK00027936,C0016888,07-10-2022,Fiber Downtime,Low,App,Escalated,No,EM00221,,
TK00027937,C0016888,15-08-2019,Device Support,High,Store,Pending,No,EM00119,,
TK00027938,C0016889,11-02-2019,Network Issue,Medium,Store,Resolved,No,EM00164,42.6,13-02-2019
TK00027939,C0016890,11-06-2025,Slow Data Speed,Low,Call,Escalated,No,EM00011,,
TK00027940,C0016890,02-11-2016,Device Support,Medium,Chat,Escalated,No,EM00520,,
TK00027941,C0016890,08-07-2018,Roaming,Low,Chat,Reopened,No,EM00666,,
TK00027942,C0016890,23-07-2024,Payment Issue,Medium,App,Resolved,Yes,EM00093,18.3,24-07-2024
TK00027943,C0016890,11-09-2024,Roaming,Low,App,Resolved,Yes,EM00045,18.6,12-09-2024
TK00027944,C0016890,26-05-2020,Call Drop,Medium,Store,Pending,No,EM00525,,
TK00027945,C0016891,20-08-2019,Billing Dispute,Low,Store,Resolved,Yes,EM00634,13.2,21-08-2019
TK00027946,C0016892,14-01-2024,Fiber Downtime,High,Email,Escalated,No,EM00680,,
TK00027947,C0016893,25-07-2025,Account Update,High,Store,Resolved,No,EM00488,6.1,25-07-2025
TK00027948,C0016894,10-12-2014,Account Update,Low,Call,Reopened,No,EM00170,,
TK00027949,C0016894,29-06-2020,Slow Data Speed,High,App,Resolved,Yes,EM00125,31.2,30-06-2020
TK00027950,C0016894,29-08-2023,Fiber Downtime,Low,Call,Resolved,Yes,EM00215,7.5,29-08-2023
TK00027951,C0016896,31-12-2024,Device Support,Low,Call,Escalated,No,EM00469,,
TK00027952,C0016896,20-12-2015,Account Update,High,Store,Escalated,No,EM00062,,
TK00027953,C0016896,07-10-2017,Recharge Failure,High,Email,Resolved,Yes,EM00186,7.4,07-10-2017
TK00027954,C0016896,02-03-2018,Fiber Downtime,High,Chat,Resolved,Yes,EM00489,5.4,03-03-2018
TK00027955,C0016897,30-07-2025,Payment Issue,High,Store,Pending,No,EM00746,,
TK00027956,C0016897,03-05-2017,Plan Change,High,Store,Resolved,Yes,EM00432,3.1,03-05-2017
TK00027957,C0016898,03-11-2019,Slow Data Speed,Medium,Call,Escalated,No,EM00056,,
TK00027958,C0016898,29-12-2020,Roaming,Low,Call,Pending,No,EM00272,,
TK00027959,C0016898,26-02-2025,Payment Issue,Low,Call,Resolved,Yes,EM00279,12.8,26-02-2025
TK00027960,C0016899,14-07-2014,Call Drop,Low,Chat,Escalated,No,EM00693,,
TK00027961,C0016899,03-10-2015,Billing Dispute,High,Email,Resolved,No,EM00066,5.6,03-10-2015
TK00027962,C0016899,26-05-2014,Recharge Failure,High,App,Resolved,Yes,EM00227,55.4,28-05-2014
TK00027963,C0016900,26-05-2020,Recharge Failure,High,Call,Resolved,Yes,EM00528,22.2,27-05-2020
TK00027964,C0016901,02-10-2015,Payment Issue,Medium,App,Resolved,Yes,EM00205,1.1,02-10-2015
TK00027965,C0016901,16-09-2014,Recharge Failure,Low,App,Resolved,No,EM00358,10.6,16-09-2014
TK00027966,C0016902,10-07-2021,Call Drop,Low,App,Resolved,Yes,EM00123,29.3,11-07-2021
TK00027967,C0016902,21-07-2023,Recharge Failure,Medium,Call,Resolved,Yes,EM00330,5.8,21-07-2023
TK00027968,C0016903,02-02-2020,Plan Change,Low,Chat,Resolved,No,EM00448,7.5,02-02-2020
TK00027969,C0016903,19-10-2020,Fiber Downtime,Critical,Email,Resolved,Yes,EM00006,19.7,20-10-2020
TK00027970,C0016903,30-10-2020,Recharge Failure,Medium,Store,Pending,No,EM00610,,
TK00027971,C0016904,05-06-2025,Device Support,Medium,Email,Escalated,No,EM00666,,
TK00027972,C0016904,23-01-2020,Roaming,High,Email,Resolved,Yes,EM00359,10.4,24-01-2020
TK00027973,C0016905,05-08-2023,Billing Dispute,Low,Email,Pending,No,EM00176,,
TK00027974,C0016905,21-06-2025,Call Drop,Low,Email,Resolved,Yes,EM00284,33.0,23-06-2025
TK00027975,C0016906,28-05-2025,Plan Change,High,Email,Resolved,No,EM00731,19.3,29-05-2025
TK00027976,C0016907,22-03-2016,Payment Issue,Medium,Chat,Pending,No,EM00273,,
TK00027977,C0016908,27-03-2020,Device Support,Medium,Email,Resolved,Yes,EM00306,32.2,28-03-2020
TK00027978,C0016909,06-09-2025,Billing Dispute,Low,Chat,Resolved,Yes,EM00451,12.8,07-09-2025
TK00027979,C0016910,20-02-2014,Device Support,High,App,Pending,No,EM00406,,
TK00027980,C0016910,17-02-2019,Slow Data Speed,Medium,Chat,Resolved,Yes,EM00700,13.6,18-02-2019
TK00027981,C0016910,28-07-2021,Network Issue,Critical,Call,Pending,No,EM00645,,
TK00027982,C0016912,15-12-2023,Account Update,High,App,Pending,No,EM00510,,
TK00027983,C0016912,17-11-2024,Payment Issue,High,Chat,Resolved,No,EM00706,6.9,18-11-2024
TK00027984,C0016912,11-07-2018,Billing Dispute,Low,Call,Resolved,Yes,EM00705,12.5,11-07-2018
TK00027985,C0016913,03-05-2023,Roaming,Medium,Call,Reopened,No,EM00608,,
TK00027986,C0016915,01-09-2023,Network Issue,Low,Call,Reopened,No,EM00394,,
TK00027987,C0016916,08-12-2023,Billing Dispute,Medium,Email,Resolved,Yes,EM00693,6.0,08-12-2023
TK00027988,C0016917,01-02-2017,Plan Change,High,App,Pending,No,EM00245,,
TK00027989,C0016917,02-02-2014,Payment Issue,Low,Store,Reopened,No,EM00280,,
TK00027990,C0016917,30-06-2017,Fiber Downtime,Medium,Email,Resolved,Yes,EM00685,28.3,01-07-2017
TK00027991,C0016918,20-01-2020,Device Support,Medium,Store,Resolved,Yes,EM00595,20.7,21-01-2020
